?IRI	?label	?parentIRI	?parentLabel	?codebookDescription	?ontology_label	?definition	?ontology_parentIRI	?ontology_parentLabel
http://purl.obolibrary.org/obo/NCBITaxon_1314	Streptococcus pyogenes	http://purl.obolibrary.org/obo/EUPATH_0057606	Bacteria in any sample		Streptococcus pyogenes		http://purl.obolibrary.org/obo/NCBITaxon_1301	Streptococcus
http://purl.obolibrary.org/obo/EUPATH_0009096	Methicillin sensitive Staphylococcus aureus	http://purl.obolibrary.org/obo/EUPATH_0057606	Bacteria in any sample					
http://purl.obolibrary.org/obo/EUPATH_0009105	Pseudomonas (mucoid)	http://purl.obolibrary.org/obo/EUPATH_0057606	Bacteria in any sample					
http://purl.obolibrary.org/obo/EUPATH_0009106	Pseudomonas (nonmucoid)	http://purl.obolibrary.org/obo/EUPATH_0057606	Bacteria in any sample					
http://purl.obolibrary.org/obo/EUPATH_0009119	Methicillin sensitive Staphylococcus aureus (prelim)	http://purl.obolibrary.org/obo/EUPATH_0057606	Bacteria in any sample					
http://purl.obolibrary.org/obo/EUPATH_0009120	Pseudomonas (prelim)	http://purl.obolibrary.org/obo/EUPATH_0057606	Bacteria in any sample					
http://purl.obolibrary.org/obo/EUPATH_0057639	Mycobacterium in any sample	http://purl.obolibrary.org/obo/EUPATH_0057606	Bacteria in any sample					
http://purl.obolibrary.org/obo/EUPATH_0033294	Acinetobacter in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Acinetobacter in blood	A bacteria in blood datum that specifies whether Acinetobacter was detected.		
http://purl.obolibrary.org/obo/EUPATH_0023004	"Bacteria, by microscopy"	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of bacteria in blood by microscopy assay	A bacteria in blood datum that specifies whether bacteria were detected by microscopy assay.		
http://purl.obolibrary.org/obo/EUPATH_0033296	Enterobacter in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Enterobacter in blood	A bacteria in blood datum that specifies whether Enterobacter was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032205	"Enterobacteriaceae, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood	"Enterobacteriaceae on blood culture (organism grouping; E. coli, Klebsiella pneumoniae, Enterobacter cloacae)"	presence of Enterobacteriaceae in blood	A bacteria in blood datum that specifies whether Enterobacteriaceae was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033297	Enterococcus in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Enterococcus in blood	A bacteria in blood datum that specifies whether Enterococcus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033298	Escherichia in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Escherichia in blood	A bacteria in blood datum that specifies whether Escherichia was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033303	Haemophilus in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Haemophilus in blood	A bacteria in blood datum that specifies whether Haemophilus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033299	Klebsiella in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Klebsiella in blood	A bacteria in blood datum that specifies whether Klebsiella was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033300	Moraxella in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Moraxella in blood	A bacteria in blood datum that specifies whether Moraxella was detected.		
http://purl.obolibrary.org/obo/EUPATH_0057640	Mycobacterium in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Mycobacterium in blood	A bacteria in blood datum that specifies whether Mycobacterium was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033301	Neisseria in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Neisseria in blood	A bacteria in blood datum that specifies whether Neisseria was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033306	Pseudomonas in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Pseudomonas in blood	A bacteria in blood datum that specifies whether Pseudomonas was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033304	Salmonella in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Salmonella in blood	A bacteria in blood datum that specifies whether Salmonella was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033302	Staphylococcus in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Staphylococcus in blood	A bacteria in blood datum that specifies whether Staphylococcus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033305	Streptococcus in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Streptococcus in blood	A bacteria in blood datum that specifies whether Streptococcus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0042152	Treponema in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of Treponema in blood	A bacteria in blood datum that specifies whether Treponema was detected.		
http://purl.obolibrary.org/obo/EUPATH_0021131	Typhus in blood	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood		presence of typhus group in blood	A bacteria in blood datum that specifies whether a typhus group virus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032202	"Any bacteria, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood	Any bacteria blood culture positive	presence of unspecified bacteria in blood	A bacteria in blood datum that specifies whether unspecified bacteria were detected.		
http://purl.obolibrary.org/obo/EUPATH_0032203	"Any noncontaminant bacteria, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood	Any noncontaminant bacteria blood culture positive				
http://purl.obolibrary.org/obo/EUPATH_0032216	"Other non-fermentative gram-negative rods, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood	"Other non-fermentative gram-negative rods on blood culture (organism grouping: Acinetobacter, Pseudomonas aeroginosa, Pseudomonas species, Pasteurella species, Pseudomonas stutzeri)"				
http://purl.obolibrary.org/obo/EUPATH_0032217	"Other Streptococci and Enterobacteriaceae, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0033293	Bacteria in blood	"Other Streptococci and Enterobacteriaceae on blood culture (organism grouping: Entercoccus faecium, Streptococcus Group A)"				
http://purl.obolibrary.org/obo/EUPATH_0057641	Mycobacterium in bone	http://purl.obolibrary.org/obo/EUPATH_0057607	Bacteria in bone					
http://purl.obolibrary.org/obo/EUPATH_0057642	Mycobacterium in bone marrow	http://purl.obolibrary.org/obo/EUPATH_0057608	Bacteria in bone marrow					
http://purl.obolibrary.org/obo/EUPATH_0057643	Mycobacterium in bronchoalveolar lavage	http://purl.obolibrary.org/obo/EUPATH_0057609	Bacteria in bronchoalveolar lavage					
http://purl.obolibrary.org/obo/EUPATH_0057644	Mycobacterium in cerebrospinal fluid	http://purl.obolibrary.org/obo/EUPATH_0057610	Bacteria in cerebrospinal fluid		presence of Mycobacterium in cerebrospinal fluid	A cerebrospinal fluid microbiology datum that specifies whether Mycobacterium was detected.		
http://purl.obolibrary.org/obo/EUPATH_0057645	Mycobacterium in gastrointestinal sample	http://purl.obolibrary.org/obo/EUPATH_0057611	Bacteria in gastrointestinal sample					
http://purl.obolibrary.org/obo/EUPATH_0032273	"Any noncontaminant bacteria, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum	Any noncontaminant bacteria induced sputum PCR positive	presence of bacteria in induced sputum by multiplex real time polymerase chain reaction assay	A bacteria in induced sputum datum that specifies whether bacteria were detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0032340	"Mixed gram-negative rods, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum	Mixed Gram Negative Rods induced sputum culture positive	presence of Mixed gram-negative rods in induced sputum	A bacteria in induced sputum datum that specifies whether Mixed gram-negative rods was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032131	Acinetobacter in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032132	Aeromonas in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032133	Agregattibacter in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032135	Bordetella in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032136	Burkholderia in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032137	Citrobacter in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032138	Chlamydophila in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032140	Coliform in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032142	Corynebacterium in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032143	Cronobacter in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032144	Enterobacter in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032147	Enterococcus in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032149	Escherichia coli in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032150	Haemophilus in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032155	Kingella in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032156	Klebsiella in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032161	Moraxella in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032164	Neisseria in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032165	Proteus in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032166	Pseudomonas in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032170	Salmonella in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032172	Serratia in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032174	Staphylococcus in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032175	Legionella in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032176	Stenotrophomonas in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032177	Streptococcus in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032178	Mycoplasma in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032272	"Any noncontaminant bacteria, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum	Any noncontaminant bacteria induced sputum culture positive				
http://purl.obolibrary.org/obo/EUPATH_0032288	"Commensal diphtheroid bacilli, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum	DIPH ISCx Gram stain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0032289	"Commensal diphtheroid bacilli, by bacteriology"	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032339	"Mixed gram-negative rods, by Gram stain"	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum	Mixed gram negative rods induced sputum culture gram strain confirmed				
http://purl.obolibrary.org/obo/EUPATH_0057646	Mycobacterium in induced sputum	http://purl.obolibrary.org/obo/EUPATH_0032002	Bacteria in induced sputum					
http://purl.obolibrary.org/obo/EUPATH_0032634	"Any noncontaminant bacteria, by multiplexed qPCR"	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate	Any noncontaminant bacteria detected by lung aspirate PCR	presence of bacteria in lung by multiplex real time polymerase chain reaction assay	A bacteria in lung datum that specifies whether bacteria were detected by multiplex real time polymerase chain reaction assay.		
http://purl.obolibrary.org/obo/EUPATH_0033313	Bordetella in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Bordetella in lung	A bacteria in lung datum that specifies whether Bordetella was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033312	Chlamydia in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Chlamydia in lung	A bacteria in lung datum that specifies whether Chlamydia was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032187	Haemophilus in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Haemophilus in lung	A bacteria in lung datum that specifies whether Haemophilus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033314	Legionella in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Legionella in lung	A bacteria in lung datum that specifies whether Legionella was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032188	Moraxella in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Moraxella in lung	A bacteria in lung datum that specifies whether Moraxella was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033311	Mycoplasma in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Mycoplasmoides in lung	A bacteria in lung datum that specifies whether Mycoplasmoides was detected.		
http://purl.obolibrary.org/obo/EUPATH_0033310	Salmonella in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Salmonella in lung	A bacteria in lung datum that specifies whether Salmonella was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032189	Staphylococcus in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Staphylococcus in lung	A bacteria in lung datum that specifies whether Staphylococcus was detected.		
http://purl.obolibrary.org/obo/EUPATH_0032190	Streptococcus in lung aspirate	http://purl.obolibrary.org/obo/EUPATH_0032018	Bacteria in lung aspirate		presence of Streptococcus in lung	A bacteria in lung datum that specifies whether Streptococcus was detected.		
