order,uniqueVar,variable,dataFile,keepDiscard,notesforDL,codebookDescription,codebookValues,timeVaryng,duplicated,dateTime,flag,notesforOnt,type,example,minValue,maxValue,values,uniqueValueCount,percentMissing,In OWL FILE
421,F4B_TRT_GIVE_SPEC2,f4b_trt_give_spec2,vida_enrl.csv,discard,,Other medicine 4 specify,,,,NA,NA,,chr,ZINCOVIL SYRUP,n/a,n/a,>10 unique values,126,0.964263096,NO
425,F4B_TRT_GIVE_SPEC3,f4b_trt_give_spec3,vida_enrl.csv,discard,,Other medicine 6 specify,,,,NA,NA,,chr,FERROUS AND SULPHATE,n/a,n/a,>10 unique values,63,0.987876595,NO
408,F4B_TRT_PRES_SPEC,f4b_trt_pres_spec,vida_enrl.csv,discard,,Other antibiotics home sp,,,,NA,NA,,chr,PARACETAMOL,n/a,n/a,>10 unique values,33,0.996381073,NO
416,F4B_TRT_PRES_SPEC1,f4b_trt_pres_spec1,vida_enrl.csv,discard,,Other medicine specify,,,,NA,NA,,chr,PARACETAMOL SYRUP,n/a,n/a,>10 unique values,303,0.710033475,NO
420,F4B_TRT_PRES_SPEC2,f4b_trt_pres_spec2,vida_enrl.csv,discard,,Other medicine 3 specify,,,,NA,NA,,chr,MULTIVITAMIN SYRUP,n/a,n/a,>10 unique values,303,0.895141591,NO
424,F4B_TRT_PRES_SPEC3,f4b_trt_pres_spec3,vida_enrl.csv,discard,,Other medicine 5 specify,,,,NA,NA,,chr,FOLIC ACID,n/a,n/a,>10 unique values,143,0.974938931,NO
334,F4B_VOLUME,f4b_volume,vida_enrl.csv,discard,,"If ""Yes"", what was the volume?",,,,NA,no data,GEMS,chr,NA,n/a,n/a,.,1,1,NO
288,F4B_WTNA,f4b_wtna,vida_enrl.csv,discard,,0-23 month weight N/A,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.871799511,NO
501,F5_COMMENT1,f5_comment1,vida_enrl.csv,discard,,Comments,,,,NA,NA,,chr,MOTHER AND CHILD TRAVELLED TO SERREKUNDA.,n/a,n/a,>10 unique values,832,0.919388401,NO
466,F5_DIAG_SPEC,f5_diag_spec,vida_enrl.csv,discard,,Diagnosed with specify,,,,NA,NA,GEMS,chr,ABSCESS,n/a,n/a,>10 unique values,102,0.969058174,NO
459,F5_EXP_SPEC,f5_exp_spec,vida_enrl.csv,discard,,Other illness 1 specify,,,,NA,NA,GEMS,chr,PIMPLES,n/a,n/a,>10 unique values,292,0.756265267,NO
460,F5_EXP_SPEC2,f5_exp_spec2,vida_enrl.csv,discard,,Other illness 2 specify,,,,NA,NA,GEMS,chr,PIMPLES,n/a,n/a,>10 unique values,171,0.906541211,NO
446,F5_FACILITY_SPEC,f5_facility_spec,vida_enrl.csv,discard,,"Other, specify:",,,,NA,NA,GEMS,chr,MADIANY,n/a,n/a,", MADIANY",1,0.999909527,NO
503,F5_INT_CODE1,f5_int_code1,vida_enrl.csv,discard,,Interviewer's staff code,,,,NA,NA,,chr,216,n/a,n/a,>10 unique values,69,0.000723785,NO
502,F5_INTVWR1,f5_intvwr1,vida_enrl.csv,discard,,Interviewer's Name,,,,NA,NA,,chr,SAIKOUBA CEESAY,n/a,n/a,>10 unique values,321,0.00027142,NO
505,F5_QC_CODE1,f5_qc_code1,vida_enrl.csv,discard,,Quality staff code,,,,NA,NA,,chr,202,n/a,n/a,>10 unique values,33,0.00027142,NO
506,F5_QC_DATE1,f5_qc_date1,vida_enrl.csv,discard,,Quality control date,,,,date?,NA,,date,7/29/2015,.,12/30/2017,. to 12/30/17,964,0.000995205,NO
504,F5_QC1,f5_qc1,vida_enrl.csv,discard,,Quality control's name,,,,NA,NA,,chr,KEN JOOF,n/a,n/a,>10 unique values,111,0,NO
441,F5_RELATION_SPEC,f5_relation_spec,vida_enrl.csv,discard,,"Other, specify:",,,,NA,NA,GEMS,chr,STEP MOTHER,n/a,n/a,", GRAND GRANDMOTHER, sister in law, step mother, Step mother, STEP MOTHER, Stepmother",6,0.999185741,NO
531,F6_COMMENT,f6_comment,vida_enrl.csv,discard,,Notes or comments:,,,,NA,NA,,chr,DOB ON THE H/C AND DIFFERS FROM THE DSS..SEE RANDOMIZATION LIST,n/a,n/a,>10 unique values,51,0.992128834,NO
533,F6_INT_CODE,f6_int_code,vida_enrl.csv,discard,,Interviewer staff code,,,,NA,NA,GEMS,chr,209,n/a,n/a,>10 unique values,63,0.437890166,NO
532,F6_INTVWR,f6_intvwr,vida_enrl.csv,discard,,Interviewer's name,,,,NA,NA,,chr,DAWDA JAWARA,n/a,n/a,>10 unique values,309,0.437890166,NO
523,F6_NI_OTHER,f6_ni_other,vida_enrl.csv,discard,,"Not invited, other reason","Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
522,F6_NI_QUOTA,f6_ni_quota,vida_enrl.csv,discard,,Quota of necessary controls was filled:,"Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
521,F6_NI_STOOL,f6_ni_stool,vida_enrl.csv,discard,,Unable to produce adequate stool sample [10 grams with a minimum of 5 grams]:,"Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
524,F6_NO_INVITE_SPEC,f6_no_invite_spec,vida_enrl.csv,discard,,"Not invited, specify",,,,NA,no data,GEMS,chr,NA,n/a,n/a,,0,1,NO
515,F6_NOT_ELIG,f6_not_elig,vida_enrl.csv,discard,,"If either Questions 9 or 13 is ""DK"", check the option that best describes why you were not able to determine eligibility.","1=Caretaker not available, 2=Other",,,NA,no data,GEMS,chr,NA,n/a,n/a,.,1,1,NO
516,F6_NOT_ELIG_SPEC,f6_not_elig_spec,vida_enrl.csv,discard,,DK eligibility specify,,,,NA,no data,GEMS,chr,NA,n/a,n/a,,0,1,NO
520,F6_NOT_ENROLL,f6_not_enroll,vida_enrl.csv,discard,,"If eligible but not enrolled, what was the reason? [Check one of the two main reasons.]","1=Not invited for one of the following reasons, 2=Refused by parent/caretaker for one of the following reasons",,,NA,no data,GEMS,chr,NA,n/a,n/a,.,1,1,NO
525,F6_PTR_BUSY,f6_ptr_busy,vida_enrl.csv,discard,,Parent/caretaker too busy:,"Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
527,F6_PTR_OTHER,f6_ptr_other,vida_enrl.csv,discard,,Parent refused other,"Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
526,F6_PTR_RSH,f6_ptr_rsh,vida_enrl.csv,discard,,Does not like research:,"Y=Answer selected, 'Null'=Not selected",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
534,F6_QC,f6_qc,vida_enrl.csv,discard,,Quality control's name,,,,NA,NA,,chr,KEN JOOF,n/a,n/a,>10 unique values,92,0.437890166,NO
535,F6_QC_CODE,f6_qc_code,vida_enrl.csv,discard,,Quality staff code,,,,NA,NA,GEMS,chr,202,n/a,n/a,>10 unique values,31,0.437890166,NO
536,F6_QC_DATE,f6_qc_date,vida_enrl.csv,discard,,Quality date,,,,date?,NA,GEMS,date,5/20/2015,.,12/31/2016,. to 12/31/16,923,0.437890166,NO
528,F6_REFUSED_SPEC,f6_refused_spec,vida_enrl.csv,discard,,Parent refused other spec,,,,NA,no data,GEMS,chr,NA,n/a,n/a,,0,1,NO
590,F7_ANI_SPEC,f7_ani_spec,vida_enrl.csv,discard,,Other animal specify,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,RED MONKEY,n/a,n/a,", ANTILOPE, lapin (Rabbit), rabbit, Rabbit, RABBIT, RABBITS, RED MONKEY, TORTUE, TURTLE",9,0.998823849,NO
785,F7_COMMENT,f7_comment,vida_enrl.csv,discard,,Comments,,,,NA,NA,,chr,PART OF THE INFANT WELFARE CARD WAS CUT OFF,n/a,n/a,>10 unique values,516,0.951868271,NO
551,F7_FLOOR_SPEC,f7_floor_spec,vida_enrl.csv,discard,,House floor other specify,,,,NA,NA,GEMS,chr,tuile en carreau,n/a,n/a,", PVC, tuile en carreau",2,0.999819054,NO
577,F7_FUEL_OTHER_SPEC,f7_fuel_other_spec,vida_enrl.csv,discard,,Fuel other specify,"Y=Answer selected, 'Null'=Not selected",,,NA,NA,GEMS,chr,kerosene stove,n/a,n/a,", kerosene stove",1,0.999909527,NO
787,F7_INT_CODE,f7_int_code,vida_enrl.csv,discard,,Interviewer's staff code,,,,NA,NA,GEMS,chr,209,n/a,n/a,>10 unique values,59,0.438523478,NO
786,F7_INTVWR,f7_intvwr,vida_enrl.csv,discard,,Interviewer's Name,,,,NA,NA,,chr,DAWDA JAWARA,n/a,n/a,>10 unique values,281,0.437890166,NO
680,F7_MED_ANT_SPEC,f7_med_ant_spec,vida_enrl.csv,discard,,Specify other antibiotic,,,,NA,NA,GEMS,chr,0,n/a,n/a,", 0",1,0.952230164,NO
681,F7_MED_OTH1_SPEC,f7_med_oth1_spec,vida_enrl.csv,discard,,Specify other 1 medicine,,,,NA,NA,GEMS,chr,0,n/a,n/a,", 0",1,0.952230164,NO
682,F7_MED_OTH2_SPEC,f7_med_oth2_spec,vida_enrl.csv,discard,,Specify other 2 medicine,,,,NA,NA,GEMS,chr,0,n/a,n/a,", 0",1,0.952230164,NO
683,F7_MED_OTH3_SPEC,f7_med_oth3_spec,vida_enrl.csv,discard,,Specify other 3 medicine,,,,NA,NA,GEMS,chr,0,n/a,n/a,", 0",1,0.952230164,NO
612,F7_MS_SPEC,f7_ms_spec,vida_enrl.csv,discard,,Specify:,,,,NA,NA,GEMS,chr,TAP IN NEIBOUGH'S YARD.,n/a,n/a,", ANOTHER COMPOUND, OPEN WELL IN ANOTHER HOUSE OR YARD, OPEN WELL IN ANOTHER YARD, OPEN WELL IN ANOTHER YARD., PIPE INTO SOMEONE YARD., PIPED INTO YARD OF NEARBY COMPOND, PIPPED INTO ANOTHER YARD, TAP IN ANOTHER YARD., TAP IN NEIBOUGH'S YARD.",9,0.999095268,NO
550,F7_OTHFL,f7_othfl,vida_enrl.csv,discard,,House floor other,,,,NA,NA,,chr,1,n/a,n/a,"., 1",2,0.999819054,NO
539,F7_PRIMCARE_SPEC,f7_primcare_spec,vida_enrl.csv,discard,,Specify:,,,,NA,NA,GEMS,chr,STEP MOTHER,n/a,n/a,", ARRIERE GRAND MERE, CO-WIFE, cousin, GRAND GRANDMOTHER, STEP MOTHER",5,0.999366688,NO
788,F7_QC,f7_qc,vida_enrl.csv,discard,,Quality control's name,,,,NA,NA,,chr,KEN JOOF,n/a,n/a,>10 unique values,91,0.437890166,NO
789,F7_QC_CODE,f7_qc_code,vida_enrl.csv,discard,,Quality staff code,,,,NA,NA,GEMS,chr,202,n/a,n/a,>10 unique values,30,0.437980639,NO
548,F7_RUDFL,f7_rudfl,vida_enrl.csv,discard,,Predominant floor rudiment,"01=Wood planks, 
02=Palm/bamboo",,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
699,F7_SEEK_OTHR_SPEC,f7_seek_othr_spec,vida_enrl.csv,discard,,Other hospital specify,,,,NA,NA,GEMS,chr,BAKADAGY HEALTH CENTER,n/a,n/a,>10 unique values,174,0.97891975,NO
698,F7_SEEK_REMDY_SPEC,f7_seek_remdy_spec,vida_enrl.csv,discard,,Specify remedy,,,,NA,NA,GEMS,chr,ORS,n/a,n/a,>10 unique values,28,0.993938297,NO
722,F7_VAX_SOTH,f7_vax_soth,vida_enrl.csv,discard,,"Other, Specify:",,,,NA,NA,,chr,RVS,n/a,n/a,>10 unique values,12,0.998733376,NO
620,F7_WASTE_SPEC,f7_waste_spec,vida_enrl.csv,discard,,Specify:,,,,NA,NA,,chr,bush,n/a,n/a,", bush",1,0.999909527,NO
610,F7_WATER_SPEC,f7_water_spec,vida_enrl.csv,discard,,Other water specify,,,,NA,NA,GEMS,chr,TAP IN NEIBOUGH'S YARD.,n/a,n/a,>10 unique values,13,0.998733376,NO
704,F7_WTNA,f7_wtna,vida_enrl.csv,discard,,0-23 month weight N/A,0-23 month weight N/A,,,NA,no data,,chr,NA,n/a,n/a,.,1,1,NO
800,F9_COMMENT,f9_comment,vida_enrl.csv,discard,,Notes or comments,,,,NA,NA,,chr,MOTHER AND THE CHILD TRAVELLED TO SEREKUNDA.,n/a,n/a,>10 unique values,381,0.963720257,NO
796,F9_INT_CODE,f9_int_code,vida_enrl.csv,discard,,Interviewer's staff code,,,,NA,NA,GEMS,chr,216,n/a,n/a,>10 unique values,66,9.05E-05,NO
795,F9_INT_NAME,f9_int_name,vida_enrl.csv,discard,,Interviewer's name,,,,NA,NA,,chr,SAIKOUBA CEESAY,n/a,n/a,>10 unique values,320,9.05E-05,NO
798,F9_QC_CODE,f9_qc_code,vida_enrl.csv,discard,,QC's staff code,,,,NA,NA,GEMS,chr,202,n/a,n/a,>10 unique values,35,9.05E-05,NO
799,F9_QC_DATE,f9_qc_date,vida_enrl.csv,discard,,Quality control's date,,,,date?,NA,GEMS,date,7/29/2015,.,12/30/2017,. to 12/30/17,949,9.05E-05,NO
797,F9_QC_NAME,f9_qc_name,vida_enrl.csv,discard,,Quality control's name,,,,NA,NA,,chr,KEN JOOF,n/a,n/a,>10 unique values,102,9.05E-05,NO
1186,TAC_CONTROL_18S,tac_control_18s,vida_enrl.csv,discard,,"manufacturer control, 18S",numeric,,,NA,NA,,chr,24.6,n/a,n/a,>10 unique values,6687,0.125576766,NO
1026,WI_SHR_OTHER,wi_shr_other,vida_enrl.csv,discard,,,,,,NA,NA,,int,0,0,0,0 to 0,1,0,NO
1016,WI_WATER_OTHR,wi_water_othr,vida_enrl.csv,discard,,,,,,NA,NA,,int,0,0,1,0 to 1,2,0,NO
971,ADENO_4041,adeno_4041,vida_enrl.csv,keep,,Adenovirus 40/41 where we assume that a negative test result of adenovirus is therefore a negative adenovirus 40/41 test result. This variable assumes that all lab work is highly accurate and consistent across all sites. ,1 = present; 0 = absent; 9 = Test not done,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.000904732,YES
985,AEPEC,aepec,vida_enrl.csv,keep,,Atypical EPEC,1 = atypical EPEC; 0 = Not atypical EPEC/no ecoli detected,,,NA,NA,GEMS,chr,0,n/a,n/a,"., 0, 1",3,0.001628517,YES
8,AGE,age,vida_enrl.csv,keep,,Age of child at enrollment in months,numeric,,,NA,NA,,int,6,0,59,0 to 59,60,0,YES
7,AGEGROUP,agegroup,vida_enrl.csv,keep,,Age strata as specified by the protocol,"1=0-11 m, 2=12-23 m, 3=24-59m",,,NA,NA,GEMS,int,1,1,3,1 to 3,3,0,YES
954,AMP_RIS_COLONY1,amp_ris_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", I, R, S",3,0.960191803,YES
955,AMP_RIS_COLONY2,amp_ris_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", I, R, S",3,0.997919117,YES
956,AMP_RIS_COLONY3,amp_ris_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R, S",2,0.999366688,YES
957,AMP_RIS_COLONY4,amp_ris_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,R,n/a,n/a,", R, S",2,0.999819054,YES
987,AMR_INCONSISTENT,amr_inconsistent,vida_enrl.csv,keep,,,,,,NA,,,chr,0,n/a,n/a,"., 0, 1",3,0.960010857,YES
974,AZITHRO_COLONY1,azithro_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,21,n/a,n/a,>10 unique values,20,0.960191803,YES
975,AZITHRO_COLONY2,azithro_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,22,n/a,n/a,>10 unique values,12,0.997919117,YES
976,AZITHRO_COLONY3,azithro_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,27,n/a,n/a,"., 20, 22, 23, 25, 27",6,0.999366688,YES
977,AZITHRO_COLONY4,azithro_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,22,n/a,n/a,"., 21, 22",3,0.999819054,YES
978,AZITHRO_FLEX_COLONY1,azithro_flex_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,WT,n/a,n/a,", NWT, WT",2,0.974215145,YES
979,AZITHRO_FLEX_COLONY2,azithro_flex_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,WT,n/a,n/a,", WT",1,0.998914322,YES
980,AZITHRO_FLEX_COLONY3,azithro_flex_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,WT,n/a,n/a,", WT",1,0.999638107,YES
982,AZITHRO_SONNEI_COLONY1,azithro_sonnei_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,WT,n/a,n/a,", WT",1,0.992852619,YES
983,AZITHRO_SONNEI_COLONY2,azithro_sonnei_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,WT,n/a,n/a,", WT",1,0.999457161,YES
984,AZITHRO_SONNEI_COLONY3,azithro_sonnei_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,WT,n/a,n/a,", WT",1,0.999819054,YES
985,AZITHRO_SONNEI_COLONY4,azithro_sonnei_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,WT,n/a,n/a,", WT",1,0.999909527,YES
960,BASE_AGE_DAYS,base_age_days,vida_enrl.csv,keep,,Age of the child at enrollment in days,numeric,,,NA,NA,,int,203,18,1823,18 to 1823,1606,0,YES
1099,BASE_BAZ,base_baz,vida_enrl.csv,keep,,WHO growth standards body mass index-for-age z-score at enrollment,numeric,,,NA,NA,,chr,-0.87,n/a,n/a,>10 unique values,785,9.05E-05,YES
1104,BASE_BAZ_FLAG,base_baz_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,9.05E-05,YES
1128,BASE_BAZR_FLAG,base_bazr_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.000180946,YES
1095,BASE_BMI,base_bmi,vida_enrl.csv,keep,,WHO growth standards body mass index (BMI) at enrollment,numeric,,,NA,NA,,chr,16.15,n/a,n/a,>10 unique values,1029,9.05E-05,YES
1087,BASE_FIND_MUAC,base_find_muac,vida_enrl.csv,keep,,MUAC of a case 4 hours after starting rehydration (cm),numeric,,,NA,NA,,chr,14.4,n/a,n/a,>10 unique values,89,0.875961277,YES
1084,BASE_FIND_WT,base_find_wt,vida_enrl.csv,keep,,Weight of a case 4 hours after starting rehydration (kgs),numeric,,,NA,NA,,chr,7.9,n/a,n/a,>10 unique values,180,0.909164933,YES
1097,BASE_HAZ,base_haz,vida_enrl.csv,keep,,WHO growth standards height-for-age z-score at enrollment,numeric,,,NA,NA,,dbl,-0.03,-9.38,5.16,-9.38 to 5.16,706,0,YES
1102,BASE_HAZ_FLAG,base_haz_flag,vida_enrl.csv,keep,,,,,,NA,NA,,int,0,0,1,0 to 1,2,0,YES
1126,BASE_HAZR_FLAG,base_hazr_flag,vida_enrl.csv,keep,,,,,,NA,NA,,int,0,0,1,0 to 1,2,0,YES
1092,BASE_HT,base_ht,vida_enrl.csv,keep,,Height of the child at enrollment (taken as median over three measurements),numeric,,,NA,NA,,dbl,68.6,46,114.1,46 to 114.1,566,0,YES
1147,BASE_MALNUT,base_malnut,vida_enrl.csv,keep,,,"0 = no acute malnutrition, 1 = mild/moderate, 2 = severe",,,NA,NA,,int,0,0,2,0 to 2,3,0,YES
1148,BASE_MALNUT_COMB,base_malnut_comb,vida_enrl.csv,keep,,,"0 = no acute malnutrition, 1 = mild/moderate, 2 = severe",,,NA,NA,,int,0,0,2,0 to 2,3,0,YES
1094,BASE_MUAC,base_muac,vida_enrl.csv,keep,,,,,,NA,NA,,dbl,13.4,8.3,21.9,8.3 to 21.9,104,0,YES
1100,BASE_MUAZ,base_muaz,vida_enrl.csv,keep,,WHO growth standards mid-upper arm circumference-for-age z-score at enrollment,numeric,,,NA,NA,,chr,-0.87,n/a,n/a,>10 unique values,665,0.012032932,YES
1124,BASE_MUAZ_COMB,base_muaz_comb,vida_enrl.csv,keep,,,,,,NA,NA,,chr,-0.87,n/a,n/a,>10 unique values,664,0.012032932,YES
1105,BASE_MUAZ_FLAG,base_muaz_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.012032932,YES
1129,BASE_MUAZR_FLAG,base_muazr_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.012032932,YES
1085,BASE_OUT_MUAC,base_out_muac,vida_enrl.csv,keep,,MUAC of a case when leaving the health center (cm),numeric,,,NA,NA,,chr,11.4,n/a,n/a,>10 unique values,68,0.968424862,YES
1082,BASE_OUT_WT,base_out_wt,vida_enrl.csv,keep,,Weight of a case when leaving hospital facility (kg) ,numeric,,,NA,NA,,chr,6.5,n/a,n/a,>10 unique values,110,0.977653126,YES
1086,BASE_REHYD_MUAC,base_rehyd_muac,vida_enrl.csv,keep,,MUAC of a case 8 hours after starting rehydration (cm),numeric,,,NA,NA,,chr,11,n/a,n/a,>10 unique values,55,0.988148014,YES
1083,BASE_REHYD_WT,base_rehyd_wt,vida_enrl.csv,keep,,Weight of a case after an additional 4 hours of rehydration (8 hours total rehydration) kgs,numeric,,,NA,NA,,chr,4.3,n/a,n/a,>10 unique values,64,0.991224102,YES
1142,BASE_STUNTING,base_stunting,vida_enrl.csv,keep,,Severity of stunting as measured by HAZ at enrollment,"0 = no stunting, 1 = mild, 2 = moderate, 3 = severe",,,NA,NA,,int,0,0,3,0 to 3,4,0,YES
1143,BASE_WASTING,base_wasting,vida_enrl.csv,keep,,Severity of wasting as measured by WHZ at enrollemnt,"0 = no stunting, 1 = mild, 2 = moderate, 3 = severe",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1, 2, 3",5,9.05E-05,YES
1144,BASE_WASTING_COMB,base_wasting_comb,vida_enrl.csv,keep,,Severity of wasting as measured by WHZ at enrollemnt (including rehydration),"0 = no stunting, 1 = mild, 2 = moderate, 3 = severe",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1, 2, 3",5,0.000180946,YES
1096,BASE_WAZ,base_waz,vida_enrl.csv,keep,,WHO growth standards weight-for-age z-score at enrollment,numeric,,,NA,NA,,chr,-0.67,n/a,n/a,>10 unique values,751,9.05E-05,YES
1122,BASE_WAZ_COMB,base_waz_comb,vida_enrl.csv,keep,,WHO growth standards weight-for-age z-score at enrollment using rehydrated weight when available,numeric,,,NA,NA,,chr,-0.67,n/a,n/a,>10 unique values,751,0.000180946,YES
1101,BASE_WAZ_FLAG,base_waz_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,9.05E-05,YES
1125,BASE_WAZR_FLAG,base_wazr_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.000180946,YES
1098,BASE_WHZ,base_whz,vida_enrl.csv,keep,,WHO growth standards weight-for-height z-score at enrollment,numeric,,,NA,NA,,chr,-0.79,n/a,n/a,>10 unique values,795,9.05E-05,YES
1103,BASE_WHZ_FLAG,base_whz_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,9.05E-05,YES
1127,BASE_WHZR_FLAG,base_whzr_flag,vida_enrl.csv,keep,,,,,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.000180946,YES
1093,BASE_WT,base_wt,vida_enrl.csv,keep,,,,,,NA,NA,,chr,7.6,n/a,n/a,>10 unique values,286,9.05E-05,YES
1120,BASE_WT_COMB,base_wt_comb,vida_enrl.csv,keep,,Last recorded weight of a child at the time of enrollment (kg). This weight takes into consideration cases who were rehydrated and/or had a hospital stay. ,numeric,,,NA,NA,,chr,7.6,n/a,n/a,>10 unique values,289,9.05E-05,YES
969,CAMPY_ANY,campy_any,vida_enrl.csv,keep,,An indicator of any campylobacter,"1 = any campylobacter, 0 = not campylobacter",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.000542839,YES
3,CASEID,caseid,vida_enrl.csv,keep,,,,,,NA,NA,GEMS,dbl,1010000022,1010000022,3160002183,1010000022 to 3160002183,4840,0,YES
958,CEFTR_RIS_COLONY1,ceftr_ris_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", I, R, S",3,0.960191803,YES
959,CEFTR_RIS_COLONY2,ceftr_ris_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.997919117,YES
960,CEFTR_RIS_COLONY3,ceftr_ris_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999366688,YES
961,CEFTR_RIS_COLONY4,ceftr_ris_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999819054,YES
958,CENTER,center,vida_enrl.csv,keep,,Center,"101 = GAMBIA Basse Major health center
102 = GAMBIA Gamisara health center
103 = GAMBIA Fatoto health center
104 = GAMBIA Garawol health center
105 = GAMBIA Demba Kunda health center
106 = GAMBIA Koina health center
107 = GAMBIA Bansang hospital
108 = GAMBIA Brikamaba health center
109 = GAMBIA Jahali health center (private)
110 = GAMBIA Sotuma health center
134 = GAMBIA Sabi health center
201 = MALI CSREF Commune I
202 = MALI ASACOBA
203 = MALI CSREF Commune IV
204 = MALI ASACODJIP
205 = MALI ASACODJENEKA
206 = MALI Hospital Gabriel Toure (National Children's Hospital)
208 = MALI ASACODJAN - a CSCOM public health center in Banconi
209 = MALI Centre de Sante SADIA private health center in Banconi
210 = MALI Centre de Sante CHERIFLA
301 = KENYA Siaya district hospital
302 = KENYA Abidha health centre
303 = KENYA Lwak mission hospital
304 = KENYA Ong'ielo health centre
305 = KENYA Kogelo dispensary
306 = KENYA Ting Wangi health centre
307 = KENYA Bar Agulu health centre
308 = KENYA Akala health centre
309 = KENYA Njejra health centre
310 = KENYA Siala Kaduol dispensary
311 = KENYA Mulaha dispensary
312 = KENYA Mahaya health centre
313 = KENYA Ndori dispensary
315 = KENYA Wagai dispensary
316 = KENYA Siaya prison health facility  

",,,NA,NA,GEMS,chr,101,n/a,n/a,>10 unique values,34,0.562109834,YES
2,CHILDID,childid,vida_enrl.csv,keep,,Child ID,,,,NA,NA,GEMS,dbl,1010000022,1010000022,3169002540,1010000022 to 3169002540,11053,0,YES
970,CIPRO_RIS_COLONY1,cipro_ris_colony1,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", I, S",2,0.960191803,YES
971,CIPRO_RIS_COLONY2,cipro_ris_colony2,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", I, S",2,0.997919117,YES
972,CIPRO_RIS_COLONY3,cipro_ris_colony3,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999366688,YES
973,CIPRO_RIS_COLONY4,cipro_ris_colony4,vida_enrl.csv,keep,,,,,,NA,,,chr,S,n/a,n/a,", S",1,0.999819054,YES
959,DEATH_IND,death_ind,vida_enrl.csv,keep,,Indicator of an VIDA enrollee who died,"1 = died, 0 = did not die",,,NA,NA,,chr,0,n/a,n/a,"., 0, 1",3,0.036822582,YES
1137,DELTA_HAZ,delta_haz,vida_enrl.csv,keep,,Change in HAZ score from enrollment to follow-up,numeric,,,NA,NA,,chr,-1.11,n/a,n/a,>10 unique values,429,0.040803402,YES
1130,DELTA_HT,delta_ht,vida_enrl.csv,keep,,Change in height from enrollment to follow-up,numeric,,,NA,NA,,chr,0.9,n/a,n/a,>10 unique values,179,0.040803402,YES
