overallOrder,variable,dataSet,dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag,variable_dataFile,Question,VIDA Coding,CRF,Q. no
127,f4a_water_covwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_COVWELL,Covered well house yard,"1=selected, 0=not selected",F5,7.a
128,f4a_water_yard,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_YARD,Piped into yard,"1=selected, 0=not selected",F5,7.i
129,f4a_water_covpwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_COVPWELL,Covered public well,"1=selected, 0=not selected",F5,6.c
130,f4a_water_pubtap,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_PUBTAP,Public tap or standpipe,"1=selected, 0=not selected",F5,7.c
131,f4a_water_prospring,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_PROSPRING,Protected spring,"1=selected, 0=not selected",F5,7.b
132,f4a_water_well,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_WELL,Open well in house yard,"1=selected, 0=not selected",F5,7.h
133,f4a_water_unspring,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_UNSPRING,Unprotected spring,"1=selected, 0=not selected",F5,7.g
134,f4a_water_pubwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_PUBWELL,Open public well,"1=selected, 0=not selected",F5,7.c
135,f4a_water_riv,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_RIV,River,"1=selected, 0=not selected",F5,7.d
136,f4a_water_str,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_STR,Stream,"1=selected, 0=not selected",F5,7.f
137,f4a_water_pond,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_POND,Pond or lake,"1=selected, 0=not selected",F5,7.b
138,f4a_water_dam,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_DAM,Dam or earth,"1=selected, 0=not selected",F5,7.a
139,f4a_water_rain,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_RAIN,Rainwater,"1=selected, 0=not selected",F5,7.c
140,f4a_water_deepwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_DEEPWELL,Deep tube well,"1=selected, 0=not selected",F5,7.a
141,f4a_water_shallwell,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_SHALLWELL,Shallow tube well,"1=selected, 0=not selected",F5,7.e
142,f4a_water_bought,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_BOUGHT,"Bought (tank, bottles)","1=selected, 0=not selected",F5,6.b
143,f4a_water_bore,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_BORE,Bore hole,"1=selected, 0=not selected",F5,6.a
144,f4a_water_othr,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_WATER_OTHR,Water source other,"1=selected, 0=not selected",F5,7.b
145,f4a_water_spec,VIDA,vida_enrl.csv,chr,TAP IN NEIGHBOUR'S YARD,NA,NA,n/a,n/a,", NEIGHBOUR'S COMPOUND, NEIGHBOUR'S OPEN WELL, TAP IN NEIGHBOUR'S YARD, water vendors",4,0.998733605,NA,F4A_WATER_SPEC,Water source specify,string,F5,7.e
146,f4a_ms_water,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,>10 unique values,20,0.562098598,NA,F4A_MS_WATER,"During the last two weeks, what was the main source of drinking water for the members of your Household has? [Check the response that relates to the main source of drinking water.]","1 = ""Piped into house"", 
2 = ""Piped into yard"", 
3 = ""Public tap"", 
4 = ""Open well in house or yard"", 
5 = ""Open public well"", 
6 = ""Pond or lake""
7 = ""Deep tube well"",
8 = ""Shallow tube well"", 
9 = ""Covered well in house or yard"",
10 = ""Covered public well"",
11 = ""Protected spring"",
12 = ""Unprotected spring"", 
13 = ""River"", 
14 = ""Dam or earth"",
15 = ""Rainwater"",
16 = ""Bought (tank, bottles, etc)"",
17 = ""Bore hole"", 
18 = 'Other, specify'
19 = 'Stream'",F4B,16
147,f4a_ms_spec,VIDA,vida_enrl.csv,chr,TAPINNEIGHBOURS YARD,NA,NA,n/a,n/a,", NEIGHBOUR'S COMPOUND, NEIGHBOUR'S OPEN WEL, TAPINNEIGHBOURS YARD, water vendors",4,0.998733605,NA,F4A_MS_SPEC,"Other, specify:",string,F4B,16
148,f4a_time_water,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.655359566,NA,F4A_TIME_WATER,"How long does it take to go there, get water, and come back?","1 = ""Less than 15 minutes"", 
2 = ""15 - 29 minutes"", 
3 = ""30 - 59 minutes"", 
4 = ""1 - 3 hours"", 
5 = ""More than 3 hours""",F5,4
149,f4a_fetch_water,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.655359566,NA,F4A_FETCH_WATER,"Do you or other members from your Household has go and fetch drinking water for the Household has every day? [If ""Yes"", go to Question 16a, if ""No"" go to Question 16b.]","0=No, 1=Yes",F4B,10.a
150,f4a_trip_day,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,>10 unique values,36,0.794120308,NA,F4A_TRIP_DAY,"On average, how many trips do you and members from your Household has make to fetch water each day?",numeric,F5,4
151,f4a_trip_week,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,>10 unique values,45,0.861239258,NA,F4A_TRIP_WEEK,"On average, how many trips do you and members from your Household has make to fetch water each week? [If no trips are made, complete as ""00"".]",numeric,F5,4
152,f4a_water_avail,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3, 4",5,0.562098598,NA,F4A_WATER_AVAIL,"In the last two weeks, how often has water been available from this main source?","1 = 'All the time', 
2 = 'Several hours every day', 
3 = 'a few times per week', 
4 = 'Less frequent than a few times per week'",F5,5
153,f4a_store_water,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_STORE_WATER,"In the last two weeks, did you give the child stored water for drinking?","0=No, 1=Yes",F5,4
154,f4a_main_waste,VIDA,vida_enrl.csv,chr,5,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5, 6, 9",8,0.562098598,NA,F4A_MAIN_WASTE,What kind of facility does your Household has most commonly use to dispose of human fecal waste? [Show pictures to confirm the identity of the facility used.],"1 = 'Flush or pour-flush toilet to: piped sewer system; septic tank; or pit latrine', 
2 = 'Flush or pour-flush toilet to elsewhere', 
3 = bucket, 
4 = 'VIP', 
5 = 'Pit latrine with slab', 
6 = 'Pit latrine without slab or open pit', 
7 = 'composting toilet', 
8 = 'hanging toilet or hanging latrine', 
9 = 'no facility', 
10 = 'other'",F4B,16
155,f4a_waste_spec,VIDA,vida_enrl.csv,chr,NA,NA,NA,n/a,n/a,,0,1,no data,F4A_WASTE_SPEC,"Other facility, specify",string,F5,5
156,f4a_share_fac,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,>10 unique values,23,0.569877883,NA,F4A_SHARE_FAC,"How many Household has (other than your own) share this facility?[Respond with a number; code ""00"" for none.]",numeric,F5,4
157,f4a_cur_bmilk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_CUR_BMILK,Post diarrhea breast milk,"0=No, 1=Yes, 9=Don't know",F4B,1.a
158,f4a_cur_h2o,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_H2O,Post diarrhea drink water,"0=No, 1=Yes, 9=Don't know",F4B,1.b
159,f4a_cur_fdrk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_FDRK,Post diarrhea other food or drinks,"0=No, 1=Yes, 9=Don't know",F4B,1.a
160,f4a_pri_bmilk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_PRI_BMILK,Pre diarrhea breast milk,"0=No, 1=Yes, 9=Don't know",F4B,16
161,f4a_pri_h2o,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_PRI_H2O,Pre diarrhea drinks water,"0=No, 1=Yes, 9=Don't know",F4B,16
162,f4a_pri_fdrk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_PRI_FDRK,Pre diarrhea other food or drinks,"0=No, 1=Yes, 9=Don't know",F4B,16
163,f4a_drh_days,VIDA,vida_enrl.csv,chr,3,NA,NA,n/a,n/a,"., 1, 10, 2, 3, 4, 5, 6, 7",9,0.562098598,NA,F4A_DRH_DAYS,How many days including today has this episode of diarrhea lasted?,numeric,F4B,8.a
164,f4a_drh_date,VIDA,vida_enrl.csv,date,5/9/2015,date?,NA,.,12/31/2017,. to 12/31/17,1098,0.562098598,NA,F4A_DRH_DATE,Date of onset of diarrhea:,date,F4B,8.a
165,f4a_drh_stools,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1, 2, 3, 4",5,0.562098598,NA,F4A_DRH_STOOLS,"Since the child became ill with diarrhea, how would you best describe the stool? [Check the most common.]","1 = 'Simple watery', 
2 = 'Rice watery stool', 
3 = 'Sticky/mucoid', 
4 = 'Bloody'",F4B,8.c
166,f4a_daily_max,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3, 4",5,0.562098598,NA,F4A_DAILY_MAX,"During the illness, what was the maximum number of loose stools that the child passed in a day (24 hour period)?","1 = 3, 
2 = '4 to 5', 
3 = '6 - 10', 
4 = 'More than 10 times per day",F4B,1.e
167,f4a_drh_blood,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_BLOOD,Blood in stools,"0=No, 1=Yes, 9=Don't know",F4B,6.c
168,f4a_drh_thirst,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_THIRST,Very thirsty,"0=No, 1=Yes, 9=Don't know",F4B,9
169,f4a_drh_lessdrink,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_LESSDRINK,Drank less than usual,"0=No, 1=Yes, 9=Don't know",F4B,8.a
170,f4a_drh_undrink,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_UNDRINK,Not able to drink,"0=No, 1=Yes, 9=Don't know",F4B,10
171,f4a_drh_bellypain,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_BELLYPAIN,Belly pain,"0=No, 1=Yes, 9=Don't know",F4B,6.b
172,f4a_drh_fever,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_FEVER,Fever at least 38C,"0=No, 1=Yes, 9=Don't know",F4B,8.a
173,f4a_drh_restless,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_DRH_RESTLESS,Irritable or restless,"0=No, 1=Yes, 9=Don't know",F4B,8.b
174,f4a_drh_lethrgy,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_LETHRGY,Dec. activity or lethargy,"0=No, 1=Yes, 9=Don't know",F4B,8.b
175,f4a_drh_consc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_CONSC,Loss of consciousness,"0=No, 1=Yes, 9=Don't know",F4B,7
176,f4a_drh_strain,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_STRAIN,Rectal straining,"0=No, 1=Yes, 9=Don't know",F4B,8.d
177,f4a_drh_prolapse,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_PROLAPSE,Rectal prolapse,"0=No, 1=Yes, 9=Don't know",F4B,8.b
178,f4a_drh_cough,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_DRH_COUGH,Cough,"0=No, 1=Yes, 9=Don't know",F4B,7.b
179,f4a_drh_breath,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_DRH_BREATH,Difficulty breathing,"0=No, 1=Yes, 9=Don't know",F4B,6.d
180,f4a_drh_conv,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_DRH_CONV,Convulsion,"0=No, 1=Yes, 9=Don't know",F4B,7.a
181,f4a_any_vomit,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_ANY_VOMIT,"Did the child vomit? [If 'No', go to Question 27. If 'Yes', continue]","0=No, 1=Yes",F4B,N/A
182,f4a_freq_vomit,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3",4,0.795386703,NA,F4A_FREQ_VOMIT,"On the worst day, how many times did s/he vomit?","1 = '1', 
2 = '2-4', 
3 = '5 or more'",F4B,11.b
183,f4a_days_vomit,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,>10 unique values,11,0.795386703,NA,F4A_DAYS_VOMIT,How many days did the child have vomiting including today?,numeric,F4B,1.g
184,f4a_cur_thirsty,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_THIRSTY,Very thirsty right now,"0=No, 1=Yes, 9=Don't know",F4B,1.d
185,f4a_cur_nodrink,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_NODRINK,Drinks poorly right now,"0=No, 1=Yes, 9=Don't know",F4B,1.b
186,f4a_cur_sunkeyes,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_SUNKEYES,Sunken eyes,"0=No, 1=Yes, 9=Don't know",F4B,1.c
187,f4a_cur_skin,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_SKIN,Wrinkled skin right now,"0=No, 1=Yes, 9=Don't know",F4B,1.c
188,f4a_cur_restless,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_RESTLESS,Irritable right now,"0=No, 1=Yes, 9=Don't know",F4B,1.c
189,f4a_cur_lethrgy,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_CUR_LETHRGY,Lethargy/LOC right now,"0=No, 1=Yes, 9=Don't know",F4B,1.b
190,f4a_cur_drymouth,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.562098598,NA,F4A_CUR_DRYMOUTH,"Dry mouth, right now","0=No, 1=Yes, 9=Don't know",F4B,1.a
191,f4a_cur_fastbreath,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562098598,NA,F4A_CUR_FASTBREATH,"Fast breath, right now","0=No, 1=Yes, 9=Don't know",F4B,1.a
192,f4a_hometrt_ors,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_ORS,Oralite or ORS,"0=Not selected, 1=Selected",F4B,14
193,f4a_hometrt_maize,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_MAIZE,Homemade fluid,"0=Not selected, 1=Selected",F4B,13
194,f4a_hometrt_milk,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_MILK,Spec milk/infant formula,"0=Not selected, 1=Selected",F4B,13.a
195,f4a_hometrt_othrliq,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_OTHRLIQ,Any other liquids,"0=Not selected, 1=Selected",F4B,15
196,f4a_hometrt_ab,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_AB,Antibiotics,"0=Not selected, 1=Selected",F4B,12.b
197,f4a_hometrt_herb,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_HERB,Home remedy/herb med,"0=Not selected, 1=Selected",F4B,12.b
198,f4a_hometrtliq_spec,VIDA,vida_enrl.csv,chr,GUAVA LEAVES,NA,NA,n/a,n/a,>10 unique values,18,0.996743555,NA,F4A_HOMETRTLIQ_SPEC,"Other liquids, specify",string,F4B,15
199,f4a_hometrt_ab_spec,VIDA,vida_enrl.csv,chr,METRONIDAZOLE,NA,NA,n/a,n/a,>10 unique values,57,0.980823157,NA,F4A_HOMETRT_AB_SPEC,"Antibiotics, specify",string,F4B,12.b
200,f4a_hometrt_zinc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_ZINC,Zinc (tablet/syrup),"0=Not selected, 1=Selected",F4B,15
201,f4a_hometrt_othr1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_OTHR1,Child given other (1),"0=Not selected, 1=Selected",F4B,14.a
202,f4a_hometrt_othr2,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_OTHR2,Child given other (2),"0=Not selected, 1=Selected",F4B,15
203,f4a_hometrt_none,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_HOMETRT_NONE,No special remedies,"0=Not selected, 1=Selected",F4B,13.a
204,f4a_hometrt_spec1,VIDA,vida_enrl.csv,chr,PARACETAMOL,NA,NA,n/a,n/a,>10 unique values,87,0.972048847,NA,F4A_HOMETRT_SPEC1,"Given other (1), specify",string,F4B,15
205,f4a_hometrt_spec2,VIDA,vida_enrl.csv,chr,PARACETAMOL,NA,NA,n/a,n/a,>10 unique values,44,0.993125283,NA,F4A_HOMETRT_SPEC2,"Given other (2), specify",string,F4B,15
206,f4a_offr_drink,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.562189055,NA,F4A_OFFR_DRINK,"Since the child developed diarrhea, how much have you been offering the child to drink?","1 = 'More than usual', 
2 = 'Usual', 
3 = 'Somewhat less than usual', 
4 = 'Much less than usual', 
5 = 'Nothing to drink'",F4B,16
207,f4a_offr_eat,VIDA,vida_enrl.csv,chr,2,NA,NA,n/a,n/a,"., 1, 2, 3, 4, 5",6,0.562189055,NA,F4A_OFFR_EAT,"Since the child developed diarrhea, how much have you been offering the child to eat?","1 = 'More than usual', 
2 = 'Usual', 
3 = 'Somewhat less than usual', 
4 = 'Much less than usual', 
5 = 'Nothing to drink'",F4B,16
208,f4a_seek_outside,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.562189055,NA,F4A_SEEK_OUTSIDE,"Before coming to this hospital/health center, did you seek care for the child outside your Household has for this illness? [If 'No', go to Question 33]","0=No, 1=Yes",F5,4
209,f4a_seek_pharm,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_PHARM,Pharmacy,"1=Selected, 0=Not selected",F5,4
210,f4a_seek_friend,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_FRIEND,Friend/relative,"1=Selected, 0=Not selected",F5,3.c
211,f4a_seek_healer,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_HEALER,Traditional healer,"1=Selected, 0=Not selected",F5,3.c
212,f4a_seek_doc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_DOC,Unlicensed practitioner,"1=Selected, 0=Not selected",F5,3.b
213,f4a_seek_privdoc,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_PRIVDOC,Licensed practitioner,"1=Selected, 0=Not selected",F5,4
214,f4a_seek_ctr1,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_CTR1,Hosp/center 1st choice,"1=Selected, 0=Not selected",F5,1
215,f4a_seek_remdy,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_REMDY,Bought remedy/medicine,"1=Selected, 0=Not selected",F5,4
216,f4a_seek_ctr1_code,VIDA,vida_enrl.csv,chr,104,NA,NA,n/a,n/a,>10 unique values,39,0.985888738,NA,F4A_SEEK_CTR1_CODE,Hospital/center 1 code,numeric,F5,1
217,f4a_seek_remdy_spec,VIDA,vida_enrl.csv,chr,PARACETAMOL,NA,NA,n/a,n/a,>10 unique values,22,0.995205789,NA,F4A_SEEK_REMDY_SPEC,Bought medicine specify,string,F5,4
218,f4a_seek_ctr2,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_CTR2,Hosp/center 2nd choice,"1=Selected, 0=Not selected",F5,2
219,f4a_seek_ctr3,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_CTR3,Hosp/center 3rd choice,"1=Selected, 0=Not selected",F5,3
220,f4a_seek_ctr2_code,VIDA,vida_enrl.csv,chr,109,NA,NA,n/a,n/a,", 109, 13, 201",3,0.99972863,NA,F4A_SEEK_CTR2_CODE,Hospital/center 2 code,numeric,F5,2
221,f4a_seek_ctr3_code,VIDA,vida_enrl.csv,chr,302,NA,NA,n/a,n/a,", 302",1,0.999909543,NA,F4A_SEEK_CTR3_CODE,Hospital/center 3 code,numeric,F5,3.a
222,f4a_seek_other,VIDA,vida_enrl.csv,chr,0,NA,NA,n/a,n/a,"., 0, 1",3,0.930891,NA,F4A_SEEK_OTHER,Other hospital/center,"1=Selected, 0=Not selected",F5,4
223,f4a_seek_other_spec,VIDA,vida_enrl.csv,chr,SOTUMA HEALTH POST,NA,NA,n/a,n/a,>10 unique values,14,0.998552691,NA,F4A_SEEK_OTHER_SPEC,Other hospital specify,string,F5,4
224,f4a_rec_vax,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.628312981,NA,F4A_REC_VAX,Has your child received any vaccinations?,"0=No, 1=Yes",F4B,17
225,f4a_vax_card,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1",3,0.563364993,NA,F4A_VAX_CARD,Immunization card:,"0=No, 1=Yes",F5,5
226,f4a_vax_source,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 2, 3",5,0.972682044,NA,F4A_VAX_SOURCE,"If immunization card was not available, was vaccine data available from another source?","0=No, 
1=Yes, DSS,
2=Yes, RVS,
3=Yes, other specify",F5,5
227,f4a_vax_soth,VIDA,vida_enrl.csv,chr,CHILD PARMANENT REGISTER,NA,NA,n/a,n/a,", CHIL PERMANENT IMMUNIZATION REGISTER, CHILD PARMANENT REGISTER, child permanert immunization register, Immunization register from mulaha dispensary., MCH BOOKLET, PARMANET IMMUNIZATION REGISTER, PERMANENT REGISTER FOR IMMUNIZATION",7,0.999366802,NA,F4A_VAX_SOTH,"Other, Specify:",string,F5,5
228,f4a_dpt1,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.579828132,NA,F4A_DPT1,DPT/Pentavalent #1:,"0=No, 1=Yes, 9=Don't know",F4B,1.i
229,f4a_dpt1_date,VIDA,vida_enrl.csv,date,1/15/2015,date?,NA,.,12/31/2015,. to 12/31/15,1330,0.587064677,NA,F4A_DPT1_DATE,DPT/Pentavalent 1 date,date,F4B,1.j
230,f4a_dpt1_hc,VIDA,vida_enrl.csv,chr,BASSE H/C,NA,NA,n/a,n/a,>10 unique values,626,0.587064677,NA,F4A_DPT1_HC,DPT/Pentavalent 1 health center name,string,F4B,1.l
231,f4a_dpt1_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.988602442,NA,F4A_DPT1_DK,DPT/Pentavalent 1 don't know,1 = Selected,F4B,1.k
232,f4a_dpt1_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,73,0.599909543,NA,F4A_DPT1_HCID,DPT/Pentavalent 1 health center code,numeric,F4B,1.m
233,f4a_dpt2,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.586341022,NA,F4A_DPT2,DPT/Pentavalent 2,"0=No, 1=Yes, 9=Don't know",F4B,1.n
234,f4a_dpt2_date,VIDA,vida_enrl.csv,date,2/2/2015,date?,NA,.,12/31/2015,. to 12/31/15,1309,0.599457259,NA,F4A_DPT2_DATE,DPT/Pentavalent 2 date,date,F4B,1.o
235,f4a_dpt2_hc,VIDA,vida_enrl.csv,chr,BASSE H/C,NA,NA,n/a,n/a,>10 unique values,611,0.599276346,NA,F4A_DPT2_HC,DPT/Pentavalent 2 health center name,string,F4B,2
236,f4a_dpt2_dk,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 1",2,0.98923564,NA,F4A_DPT2_DK,DPT/Pentavalent 2 don't know,1 = Selected,F4B,1.p
237,f4a_dpt2_hcid,VIDA,vida_enrl.csv,chr,101,NA,NA,n/a,n/a,>10 unique values,73,0.611488014,NA,F4A_DPT2_HCID,DPT/Pentavalent 2 health center code,numeric,F4B,3
238,f4a_dpt3,VIDA,vida_enrl.csv,chr,1,NA,NA,n/a,n/a,"., 0, 1, 9",4,0.598190864,NA,F4A_DPT3,DPT/Pentavalent 3,"0=No, 1=Yes, 9=Don't know",F4B,4
