IRI,label,variable,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth,colOrder,notesForOnt
http://purl.obolibrary.org/obo/EUPATH_0047876,Costs too much,interview0::int_0_q46d___8,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,198,
http://purl.obolibrary.org/obo/EUPATH_0047876,Costs too much,interview2::int_2_q21___8,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,Why did you stop using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,148,
http://purl.obolibrary.org/obo/EUPATH_0047876,Costs too much,interview2::int_2_q15b___8,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,87,
http://purl.obolibrary.org/obo/EUPATH_0047876,Costs too much,interview2::int_2_q17___8,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,103,
http://purl.obolibrary.org/obo/EUPATH_0047877,Inconvenient to use,interview3_otherfp::fp11,interview3_otherfp,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,23,
http://purl.obolibrary.org/obo/EUPATH_0047877,Inconvenient to use,interview0::int_0_q46d___11,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,201,
http://purl.obolibrary.org/obo/EUPATH_0047877,Inconvenient to use,interview2::int_2_q15b___11,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,90,
http://purl.obolibrary.org/obo/EUPATH_0047877,Inconvenient to use,interview2::int_2_q17___11,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,106,
http://purl.obolibrary.org/obo/EUPATH_0047877,Inconvenient to use,interview2::int_2_q21___11,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,Why did you stop using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,151,
http://purl.obolibrary.org/obo/EUPATH_0047880,Marital dissolution or separation,interview3_otherfp::fp9,interview3_otherfp,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,21,
http://purl.obolibrary.org/obo/EUPATH_0047880,Marital dissolution or separation,interview0::int_0_q46d___9,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,199,
http://purl.obolibrary.org/obo/EUPATH_0047880,Marital dissolution or separation,interview2::int_2_q15b___9,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,88,
http://purl.obolibrary.org/obo/EUPATH_0047880,Marital dissolution or separation,interview2::int_2_q17___9,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,104,
http://purl.obolibrary.org/obo/EUPATH_0047880,Marital dissolution or separation,interview2::int_2_q21___9,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,Why did you stop using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,149,
http://purl.obolibrary.org/obo/EUPATH_0047881,Other,interview3_otherfp::fp77,interview3_otherfp,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,24,
http://purl.obolibrary.org/obo/EUPATH_0047881,Other,interview0::int_0_q46d___77,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,What are the reasons you stopped using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,202,
http://purl.obolibrary.org/obo/EUPATH_0047881,Other,interview2::int_2_q15b___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,91,
http://purl.obolibrary.org/obo/EUPATH_0047881,Other,interview2::int_2_q17___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,107,
http://purl.obolibrary.org/obo/EUPATH_0047881,Other,interview2::int_2_q21___77,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047867,Reason for discontinuing recent FP method,Why did you stop using this method?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,152,
http://purl.obolibrary.org/obo/EUPATH_0047882,Use of other family planning methods since giving birth,interview3_otherfp::whether,interview3_otherfp,"In the 12 months after the birth of your child (12 to 15 months ago), did you or your partner do anything [else] to prevent pregnancy?",Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,4,
http://purl.obolibrary.org/obo/EUPATH_0048278,Religion,interview0::int_0_q7,interview0,What is your religion?,Participant,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,What is your religion?,"0=None, 1=Muslim, 2=Christian, 3=Catholic, 77=Other",variable,,,,PPFP Choices KenyaPP,,,,,,,,,23,
http://purl.obolibrary.org/obo/EUPATH_0049848,Child birth year,interview3::int_3_q1a_year,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0042397,Child demographics,Year,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,8,
http://purl.obolibrary.org/obo/EUPATH_0051201,Acne,interview1::int_1_q24___7,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,207,
http://purl.obolibrary.org/obo/EUPATH_0051202,Acne,interview2::int_2_q8___7,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,47,
http://purl.obolibrary.org/obo/EUPATH_0051203,Activities done to sustain or improve health of other family members,interview3::int_3_q11d,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,"For other family members, what was the activity?",,variable,,,,PPFP Choices KenyaPP,,,,,,,,,105,new term
http://purl.obolibrary.org/obo/EUPATH_0051204,Activities done to sustain or improve health of others,interview3::int_3_q11f,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,"For others, what was the activity?",,variable,,,,PPFP Choices KenyaPP,,,,,,,,,107,new term
http://purl.obolibrary.org/obo/EUPATH_0051205,Activities done to sustain or improve health of your children,interview3::int_3_q11b,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,"For children, what was the activity?",,variable,,,,PPFP Choices KenyaPP,,,,,,,,,103,new term
http://purl.obolibrary.org/obo/EUPATH_0051206,Activities done to sustain or improve health of your partner,interview3::int_3_q11c,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,"For partner, what was the activity?",,variable,,,,PPFP Choices KenyaPP,,,,,,,,,104,new term
http://purl.obolibrary.org/obo/EUPATH_0051207,Activities done to sustain or improve your health,interview3::int_3_q11a,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051964,Health care,"Within the 12 months after the delivery of this child, other than the visits you just mentioned, what other activities have you done to improve or sustain the health of you, your family member.For self, what was the activity?",,variable,,,,PPFP Choices KenyaPP,,,,,,,,,102,new term
http://purl.obolibrary.org/obo/EUPATH_0051208,Additional strategies specified,interview1::ltf_q3a,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,Describe the additional strategies,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,283,
http://purl.obolibrary.org/obo/EUPATH_0051209,Adopted children count,interview3::adopt_children,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,127,new term
http://purl.obolibrary.org/obo/EUPATH_0051210,Age (months) of youngest biological child,interview0::int_0_q11_months,interview0,How old is your youngest child that you gave birth to?  (months),Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,How old is your youngest child that you gave birth to?  (months),,variable,,,,PPFP Choices KenyaPP,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,28,new term
http://purl.obolibrary.org/obo/EUPATH_0051211,Age (years) of youngest biological child,interview0::int_0_q11_years,interview0,How old is your youngest child that you gave birth to?  (years),Participant,http://purl.obolibrary.org/obo/EUPATH_0010037,Individuals related to participant,How old is your youngest child that you gave birth to?  (years),,variable,,,,PPFP Choices KenyaPP,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,29,new term
http://purl.obolibrary.org/obo/EUPATH_0051212,Perceptions about family planning,,,Please indicate if you agree or disagree with the following statements about family planning (FP) and contraceptives.,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,yes,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051212,Perceptions about family planning,,,Please indicate if you agree or disagree with the following statements about family planning (FP) and contraceptives.,Participant,http://purl.obolibrary.org/obo/EUPATH_0047006,Family planning,,,multifilter,yes,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/EUPATH_0051213,ANC without being heard by other people,interview0::int_0_q18,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,Was your antenatal care consultation provided without you and the healthcare provider(s) being heard by other people?,"0=No, 1=Yes, 88=Don't know/Don't remember",variable,,,,PPFP Choices KenyaPP,,,,,,,,,44,new term
http://purl.obolibrary.org/obo/EUPATH_0051214,ANC without being seen by other people,interview0::int_0_q17,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,"Was your antenatal care consultation provided without you and the healthcare provider(s) being seen by other people, for example behind a screen?","0=No, 1=Yes, 88=Don't know/Don't remember",variable,,,,PPFP Choices KenyaPP,,,,,,,,,43,new term
http://purl.obolibrary.org/obo/EUPATH_0051215,Antenatal care visits count in this facility,interview1::pre_int_q3,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,How many times did you visit THIS facility to receive antenatal care for this pregnancy before today?,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,6,new term
http://purl.obolibrary.org/obo/EUPATH_0051215,Antenatal care visits count in this facility,interview0::int_0_q1f,interview0,How many times did you visit THIS facility to receive antenatal care for this pregnancy before today (excluding current visit)?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,17,new term
http://purl.obolibrary.org/obo/EUPATH_0051216,Asked if you had questions,interview1::int_1_q28,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051772,Provider interaction about postpartum FP method,,"1=1, 2=2, 3=3, 4=4, 5=5, 88=Don't know/Don't remember, 99=Refused to answer",value,,,,PPFP Choices KenyaPP,,,,,,,,,232,
http://purl.obolibrary.org/obo/EUPATH_0051216,Asked if you had questions,interview0::int_0_q41,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051772,Provider interaction about postpartum FP method,"After you chose a postpartum family planning method, did the healthcare provider ask if you have any questions or anything to discuss about the family planning method you chose?","0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,148,
http://purl.obolibrary.org/obo/EUPATH_0051217,Asked you to repeat important instructions,interview1::int_1_q25,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051772,Provider interaction about postpartum FP method,,"0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,229,
http://purl.obolibrary.org/obo/EUPATH_0051217,Asked you to repeat important instructions,interview0::int_0_q38,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051772,Provider interaction about postpartum FP method,"After you chose a postpartum family planning method, did the healthcare provider, ask you to repeat important instructions?","0=No, 1=Yes, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,145,
http://purl.obolibrary.org/obo/EUPATH_0051218,Attended ANC clinic,interview3::int_3_q3b,interview3,Have you attended the ANC clinic for this pregnancy?,Participant,http://purl.obolibrary.org/obo/EUPATH_0047002,Antenatal and postnatal care,Have you attended the ANC clinic for this pregnancy?,"1 Yes
0 No",variable,,,,PPFP Choices KenyaPP,,,,,,,,,13,
http://purl.obolibrary.org/obo/EUPATH_0051219,Attended immunization visit,interview3_imm_visits::attend,interview3_imm_visits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0010035,Administrative information,,,variable,yes,,,PPFP Choices KenyaPP,,,,,,,,,4,"new category under ""Participant"""
http://purl.obolibrary.org/obo/EUPATH_0051220,Avoid sex,interview0::int_0_q34___12,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051372,FP method planned to initiate at childbirth facility,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,89,
http://purl.obolibrary.org/obo/EUPATH_0051221,Avoid sex,interview3_othervisits::fp13,interview3_othervisits,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051375,FP method received at health care visit,,,value,yes,,,PPFP Choices KenyaPP,,,,,,,,,30,
http://purl.obolibrary.org/obo/EUPATH_0051222,Avoid sex,interview0::int_0_q47b___13,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051585,Method being used at time of pregnancy,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,227,
http://purl.obolibrary.org/obo/EUPATH_0051223,Avoid sex,interview1::int_1_q16d___1,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051729,Plan for avoiding pregnancy after giving birth,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,139,
http://purl.obolibrary.org/obo/EUPATH_0051223,Avoid sex,interview0::int_0_35d___1,interview0,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051729,Plan for avoiding pregnancy after giving birth,What are you planning to do?,,value,,,,PPFP Choices KenyaPP,,,,,,,,,137,
http://purl.obolibrary.org/obo/EUPATH_0051224,Becoming pregnant soon after a delivery is harmful for the health of the mother and baby,interview2::int_2_q42,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051212,Perceptions about family planning,Becoming pregnant soon after a delivery is harmful for the health of the mother and baby,"0 Disagree (Sikubali)
1 Agree (Nakubali)
88 Don't know/Don't remember (Sijui/Sikumbuki) 99 Refused to answer (Alikataa kujibu)",value,,,,PPFP Choices KenyaPP,,,,,,,,,218,
http://purl.obolibrary.org/obo/EUPATH_0051224,Becoming pregnant soon after a delivery is harmful for the health of the mother and baby,interview1::int_1_q48,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051212,Perceptions about family planning,,"0=Disagree, 1=Agree, 88=Don't know/Don't remember",value,,,,PPFP Choices KenyaPP,,,,,,,,,260,
http://purl.obolibrary.org/obo/EUPATH_0051225,Biological children count,interview3::bio_children,interview3,,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,126,new term
http://purl.obolibrary.org/obo/EUPATH_0051226,Biological children still living count,interview3::int_0_q10a2,interview3,How many living children that you gave birth to do you have now? ,Participant,http://purl.obolibrary.org/obo/EUPATH_0000310,Observation details,,,variable,,,,PPFP Choices KenyaPP,,,,,,,,,128,new term
http://purl.obolibrary.org/obo/EUPATH_0051227,Breast pain,interview1::int_1_q24___10,interview1,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051394,FP side effects mentioned by provider,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,210,
http://purl.obolibrary.org/obo/EUPATH_0051228,Breast pain,interview2::int_2_q8___10,interview2,,Participant,http://purl.obolibrary.org/obo/EUPATH_0051831,Side effects experienced with FP method,,,value,,,,PPFP Choices KenyaPP,,,,,,,,,50,
