"colOrder","variable","dataFile","IRI","label","definition","category","parentIRI","parentLabel","codebookDescription","codebookValues","termType","notesForOnt","repeated","is_temporal","mergeKey","dataSet","unitLabel","unitIRI","is_featured","hidden","scale","defaultDisplayRangeMin","defaultDisplayRangeMax","defaultBinWidth","forceStringType"
"32","dim_fada_single_row::fada_op2_mucus_extractor","dim_fada_single_row","","Aspiration bulb or mucus extractor","","Participant","","Supplies prepared just before delivery","2h(iv). Aspiration bulb or mucus extractor","","value","","","","","BetterBirth","","","","","","","","",""
"33","dim_fada_single_row::fada_op2_neonatal_bag","dim_fada_single_row","","Neonatal bag and mask","","Participant","","Supplies prepared just before delivery","2h(v). Neonatal bag and mask","","value","","","","","BetterBirth","","","","","","","","",""
"34","dim_fada_single_row::fada_op2_pads","dim_fada_single_row","","Pads","","Participant","","Supplies prepared just before delivery","2h(vi). Pads for the mother","","value","","","","","BetterBirth","","","","","","","","",""
"35","dim_fada_single_row::fada_op2_cl_picked_up","dim_fada_single_row","","Before delivery","Asked in regards to use of the birth checklist by staff just before delivery (pushing or Caesarean)","Participant","","Birth checklist picked up during care","2i. Was the paper checklist picked up during care ?","","value","","","","","BetterBirth","","","","","","","","",""
"36","dim_fada_single_row::fada_op2_cl_used_after_care","dim_fada_single_row","","Before delivery","Asked in regards to use of the birth checklist by staff after delivery (pushing or Caesarean)","Participant","EUPATH_0042001","Labor and delivery","2j. Was the paper checklist picked up after the care was given?","","value","","","","","BetterBirth","","","","","","","","",""
"37","dim_fada_single_row::fada_op2_cl_poster_used","dim_fada_single_row","","Before delivery","Asked in regards to use of the birth checklist by staff during delivery (pushing or Caesarean)","Participant","EUPATH_0042001","Labor and delivery","2k. Was the checklist poster observed during care?","","value","","","","","BetterBirth","","","","","","","","",""
"38","dim_fada_single_row::fada_op2_handwashing","dim_fada_single_row","","Observed personnel washing hands just before delivery","If personnel were observed, wore clean gloves, and used either an alcohol rub or both soap and water to clean their hands they were considered to have washed their hands","Participant","EUPATH_0042001","Labor and delivery","derived from other columns in table as such: when fada_op2_clean_gloves = 1 and fada_op2_alcohol_rub = 1 then 1; when fada_op2_clean_gloves = 1 and fada_op2_soap_usage = 1 and fada_op2_water_usage = 1 then 1; when fada_op2_observed = 1 then 0 else null","","variable","","","","","BetterBirth","","","","","","","","",""
"","","","EUPATH_0051421","Healthcare provider for delivery","Health care workers assisting with participant's care at delivery","Participant","EUPATH_0042001","Labor and delivery","","","multifilter","","","","","BetterBirth","","","","","","","","",""
"39","dim_fada_single_row::fada_op3_assisted_by_doctor","dim_fada_single_row","","Doctor","","Participant","","Healthcare provider for delivery","3a. Assisted with woman's care (check all that apply) -> Doctor","","value","","","","","BetterBirth","","","","","","","","",""
"40","dim_fada_single_row::fada_op3_assisted_by_nurse","dim_fada_single_row","","Nurse","","Participant","","Healthcare provider for delivery","3a. Assisted with woman's care (check all that apply) -> Nurse","","value","","","","","BetterBirth","","","","","","","","",""
"41","dim_fada_single_row::fada_op3_assisted_by_anm","dim_fada_single_row","","Auxiliary nurse midwife","","Participant","","Healthcare provider for delivery","3a. Assisted with woman's care (check all that apply) -> ANM","","value","","","","","BetterBirth","","","","","","","","",""
"42","dim_fada_single_row::fada_op3_assisted_by_others","dim_fada_single_row","","Other","","Participant","","Healthcare provider for delivery","3a. Assisted with woman's care (check all that apply) -> Others","","value","","","","","BetterBirth","","","","","","","","",""
"43","dim_fada_single_row::fada_op3_oxytocin_administered","dim_fada_single_row","","Oxytocin administered at delivery","Asked in regards to use of the birth checklist at delivery","Participant","EUPATH_0042001","Labor and delivery","3b. Was Oxytocin administered?","","variable","","","","","BetterBirth","","","","","","","","",""
"44","dim_fada_single_row::fada_op3_methegrine_admin","dim_fada_single_row","","Methegrine administered at delivery","Asked in regards to use of the birth checklist at delivery","Participant","EUPATH_0042001","Labor and delivery","3c. Was Methegrine administered?","","variable","","","","","BetterBirth","","","","","","","","",""
"45","dim_fada_single_row::fada_op3_misoprostol_admin","dim_fada_single_row","","Misprotol administered at delivery","Asked in regards to use of the birth checklist at delivery","Participant","EUPATH_0042001","Labor and delivery","3d. Was Misoprostol administered?","","variable","","","","","BetterBirth","","","","","","","","",""
"46","dim_fada_single_row::fada_op3_baby_health_cry","dim_fada_single_row","","Health cry from infant","Asked in regards to use of the birth checklist at delivery","Participant","EUPATH_0042001","Labor and delivery","3e. Did baby give a healthy cry?","","variable","","","","","BetterBirth","","","","","","","","",""
"47","dim_fada_single_row::fada_op3_neonatal_bag_req","dim_fada_single_row","","Bag and mask needed","Asked in regards to use of the birth checklist at delivery. Was a bag and mask required for the infant","Participant","EUPATH_0042001","Labor and delivery","3f. Was neonatal bag and mask required for baby?","","variable","","","","","BetterBirth","","","","","","","","",""
"48","dim_fada_single_row::fada_op3_neonatal_bag_usage","dim_fada_single_row","EUPATH_0038090","Bag and mask resuscitation","Asked in regards to use of the birth checklist at delivery. Was a bag and mask used on the infant","Participant","EUPATH_0042001","Labor and delivery","3g. Was neonatal bag and mask used on baby?","","variable","","","","","BetterBirth","","","","","","","","",""
"49","dim_fada_single_row::fada_op3_birth_companion_present","dim_fada_single_row","","Birth companion present at delivery","Asked in regards to use of the birth checklist at delivery","Participant","EUPATH_0042001","Labor and delivery","3h. Was a birth companion present?","","variable","","","","","BetterBirth","","","","","","","","",""
"","","","","Healthcare provider assisting <1 hour after delivery","Health care workers assisting with participant's care before discharge","Participant","EUPATH_0042001","Labor and delivery","","","multifilter","","","","","BetterBirth","","","","","","","","",""
"50","dim_fada_single_row::fada_op4_assisted_by_doctor","dim_fada_single_row","","Doctor","","Participant","","Healthcare provider assisting <1 hour after delivery","4a. Assisted with woman's care (check all that apply) -> Doctor","","value","","","","","BetterBirth","","","","","","","","",""
"51","dim_fada_single_row::fada_op4_assisted_by_nurse","dim_fada_single_row","","Nurse","","Participant","","Healthcare provider assisting <1 hour after delivery","4a. Assisted with woman's care (check all that apply) -> Nurse","","value","","","","","BetterBirth","","","","","","","","",""
"52","dim_fada_single_row::fada_op4_assisted_by_anm","dim_fada_single_row","","Auxiliary nurse midwife","","Participant","","Healthcare provider assisting <1 hour after delivery","4a. Assisted with woman's care (check all that apply) -> ANM","","value","","","","","BetterBirth","","","","","","","","",""
"53","dim_fada_single_row::fada_op4_assisted_by_others","dim_fada_single_row","","Other","","Participant","","Healthcare provider assisting <1 hour after delivery","4a. Assisted with woman's care (check all that apply) -> Others","","value","","","","","BetterBirth","","","","","","","","",""
"54","dim_fada_single_row::fada_op4_baby_wt","dim_fada_single_row","","Child weight measurement performed","Asked in regards to use of the birth checklist <1 hour after delivery. Was the newborn's weight measured","Participant","EUPATH_0047388","Child anthropometry","4b. Was newborn weight taken?","","variable","","","","","BetterBirth","","","","","","","","",""
"55","dim_fada_single_row::fada_op4_baby_temp","dim_fada_single_row","","Child temperature measurement performed","Asked in regards to use of the birth checklist <1 hour after delivery.","Participant","EUPATH_0042289","Child physical exam","4c. Was newborn temperature taken?","","variable","","","","","BetterBirth","","","","","","","","",""
"56","dim_fada_single_row::fada_op4_baby_temp_value","dim_fada_single_row","EUPATH_0042340","Child temperature","Asked in regards to use of the birth checklist <1 hour after delivery. What was the newborn's temperature","Participant","","","4c(i). What was the newborn temperature?","","variable","","","","","BetterBirth","F","","","","","","","",""
"57","dim_fada_single_row::fada_op4_baby_skintoskin","dim_fada_single_row","","Infant placed skin-to-skin","Asked in regards to use of the birth checklist <1 hour after delivery. Was the baby placed skin-to-skin on the participant's abdomen","Participant","EUPATH_0042001","Labor and delivery","4d. Was baby placed skin-to-skin on mother's abdomen?","","variable","","","","","BetterBirth","","","","","","","","",""
"58","dim_fada_single_row::fada_op4_baby_skintoskin_1hr","dim_fada_single_row","","Infant skin-to-skin at 1 hour","Asked in regards to use of the birth checklist <1 hour after delivery. Was the baby still skin-to-skin with the participant after an hour","Participant","EUPATH_0042001","Labor and delivery","4e. Was the baby still skin-to-skin at 1 hour?","","variable","","","","","BetterBirth","","","","","","","","",""
"59","dim_fada_single_row::fada_op4_breastfeeding","dim_fada_single_row","","Breastfeeding initiated","Asked in regards to use of the birth checklist <1 hour after delivery. Was breastfeeding initiated","Participant","EUPATH_0042001","Labor and delivery","4f. Was breastfeeding initiated?","","variable","","","","","BetterBirth","","","","","","","","",""
"60","dim_fada_single_row::fada_op4_cl_picked_up","dim_fada_single_row","","Within 1 hour after delivery","Asked in regards to use of the birth checklist <1 hour after delivery.","Participant","","Birth checklist picked up during care","4g. Was the paper checklist picked up during care ?","","value","","","","","BetterBirth","","","","","","","","",""
