colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL
198,198,,coughdur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000156,Cough duration (days),Cough Duration,Observation,Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Cough Duration,,variable,,,
521,521,,coughdur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000156,Cough duration (days),,Observation,Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Cough Duration,,variable,,,
1108,1108,,coughdur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000156,Cough duration (days),,Observation,Signs and Symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,Cough Duration,,variable,,,
197,197,,coughgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Cough grade,Cough Grade,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Cough Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
520,520,,coughgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Cough grade,Cough Grade,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Cough Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1107,1107,,coughgrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Cough grade,,Observation,Symptoms,http://purl.obolibrary.org/obo/EUPATH_0021002,Cough Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
788,788,,cpeclam::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Pre-eclampsia,Pre-eclampsia,Observation,Delivery complications,,Pre-eclampsia,1=ticked,variable,,,
791,791,,cpphsvd::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,PPH after SVD,PPH after SVD,Observation,Delivery complications,,PPH after SVD,1=ticked,variable,,,
790,790,,crplanc::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Retained placenta,Retained placenta,Observation,Delivery complications,,Retained placenta,1=ticked,variable,,,
794,794,,csdysto::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Shoulder dystocia,Shoulder dystocia,Observation,Delivery complications,,Shoulder dystocia,1=ticked,variable,,,
306,306,,cspontan::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Spontaneous abortions,How many miscarriages has the participant had,Participant,Obstetric history,,Spontaneous,,variable,,,
303,303,,cterm::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Term pregnancies,How many pregnancies reached viable gestation age,Participant,Obstetric history,,Term,,variable,,,
241,241,,currmed1::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0025092,Current medication,What is the 1st medication the participant is taking now if any,Observation,Treatment,http://purl.obolibrary.org/obo/EUPATH_0000738,Medication Code,,variable,,,
795,795,,curupt::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Uterine rupture,Uterine Rupture,Observation,Delivery complications,,Uterine Rupture,1=ticked,variable,,,
217,217,,cv::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Cardiovascular condition,cardiovascular,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,cv,,variable,,,
540,540,,cv::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Cardiovascular condition,cardiovascular,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,cv,,variable,,,
1123,1123,,cv::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Cardiovascular condition,cardiovascular,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,cv,,variable,,Define?,
219,219,,cvdur::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Cardiovascular condition duration (days),cardiovascular duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,CV Duration,,variable,,,
542,542,,cvdur::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Cardiovascular condition duration (days),cardiovascular duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,CV Duration,,variable,,,
1125,1125,,cvdur::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Cardiovascular condition duration (days),cardiovascular duration,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,CV Duration,,variable,,Define?,
218,218,,cvgrade::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Cardiovascular condition grade,cardiovascular grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,CV Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
541,541,,cvgrade::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,,Cardiovascular condition grade,cardiovascular grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,CV Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
1124,1124,,cvgrade::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Cardiovascular condition grade,cardiovascular grade,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,CV Grade,"0 = absent,
1 = mild,
2 = moderate,
3 = severe,
4 = life threatening,
9 = unable to assess",variable,,,
658,658,,dabort::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Abortion date,Date of abortion,Observation,Delivery,,Date of abortion,date,variable,,,
64,64,,dallergy::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Known drug allergy,specified whether the participant has any known drug allergies,Participant,Clinical history,http://purl.obolibrary.org/obo/OGMS_0000015,Known Drug Allergies,"0 = No,
1=Yes",variable,,,
784,784,,dampm::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,,Delivery time,,Observation,Labor and delivery,,AM/PM delivery,"0=AM,
1=PM",variable,,,
295,295,,DATE::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,Screening date,Date participant was screened,Participant,Administrative information ,http://purl.obolibrary.org/obo/EUPATH_0010035,Date of Screening:,date,variable,,,
46,46,,date::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000151,Enrollment date,The date the participant was enrolled,Participant,Participant study details,http://purl.obolibrary.org/obo/EUPATH_0000307,Date of Enrollment,date,variable,,,
472,472,,date::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Visit date,date,variable,,,
328,328,,date::BC-3 mothers expanded database FINAL,BC-3 mothers expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date of observation,Date,variable,,,
388,388,,date::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/EUPATH_0004991,Observation date,,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date of observation,date,variable,,,
2,2,,date::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,The date when the data was obtained,Observation,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,Date form completed,date,variable,,,
1073,1073,,date::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000091,Visit date,,Observation,,,Visit date,date,variable,,,
1211,1211,,date::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,,Date,Date the CRF was filled out,Participant,,,Visit date,date,variable,,,
1080,1080,,date1::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Medication date 1,,Observation,,,last date given medication 1,date,variable,,,
1069,1069,,date1stmalaria::BC-3 children individual level database FINAL,BC-3 children individual level database FINAL,,First malaria episode date,,Participant,,,Date of first episode of malaria,date,variable,,,
1082,1082,,date2::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Medication date 2,,Observation,,,last date given medication 2,date,variable,,,
1084,1084,,date3::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Medication date 3,,Observation,,,last date given medication 3,date,variable,,,
1086,1086,,date4::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,,Medication date 4,,Observation,,,last date given medication 4,date,variable,,,
872,872,,datedisch::BC-3 mothers delivery database FINAL,BC-3 mothers delivery database FINAL,http://purl.obolibrary.org/obo/EUPATH_0000320,Hospital discharge date,,Observation,Hospitalization,,Date of discharge if hospitalized,date,variable,,,
17,17,,datedisch::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000320,Hospital discharge date,The date when the participant was discharged,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Date of Discharge,date,variable,,,
3,3,,datehosp::BC-3 childs hospitalizations FINAL,BC-3 childs hospitalizations FINAL,http://purl.obolibrary.org/obo/EUPATH_0000319,Hospital admission date,The date when the participant was hospitalized,Observation,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,Date of Admission,date,variable,,,
68,68,,day1lmp::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,,First day of last menstrual period,What was the participant's first day of her last menstural period,Observation,Immediate clinical history,http://purl.obolibrary.org/obo/EUPATH_0021098,First day of LMP,date,variable,,,
467,467,,days::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,,Observation day,,Observation,,,value of 1 for each day of obervation,1,variable,DROP,,
1212,1212,,deathd::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,http://purl.obolibrary.org/obo/EUPATH_0000150,Death date,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,Date of death,date,variable,,,
1213,1213,,deathdx1::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,1st cause of death,,variable,,Consider relabeling/IRI first cause of death,
1214,1214,,deathdx2::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,2st cause of death,,variable,,Consider relabeling/IRI 2nd cause of death,
1215,1215,,deathdx3::BC-3 childs deaths FINAL,BC-3 childs deaths FINAL,http://purl.obolibrary.org/obo/EUPATH_0020001,Cause of death,,Participant,Death information,http://purl.obolibrary.org/obo/EUPATH_0000671,3st cause of death,,variable,,Consider relabeling/IRI third cause of death,
245,245,,diag1::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,The 1st diagnosis of the participant at enrollment,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis Code,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,
599,599,,diag1::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis1,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,
1190,1190,,diag1::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis1,,variable,,,
453,453,,diag1::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis1,,variable,,Difference between Diganosis1-7?,
246,246,,diag2::BC-3 enrollment database FINAL,BC-3 enrollment database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,The 2nd diagnosis of the participant at enrollment,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis Code,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,
600,600,,diag2::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis2,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,
1191,1191,,diag2::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis2,,variable,,,
454,454,,diag2::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis2,,variable,,,
601,601,,diag3::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis3,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,
1192,1192,,diag3::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis3,,variable,,,
455,455,,diag3::BC-3 childs expanded database FINAL,BC-3 childs expanded database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis3,,variable,,,
602,602,,diag4::BC-3 mothers all visits database FINAL,BC-3 mothers all visits database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis4,,variable,,Each participant could have multiple diagnoses also diagnosis at enrollment and diagnosis at follow-up visits,
1193,1193,,diag4::BC-3 childs all visit database FINAL,BC-3 childs all visit database FINAL,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis,,Observation,Diagnosis,http://purl.obolibrary.org/obo/OGMS_0000073,Diagnosis4,,variable,,,
