colOrder,variable,dataset,keepDiscard,notesForDL,codebookDescription,codebookValues,timeVarying,duplicated,dateTime,flag
1060,F5_WATER_POUR,gems1a_case_control_study_data,keep,,How is water removed from container? Pour (spigot or spout)?,0,,,,
1061,F5_WATER_CUP,gems1a_case_control_study_data,keep,,How is water removed from container? Scoop with cup,0,,,,
1062,F5_WATER_LADLE,gems1a_case_control_study_data,keep,,How is water removed from container? Scoop with ladle,0,,,,
1063,F5_TREAT_WATER,gems1a_case_control_study_data,keep,,Do you usually treat your drinking water at home?,0,,,,
1064,F5_TRT_METH,gems1a_case_control_study_data,keep,,Which method do you use the most to treat drinking water at home?,0,,,,
1065,F5_TRTOBS_SUN,gems1a_case_control_study_data,keep,,Materials observed for method reported: 10-20 1-2L bottles on roof in sun,0,,,,
1066,F5_TRTOBS_BOIL,gems1a_case_control_study_data,keep,,Materials observed for method reported: Observed boiling,0,,,,
1067,F5_TRTOBS_FILTER,gems1a_case_control_study_data,keep,,Materials observed for method reported: Cloth Observed,0,,,,
1068,F5_TRTOBS_CRMC,gems1a_case_control_study_data,keep,,Materials observed for method reported: Filter observed,0,,,,
1069,F5_TRTOBS_CHLR,gems1a_case_control_study_data,keep,,Materials observed for method reported: Tablet/liquid/powder observed,0,,,,
1070,F5_TRTOBS_ALUM,gems1a_case_control_study_data,keep,,Materials observed for method reported: Alum observed,0,,,,
1071,F5_TRT_SPEC,gems1a_case_control_study_data,drop,,Which method do you use the most to treat drinking water at home? Other Specify.,Char,,,,
1072,F5_TRTOBS_CHEM,gems1a_case_control_study_data,keep,,Materials observed for method reported: Chemical observed,0,,,,
1073,F5_TRT_SPEC2,gems1a_case_control_study_data,drop,,Which method do you use the most to treat drinking water at home? Other Specify 2,Char,,,,
1074,F5_TRTOBS_OTHR,gems1a_case_control_study_data,keep,,Materials observed for method reported: Other observed,0,,,,
1075,F5_CHLR_WATER,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, record the chlorine test result:",,,,,
1076,F5_BRD_CERTEZA,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Certeza",0,,,,
1077,F5_BRD_AQUATAB,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Aquatab",0,,,,
1078,F5_BRD_AQUAGU,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. AquaGuard",0,,,,
1079,F5_BRD_WTRGUARD,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. WaterGuard",0,,,,
1080,F5_BRD_WTRMAKE,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Watermaker",0,,,,
1081,F5_BRD_PUR,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Pur",0,,,,
1082,F5_BRD_UNKNOWN,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Unknown",0,,,,
1083,F5_BRD_NA,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Not applicable (none observed)",0,,,,
1084,F5_BRD_OTHER,gems1a_case_control_study_data,keep,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Other",0,,,,
1085,F5_BRD_OTHER_SPEC,gems1a_case_control_study_data,drop,,"If chlorine is the method of water treatment in Q10, check the brand that you observed. Other Specify.",Char,,,,
1086,F5_WASH_WHERE,gems1a_case_control_study_data,keep,,Where do you usually wash your hadns?,0,,,,
1087,F5_WASH_PIPED,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Piped water source",0,,,,
1088,F5_WASH_NOPTAP,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Non-piped water source without tap",0,,,,
1089,F5_WASH_TAP,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Non-piped water source with tap",0,,,,
1090,F5_WASH_MUD,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Mud",0,,,,
1091,F5_WASH_BASIN,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Basin",0,,,,
1092,F5_WASH_SOAP,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Soap",0,,,,
1093,F5_WASH_ASH,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Ash",0,,,,
1094,F5_WASH_CLAY,gems1a_case_control_study_data,keep,,"If hands are washed in or near dwelling/yard, ask to see the place and record whether the following items are present: Clay",0,,,,
1095,F5_CHILD_FECES,gems1a_case_control_study_data,keep,,Please show me where you usually dispose of the feces of your child?,0,,,,
1096,F5_CHILD_FECES_SPEC,gems1a_case_control_study_data,drop,,Please show me where you usually dispose of the feces of your child? Other specify,Char,,,,
1097,F5_FECES_VISIBLE,gems1a_case_control_study_data,keep,,Were there visible feces observed in defecation area?,0,,,,
1098,F5_FECES_ELSE,gems1a_case_control_study_data,keep,,Were visible feces observed elsewhere in house or yard?,0,,,,
1099,F5_HOUSE_FECES,gems1a_case_control_study_data,keep,,Please show me the facility your household most commonly use to dispose of human fecal waste?,0,,,,
1107,F9_DRH_FIRST,gems1a_case_control_study_data,keep,,,,,,,
1108,F9_DRH_LAST,gems1a_case_control_study_data,keep,,,,,,,
1112,ENR_MON,gems1a_case_control_study_data,keep,,,,,,,
1113,ENR_YR,gems1a_case_control_study_data,keep,,,,,,,
1119,pn1,gems1a_case_control_study_data,keep,,"Calculated: ETEC, any",,,,,
1121,pn2,gems1a_case_control_study_data,keep,,Calculated: ST-Producing ETEC (ST Only or LTST),,,,,
1123,pn3,gems1a_case_control_study_data,keep,,Calculated: ETEC LT and ST,,,,,
1125,pn4,gems1a_case_control_study_data,keep,,Calculated ETEC ST Only,,,,,
1127,pn5,gems1a_case_control_study_data,keep,,Calculated: ETEC LT Only,,,,,
1129,pn6,gems1a_case_control_study_data,keep,,Calculated: EAEC,,,,,
1131,pn7,gems1a_case_control_study_data,keep,,Calculated: EAEC AATA Only,,,,,
1133,pn8,gems1a_case_control_study_data,keep,,Calculated: EAEC AAIC Only,,,,,
1135,pn9,gems1a_case_control_study_data,keep,,Calculated: EAEC AATA and AAIC,,,,,
1140,pn10,gems1a_case_control_study_data,keep,,Calculated: Typical EPEC (tEPEC),,,,,
1142,pn11,gems1a_case_control_study_data,keep,,Calculated: EAE and BFPA,,,,,
1144,pn12,gems1a_case_control_study_data,keep,,Calculated: BFPA Only,,,,,
1146,pn13,gems1a_case_control_study_data,keep,,"Calculated: EAE positive, BFPA negative",,,,,
1148,pn14,gems1a_case_control_study_data,keep,,Calculated: Shiga toxin,,,,,
1149,aEPEC_GEMS1A,gems1a_case_control_study_data,drop,,Calculated: Atypical EPEC (aEPEC) -GEMS 1A,,**Follow-Up,,,
1150,pn15,gems1a_case_control_study_data,keep,,Calculated: Atypical EPEC (aEPEC),,,,,
1152,pn16,gems1a_case_control_study_data,keep,,"Cacluated: EHEC (EAE Positive, stx Positive)",,,,,
1153,pn17,gems1a_case_control_study_data,keep,,Calculated: Shigella any,,,,,
1155,pn18,gems1a_case_control_study_data,keep,,Calculated: Shigella flexneri,,,,,
1157,pn19,gems1a_case_control_study_data,keep,,Calculated: Shigella sonnei,,,,,
1159,pn20,gems1a_case_control_study_data,keep,,Calculated Shigella dysenteriae,,,,,
1161,pn21,gems1a_case_control_study_data,keep,,Calculated: Shigella boydii,,,,,
1163,pn22,gems1a_case_control_study_data,keep,,Calculated: Rotavirus,,,,,
1164,pn23,gems1a_case_control_study_data,keep,,Calculated: Aeromonas,,,,,
1166,pn24,gems1a_case_control_study_data,keep,,Calculated: Norovirus Any (GI + GII),,,,,
1167,pn25,gems1a_case_control_study_data,keep,,Calculated: Norovirus GI,,,,,
1168,pn26,gems1a_case_control_study_data,keep,,Calculated: Norovirus GII,,,,,
1170,pn27,gems1a_case_control_study_data,keep,,Calculated: Adenovirus 4041,,,,,
1172,pn28,gems1a_case_control_study_data,keep,,Calculated: Adenovirus _Non4041,,,,,
1174,pn29,gems1a_case_control_study_data,keep,,Calculated: Vibrio cholerae 01,,,,,
1176,pn32,gems1a_case_control_study_data,keep,,Calculated: Vibrio cholerae 0139,,,,,
1179,pn33,gems1a_case_control_study_data,keep,,Calculated: Salmonella typhii,,,,,
1180,pn34,gems1a_case_control_study_data,keep,,Calculated: Salmonella non-typhii,,,,,
1181,pn35,gems1a_case_control_study_data,keep,,Calculated: Cryptosporidium,,,,,
1182,pn36,gems1a_case_control_study_data,keep,,Calculated: Giardia,,,,,
1183,pn37,gems1a_case_control_study_data,keep,,Calculated: Entamoeba histolytica,,,,,
1185,pn38,gems1a_case_control_study_data,keep,,"Calculated: Campylobacter, any",,,,,
1186,pn39,gems1a_case_control_study_data,keep,,Calculated: Campylobacter jejuni,,,,,
1187,pn40,gems1a_case_control_study_data,keep,,Calculated: Campylobacter coli,,,,,
1188,pn41,gems1a_case_control_study_data,keep,,Cacluated: Astrovirus,,,,,
1189,pn42,gems1a_case_control_study_data,keep,,Cacluated: Sapovirus,,,,,
1190,pn43,gems1a_case_control_study_data,keep,,Helicobacter pylori,,,,,
1192,pn44,gems1a_case_control_study_data,keep,,Clostridium difficile no toxin,,,,,
1194,pn45,gems1a_case_control_study_data,keep,,Clostridium difficile toxin,,,,,
1196,pn46,gems1a_case_control_study_data,keep,,No Clostridium difficile but toxin,,,,,
1197,pn47,gems1a_case_control_study_data,keep,,Ascaris lumbridoides,,,,,
1198,pn48,gems1a_case_control_study_data,keep,,Strongyloides stercoralis,,,,,
1200,pn49,gems1a_case_control_study_data,keep,,Hookworm,,,,,
1201,pn50,gems1a_case_control_study_data,keep,,Toxin positive Bacteroides fragilis,,,,,
1202,pn61,gems1a_case_control_study_data,keep,,"Clostridium difficile GDH positive, toxin negative",,,,,
1203,pn62,gems1a_case_control_study_data,keep,,"Clostridium difficile GDH negative, toxin positive",,,,,
1206,base_age,gems1a_case_control_study_data,keep,,Combined Age from F3Age Cases and F6 Age Controls,,,,,
1229,enrollmon,gems1a_case_control_study_data,keep,,Month of enrollment,,,,,
1230,enrollyr,gems1a_case_control_study_data,keep,,Year of enrollment,,,,,
1375,numpn_GEMS,gems1a_case_control_study_data,drop,,,,,,,
1376,numpn_ROY,gems1a_case_control_study_data,drop,,,,,,,
1377,numpn_GEMS_NoGia,gems1a_case_control_study_data,drop,,,,,,,
1378,numpn_Roy_NoGia,gems1a_case_control_study_data,drop,,,,,,,
1379,numpn_GEMS1A,gems1a_case_control_study_data,keep,,,,,,,
1412,F16CRF_SHIG_3C,gems1a_case_control_study_data,keep,,Shigella flexneri serotype 3c,,,,,
1419,F16CRF_SHIG_7,gems1a_case_control_study_data,keep,,Shigella flexneri serotype  7,,,,,
1438,death,gems1a_case_control_study_data,keep,,Did child pass away within 60 days? (Calculated from date of death F5),0,,Yes,,
0,blank,gems1a_case_control_study_data,drop,,,,,,,
10,C_All,gems1a_case_control_study_data,drop,,Child is part of good pair-all forms complete?,0,,,,
11,C_LabFrm,gems1a_case_control_study_data,drop,,Child is part of good pair-all lab forms complete?,0,,,,
12,P_All,gems1a_case_control_study_data,drop,,Do all members of good pair have all forms complete?,0,,,,
13,P_LabFrm,gems1a_case_control_study_data,drop,,Do all members of good pair have all lab forms complete?,0,,,,
18,F2,gems1a_case_control_study_data,drop,,,2,,,,
19,F3,gems1a_case_control_study_data,drop,,,3,,,,
20,F4A,gems1a_case_control_study_data,drop,,,41,,,,
21,F4B,gems1a_case_control_study_data,drop,,,42,,,,
22,F6,gems1a_case_control_study_data,drop,,,6,,,,
23,F7,gems1a_case_control_study_data,drop,,,7,,,,
24,F11,gems1a_case_control_study_data,drop,,,11,,,,
25,F15,gems1a_case_control_study_data,drop,,,15,,,,
26,F16,gems1a_case_control_study_data,drop,,,16,,,,
27,F17,gems1a_case_control_study_data,drop,,,17,,,,
28,F17A,gems1a_case_control_study_data,drop,,,71,,,,
29,F18,gems1a_case_control_study_data,drop,,,18,,,,
30,F19,gems1a_case_control_study_data,drop,,,19,,,,
31,F5,gems1a_case_control_study_data,drop,,,5,,,,
32,F9,gems1a_case_control_study_data,drop,,,9,,,,
35,CASE_REGLOG,gems1a_case_control_study_data,drop,,Case Registration Log,Num,,,,
37,F2_VERSION,gems1a_case_control_study_data,drop,,,,,,,
38,F2_TIME,gems1a_case_control_study_data,drop,,Registration Log Time Completed,24 Time,,,Yes,
39,F2_CLUSTER,gems1a_case_control_study_data,drop,,,Num,,,,
45,F2_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
46,F2_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
47,F2_QC_DATE,gems1a_case_control_study_data,drop,,,,,,,
49,F3_VERSION,gems1a_case_control_study_data,drop,,,1,,,,
59,F3_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
60,F3_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
61,F3_QC_DATE,gems1a_case_control_study_data,drop,,,,,,,
70,F3_INT_CODE2,gems1a_case_control_study_data,drop,,,,,,,
72,F3_QC_CODE2,gems1a_case_control_study_data,drop,,,,,,,
73,F3_QC_DATE2,gems1a_case_control_study_data,drop,,,,,,,
79,F3_NOT_ENROLLED,gems1a_case_control_study_data,drop,,"If eligible but not enrolled, what was reason?",0,,,,
80,F3_NOT_INVITED,gems1a_case_control_study_data,drop,,Not Invited,0,,,,
81,F3_NOT_INVITE_SPEC,gems1a_case_control_study_data,drop,,Specify,NA,,,,
82,F3_PT_REFUSED,gems1a_case_control_study_data,drop,,Patient Refused,0,,,,
83,F3_PT_REFUSED_SPEC,gems1a_case_control_study_data,drop,,Specify,NA,,,,
84,F3_INT_CODE3,gems1a_case_control_study_data,drop,,,,,,,
85,F3_QC_CODE3,gems1a_case_control_study_data,drop,,,,,,,
86,F3_QC_DATE3,gems1a_case_control_study_data,drop,,,,,,,
304,F4A_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
305,F4A_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
306,F4A_QC_DATE,gems1a_case_control_study_data,drop,,,,,,,
361,F4B_REHYD_START_DATE,gems1a_case_control_study_data,drop,,Initial Rehydration: Start Date,,,,Yes,
362,F4B_REHYD_START_TIME,gems1a_case_control_study_data,drop,,Initial Rehydration: Start Time,,,,Yes,
363,F4B_REHYD_STOP_DATE,gems1a_case_control_study_data,drop,,Initial Rehydration: Stop Date,,,,Yes,
364,F4B_REHYD_STOP_TIME,gems1a_case_control_study_data,drop,,Initial Rehydration: Stop Time,,,,Yes,
428,F4B_DISCHARGE_TIME,gems1a_case_control_study_data,drop,,,,,,,
520,F4B_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
521,F4B_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
522,F4B_QC_DATE,gems1a_case_control_study_data,drop,,,,,,,
543,F6_VERSION,gems1a_case_control_study_data,drop,,Form Version,,,,,
554,F6_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
555,F6_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
556,F6_QC_DATE,gems1a_case_control_study_data,drop,,,,,,,
565,F6_INT_CODE2,gems1a_case_control_study_data,drop,,,,,,,
566,F6_QC_CODE2,gems1a_case_control_study_data,drop,,,,,,,
567,F6_QC_DATE2,gems1a_case_control_study_data,drop,,,,,,,
573,F6_NO_INVITE_SPEC,gems1a_case_control_study_data,drop,,,,,,,
575,F6_REFUSED_SPEC,gems1a_case_control_study_data,drop,,,,,,,
577,F6_INT_CODE3,gems1a_case_control_study_data,drop,,,,,,,
578,F6_QC_CODE3,gems1a_case_control_study_data,drop,,,,,,,
579,F6_QC_DATE3,gems1a_case_control_study_data,drop,,,,,,,
581,F7_VERSION,gems1a_case_control_study_data,drop,,,,,,,
777,F7_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
778,F7_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
779,F7_QC_DATE,gems1a_case_control_study_data,drop,,,,,,,
781,F11_VERSION,gems1a_case_control_study_data,drop,,,,,,,
810,F11_CARYBLAIR,gems1a_case_control_study_data,drop,,Swab (rectal swab/whole stool) in Cary Blair,,,,,
811,F11_GLYCEROL,gems1a_case_control_study_data,drop,,Swab (rectal swab/whole stool) in Buffered Glycerol Saline,,,,,
813,F11_SEPCIMEN_LABDATE,gems1a_case_control_study_data,drop,,Date sample received by lab personnel,,,,,
814,F11_SPECIMEN_LABTIME,gems1a_case_control_study_data,drop,,Time sample received by lab personnel,,,,,
815,F11_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
816,F11_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
817,F11_QC_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
818,F15_DATE,gems1a_case_control_study_data,drop,,Stool Accession Date,,,,,
819,F15_VERSION,gems1a_case_control_study_data,drop,,Stool Accession Version,,,,,
820,F15_COLLECT_RECT,gems1a_case_control_study_data,drop,,Rectal swab sample collected? ,,,,,
821,F15_COLLECT_STOOL,gems1a_case_control_study_data,drop,,Whole stool sample collected?,,,,,
822,F15_TEST_TIME,gems1a_case_control_study_data,drop,,Time processed in laboratory,,,,Yes,
823,F15_LABELED,gems1a_case_control_study_data,drop,,Properly labeled?,,,,,
824,F15_TIGHTSHUT,gems1a_case_control_study_data,drop,,Container tightly shut?,,,,,
825,F15_COLD,gems1a_case_control_study_data,drop,,Temperature okay (cold pack frozen)?,,,,,
826,F15_WT_VOLUME,gems1a_case_control_study_data,drop,,Sufficient weight/volume (minimum 3 g/ml),,,,,
828,F15_ACCEPTABLE,gems1a_case_control_study_data,drop,,Acceptable for accession,,,,,
829,F15_VIRUSES,gems1a_case_control_study_data,drop,,Aliquoted for Viruses,,,,,
830,F15_PARASITES,gems1a_case_control_study_data,drop,,Aliquoted for Parasites,,,,,
831,F15_CDIFF,gems1a_case_control_study_data,drop,,Aliquoted for C. diff/H. pylori,,,,,
832,F15_ARCHIVE1,gems1a_case_control_study_data,drop,,Aliquoted for Archive 1,,,,,
833,F15_ARCHIVE2,gems1a_case_control_study_data,drop,,Aliquoted for Archive 2,,,,,
834,F15_BFRAG_HELMINTH,gems1a_case_control_study_data,drop,,Aliquoted for B. frag/Helminth,,,,,
835,F15_XLD,gems1a_case_control_study_data,drop,,Specimen plated on: SS/XLD,,,,,
836,F15_TCBS,gems1a_case_control_study_data,drop,,Specimen plated on: TTGA/TCBS,,,,,
837,F15_CAMPY,gems1a_case_control_study_data,drop,,Specimen plated on: Campy,,,,,
838,F15_MAC,gems1a_case_control_study_data,drop,,Specimen plated on: MaC,,,,,
839,F15_APW,gems1a_case_control_study_data,drop,,Specimen plated on: BP/APW,,,,,
840,F15_RYAN,gems1a_case_control_study_data,drop,,Specimen plated on: ABA/CIN/RYAN,,,,,
841,F15_SFB,gems1a_case_control_study_data,drop,,Specimen plated on: SFB,,,,,
842,F15_TECH_SIG,gems1a_case_control_study_data,drop,,,,,,,
843,F15_TECH_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
844,F15_QC_SIG,gems1a_case_control_study_data,drop,,,,,,,
845,F15_REVIEW_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
847,F16_VERSION,gems1a_case_control_study_data,drop,,Form Version,,,,,
848,F16_AEROMONAS,gems1a_case_control_study_data,drop,,Bacteria Isolated: Aeromonas spp.,0,,,,
849,F16_CAMPY_JEJUNI,gems1a_case_control_study_data,drop,,Bacteria Isolated: Campylobacter jejuni,0,,,,
850,F16_CAMPY_COLI,gems1a_case_control_study_data,drop,,Bacteria Isolated: Campylobacter coli,0,,,,
853,F16_SALM_TYPHI,gems1a_case_control_study_data,drop,,Bacteria Isolated: Salmonella Typhi,0,,,,
854,F16_SALM_NONTYPHI,gems1a_case_control_study_data,drop,,Bacteria Isolated: Salmonella enterica non-Typhi serovar,0,,,,
855,F16CORR_SHIG_SPP,gems1a_case_control_study_data,drop,,Bacteria Isolated: Shigella spp.,0,,,,
856,F16CORR_S_DYSENT,gems1a_case_control_study_data,drop,,Bacteria Isolated: Shigella dysenteriae,0,,,,
857,F16CORR_S_FLEXNERI,gems1a_case_control_study_data,drop,,Bacteria Isolated: Shigella flexneri,0,,,,
858,F16CORR_S_BOYDII,gems1a_case_control_study_data,drop,,Bacteria Isolated: Shigella boydii,0,,,,
859,F16CORR_S_SONNEI,gems1a_case_control_study_data,drop,,Bacteria Isolated: Shigella sonnei,0,,,,
888,F16_NOGROWTH,gems1a_case_control_study_data,drop,,Bacteria Isolated: No growth,0,,,,
889,F16_TECH_SIG,gems1a_case_control_study_data,drop,,,,,,,
890,F16_TECH_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
891,F16_QC_SIG,gems1a_case_control_study_data,drop,,,,,,,
892,F16_REVIEW_DATE,gems1a_case_control_study_data,drop,,,,,,,
907,F17_TECH_SIG,gems1a_case_control_study_data,drop,,,,,,,
908,F17_TECH_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
909,F17_QC_SIG,gems1a_case_control_study_data,drop,,,,,,,
910,F17_REVIEW_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
912,F17A_VERSION,gems1a_case_control_study_data,drop,,,,,,,
917,F17A_TECH_SIG,gems1a_case_control_study_data,drop,,,,,,,
918,F17A_TECH_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
919,F17A_QC_SIG,gems1a_case_control_study_data,drop,,,,,,,
920,F17A_REVIEW_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
922,F18_VERSION,gems1a_case_control_study_data,drop,,,,,,,
923,F18_COMP_ENTAMOEBA,gems1a_case_control_study_data,drop,,Entamoeba Test Completed,1,,,,
924,F18_RES_ENTAMOEBA,gems1a_case_control_study_data,drop,,Result of Entamoeba histolytica ELISA Immunoassay,0,,,,
925,F18_COMP_GIARDIA,gems1a_case_control_study_data,drop,,Giardia Test Completed,1,,,,
926,F18_RES_GIARDIA,gems1a_case_control_study_data,drop,,Result of Giardia ELISA Immunoassay,0,,,,
927,F18_COMP_CRYPTOSPOR,gems1a_case_control_study_data,drop,,Cryptosporidium Test Completed,1,,,,
928,F18_RES_CRYPTOSPOR,gems1a_case_control_study_data,drop,,Result of Cryptosporidium ELISA Immunoassay,0,,,,
929,F18_TECH_SIG1,gems1a_case_control_study_data,drop,,,,,,,
930,F18_TECH_DATE1,gems1a_case_control_study_data,drop,,,,,,Yes,
931,F18_COMP_ROTAVIRUS,gems1a_case_control_study_data,drop,,Rotavirus ELISA Immunoassay Completed,1,,,,
932,F18_RES_ROTAVIRUS,gems1a_case_control_study_data,drop,,Result of Rotavirus ELISA Immunoassay,0,,,,
933,F18_COMP_ADENOVIRUS,gems1a_case_control_study_data,drop,,Adenovirus ELISA Immunoassay Completed,1,,,,
934,F18_RES_ADENOVIRUS,gems1a_case_control_study_data,drop,,Result of Adenovirus ELISA Immunoassay,0,,,,
935,F18_COMP_ADENO4041,gems1a_case_control_study_data,drop,,Adeno4041 ELISA Immunoassay Completed,0,,,,
936,F18_RES_ADENO4041,gems1a_case_control_study_data,drop,,Result of Adeno4041 ELISA Immunoassay,0,,,,
937,F18_TECH_SIG2,gems1a_case_control_study_data,drop,,,,,,,
938,F18_TECH_DATE2,gems1a_case_control_study_data,drop,,,,,,Yes,
939,F18_HELICO_TEST,gems1a_case_control_study_data,drop,,Helicobacter pylori test performed,0,,,,
940,F18_HELICO_RESULT,gems1a_case_control_study_data,drop,,Helicobacter pylori test result,,,,,
941,F18_TECH_SIG3,gems1a_case_control_study_data,drop,,,,,,,
942,F18_TECH_DATE3,gems1a_case_control_study_data,drop,,,,,,Yes,
943,F18_CLOST_TEST,gems1a_case_control_study_data,drop,,Clostridium difficile test completed,,,,,
946,F18_TECH_SIG4,gems1a_case_control_study_data,drop,,,,,,,
947,F18_TECH_DATE4,gems1a_case_control_study_data,drop,,,,,,Yes,
948,F18_QC_SIG,gems1a_case_control_study_data,drop,,,,,,,
949,F18_REVIEW_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
952,F19_NORO_GI,gems1a_case_control_study_data,drop,,RT-PCR for Norovirus GI,0,,,,
953,F19_NORO_GII,gems1a_case_control_study_data,drop,,RT-PCR for Norovirus GII,0,,,,
954,F19_SAPO_VIRUS,gems1a_case_control_study_data,drop,,RT-PCR for Sapovirus ,0,,,,
955,F19_ASTRO_VIRUS,gems1a_case_control_study_data,drop,,RT-PCR for Astrovirus,0,,,,
956,F19_TECH_SIG1,gems1a_case_control_study_data,drop,,,,,,,
957,F19_TECH_DATE1,gems1a_case_control_study_data,drop,,,,,,Yes,
963,F19_TECH_SIG2,gems1a_case_control_study_data,drop,,,,,,,
964,F19_TECH_DATE2,gems1a_case_control_study_data,drop,,,,,,Yes,
967,F19_TECH_SIG3,gems1a_case_control_study_data,drop,,,,,,,
968,F19_TECH_DATE3,gems1a_case_control_study_data,drop,,,,,,Yes,
969,F19_QC_SIG,gems1a_case_control_study_data,drop,,,,,,,
970,F19_REVIEW_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
972,F5_VERSION,gems1a_case_control_study_data,drop,,,,,,,
978,F5_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
979,F5_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
980,F5_QC_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
1100,F5_HOUSE_FECES_SPEC,gems1a_case_control_study_data,drop,,Please show me the facility your household most commonly use to dispose of human fecal waste? Other specify.,Char,,,,
1101,F5_INT_CODE2,gems1a_case_control_study_data,drop,,,,,,,
1102,F5_QC_CODE2,gems1a_case_control_study_data,drop,,,,,,,
1103,F5_QC_DATE2,gems1a_case_control_study_data,drop,,,,,,Yes,
1104,F9_DATE,gems1a_case_control_study_data,drop,,,,,,,
1105,F9_VERSION,gems1a_case_control_study_data,drop,,,,,,,
1106,F9_MEMORY_AID,gems1a_case_control_study_data,drop,,,,,,,
1109,F9_INT_CODE,gems1a_case_control_study_data,drop,,,,,,,
1110,F9_QC_CODE,gems1a_case_control_study_data,drop,,,,,,,
1111,F9_QC_DATE,gems1a_case_control_study_data,drop,,,,,,Yes,
1114,SPECIMEN_ID,gems1a_case_control_study_data,drop,,Identical to LAB_SPECIMEN_ID,,,Yes,,
1115,sampleid,gems1a_case_control_study_data,drop,,,,,,,
1116,ShigInd,gems1a_case_control_study_data,drop,,,,,,,
1117,i,gems1a_case_control_study_data,drop,,,,,,,
1118,ETEC_ALL,gems1a_case_control_study_data,drop,,,,,,,
1120,ETEC_anyST,gems1a_case_control_study_data,drop,,,,,,,
1122,ETEC_LTST,gems1a_case_control_study_data,drop,,,,,,,
1124,ETEC_STonly,gems1a_case_control_study_data,drop,,,,,,,
1126,ETEC_LTonly,gems1a_case_control_study_data,drop,,,,,,,
1128,EAEC,gems1a_case_control_study_data,drop,,,,,,,
1130,EAEC_TAonly,gems1a_case_control_study_data,drop,,,,,,,
1132,EAEC_IConly,gems1a_case_control_study_data,drop,,,,,,,
1134,EAEC_TAIC,gems1a_case_control_study_data,drop,,,,,,,
1136,Monoplex,gems1a_case_control_study_data,drop,,,,,,,
1137,BFPA,gems1a_case_control_study_data,drop,,,,,,,
1138,EAE,gems1a_case_control_study_data,drop,,,,,,,
1139,tEPEC_gems1A,gems1a_case_control_study_data,drop,,,,,,,
1141,eae_bfpA,gems1a_case_control_study_data,drop,,,,,,,
1143,bfpA_only,gems1a_case_control_study_data,drop,,,,,,,
