overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
142,_agecat,_clin_rev_de.sas7bdat,EUPATH_0010367,Age group,,Observation,Observation,EUPATH_0000738,Child age category,1=0-5 months; 2=6-11 months; 3=12-23 months; 4=24-59 months,variable,
143,_weight,_clin_rev_de.sas7bdat,EUPATH_0000732,Weight (kg),,Observation,Anthropometry,EUPATH_0000649,Weight (kg),,variable,
144,_height,_clin_rev_de.sas7bdat,EUPATH_0010075,Height (cm),,Observation,Anthropometry,EUPATH_0000649,Height (cm),,variable,
145,_fever,_clin_rev_de.sas7bdat,EUPATH_0000097,Febrile,,Observation,Symptoms,EUPATH_0021002,Fever (temp >=38 C or history of fever),0 = No 1 = Yes,value,
146,_leukocytosis,_clin_rev_de.sas7bdat,,Leukocytosis,,Sample,Blood test,EUPATH_0011795,Leukocytosis (elevated WBC),0 = No 1 = Yes,variable,
147,_leukopenia,_clin_rev_de.sas7bdat,,Leukopenia,,Sample,Blood test,EUPATH_0011795,Leukopenia (low WBC),0 = No 1 = Yes,variable,
148,_hypox,_clin_rev_de.sas7bdat,,Hypoxia,O2 saturation <90 at ZAM and SAF and <92 at all other sites or participant on O2 and room air saturation not available,Observation,Symptoms,EUPATH_0021002,Hypoxia (O2 sat <90 at ZAM and SAF and <92 at all other sites) or O2 requirement (if on O2 and room air sat not available),0 = No 1 = Yes,variable,
149,_tachypnea,_clin_rev_de.sas7bdat,,Tachypnea,,Observation,Symptoms,EUPATH_0021002,Tachypnea at admission: elevated respiratory rate,0 = No 1 = Yes,variable,
150,_crack,_clin_rev_de.sas7bdat,,Crackles,,Observation,Symptoms,EUPATH_0021002,Crackles,0 = No 1 = Yes,variable,
151,_clin_pneumo,_clin_rev_de.sas7bdat,,Clinical pneumonia,,Observation,Diagnosis,OGMS_0000073,Clinical pneumonia,0 = No 1 = Yes,variable,
152,_nclin_pneumo,_clin_rev_de.sas7bdat,,Nonclinical pneumonia,,Observation,Diagnosis,OGMS_0000073,Nonclincal pneumonia,0 = No 1 = Yes,variable,
153,_tachycardia,_clin_rev_de.sas7bdat,,Tachycardia,,Observation,Symptoms,EUPATH_0021002,"Tachycardia at admission (elevated heart rate: 1=yes, 0=no)",0 = No 1 = Yes,variable,
154,_hospdied,_clin_rev_de.sas7bdat,EUPATH_0023057,Died,,Participant,Hospitalization,EUPATH_0000308,Died while in hospital,0 = No 1 = Yes,variable,
155,_died_30d_adm,_clin_rev_de.sas7bdat,,Died within 30 days of admission,,Participant,Death information,EUPATH_0000671,Died within 30 days of admission,1=Died within 30 days of admission 0=Alive at 30 days of admission 8=Unknown vital status at 30 days,variable,
156,_died_30d_disch,_clin_rev_de.sas7bdat,,Died within 30 days of discharge,,Participant,Death information,EUPATH_0000671,Died within 30 days of discharge,1=Died within 30 days of discharge 0=Alive at 30 days of discharge 8=Unknown vital status at 30 days,variable,
157,_abxref,_clin_rev_de.sas7bdat,,Antibiotics at referral hospital,,Observation,Immediate clinical history,EUPATH_0021098,Antibiotic received at referral hospital (reported),0 = No 1 = Yes,variable,
158,_abxserum,_clin_rev_de.sas7bdat,,Zone of inhibition diameter >6 mm,,Sample,,,Serum antibiotic activity: zone of inhibition diameter > 6mm,0 = No 1 = Yes,variable,Not sure where to place within Sample since antibiotic activity could be tested with either serum or urine
159,_ari,_clin_rev_de.sas7bdat,,Acute respiratory infection,"Only assessed for controls, defined by the presence of a cough, runny nose, a fever >=38C or a sore throat, and either ear discharge, wheezing, or difficulty breathing",Participant,Administrative information,EUPATH_0010035,Acute respiratory infection (ARI),0 = No 1 = Yes,variable,
160,_casecont_sub,_clin_rev_de.sas7bdat,,Case-control sub-classification,,Participant,Participant,EUPATH_0000096,Case-control sub-classification,1=Healthy control; 2=ARI control; 3=Severe case; 4=Very severe case,variable,
161,_hiv,_clin_rev_de.sas7bdat,,HIV status,,Participant,Clinical history,OGMS_0000015,HIV status,0=Negative; 1=Positive; 8=Unconfirmed,variable,
162,_hiv_exposed,_clin_rev_de.sas7bdat,,HIV exposed,,Participant,Clinical history,OGMS_0000015,HIV exposed,"1=HIV exposed, infected; 2=HIV exposed uninfected; 3=HIV unexposed, uninfected; 4=HIV presumably unexposed, uninfected; 5=HIV unknown exposure, uninfected; 6=HIV exposed, unknown HIV status; 7=HIV une",variable,
163,_hiv_exposed_cat,_clin_rev_de.sas7bdat,,HIV exposed categorization,,Participant,Clinical history,OGMS_0000015,HIV exposure (collapsed),1 = HIV infected; 2 = HIV exposed uninfected; 3 = HIV unexposed uninfected; 8 = HIV unknown,variable,
164,_ill_duration,_clin_rev_de.sas7bdat,,Illness duration (days),"The number of days with cough, fever, difficulty breathing, wheeze, or runny nose, whichever symptom is longest",Observation,Signs and symptoms,EUPATH_0000309,Duration of illness (days),,variable,
165,_abxbefbc,_clin_rev_de.sas7bdat,,Antibiotic administered before blood collection (reported),Antibiotic received at study hospital before blood culture collected (reported),Sample,Blood sample collection process,EUPATH_0011482,Antibiotic received at study hospital before blood culture collected (reported),0 = No 1 = Yes,variable,
166,_abxbefnp,_clin_rev_de.sas7bdat,,Antibiotic administered before nasopharyngeal/oropharyngeal swab collection (reported),Antibiotic received at study hospital before NP/OP collected (reported),Sample,Nasopharyngeal/oropharyngeal swab collection process,,Antibiotic received at study hospital before NP/OP collected (reported),0 = No 1 = Yes,variable,
167,_abxbefis,_clin_rev_de.sas7bdat,,Antibiotic administered before induced sputum collection (reported),Antibiotic received at study hospital before induced sputum collected (reported),Sample,Induced sputum collection process,,Antibiotic received at study hospital before induced sputum collected (reported),0 = No 1 = Yes,variable,
168,_abxbefur,_clin_rev_de.sas7bdat,,Antibiotic administered before urine collection (reported),Antibiotic received at study hospital before urine collected (reported),Sample,Urine sample collection process,EUPATH_0011473,Antibiotic received at study hospital before urine collected (reported),0 = No 1 = Yes,variable,
169,_abxbefla_time,_clin_rev_de.sas7bdat,,Antibiotic administered before lung aspirate collection (calculated),Antibiotics administered prior to blood specimen collection based on time of specimen collection and antibiotic administration,Sample,Lung aspirate collection process,,Antibiotic adminstered at study hospital before lung aspirate collected,0 = No 1 = Yes,variable,
170,_abxbefet_time,_clin_rev_de.sas7bdat,,Antibiotic administered before endotracheal tube sample collection (calculated),Antibiotics administered prior to endotracheal tube specimen collection based on time of specimen collection and antibiotic administration,Sample,Endotracheal tube aspirate collection process,,Antibiotic adminstered at study hospital before ETT collected,,variable,
171,_abxbefga_time,_clin_rev_de.sas7bdat,,Antibiotic administered before gastric aspirate collection (calculated),Antibiotics administered prior to gastric aspirate specimen collection based on time of specimen collection and antibiotic administration,Sample,Gastric aspirate collection process,,Antibiotic adminstered at study hospital before GA collected,,variable,
172,_abxmins_is,_clin_rev_de.sas7bdat,,Time between induced sputum collection and antibiotic administration (min),Time between induced sputum specimen collection and antibiotic administration,Sample,Induced sputum collection process,,Number of minutes between initial induced sputum specimen collection and antibiotic administration,,variable,
173,_abxbefis_time,_clin_rev_de.sas7bdat,,Antibiotic administered before induced sputum collection (calculated),Antibiotics administered prior to induced sputum specimen collection based on time of specimen collection and antibiotic administration,Sample,Induced sputum collection process,,Antibiotics administered prior to initial induced sputum specimen collection,0 = No 1 = Yes,variable,
174,_abxmins_bc,_clin_rev_de.sas7bdat,,Time between blood collection and antibiotic administration (min),Time between blood collection and antibiotic administration,Sample,Blood sample collection process,EUPATH_0011482,Number of minutes between blood specimen collection and antibiotic administration,,variable,
175,_abxbefbc_time,_clin_rev_de.sas7bdat,,Antibiotic administered before blood collection (calculated),Antibiotics administered prior to blood specimen collection based on time of specimen collection and antibiotic administration,Sample,Blood sample collection process,EUPATH_0011482,Antibiotics administered prior to blood specimen collection,0 = No 1 = Yes,variable,
176,_abxmins_np,_clin_rev_de.sas7bdat,,Time between nasopharyngeal/oropharyngeal swab collection and antibiotic administration (min),Time between nasopharyngeal/oropharyngeal specimen collection and antibiotic administration,Sample,Nasopharyngeal/oropharyngeal swab collection process,,Number of minutes between NP specimen collection and antibiotic administration,,variable,
177,_abxbefnp_time,_clin_rev_de.sas7bdat,,Antibiotic administered before endotrachael nasopharyngeal/oropharyngeal swab collection (calculated),Antibiotics administered prior to nasopharyngeal/oropharyngeal specimen collection based on time of specimen collection and antibiotic administration,Sample,Nasopharyngeal/oropharyngeal swab collection process,,Antibiotics administered prior to NP specimen collection,0 = No 1 = Yes,variable,
178,_abxmins_ur,_clin_rev_de.sas7bdat,,Time between urine collection and antibiotic administration (min),Time between urine specimen collection and antibiotic administration,Sample,Urine sample collection process,EUPATH_0011473,Number of minutes between urine specimen collection and antibiotic administration,,variable,
179,_abxbefur_time,_clin_rev_de.sas7bdat,,Antibiotic administered before endotrachael urine collection (calculated),Antibiotics administered prior to urine specimen collection based on time of specimen collection and antibiotic administration,Sample,Urine sample collection process,EUPATH_0011473,Antibiotics administered prior to urine specimen collection,0 = No 1 = Yes,variable,
180,_prabxur_3,_clin_rev_de.sas7bdat,,Antibiotic administered before urine collection,"Antibiotics prior to urine collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Urine sample collection process,EUPATH_0011473,Prior antibiotic use: Urine,"1=Prior antibiotics 2=No prior antibiotics, documented 3=No evidence of prior antibiotics",variable,
181,_abxmins_et,_clin_rev_de.sas7bdat,,Time between endotracheal tube sample collection and antibiotic administration (min),Time between endotrachael tube specimen collection and antibiotic administration,Sample,Endotracheal tube aspirate collection process,,Number of minutes between ETT specimen collection and antibiotic administration,,variable,
182,_prabxet_3,_clin_rev_de.sas7bdat,,Antibiotic administered before endotracheal tube sample collection,"Antibiotics prior to endotrachael tube specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Endotracheal tube aspirate collection process,,Prior antibiotic use: ETT (Cases only),"1=Prior antibiotics 2=No prior antibiotics, documented 3=No evidence of prior antibiotics",variable,
183,_abxmins_ga,_clin_rev_de.sas7bdat,,Time between gastric aspirate collection and antibiotic administration (min),Time between gastric aspirate specimen collection and antibiotic administration,Sample,Gastric aspirate collection process,,Number of minutes between GA specimen collection and antibiotic administration,,variable,
184,_abxmins_la,_clin_rev_de.sas7bdat,,Time between lung aspirate collection and antibiotic administration (min),Time between lung aspirate specimen collection and antibiotic administration,Sample,Lung aspirate collection process,,Number of minutes between LA specimen collection and antibiotic administration,,variable,
185,_prabxla_3,_clin_rev_de.sas7bdat,,Antibiotic administered before lung aspirate collection,"Antibiotics prior to lung aspirate specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Lung aspirate collection process,,Prior antibiotic use: LA (Cases only),"1=Prior antibiotics 2=No prior antibiotics, documented 3=No evidence of prior antibiotics",variable,
186,_bfduration,_clin_rev_de.sas7bdat,,Breastfeeding duration (months),Number of months of breastfeeding with or without other food sources,Participant,Breastfeeding summary,EUPATH_0011690,Number of months of breastfeeding (any),,variable,
187,_totexclu,_clin_rev_de.sas7bdat,,Exclusive breastfeeding duration,Number of months of exclusive breastfeeding,Participant,Breastfeeding summary,EUPATH_0011690,Number of months of exclusive breastfeeding,,variable,
188,_wheeze,_clin_rev_de.sas7bdat,,Wheezing on auscultation,,Observation,Symptoms,EUPATH_0021002,Wheeze,0 = No 1 = Yes,variable,
189,cxrdt,_clin_rev_de.sas7bdat,,Chest X-ray date,,Observation,Physical examination,OGMS_0000083,,,variable,
190,_avail_cxr,_clin_rev_de.sas7bdat,,Chest X-ray status,,Observation,Physical examination,OGMS_0000083,CXR availability,CXR status: 1=CXR available; 2=CXR available but taken outside of window; 3=Not available - death; 4=Not available - discharged/absconded;5=Not available - operator/equipment error; 6=Not available - other/unknown,variable,
191,chxproph,_clin_rev_de.sas7bdat,,Prophylactic cotrimoxazole,,Participant,Clinical history,OGMS_0000015,Cotrimoxazole prophylaxis,"0 - No, 1 - Yes, 8 - UNK",variable,
192,cam1abdt,_clin_rev_de.sas7bdat,,First antibiotic date,,Observation,Treatment,OGMS_0000090,Date of first antibiotic,,variable,
193,cam1abtm,_clin_rev_de.sas7bdat,,First antibiotic time,,Observation,Treatment,OGMS_0000090,Time of first antibiotic,,variable,
194,cbuedta2,_clin_rev_de.sas7bdat,,EDTA-treated sample 2,,Sample,Blood sample,OBI_0000655,EDTA tube 2 collected,,variable,
195,cbunvdt,_clin_rev_de.sas7bdat,,Nasopharyngeal swabs in VTM collection date,,Sample,Nasopharyngeal/oropharyngeal swab collection process,,NPS-VTM date,,variable,
196,cbunvtm,_clin_rev_de.sas7bdat,,Nasopharyngeal swabs in VTM collection time,,Sample,Nasopharyngeal/oropharyngeal swab collection process,,NPS-VTM time,,variable,
197,cbuucol,_clin_rev_de.sas7bdat,,Urine collected,,Sample,Urine sample collection process,EUPATH_0011473,Urine collected,,variable,
198,cbuurdt,_clin_rev_de.sas7bdat,,Urine collection date,,Sample,Urine sample collection process,EUPATH_0011473,Urine date,,variable,
199,cbuutm,_clin_rev_de.sas7bdat,,Urine collection time,,Sample,Urine sample collection process,EUPATH_0011473,Urine time,,variable,
200,cobedta,_clin_rev_de.sas7bdat,,EDTA-treated sample 1,,Sample,Blood sample,OBI_0000655,EDTA tube collected,,variable,multiple variables map to 1 IRI
202,spfpfdt,_clin_rev_de.sas7bdat,,Pleural fluid collection date,,Sample,Pleural fluid collection process,,Pleural fluid col date,,variable,
203,spfpftm,_clin_rev_de.sas7bdat,,Pleural fluid collection time,,Sample,Pleural fluid collection process,,Pleural fluid col time,,variable,
204,_prabxbc_3,_clin_rev_de.sas7bdat,,Antibiotic administered before blood collection,"Antibiotics prior to blood collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Blood sample collection process,EUPATH_0011482,"Prior antibiotic use: Blood (Cases: blood cx, Controls: EDTA1",,variable,
205,_prabxnp_3,_clin_rev_de.sas7bdat,,Antibiotic administered before nasopharyngeal/oropharyngeal swab collection,"Antibiotics prior to nasopharyngeal/oropharyngeal specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Nasopharyngeal/oropharyngeal swab collection process,,Prior antibiotic use: NP/OP,,variable,
206,_prabxga_3,_clin_rev_de.sas7bdat,,Antibiotic administered before gastric aspirate collection,"Antibiotics prior to gastric aspirate specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Gastric aspirate collection process,,Prior antibiotic use: GA (Cases Only),,variable,
207,_prabxis_3,_clin_rev_de.sas7bdat,,Antibiotic administered before induced sputum collection,"Antibiotics prior to induced sputum specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Induced sputum collection process,,Prior antibiotic use: Induced Sputum (Cases Only),,variable,
208,_abxmins_pf,_clin_rev_de.sas7bdat,,Time between pleural fluid collection and antibiotic administration (min),Time between pleural fluid specimen collection and antibiotic administration,Sample,Pleural fluid collection process,,Number of minutes between PF specimen collection and antibiotic administration,,variable,
209,_abxbefpf_time,_clin_rev_de.sas7bdat,,Antibiotic administered before pleural fluid collection (calculated),Antibiotics administered prior to pleural fluid specimen collection based on time of specimen collection and antibiotic administration,Sample,Pleural fluid collection process,,Antibiotics administered prior to pleural fluid specimen collection,0 = No 1 = Yes,variable,
210,_prabxpf_3,_clin_rev_de.sas7bdat,,Antibiotic administered before pleural fluid collection,"Antibiotics prior to pleural fluid specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Pleural fluid collection process,,Prior antibiotic use: Pleural fluid,"1=Prior antibiotics 2=No prior antibiotics, documented 3=No evidence of prior antibiotics",variable,
