"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI"
"http://www.ebi.ac.uk/efo/EFO_0004326","Heart rate (bpm)","2","csahr","_clin_rev_de","Only collected for cases.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Heart rate","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033194","Hypoxia","10","_hypox","_clin_rev_de","Defined as oxygen saturation <92% on room air (<90% for sites at elevation: Zambia and South Africa) or a requirement for supplemental oxygen on admission if a room air reading was not available.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Hypoxia (O2 sat <90 at ZAM and SAF and <92 at all other sites) or O2 requirement (if on O2 and room air sat not available)","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033203","Lowest O2 level","9","_o2satlevelever","_clin_rev_de","Oxygen saturation was measured at admission, 24-hour follow-up, and 48-hour follow-up timepoints and only collected for cases. Cases with oxygen saturation measured while on oxygen are categorized with those who had an oxygen saturation 61-91%. Oxygen saturation categories are decreased by 2% for sites at a higher altitude (Zambia and South Africa).","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Lowest O2 Saturation level ever","0=<60%, 1=60-92%/on oxygen, 2=92-95%, 3=>95%","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032049","O2 saturation (%)","7","cfuplsox24 | _o2sat | cfuplsox48","_clin_rev_de","Oxygen saturation was measured at admission, 24-hour follow-up, and 48-hour follow-up timepoints and only collected for cases.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","O2 saturation at admission (%) | O2 saturation at 48 hrs (%) | O2 saturation at 24 hrs (%)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032050","O2 saturation level","6","_o2satlevel24 | _o2satlevel48 | _o2satlevel","_clin_rev_de","Oxygen saturation was measured at admission, 24-hour follow-up, and 48-hour follow-up timepoints and only collected for cases. Cases with oxygen saturation measured while on oxygen are categorized with those who had an oxygen saturation 61-91%. Oxygen saturation categories are decreased by 2% for sites are higher altitude (Zambia and South Africa).","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","O2 saturation level at 24hr Follow-up | O2 saturation level at admission | O2 Sat level at 48 hr Follow-up","0 = <60%; 1 = 60-91%/on oxygen; 2 = 92-95%; 3 = >95%","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032051","Oxygen source","8","_o2meason | cfuairtp24 | cfuairtp48","_clin_rev_de","Source of oxygen at time of O2 saturation reading was measured at admission, 24-hour follow-up, and 48-hour follow-up timepoints and only collected for cases.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","O2 saturation measured on | O2 saturation measured on at 48 hrs | O2 saturation measured on at 24 hrs","1=Oxygen; 2=Room air; 8=Unknown; 9=NR","variable","","",""
"http://purl.obolibrary.org/obo/CMO_0000289","Respiratory rate","4","_rr_adm","_clin_rev_de","Collected from both cases and controls at time of enrollment.","Participant","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Respiratory rate at admission (breaths per minute)","","variable","","breaths/min",""
"http://purl.obolibrary.org/obo/EUPATH_0033260","Tachycardia","3","_tachycardia","_clin_rev_de","Defined as >160 beats per minute (bpm) for children <12 months of age, >150 bpm for children 12-35 months, and >140 bpm for children 36-59 months.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Tachycardia at admission (elevated heart rate: 1=yes, 0=no)","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033261","Tachypnea","5","_tachypnea","_clin_rev_de","Defined as >=60 breaths per minute (bpm) for children <2 months of age, >=50 bpm for children 2-11 months, and >=40 bpm for children 12-59 months.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Tachypnea at admission: elevated respiratory rate","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000110","Temperature (C)","1","_temperature","_clin_rev_de","Collected from both cases and controls at time of enrollment.","Observation","Physical examination","http://purl.obolibrary.org/obo/OGMS_0000083","Temperature (axillary) (C)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033195","Illness duration (days)","4","_ill_duration","_clin_rev_de","The number of days with cough, fever, difficulty breathing, wheeze, or runny nose, whichever symptom is longest. Based on parental recall. Collected for both cases and controls who reported any of these symptoms.","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Duration of illness (days)","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033253","Other symptom","3","chxotbsp | chxotasp","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Other symptom A specify | Other symptom B specify","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033255","Runny nose duration (days)","5","chxrund","_clin_rev_de","Based on parental recall. Collected for both cases and controls who reported history of runny nose.","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Runny nose days","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0021002","Symptoms","2","","","With the exception of cough and febrile, all variables were collected from cases only and were based on clinician observations. Cough and febrile were collected from both cases and controls and include both clinician observation and caregiver report. Barking cough was only collected for cases with cough. Stridor when participant quiet was only collected for cases with stridor.","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","","multifilter","","",""
"http://purl.obolibrary.org/obo/EUPATH_0011878","Symptoms by caregiver report","1","","","Based on parental recall. Collected for both cases and controls. Blood in stool was restricted to children with diarrhea based on caregiver report.","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","","","multifilter","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033278","Wheezing duration (days)","6","chxwhzd","_clin_rev_de","Based on parental recall. Collected for both cases and controls who reported history of wheezing.","Observation","Signs and symptoms","http://purl.obolibrary.org/obo/EUPATH_0000309","Wheezing days","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033139","Audible wheezing","10","csaaudwh","_clin_rev_de","Observed by clinician. Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Audible wheezing","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/HP_0033121","Barking cough","4","csabarkc","_clin_rev_de","Observed by clinician. Only collected for cases with observed cough.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Barking cough","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/HP_0033045","Bipedal edema","1","csapeded","_clin_rev_de","Observed by clinician. Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Pedal edema","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/SYMP_0000614","Cough","3","_cough","_clin_rev_de","Collected for both cases and controls. Includes both clinical observation and parental report","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Observed cough","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033169","Crackles on auscultation","12","_crack","_clin_rev_de","Crackles on chest auscultation (right or left side). Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Crackles","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033170","Deep breathing","9","csadpbre","_clin_rev_de","Observed by clinician. Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Deep breathing","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000097","Febrile","2","_fever","_clin_rev_de","History of fever based on parental recall or temperature above 38 C measured during clinical assessment. Collected for both cases and controls.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Fever (temp >=38 C or history of fever)","0 = No 1 = Yes","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033187","Grunting","7","csagrunt","_clin_rev_de","Observed by clinician. Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Grunting","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/HP_0030863","Nasal flaring","8","csanflar","_clin_rev_de","Observed by clinician. Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Nasal flaring","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/HP_0010307","Stridor","5","csastrid","_clin_rev_de","Observed by clinician. Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Stridor","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033259","Stridor when participant quiet","6","csastrq","_clin_rev_de","Observed by clinician. Only collected for cases with stridor.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Stridor when child quiet","0 - No, 1 - Yes, 8 - UNK, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033280","Wheezing on auscultation","11","_wheeze","_clin_rev_de","Wheeze on chest auscultation (right or left side). Only collected for cases.","Observation","Symptoms","http://purl.obolibrary.org/obo/EUPATH_0021002","Wheeze","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010534","Blood in stool, caregiver report","10","chxdiabl","_clin_rev_de","Based on parental recall. Restricted to children with diarrhea based on caregiver report.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Blood in stools","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010538","Cough, caregiver report","2","chxcou","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Cough","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010532","Diarrhea, caregiver report","9","chxdia","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Diarrhea","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032057","Difficulty breathing, caregiver report","3","chxdif","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Difficulty breathing","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033176","Ear discharge, caregiver report","7","chxear","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Ear discharge","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010544","Fever, caregiver report","1","chxfev","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Fever","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033257","Runny nose, caregiver report","6","chxrun","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Runny nose","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033263","Unable to eat, caregiver report","5","chxfeed","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Unable to feed","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0010528","Vomiting, caregiver report","8","chxvom","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Vomiting","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033276","Wheezing, caregiver report","4","chxwhz","_clin_rev_de","Based on parental recall. Collected for both cases and controls.","Observation","Symptoms by caregiver report","http://purl.obolibrary.org/obo/EUPATH_0011878","Wheezing","0 - No, 1 - Yes, 9 - NR","value","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033182","First antibiotic date","","cam1abdt","_clin_rev_de","","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","Date of first antibiotic","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033183","First antibiotic time","","cam1abtm","_clin_rev_de","","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","Time of first antibiotic","","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033450","Mechanical ventilation","","cfumvent","cfu","Mechanical ventilation was assessed at 24- and 48-hour follow-up timepoints and only collected for cases.","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","","0 = No 1 = Yes 8 = Unknown","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0032052","Oxygen support","","_ono2 | cfuoxtgn24 | cfuoxtgn48","_clin_rev_de","Oxygen support was measured at admission, 24-hour follow-up, and 48-hour follow-up timepoints and only collected for cases.","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","On O2 at admission | On O2 at 24 hrs | On O2 at 48 hrs","0=No; 1=Yes; 8=Unknown; 9=NR","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033243","Oxygen support ever","","_ono2ever","_clin_rev_de","Whether the participant was ever on oxygen (at enrollment, 24-hour follow-up, or 48-hour follow-up). Only collected for cases. Data is only linked to the enrollment record.","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","On O2 ever","0 = No 1 = Yes","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033281","When oxygen support started","","_ono2startday","_clin_rev_de","Only collected for cases.","Observation","Treatment","http://purl.obolibrary.org/obo/OGMS_0000090","Day first on O2 (Admission v. 24/48hrs)","0 = Never on oxygen; 1 = Admission day; 2 = 24/48 hours follow-up","variable","","",""
"http://purl.obolibrary.org/obo/EUPATH_0000096","Participant","","","","","Participant","","http://www.w3.org/2002/07/owl#Thing","","","category","","",""
