variable	IRI	values	mappedTerm
BC3_Household_Survey_Data.dta::swater	BC3_Household_Survey_Data.dta::swater	96	other
BC3_Household_Survey_Data.dta::swater	BC3_Household_Survey_Data.dta::swater	99	Refused to answer
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	-9	Skipped
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	1	flush toilet
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	2	vip latrine
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	3	covered pit latrine no slab
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	4	covered pit latrine w/slab
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	5	uncovered pit latrine no slab
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	6	uncovered pit latrine w/slab
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	7	composting  toilet
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	8	no facility/bush/field
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	96	other
BC3_Household_Survey_Data.dta::tfaclty	BC3_Household_Survey_Data.dta::tfaclty	99	Refused to answer
BC3_Household_Survey_Data.dta::electric	BC3_Household_Survey_Data.dta::electric	-9	Skipped
BC3_Household_Survey_Data.dta::electric	BC3_Household_Survey_Data.dta::electric	1	Yes
BC3_Household_Survey_Data.dta::electric	BC3_Household_Survey_Data.dta::electric	2	No
BC3_Household_Survey_Data.dta::electric	BC3_Household_Survey_Data.dta::electric	8	Don't know
BC3_Household_Survey_Data.dta::electric	BC3_Household_Survey_Data.dta::electric	9	Refused
BC3_Household_Survey_Data.dta::radio	BC3_Household_Survey_Data.dta::radio	-9	Skipped
BC3_Household_Survey_Data.dta::radio	BC3_Household_Survey_Data.dta::radio	1	Yes
BC3_Household_Survey_Data.dta::radio	BC3_Household_Survey_Data.dta::radio	2	No
BC3_Household_Survey_Data.dta::radio	BC3_Household_Survey_Data.dta::radio	8	Don't know
BC3_Household_Survey_Data.dta::radio	BC3_Household_Survey_Data.dta::radio	9	Refused
BC3_Household_Survey_Data.dta::cassette	BC3_Household_Survey_Data.dta::cassette	-9	Skipped
BC3_Household_Survey_Data.dta::cassette	BC3_Household_Survey_Data.dta::cassette	1	Yes
BC3_Household_Survey_Data.dta::cassette	BC3_Household_Survey_Data.dta::cassette	2	No
BC3_Household_Survey_Data.dta::cassette	BC3_Household_Survey_Data.dta::cassette	8	Don't know
BC3_Household_Survey_Data.dta::cassette	BC3_Household_Survey_Data.dta::cassette	9	Refused
BC3_Household_Survey_Data.dta::tv	BC3_Household_Survey_Data.dta::tv	-9	Skipped
BC3_Household_Survey_Data.dta::tv	BC3_Household_Survey_Data.dta::tv	1	Yes
BC3_Household_Survey_Data.dta::tv	BC3_Household_Survey_Data.dta::tv	2	No
BC3_Household_Survey_Data.dta::tv	BC3_Household_Survey_Data.dta::tv	8	Don't know
BC3_Household_Survey_Data.dta::tv	BC3_Household_Survey_Data.dta::tv	9	Refused
BC3_Household_Survey_Data.dta::mobile	BC3_Household_Survey_Data.dta::mobile	-9	Skipped
BC3_Household_Survey_Data.dta::mobile	BC3_Household_Survey_Data.dta::mobile	1	Yes
BC3_Household_Survey_Data.dta::mobile	BC3_Household_Survey_Data.dta::mobile	2	No
BC3_Household_Survey_Data.dta::mobile	BC3_Household_Survey_Data.dta::mobile	8	Don't know
BC3_Household_Survey_Data.dta::mobile	BC3_Household_Survey_Data.dta::mobile	9	Refused
BC3_Household_Survey_Data.dta::phone	BC3_Household_Survey_Data.dta::phone	-9	Skipped
BC3_Household_Survey_Data.dta::phone	BC3_Household_Survey_Data.dta::phone	1	Yes
BC3_Household_Survey_Data.dta::phone	BC3_Household_Survey_Data.dta::phone	2	No
BC3_Household_Survey_Data.dta::phone	BC3_Household_Survey_Data.dta::phone	8	Don't know
BC3_Household_Survey_Data.dta::phone	BC3_Household_Survey_Data.dta::phone	9	Refused
BC3_Household_Survey_Data.dta::fridge	BC3_Household_Survey_Data.dta::fridge	-9	Skipped
BC3_Household_Survey_Data.dta::fridge	BC3_Household_Survey_Data.dta::fridge	1	Yes
BC3_Household_Survey_Data.dta::fridge	BC3_Household_Survey_Data.dta::fridge	2	No
BC3_Household_Survey_Data.dta::fridge	BC3_Household_Survey_Data.dta::fridge	8	Don't know
BC3_Household_Survey_Data.dta::fridge	BC3_Household_Survey_Data.dta::fridge	9	Refused
BC3_Household_Survey_Data.dta::htable	BC3_Household_Survey_Data.dta::htable	-9	Skipped
BC3_Household_Survey_Data.dta::htable	BC3_Household_Survey_Data.dta::htable	1	Yes
BC3_Household_Survey_Data.dta::htable	BC3_Household_Survey_Data.dta::htable	2	No
BC3_Household_Survey_Data.dta::htable	BC3_Household_Survey_Data.dta::htable	8	Don't know
BC3_Household_Survey_Data.dta::htable	BC3_Household_Survey_Data.dta::htable	9	Refused
BC3_Household_Survey_Data.dta::chair	BC3_Household_Survey_Data.dta::chair	-9	Skipped
BC3_Household_Survey_Data.dta::chair	BC3_Household_Survey_Data.dta::chair	1	Yes
BC3_Household_Survey_Data.dta::chair	BC3_Household_Survey_Data.dta::chair	2	No
BC3_Household_Survey_Data.dta::chair	BC3_Household_Survey_Data.dta::chair	8	Don't know
BC3_Household_Survey_Data.dta::chair	BC3_Household_Survey_Data.dta::chair	9	Refused
BC3_Household_Survey_Data.dta::sofa	BC3_Household_Survey_Data.dta::sofa	-9	Skipped
BC3_Household_Survey_Data.dta::sofa	BC3_Household_Survey_Data.dta::sofa	1	Yes
BC3_Household_Survey_Data.dta::sofa	BC3_Household_Survey_Data.dta::sofa	2	No
BC3_Household_Survey_Data.dta::sofa	BC3_Household_Survey_Data.dta::sofa	8	Don't know
BC3_Household_Survey_Data.dta::sofa	BC3_Household_Survey_Data.dta::sofa	9	Refused
BC3_Household_Survey_Data.dta::bed	BC3_Household_Survey_Data.dta::bed	-9	Skipped
BC3_Household_Survey_Data.dta::bed	BC3_Household_Survey_Data.dta::bed	1	Yes
BC3_Household_Survey_Data.dta::bed	BC3_Household_Survey_Data.dta::bed	2	No
BC3_Household_Survey_Data.dta::bed	BC3_Household_Survey_Data.dta::bed	8	Don't know
BC3_Household_Survey_Data.dta::bed	BC3_Household_Survey_Data.dta::bed	9	Refused
BC3_Household_Survey_Data.dta::cupboard	BC3_Household_Survey_Data.dta::cupboard	-9	Skipped
BC3_Household_Survey_Data.dta::cupboard	BC3_Household_Survey_Data.dta::cupboard	1	Yes
BC3_Household_Survey_Data.dta::cupboard	BC3_Household_Survey_Data.dta::cupboard	2	No
BC3_Household_Survey_Data.dta::cupboard	BC3_Household_Survey_Data.dta::cupboard	8	Don't know
BC3_Household_Survey_Data.dta::cupboard	BC3_Household_Survey_Data.dta::cupboard	9	Refused
BC3_Household_Survey_Data.dta::clock	BC3_Household_Survey_Data.dta::clock	-9	Skipped
BC3_Household_Survey_Data.dta::clock	BC3_Household_Survey_Data.dta::clock	1	Yes
BC3_Household_Survey_Data.dta::clock	BC3_Household_Survey_Data.dta::clock	2	No
BC3_Household_Survey_Data.dta::clock	BC3_Household_Survey_Data.dta::clock	8	Don't know
BC3_Household_Survey_Data.dta::clock	BC3_Household_Survey_Data.dta::clock	9	Refused
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	-9	Skipped
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	1	electricity
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	2	lpg/natural gas
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	3	biogas
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	4	paraffin/kerosene
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	5	charcoal
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	6	firewood
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	7	starw/shrubs/grass
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	8	animal dung
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	95	no food cooked in household
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	96	other
BC3_Household_Survey_Data.dta::fueltype	BC3_Household_Survey_Data.dta::fueltype	99	Refused to answer
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	-9	Skipped
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	1	electricity
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	2	solar
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	3	gas
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	4	paraffin - hurricane lamp
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	5	paraffin - pressure lamp
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	6	paraffin - wick lamp
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	7	firewood
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	8	candles
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	9	torch/battery powered lamp
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	96	other
BC3_Household_Survey_Data.dta::senergy	BC3_Household_Survey_Data.dta::senergy	99	Refused to answer
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	-9	Skipped
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	11	earth or sand
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	12	earth and dung
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	31	parquet or polished wood
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	33	mosaic or tiles
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	34	bricks
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	35	cement/concrete
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	36	stones
BC3_Household_Survey_Data.dta::mmfloor	BC3_Household_Survey_Data.dta::mmfloor	96	other
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	-9	Skipped
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	11	thatched
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	12	mud
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	21	wood/planks
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	22	iron sheets
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	23	asbestos
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	24	tiles
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	25	tin
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	26	cement
BC3_Household_Survey_Data.dta::mmroof	BC3_Household_Survey_Data.dta::mmroof	96	other
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	-9	Skipped
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	11	thatched/straw
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	21	mud and poles
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	22	un-burnt bricks
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	23	un-burnt bricks with plaster/cement
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	24	burnt bricks with mud
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	25	mud and plaster (no poles)
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	31	cement blocks
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	32	stone
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	33	timber
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	34	burnt bricks with plaster/cement
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	35	iron sheets
BC3_Household_Survey_Data.dta::mmewalls	BC3_Household_Survey_Data.dta::mmewalls	96	other
BC3_Household_Survey_Data.dta::watch	BC3_Household_Survey_Data.dta::watch	-9	Skipped
BC3_Household_Survey_Data.dta::watch	BC3_Household_Survey_Data.dta::watch	1	Yes
BC3_Household_Survey_Data.dta::watch	BC3_Household_Survey_Data.dta::watch	2	No
BC3_Household_Survey_Data.dta::watch	BC3_Household_Survey_Data.dta::watch	8	Don't know
BC3_Household_Survey_Data.dta::watch	BC3_Household_Survey_Data.dta::watch	9	Refused
BC3_Household_Survey_Data.dta::bicycle	BC3_Household_Survey_Data.dta::bicycle	-9	Skipped
BC3_Household_Survey_Data.dta::bicycle	BC3_Household_Survey_Data.dta::bicycle	1	Yes
BC3_Household_Survey_Data.dta::bicycle	BC3_Household_Survey_Data.dta::bicycle	2	No
BC3_Household_Survey_Data.dta::bicycle	BC3_Household_Survey_Data.dta::bicycle	8	Don't know
BC3_Household_Survey_Data.dta::bicycle	BC3_Household_Survey_Data.dta::bicycle	9	Refused
BC3_Household_Survey_Data.dta::scooter	BC3_Household_Survey_Data.dta::scooter	-9	Skipped
BC3_Household_Survey_Data.dta::scooter	BC3_Household_Survey_Data.dta::scooter	1	Yes
BC3_Household_Survey_Data.dta::scooter	BC3_Household_Survey_Data.dta::scooter	2	No
BC3_Household_Survey_Data.dta::scooter	BC3_Household_Survey_Data.dta::scooter	8	Don't know
BC3_Household_Survey_Data.dta::scooter	BC3_Household_Survey_Data.dta::scooter	9	Refused
BC3_Household_Survey_Data.dta::cart	BC3_Household_Survey_Data.dta::cart	-9	Skipped
BC3_Household_Survey_Data.dta::cart	BC3_Household_Survey_Data.dta::cart	1	Yes
BC3_Household_Survey_Data.dta::cart	BC3_Household_Survey_Data.dta::cart	2	No
BC3_Household_Survey_Data.dta::cart	BC3_Household_Survey_Data.dta::cart	8	Don't know
BC3_Household_Survey_Data.dta::cart	BC3_Household_Survey_Data.dta::cart	9	Refused
BC3_Household_Survey_Data.dta::car	BC3_Household_Survey_Data.dta::car	-9	Skipped
BC3_Household_Survey_Data.dta::car	BC3_Household_Survey_Data.dta::car	1	Yes
BC3_Household_Survey_Data.dta::car	BC3_Household_Survey_Data.dta::car	2	No
BC3_Household_Survey_Data.dta::car	BC3_Household_Survey_Data.dta::car	8	Don't know
BC3_Household_Survey_Data.dta::car	BC3_Household_Survey_Data.dta::car	9	Refused
BC3_Household_Survey_Data.dta::mboat	BC3_Household_Survey_Data.dta::mboat	-9	Skipped
BC3_Household_Survey_Data.dta::mboat	BC3_Household_Survey_Data.dta::mboat	1	Yes
BC3_Household_Survey_Data.dta::mboat	BC3_Household_Survey_Data.dta::mboat	2	No
BC3_Household_Survey_Data.dta::mboat	BC3_Household_Survey_Data.dta::mboat	8	Don't know
BC3_Household_Survey_Data.dta::mboat	BC3_Household_Survey_Data.dta::mboat	9	Refused
BC3_Household_Survey_Data.dta::nomboat	BC3_Household_Survey_Data.dta::nomboat	-9	Skipped
BC3_Household_Survey_Data.dta::nomboat	BC3_Household_Survey_Data.dta::nomboat	1	Yes
BC3_Household_Survey_Data.dta::nomboat	BC3_Household_Survey_Data.dta::nomboat	2	No
BC3_Household_Survey_Data.dta::nomboat	BC3_Household_Survey_Data.dta::nomboat	8	Don't know
BC3_Household_Survey_Data.dta::nomboat	BC3_Household_Survey_Data.dta::nomboat	9	Refused
BC3_Household_Survey_Data.dta::bankacco	BC3_Household_Survey_Data.dta::bankacco	-9	Skipped
BC3_Household_Survey_Data.dta::bankacco	BC3_Household_Survey_Data.dta::bankacco	1	Yes
BC3_Household_Survey_Data.dta::bankacco	BC3_Household_Survey_Data.dta::bankacco	2	No
BC3_Household_Survey_Data.dta::bankacco	BC3_Household_Survey_Data.dta::bankacco	8	Don't know
BC3_Household_Survey_Data.dta::bankacco	BC3_Household_Survey_Data.dta::bankacco	9	Refused
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	-9	skipped
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	1	never
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	2	seldom
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	3	sometimes
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	4	often
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	5	always
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	8	Don't know
BC3_Household_Survey_Data.dta::hhpsf	BC3_Household_Survey_Data.dta::hhpsf	9	Refused to answer
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	-9	skipped
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	1	car/motorcycle
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	2	public transport(bus,taxi)
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	3	animal/animal cart
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	4	walking
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	5	bicycle
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	6	other
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	7	boat
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	8	Don't know
BC3_Household_Survey_Data.dta::mthfcty	BC3_Household_Survey_Data.dta::mthfcty	9	Refused to answer
BC3_Household_Survey_Data.dta::pspray	BC3_Household_Survey_Data.dta::pspray	-9	Skipped
BC3_Household_Survey_Data.dta::pspray	BC3_Household_Survey_Data.dta::pspray	1	Yes
