# version-2			
health_facility::country	uganda	Uganda	
hh_member_12m::descothermed	-20	:::UNDEF:::	
hh_member_12m::descothermed	-19	:::UNDEF:::	
hh_member_12m::descothermed	-18	:::UNDEF:::	
hh_member_12m::descothermed	-17	:::UNDEF:::	
hh_member_12m::descothermed	-16	:::UNDEF:::	
hh_member_12m::descothermed	-15	:::UNDEF:::	
hh_member_12m::descothermed	-14	:::UNDEF:::	
hh_member_12m::descothermed	-13	:::UNDEF:::	
hh_member_12m::descothermed	-12	:::UNDEF:::	
hh_member_12m::descothermed	-11	:::UNDEF:::	
hh_member_12m::descothermed	-10	:::UNDEF:::	
hh_member_12m::descothermed	AMOXYL	Amoxicillin	
hh_member_12m::descothermed	AMOXYL 125MG TDS	Amoxicillin (125mg, 3x/day)	
hh_member_12m::descothermed	AMOXYL 250MG TDS	Amoxicillin (250 mg, 3x/day)	
hh_member_12m::descothermed	AMOXYL 250MG TDS FOR 5 DAYS	Amoxicillin (250 mg, 3x/day for 5 days)	
hh_member_12m::descothermed	AMOXYL 250MG TDS FOR 5DAYS	Amoxicillin (250 mg, 3x/day for 5 days)	
hh_member_12m::descothermed	AMOXYL CAPS 5OOMG TDS	Amoxicillin (500mg, 3x/day)	
hh_member_12m::descothermed	AMOXYL TABLET 125MG	Amoxicillin (125mg)	
hh_member_12m::descothermed	AMOXYL TABS 250MGTDS	Amoxicillin (250 mg, 3x/day)	
hh_member_12m::descothermed	HAEMOFORT	HaemoForte syrup	
hh_member_12m::descothermed	HAEMOFORTE	HaemoForte syrup	
hh_member_12m::descothermed	HAEMOFORTE SYRUP, FOLIC ACID	HaemoForte syrup and Folic acid	
hh_member_12m::descothermed	HEAMATEMICS	Hematinics	
hh_member_12m::descothermed	HEAMATEMICS, DEWORMERS	Hematinics and Dewormers	
hh_member_12m::descothermed	HEAMOPHATE SYRUP 5ML BD	HaemoForte syrup	
hh_member_12m::descothermed	HYDROXYUREA	Hydroxyurea	
hh_member_12m::descothermed	PANADOL,HEMOFORT,ALBENDAZOLE	Panadol, HaemoForte syrup, and Albendazole	
hh_member_12m::descothermed	PREDINISOLONE,AMOXYL ,VITAMIN C	Amoxicillin, Prednisolone, and Vitamin C	
hh_member_12m::descothermed	PREDINISOLONE,AMOXYL,PANADOL	Amoxicillin, Prednisolone, and Panadol	
hh_member_12m::descothermed	TETRACYCLINE OPHTALMIC OINTMENT	Tetracycline and Ophthalmic ointment	
hh_member_12m::descothermed	-9	:::UNDEF:::	
hh_member_24m::descothermed	-9	:::UNDEF:::	
hh_member_24m::descothermed	ALREADY ON TREATMENT FROM MRC	:::UNDEF:::	
hh_member_24m::descothermed	AMOXYCILLIN, CETRIZINE	Amoxycillin and Cetirizine	
hh_member_24m::descothermed	AMOXYCILLIN, COUGH LINCTUS	Amoxycillin and Cough syrup	
hh_member_24m::descothermed	CAF EYE, TERBINAFINE	Chloramphenicol eye drops and Terbinafine	
hh_member_24m::descothermed	COARTEM	Coartem	
hh_member_24m::descothermed	HAEMOFORTE	HaemoForte syrup	
hh_member_24m::descothermed	SYRUP HEAMOFORTE	HaemoForte syrup	
hh_member_24m::descothermed	VITAGLOBIN	Vitaglobin	
hh_12m::desktop	-9	:::UNDEF:::	
hh_12m::desktop	0	No	
hh_12m::desktop	1	Yes	
hh_24m::desktop	-9	:::UNDEF:::	
hh_24m::desktop	0	No	
hh_24m::desktop	1	Yes	
hh_12m::device	-9	:::UNDEF:::	
hh_12m::device	1	Smartphone	
hh_12m::device	2	Tablet 	
hh_12m::device	5	Smartphone and laptop computer	
hh_12m::device	6	Smartphone and tablet	
hh_12m::device	8	Smartphone, tablet, and laptop computer	
hh_12m::device	10	Smartphone, tablet, laptop computer, and desktop computer	
hh_24m::device	-9	:::UNDEF:::	
hh_24m::device	1	Smartphone	
hh_24m::device	2	Tablet 	
hh_24m::device	3	Laptop computer	
hh_24m::device	1,2	Smartphone and tablet	
hh_24m::device	1,2,3	Smartphone, tablet, and laptop computer	
hh_24m::device	1,2,3,4	Smartphone, tablet, laptop computer, and desktop computer	
hh_24m::device	1,3	Smartphone and laptop computer	
hh_12m::devicecol	-9	:::UNDEF:::	
hh_12m::devicecol	1	Smartphone	
hh_12m::devicecol	2	Computer or tablet	
hh_24m::devicecol	1	Smartphone	
hh_24m::devicecol	2	Computer or tablet	
hh_24m::devicecol	NA	:::UNDEF:::	
hh_12m::dhfcty	-7	:::UNDEF:::	
hh_24m::dhfcty	-7	:::UNDEF:::	
hh_12m::dhfctycat	0	Less than 1km	1
hh_12m::dhfctycat	1	1km to less than 2km	2
hh_12m::dhfctycat	2	2km to less than 3 km	3
hh_12m::dhfctycat	3	3km or more	4
hh_12m::dhfctycat	4	:::UNDEF:::	
hh_24m::dhfctycat	0	Less than 1km	1
hh_24m::dhfctycat	1	1km to less than 2km	2
hh_24m::dhfctycat	2	2km to less than 3 km	3
hh_24m::dhfctycat	3	3km or more	4
hh_24m::dhfctycat	4	:::UNDEF:::	
hh_member_12m::diabetes	-9	:::UNDEF:::	
hh_member_12m::diabetes	-7	Don't know	
hh_member_12m::diabetes	0	No	
hh_member_12m::diabetes	1	Yes	
hh_member_12m::diabetes	NA	:::UNDEF:::	
hh_member_12m::diagnosis1	-9	:::UNDEF:::	
hh_member_12m::diagnosis1	1	Diagnostic test not advised, no test performed	
hh_member_12m::diagnosis1	2	Diagnostic test not advised, test performed	
hh_member_12m::diagnosis1	3	Diagnostic test advised, no test performed	
hh_member_12m::diagnosis1	4	Diagnostic test advised, test performed	
hh_member_12m::diagnosis2	-9	:::UNDEF:::	
hh_member_12m::diagnosis2	1	Diagnostic test not advised, no test performed	
hh_member_12m::diagnosis2	3	Diagnostic test advised, no test performed	
hh_member_12m::diagnosis2	4	Diagnostic test advised, test performed	
hh_member_12m::diarrhoeayn	-9	:::UNDEF:::	
hh_member_12m::diarrhoeayn	-7	Don't know	
hh_member_12m::diarrhoeayn	0	No	
hh_member_12m::diarrhoeayn	1	Yes	
hh_member_12m::diarrhoeayn	NA	:::UNDEF:::	
hh_member_12m::distance1	-9	:::UNDEF:::	
hh_member_12m::distance1	-7	:::UNDEF:::	
hh_member_12m::distance2	-9	:::UNDEF:::	
hh_12m::dmarkt	-7	:::UNDEF:::	
hh_24m::dmarkt	-7	:::UNDEF:::	
hh_12m::dmarktcol	-7	Don't know	3
hh_12m::dmarktcol	0	3km or more	2
hh_12m::dmarktcol	1	Less than 3km	1
hh_24m::dmarktcol	-7	Don't know	3
hh_24m::dmarktcol	0	3km or more	2
hh_24m::dmarktcol	1	Less than 3km	1
hh_member_12m::dpcost1	-9	:::UNDEF:::	
hh_member_12m::dpcost2	-9	:::UNDEF:::	
hh_member_12m::dpdose1	-9	:::UNDEF:::	
hh_member_12m::dpdose1	3	3 tablets	
hh_member_12m::dpdose1	6	6 tablets	
hh_member_12m::dpdose2	-9	:::UNDEF:::	
hh_member_12m::dpdose2	2	2 tablets	
hh_member_12m::drugcode1	-9	:::UNDEF:::	
hh_member_12m::drugcode1	1,8	Artemether-Lumefantrine and Paracetamol	
hh_member_12m::drugcode1	1	Artemether-Lumefantrine	
hh_member_12m::drugcode1	8	Paracetamol	
hh_member_12m::drugcode1	8,10	Paracetamol and other	
hh_member_12m::drugcode1	8,9	Paracetamol and Amoxicillin	
hh_member_12m::drugcode1	8,9,10	Paracetamol, Amoxicillin, and other	
hh_member_12m::drugcode1	10	Other	
hh_member_12m::drugcode1	-7	:::UNDEF:::	
hh_member_12m::drugcode1	6,8	Artusenate IV and Paracetamol	
hh_member_12m::drugcode1	1,8,10	Artemether-Lumefantrine, Paracetamol, and other	
hh_member_12m::drugcode1	2,8,10	Artesunate, Paracetamol, and other	
hh_member_12m::drugcode1	1,8,9	Artemether-Lumefantrine, Paracetamol, and Amoxicillin	
hh_member_12m::drugcode1	1,10	Artemether-Lumefantrine and other	
hh_member_12m::drugcode1	6,10	Artusenate IV and other	
hh_member_12m::drugcode1	1,6	Artemether-Lumefantrine and Artusenate IV	
hh_member_12m::drugcode1	2	Artesunate	
hh_member_12m::drugcode1	1,2	Artemether-Lumefantrine and Artesunate	
hh_member_12m::drugcode1	6	Artusenate IV	
hh_member_12m::drugcode1	3,8	Amodiaquine and Paracetamol	
hh_member_12m::drugcode1	2,9,10	Artesunate, Amoxicillin, and other	
hh_member_12m::drugcode1	2,8,9	Artesunate, Paracetamol, and Amoxicillin	
hh_member_12m::drugcode1	1,2,8	Artemether-Lumefantrine, Artesunate, and Paracetamol	
hh_member_12m::drugcode1	7,8	Quinine IV and Paracetamol	
hh_member_12m::drugcode1	1,9	Artemether-Lumefantrine and Amoxicillin	
hh_member_12m::drugcode1	4,8	Dihydroartemisin-Piperaquine and Paracetamol	
hh_member_12m::drugcode1	7	Quinine IV	
hh_member_12m::drugcode1	4	Dihydroartemisin-Piperaquine	
hh_member_12m::drugcode1	1,4	Artemether-Lumefantrine and Dihydroartemisin-Piperaquine	
hh_member_12m::drugcode1	1,6,8	Artemether-Lumefantrine, Artusenate IV, and Paracetamol	
hh_member_12m::drugcode1	2,8	Artesunate and Paracetamol	
hh_member_12m::drugcode1	3	Amodiaquine	
hh_member_12m::drugcode1	9	Amoxicillin	
hh_member_12m::drugcode1	1,7,8	Artemether-Lumefantrine, Quinine IV, and Paracetamol	
hh_member_12m::drugcode1	1,8,9,10	Artemether-Lumefantrine, Paracetamol, Amoxicillin, and other	
hh_member_12m::drugcode1	1,6,8,9	Artemether-Lumefantrine, Artusenate IV, Paracetamol, and Amoxicillin	
hh_member_12m::drugcode2	-9	:::UNDEF:::	
hh_member_12m::drugcode2	2	Artesunate	
hh_member_12m::drugcode2	8	Paracetamol	
hh_member_12m::drugcode2	9	Amoxicillin	
hh_member_12m::drugcode2	10	Other	
hh_member_12m::drugcode2	1,6,8	Artemether-Lumefantrine, Artusenate IV, and Paracetamol	
hh_member_12m::drugcode2	1,8	Artemether-Lumefantrine and Paracetamol	
hh_member_12m::drugcode2	1,8,9	Artemether-Lumefantrine, Paracetamol, and Amoxicillin	
hh_member_12m::drugcode2	4,8	Dihydroartemisin-Piperaquine and Paracetamol	
hh_member_12m::drugcode2	5,8	Quinine and Paracetamol	
hh_member_12m::drugcode2	8,10	Paracetamol and other	
hh_member_12m::drugcode2	8,9	Paracetamol and Amoxicillin	
hh_member_12m::durationoffwork	-9	:::UNDEF:::	
hh_member_12m::durationofillness	-9	:::UNDEF:::	
hh_12m::eavecol	1	No eaves	
hh_12m::eavecol	2	Closed eaves	
hh_12m::eavecol	3	Open eaves	
hh_24m::eavecol	1	No eaves	
hh_24m::eavecol	2	Closed eaves	
hh_24m::eavecol	3	Open eaves	
hh_12m::electricity	0	No	
hh_12m::electricity	1	Yes	
hh_24m::electricity	0	No	
hh_24m::electricity	1	Yes	
hh_member_12m::elevatedtemp	0	No	
hh_member_12m::elevatedtemp	1	Yes	
hh_member_12m::elevatedtemp	NA	:::UNDEF:::	
hh_member_24m::elevatedtemp	0	No	
hh_member_24m::elevatedtemp	1	Yes	
hh_member_24m::elevatedtemp	NA	:::UNDEF:::	
bednet_12m::everhung	-9	:::UNDEF:::	
bednet_12m::everhung	0	No	
bednet_12m::everhung	1	Yes	
bednet_24m::everhung	-9	:::UNDEF:::	
bednet_24m::everhung	0	No	
bednet_24m::everhung	1	Yes	
bednet_12m::everhung1	-9	:::UNDEF:::	
bednet_12m::everhung1	0	No	
bednet_12m::everhung1	1	Yes	
bednet_24m::everhung1	-9	:::UNDEF:::	
bednet_24m::everhung1	-7	Don't know	
bednet_24m::everhung1	0	No	
bednet_24m::everhung1	1	Yes	
hh_member_12m::fatigueyn	-9	:::UNDEF:::	
hh_member_12m::fatigueyn	-7	Don't know	
hh_member_12m::fatigueyn	0	No	
hh_member_12m::fatigueyn	1	Yes	
hh_member_12m::fatigueyn	NA	:::UNDEF:::	
hh_member_12m::febrile	0	No	
hh_member_12m::febrile	1	Yes	
hh_member_12m::febrile	NA	:::UNDEF:::	
hh_member_24m::febrile	0	No	
hh_member_24m::febrile	1	Yes	
hh_member_24m::febrile	NA	:::UNDEF:::	
hh_member_12m::fever	NA	:::UNDEF:::	
hh_member_12m::fever	No	No	
hh_member_12m::fever	Skipped or N/A	:::UNDEF:::	
hh_member_12m::fever	Yes	Yes	
hh_member_24m::fever	NA	:::UNDEF:::	
hh_member_24m::fever	No	No	
hh_member_24m::fever	Skipped or N/A	:::UNDEF:::	
hh_member_24m::fever	Yes	Yes	
hh_member_12m::fever2wks	Don't know	Don't know	
hh_member_12m::fever2wks	No	No	
hh_member_12m::fever2wks	Yes	Yes	
hh_member_24m::fever2wks	No	No	
hh_member_24m::fever2wks	Yes	Yes	
hh_member_12m::fever2wks_act	-9	:::UNDEF:::	
hh_member_12m::fever2wks_act	0	Specific UMSP Malaria Reference Center (MRC)	
hh_member_12m::fever2wks_act	1	Other public health facility	
hh_member_12m::fever2wks_act	3	Private pharmacy	
hh_member_12m::fever2wks_act	4	Private health facility	
hh_member_12m::fever2wks_act	5	Community Health Worker 	
hh_member_12m::fever2wks_act	6	Self-treatment only	
hh_member_12m::fever2wks_act	9	Dispensary	
hh_member_12m::fever2wks_act	10	Shop/Kiosk	
hh_member_12m::fever2wks_act	0,1,4	Specific UMSP Malaria Reference Center (MRC), other public health facility, and private health facility	
hh_member_12m::fever2wks_act	0,10	Specific UMSP Malaria Reference Center (MRC) and shop/kiosk	
hh_member_12m::fever2wks_act	0,11	Specific UMSP Malaria Reference Center (MRC) and petty trader	
hh_member_12m::fever2wks_act	0,3	Specific UMSP Malaria Reference Center (MRC) and private pharmacy	
hh_member_12m::fever2wks_act	0,4	Specific UMSP Malaria Reference Center (MRC) and private health facility	
hh_member_12m::fever2wks_act	0,5	Specific UMSP Malaria Reference Center (MRC) and community Health Worker 	
hh_member_12m::fever2wks_act	0,7	Specific UMSP Malaria Reference Center (MRC) and other	
hh_member_12m::fever2wks_act	0,8	Specific UMSP Malaria Reference Center (MRC) and NGO health facility 	
hh_member_12m::fever2wks_act	1,4	Other public health facility and private health facility	
hh_member_12m::fever2wks_act	1,9	Other public health facility and dispensary	
hh_member_12m::fever2wks_act	3,4	Private pharmacy and private health facility	
hh_member_12m::feverday	-9	:::UNDEF:::	
hh_member_12m::feveroutcome	-9	:::UNDEF:::	
hh_member_12m::feveroutcome	1	Illness resolved	
hh_member_12m::feveroutcome	2	Still ill	
hh_member_12m::feverseverity	-9	:::UNDEF:::	
hh_member_12m::feverseverity	1	Mild	1
hh_member_12m::feverseverity	2	Moderate	2
hh_member_12m::feverseverity	3	Severe	3
hh_member_12m::firstprovider	-9	:::UNDEF:::	
hh_member_12m::firstprovider	0	Malaria Reference Center (MRC)	
hh_member_12m::firstprovider	1	Other public health facility	
hh_member_12m::firstprovider	3	Private pharmacy	
hh_member_12m::firstprovider	4	Private health facility	
hh_member_12m::firstprovider	5	Community Health Worker	
hh_member_12m::firstprovider	6	Self-treatment	
hh_member_12m::firstprovider	9	Dispensary	
hh_member_12m::firstprovider	10	Shop/Kiosk	
hh_member_12m::fluyn	-9	:::UNDEF:::	
hh_member_12m::fluyn	-7	Don't know	
hh_member_12m::fluyn	0	No	
hh_member_12m::fluyn	1	Yes	
hh_member_12m::fluyn	NA	:::UNDEF:::	
hh_member_12m::followupadv1	-9	:::UNDEF:::	
hh_member_12m::followupadv1	0	No	
hh_member_12m::followupadv1	1	Yes	
hh_member_12m::followupadv2	-9	:::UNDEF:::	
hh_member_12m::followupadv2	0	No	
hh_member_12m::followupadv2	1	Yes	
hh_member_12m::foodcost1	-9	:::UNDEF:::	
hh_member_12m::foodcost2	-9	:::UNDEF:::	
bednet_12m::free	Free	Free	
bednet_12m::free	Paid for	Paid for	
bednet_24m::free	Free	Free	
bednet_24m::free	Paid for	Paid for	
hh_12m::fridge	0	No	
hh_12m::fridge	1	Yes	
hh_24m::fridge	0	No	
hh_24m::fridge	1	Yes	
hh_12m::fueltype	biogas	Biogas	
hh_12m::fueltype	charcoal	Charcoal	
hh_12m::fueltype	electricity	Electricity	
hh_12m::fueltype	firewood	Firewood	
hh_12m::fueltype	lpg/natural gas	Liquefied petroleum gas/natural gas	
hh_12m::fueltype	no food cooked in household	No food cooked in household	
hh_12m::fueltype	paraffin/kerosene	Paraffin/kerosene	
hh_12m::fueltype	straw/shrubs/grass	Straw/shrubs/grass	
hh_24m::fueltype	animal dung	Animal dung	
hh_24m::fueltype	biogas	Biogas	
hh_24m::fueltype	charcoal	Charcoal	
hh_24m::fueltype	electricity	Electricity	
hh_24m::fueltype	firewood	Firewood	
hh_24m::fueltype	no food cooked in household	No food cooked in household	
hh_24m::fueltype	paraffin/kerosene	Paraffin/kerosene	
hh_24m::fueltype	straw/shrubs/grass	Straw/shrubs/grass	
hh_12m::fueltypecol	1	Synthetic fuel	
hh_12m::fueltypecol	2	Charcoal	
hh_12m::fueltypecol	3	Firewood	
hh_12m::fueltypecol	95	No food cooked in house	
hh_24m::fueltypecol	1	Synthetic fuel	
hh_24m::fueltypecol	2	Charcoal	
hh_24m::fueltypecol	3	Firewood	
hh_24m::fueltypecol	95	No food cooked in house	
hh_member_12m::gametocytes	Absent	Absent	
hh_member_12m::gametocytes	NA	:::UNDEF:::	
hh_member_12m::gametocytes	Present	Present	
hh_member_24m::gametocytes	Absent	Absent	
hh_member_24m::gametocytes	NA	:::UNDEF:::	
hh_member_24m::gametocytes	Present	Present	
hh_member_12m::gender	Female	Female	
hh_member_12m::gender	Male	Male	
hh_member_24m::gender	Female	Female	
hh_member_24m::gender	Male	Male	
hh_12m::gpspray	No	No	
hh_12m::gpspray	Yes	Yes	
hh_24m::gpspray	No	No	
hh_24m::gpspray	Yes	Yes	
hh_12m::havenets	0	No	
hh_12m::havenets	1	Yes	
hh_24m::havenets	0	No	
hh_24m::havenets	1	Yes	
hh_member_12m::hbdone	0	No	
hh_member_12m::hbdone	1	Yes	
hh_member_12m::hbdone	NA	:::UNDEF:::	
hh_member_24m::hbdone	0	No	
hh_member_24m::hbdone	1	Yes	
hh_member_24m::hbdone	NA	:::UNDEF:::	
hh_member_12m::headacheyn	-9	:::UNDEF:::	
hh_member_12m::headacheyn	-7	Don't know	
hh_member_12m::headacheyn	0	No	
hh_member_12m::headacheyn	1	Yes	
hh_member_12m::headacheyn	NA	:::UNDEF:::	
hh_member_12m::heartyn	-9	:::UNDEF:::	
hh_member_12m::heartyn	-7	Don't know	
hh_member_12m::heartyn	0	No	
hh_member_12m::heartyn	1	Yes	
hh_member_12m::heartyn	NA	:::UNDEF:::	
hh_member_12m::hemocue	-9	:::UNDEF:::	
hh_member_12m::hemocue	1	Tested	
hh_member_12m::hemocue	2	Not enough blood drawn	
hh_member_12m::hemocue	3	Test failed	
hh_member_12m::hemocue	7	Tested	
hh_member_12m::hemocue	8	Tested	
hh_member_12m::hemocue	9	Tested	
hh_member_12m::hemocue	10	Tested	
hh_member_12m::hemocue	11	Tested	
hh_member_12m::hemocue	12	Tested	
hh_member_12m::hemocue	13	Tested	
hh_member_12m::hemocue	14	Tested	
hh_member_12m::hemocue	15	Tested	
hh_member_12m::hemocue	16	Tested	
hh_member_12m::hemocue	17	Tested	
hh_member_12m::hemocue	20	Tested	
hh_member_12m::hemocue	21	Tested	
hh_member_12m::hemocue	22	Tested	
hh_member_12m::hemocue	23	Tested	
hh_member_12m::hemocue	24	Tested	
hh_member_12m::hemocue	25	Tested	
hh_member_12m::hemocue	26	Tested	
hh_member_12m::hemocue	27	Tested	
hh_member_12m::hemocue	28	Tested	
hh_member_12m::hemocue	29	Tested	
hh_member_12m::hemocue	30	Tested	
hh_member_12m::hemocue	NA	:::UNDEF:::	
hh_member_24m::hemocue	NA	:::UNDEF:::	
hh_member_24m::hemocue	Not enough blood drawn	Not enough blood drawn	
hh_member_24m::hemocue	Skipped or N/A	:::UNDEF:::	
hh_member_24m::hemocue	Test Failed	Test failed	
hh_member_24m::hemocue	Tested	Tested	
hh_member_12m::hemoglobin	NA	:::UNDEF:::	
hh_member_24m::hemoglobin	NA	:::UNDEF:::	
hh_24m::hhmeals	-8	:::UNDEF:::	
hh_12m::hhmealscat	0	None	1
hh_12m::hhmealscat	1	1	2
hh_12m::hhmealscat	2	2	3
hh_12m::hhmealscat	3	3 or more	4
hh_24m::hhmealscat	0	None	1
hh_24m::hhmealscat	1	1	2
hh_24m::hhmealscat	2	2	3
hh_24m::hhmealscat	3	3 or more	4
hh_24m::hhmealscat	4	3 or more	4
hh_12m::hhnumt	-8	:::UNDEF:::	5
hh_24m::hhnumt	-8	:::UNDEF:::	
hh_12m::hhnumtcat	-8	:::UNDEF:::	
hh_12m::hhnumtcat	0	None	1
hh_12m::hhnumtcat	1	1	2
hh_12m::hhnumtcat	2	2	3
hh_12m::hhnumtcat	3	3 or more	4
hh_24m::hhnumtcat	-8	Refused to answer	5
hh_24m::hhnumtcat	0	None	1
hh_24m::hhnumtcat	1	1	2
hh_24m::hhnumtcat	2	2	3
hh_24m::hhnumtcat	3	3 or more	4
hh_12m::hhnumtcol	-8	Refused to answer	5
hh_12m::hhnumtcol	0	No	
hh_12m::hhnumtcol	1	Yes	
hh_24m::hhnumtcol	-8	Refused to answer	
hh_24m::hhnumtcol	0	No	
hh_24m::hhnumtcol	1	Yes	
hh_12m::hhpsf	always	Always	1
hh_12m::hhpsf	never	Never	5
hh_12m::hhpsf	often	Often	2
hh_12m::hhpsf	seldom	Seldom	4
hh_12m::hhpsf	sometimes	Sometimes	3
hh_24m::hhpsf	always	Always	1
hh_24m::hhpsf	Don't know	Don't know	6
hh_24m::hhpsf	never	Never	5
hh_24m::hhpsf	often	Often	2
hh_24m::hhpsf	seldom	Seldom	4
hh_24m::hhpsf	sometimes	Sometimes	3
hh_12m::hhpsfcol	0	Always or often	1
hh_12m::hhpsfcol	1	Sometimes or seldom	2
hh_12m::hhpsfcol	2	Never	3
hh_24m::hhpsfcol	-7	Don't know	4
hh_24m::hhpsfcol	0	Always or often	1
hh_24m::hhpsfcol	1	Sometimes or seldom	2
hh_24m::hhpsfcol	2	Never	3
hh_24m::hhspaces	-7	:::UNDEF:::	
hh_member_12m::hm_covid	Don't know	Don't know	
hh_member_12m::hm_covid	No	No	
hh_member_12m::hm_covid	Yes	Yes	
hh_member_12m::hm_covidtest	No	No	
hh_member_12m::hm_covidtest	Yes	Yes	
hh_member_12m::hm_covidvac	Don't know	Don't know	
hh_member_12m::hm_covidvac	No	No	
hh_member_12m::hm_covidvac	Yes	Yes	
hh_member_24m::hm_covidvac	Don't know	Don't know	
hh_member_24m::hm_covidvac	No	No	
hh_member_24m::hm_covidvac	Yes	Yes	
hh_member_12m::hm_covidvac_oth	-9	:::UNDEF:::	
hh_member_12m::hm_covidvac_oth	30-Jan-22	Other / don't know	
hh_member_12m::hm_covidvac_oth	`JOHNSON AND JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	38J	Other / don't know	
hh_member_12m::hm_covidvac_oth	COVIDSHIELD	Covishield	
hh_member_12m::hm_covidvac_oth	COVILO	Covilo	
hh_member_12m::hm_covidvac_oth	COVISHIELD	Covishield	
hh_member_12m::hm_covidvac_oth	FIZER	Pfizer/BioNtech	
hh_member_12m::hm_covidvac_oth	J&J	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	J0HNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JACKSON AND JACKSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JANNSEN	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JANNSSEN	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JANSEN	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JANSSEN	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JJ	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNON AND JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSO & JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSO AND JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON  AND JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON  JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON & JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON &JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AD JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AMD JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JOHMSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JOHN	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JOHNDOON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JOHNSNS	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JOHNSONS	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JOHNSONSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON AND JONSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSON&JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSONAND JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSONJOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSONN	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSONSON AND JOHNSON	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSOS AND JOHNSONS	Janssen (Johnson & Jonhson)	
hh_member_12m::hm_covidvac_oth	JOHNSPN AND JOHNSON	Janssen (Johnson & Jonhson)	
