variable,dataFile,IRI,label,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,notesForOnt,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceStringType,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
cdq52awaitingtime,jilinde_costing_survey,,Initial visit: Waiting time ,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52acourtesyofstaff,jilinde_costing_survey,,Initial visit: Courtesy of staff  ,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52aavailabilityofdrugs,jilinde_costing_survey,,Initial visit: Availability of drugs ,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52acleanlinessoffacility,jilinde_costing_survey,,Initial visit: Cleanliness of facility  ,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Initial visit: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52btimespentwithclinician,jilinde_costing_survey,,Review visit 1: Time spent with the clinician,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52bwaitingtime,jilinde_costing_survey,,Review visit 1: Waiting time,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52bcourtesyofstaff,jilinde_costing_survey,,Review visit 1: Courtesy of staff,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52bavailabilityofdrugs,jilinde_costing_survey,,Review visit 1: Availability of drugs,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52bcleanlinessoffacility,jilinde_costing_survey,,Review visit 1: Cleanliness of facility,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 1: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52ctimespentwithclinician,jilinde_costing_survey,,Review visit 2: Time spent with the clinician,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52cwaitingtime,jilinde_costing_survey,,Review visit 2: Waiting time,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52ccourtesyofstaff,jilinde_costing_survey,,Review visit 2: Courtesy of staff,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52cavailabilityofdrugs,jilinde_costing_survey,,Review visit 2: Availability of drugs,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52ccleanlinessoffacility,jilinde_costing_survey,,Review visit 2: Cleanliness of facility,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 2: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52dtimespentwithclinician,jilinde_costing_survey,,Review visit 3: Time spent with the clinician,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52dwaitingtime,jilinde_costing_survey,,Review visit 3: Waiting time,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52dcourtesyofstaff,jilinde_costing_survey,,Review visit 3: Courtesy of staff,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52davailabilityofdrugs,jilinde_costing_survey,,Review visit 3: Availability of drugs,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52dcleanlinessoffacility,jilinde_costing_survey,,Review visit 3: Cleanliness of facility,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 3: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52etimespentwithclinician,jilinde_costing_survey,,Review visit 4: Time spent with the clinician,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52ewaitingtime,jilinde_costing_survey,,Review visit 4: Waiting time,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52ecourtesyofstaff,jilinde_costing_survey,,Review visit 4: Courtesy of staff,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52eavailabilityofdrugs,jilinde_costing_survey,,Review visit 4: Availability of drugs,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52ecleanlinessoffacility,jilinde_costing_survey,,Review visit 4: Cleanliness of facility,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 4: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52ftimespentwithclinician,jilinde_costing_survey,,Review visit 6: Time spent with the clinician,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52fwaitingtime,jilinde_costing_survey,,Review visit 6: Waiting time,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52fcourtesyofstaff,jilinde_costing_survey,,Review visit 6: Courtesy of staff,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52favailabilityofdrugs,jilinde_costing_survey,,Review visit 6: Availability of drugs,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52fcleanlinessoffacility,jilinde_costing_survey,,Review visit 6: Cleanliness of facility,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 6: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52gtimespentwithclinician,jilinde_costing_survey,,Review visit 7: Time spent with the clinician,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52gwaitingtime,jilinde_costing_survey,,Review visit 7: Waiting time,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52gcourtesyofstaff,jilinde_costing_survey,,Review visit 7: Courtesy of staff,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52gavailabilityofdrugs,jilinde_costing_survey,,Review visit 7: Availability of drugs,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52gcleanlinessoffacility,jilinde_costing_survey,,Review visit 7: Cleanliness of facility,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 7: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52htimespentwithclinician,jilinde_costing_survey,,Review visit 8: Time spent with the clinician,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Time spent with the clinician?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52hwaitingtime,jilinde_costing_survey,,Review visit 8: Waiting time,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Waiting time?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52hcourtesyofstaff,jilinde_costing_survey,,Review visit 8: Courtesy of staff,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Courtesy of staff?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52havailabilityofdrugs,jilinde_costing_survey,,Review visit 8: Availability of drugs,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Availability of drugs?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
cdq52hcleanlinessoffacility,jilinde_costing_survey,,Review visit 8: Cleanliness of facility,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,Participant,,Assessment of following aspects of quality care in the health facility visited/PrEP site,Review visit 8: How would you assess the following aspects of quality care in the health facility visited/PrEP site: Cleanliness of facility?,"1=Very satisfied, 2=Satisfied, 3=Not satisfied, 4= Not at all satisfied, 99=Don't know",value,,,,,jilinde_costing_survey,,,,,,,,,
