uniqueVar,dataSet,variable,dataFile,variable_dataFile,file,colOrder,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,timeVarying,flag,keepDiscard
ext_bv_f104::f104bydt,PROVIDE,f104bydt,ext_bv_f104,f104bydt,ext_bv_f104.txt,16,chr,8/19/14 0:00,date?,NA,n/a,n/a,>10 unique values,217,0.261744966,once,NA,keep
ext_bv_f104::f104fci,PROVIDE,f104fci,ext_bv_f104,f104fci,ext_bv_f104.txt,17,chr,NULL,NA,NA,n/a,n/a,"1, 2, 8, 9, NULL",5,0,once,NA,keep
ext_bv_f104::f104fcdt,PROVIDE,f104fcdt,ext_bv_f104,f104fcdt,ext_bv_f104.txt,18,chr,8/11/14 0:00,date?,NA,n/a,n/a,>10 unique values,217,0.261744966,once,NA,keep
ext_bv_f104::f104edp,PROVIDE,f104edp,ext_bv_f104,f104edp,ext_bv_f104.txt,19,chr,NULL,NA,NA,n/a,n/a,"1, 2, 8, 9, NULL",5,0,once,NA,keep
ext_bv_f104::f104epdt,PROVIDE,f104epdt,ext_bv_f104,f104epdt,ext_bv_f104.txt,20,chr,8/19/14 0:00,date?,NA,n/a,n/a,>10 unique values,215,0.261744966,once,NA,keep
ext_bv_f104::f104rvn,PROVIDE,f104rvn,ext_bv_f104,f104rvn,ext_bv_f104.txt,21,chr,NULL,NA,NA,n/a,n/a,"1, 2, 8, 9, NULL",5,0,once,NA,keep
ext_bv_f104::f104rvdt,PROVIDE,f104rvdt,ext_bv_f104,f104rvdt,ext_bv_f104.txt,22,chr,8/19/14 0:00,date?,NA,n/a,n/a,>10 unique values,215,0.261744966,once,NA,keep
ext_bv_f104::f104cdt,PROVIDE,f104cdt,ext_bv_f104,f104cdt,ext_bv_f104.txt,23,chr,7/15/13 0:00,date?,NA,n/a,n/a,>10 unique values,245,0,once,NA,keep
ext_bv_f14::pid,PROVIDE,pid,ext_bv_f14,pid,ext_bv_f14.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,645,0,once,duplicated variable,keep
ext_bv_f14::f14dt,PROVIDE,f14dt,ext_bv_f14,f14dt,ext_bv_f14.txt,2,chr,10/31/11 0:00,date?,NA,n/a,n/a,>10 unique values,273,0,once,NA,keep
ext_bv_f14::f14vn,PROVIDE,f14vn,ext_bv_f14,f14vn,ext_bv_f14.txt,3,int,5,NA,NA,5,5,5 to 5,1,0,once,NA,keep
ext_bv_f14::f14wt,PROVIDE,f14wt,ext_bv_f14,f14wt,ext_bv_f14.txt,4,dbl,6.36,NA,NA,3.16,99.99,3.16 to 99.99,261,0,once,NA,discard
ext_bv_f14::f14ht,PROVIDE,f14ht,ext_bv_f14,f14ht,ext_bv_f14.txt,5,dbl,61.2,NA,NA,54.3,999.9,54.3 to 999.9,105,0,once,NA,discard
ext_bv_f14::f14pv,PROVIDE,f14pv,ext_bv_f14,f14pv,ext_bv_f14.txt,6,int,1,NA,NA,1,9,1 to 9,2,0,once,NA,keep
ext_bv_f14::f14opv,PROVIDE,f14opv,ext_bv_f14,f14opv,ext_bv_f14.txt,7,int,1,NA,NA,1,9,1 to 9,2,0,once,NA,keep
ext_bv_f14::f14stl,PROVIDE,f14stl,ext_bv_f14,f14stl,ext_bv_f14.txt,8,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,discard
ext_bv_f17::pid,PROVIDE,pid,ext_bv_f17,pid,ext_bv_f17.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,639,0,once,duplicated variable,keep
ext_bv_f17::f17dt,PROVIDE,f17dt,ext_bv_f17,f17dt,ext_bv_f17.txt,2,chr,11/20/11 0:00,date?,NA,n/a,n/a,>10 unique values,271,0,once,NA,keep
ext_bv_f17::f17vn,PROVIDE,f17vn,ext_bv_f17,f17vn,ext_bv_f17.txt,3,int,6,NA,NA,6,6,6 to 6,1,0,once,NA,keep
ext_bv_f17::f17wt,PROVIDE,f17wt,ext_bv_f17,f17wt,ext_bv_f17.txt,4,dbl,6.48,NA,NA,3.07,99.99,3.07 to 99.99,274,0,once,NA,discard
ext_bv_f17::f17ht,PROVIDE,f17ht,ext_bv_f17,f17ht,ext_bv_f17.txt,5,dbl,62,NA,NA,55.2,999.9,55.2 to 999.9,107,0,once,NA,discard
ext_bv_f17::f17rt,PROVIDE,f17rt,ext_bv_f17,f17rt,ext_bv_f17.txt,6,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f17::f17stl,PROVIDE,f17stl,ext_bv_f17,f17stl,ext_bv_f17.txt,7,int,1,NA,NA,1,9,1 to 9,2,0,once,NA,discard
ext_bv_f18::pid,PROVIDE,pid,ext_bv_f18,pid,ext_bv_f18.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,638,0,once,duplicated variable,keep
ext_bv_f18::f18dt,PROVIDE,f18dt,ext_bv_f18,f18dt,ext_bv_f18.txt,2,chr,11/28/11 0:00,date?,NA,n/a,n/a,>10 unique values,237,0,once,NA,keep
ext_bv_f18::f18vn,PROVIDE,f18vn,ext_bv_f18,f18vn,ext_bv_f18.txt,3,int,7,NA,NA,7,7,7 to 7,1,0,once,NA,keep
ext_bv_f18::f18wt,PROVIDE,f18wt,ext_bv_f18,f18wt,ext_bv_f18.txt,4,dbl,6.63,NA,NA,3.33,99.99,3.33 to 99.99,283,0,once,NA,discard
ext_bv_f18::f18ht,PROVIDE,f18ht,ext_bv_f18,f18ht,ext_bv_f18.txt,5,dbl,62.3,NA,NA,55.4,999.9,55.4 to 999.9,104,0,once,NA,discard
ext_bv_f18::f18bld,PROVIDE,f18bld,ext_bv_f18,f18bld,ext_bv_f18.txt,6,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f18::f18stl,PROVIDE,f18stl,ext_bv_f18,f18stl,ext_bv_f18.txt,7,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f39::pid,PROVIDE,pid,ext_bv_f39,pid,ext_bv_f39.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,619,0,once,duplicated variable,keep
ext_bv_f39::f39dt,PROVIDE,f39dt,ext_bv_f39,f39dt,ext_bv_f39.txt,2,chr,4/24/12 0:00,date?,NA,n/a,n/a,>10 unique values,265,0,once,NA,keep
ext_bv_f39::f39vn,PROVIDE,f39vn,ext_bv_f39,f39vn,ext_bv_f39.txt,3,int,9,NA,NA,9,9,9 to 9,1,0,once,NA,keep
ext_bv_f39::f39wt,PROVIDE,f39wt,ext_bv_f39,f39wt,ext_bv_f39.txt,4,dbl,8.01,NA,NA,3.64,99.99,3.64 to 99.99,315,0,once,NA,discard
ext_bv_f39::f39ht,PROVIDE,f39ht,ext_bv_f39,f39ht,ext_bv_f39.txt,5,dbl,69.2,NA,NA,57.4,999.9,57.4 to 999.9,114,0,once,NA,discard
ext_bv_f39::f39opv,PROVIDE,f39opv,ext_bv_f39,f39opv,ext_bv_f39.txt,6,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f39::f39ipv,PROVIDE,f39ipv,ext_bv_f39,f39ipv,ext_bv_f39.txt,7,int,2,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f39::f39stl,PROVIDE,f39stl,ext_bv_f39,f39stl,ext_bv_f39.txt,8,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f40::pid,PROVIDE,pid,ext_bv_f40,pid,ext_bv_f40.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,618,0,once,duplicated variable,keep
ext_bv_f40::f40dt,PROVIDE,f40dt,ext_bv_f40,f40dt,ext_bv_f40.txt,2,chr,5/1/12 0:00,date?,NA,n/a,n/a,>10 unique values,231,0,once,NA,keep
ext_bv_f40::f40vn,PROVIDE,f40vn,ext_bv_f40,f40vn,ext_bv_f40.txt,3,int,10,NA,NA,10,10,10 to 10,1,0,once,NA,keep
ext_bv_f40::f40wt,PROVIDE,f40wt,ext_bv_f40,f40wt,ext_bv_f40.txt,4,dbl,8.16,NA,NA,3.92,99.99,3.92 to 99.99,299,0,once,NA,discard
ext_bv_f40::f40ht,PROVIDE,f40ht,ext_bv_f40,f40ht,ext_bv_f40.txt,5,dbl,69.5,NA,NA,57.7,999.9,57.7 to 999.9,114,0,once,NA,discard
ext_bv_f40::f40q,PROVIDE,f40q,ext_bv_f40,f40q,ext_bv_f40.txt,6,int,16,NA,NA,8,99,8 to 99,13,0,once,NA,keep
ext_bv_f40::f40st,PROVIDE,f40st,ext_bv_f40,f40st,ext_bv_f40.txt,7,chr,12/30/1899 9:35:00,NA,NA,n/a,n/a,>10 unique values,96,0,once,NA,keep
ext_bv_f40::f40et,PROVIDE,f40et,ext_bv_f40,f40et,ext_bv_f40.txt,8,chr,12/30/1899 11:35:00,NA,NA,n/a,n/a,>10 unique values,99,0,once,NA,keep
ext_bv_f40::f40ml,PROVIDE,f40ml,ext_bv_f40,f40ml,ext_bv_f40.txt,9,int,15,NA,NA,0,999,0 to 999,43,0,once,NA,keep
ext_bv_f40::f40pr,PROVIDE,f40pr,ext_bv_f40,f40pr,ext_bv_f40.txt,10,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f40::f40va,PROVIDE,f40va,ext_bv_f40,f40va,ext_bv_f40.txt,11,chr,2,NA,NA,n/a,n/a,"1, 2, 9, NULL",4,0,once,NA,keep
ext_bv_f40::f40ms,PROVIDE,f40ms,ext_bv_f40,f40ms,ext_bv_f40.txt,12,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f40::f40rub,PROVIDE,f40rub,ext_bv_f40,f40rub,ext_bv_f40.txt,13,chr,NULL,NA,NA,n/a,n/a,"1, 2, 9, NULL",4,0,once,NA,keep
ext_bv_f40::f40ur,PROVIDE,f40ur,ext_bv_f40,f40ur,ext_bv_f40.txt,14,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f40::f40stl,PROVIDE,f40stl,ext_bv_f40,f40stl,ext_bv_f40.txt,15,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f40::f40bld,PROVIDE,f40bld,ext_bv_f40,f40bld,ext_bv_f40.txt,16,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f52::pid,PROVIDE,pid,ext_bv_f52,pid,ext_bv_f52.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,609,0,once,duplicated variable,keep
ext_bv_f52::f52dt,PROVIDE,f52dt,ext_bv_f52,f52dt,ext_bv_f52.txt,2,chr,7/24/12 0:00,date?,NA,n/a,n/a,>10 unique values,233,0,once,NA,keep
ext_bv_f52::f52vn,PROVIDE,f52vn,ext_bv_f52,f52vn,ext_bv_f52.txt,3,int,11,NA,NA,11,11,11 to 11,1,0,once,NA,keep
ext_bv_f52::f52wt,PROVIDE,f52wt,ext_bv_f52,f52wt,ext_bv_f52.txt,4,dbl,8.45,NA,NA,4.86,99.99,4.86 to 99.99,318,0,once,NA,discard
ext_bv_f52::f52ht,PROVIDE,f52ht,ext_bv_f52,f52ht,ext_bv_f52.txt,5,dbl,72.5,NA,NA,59.6,999.9,59.6 to 999.9,119,0,once,NA,discard
ext_bv_f52::f52opv,PROVIDE,f52opv,ext_bv_f52,f52opv,ext_bv_f52.txt,6,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f52::f52stl,PROVIDE,f52stl,ext_bv_f52,f52stl,ext_bv_f52.txt,7,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,discard
ext_bv_f53::pid,PROVIDE,pid,ext_bv_f53,pid,ext_bv_f53.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,607,0,once,duplicated variable,keep
ext_bv_f53::f53dt,PROVIDE,f53dt,ext_bv_f53,f53dt,ext_bv_f53.txt,2,chr,7/31/12 0:00,date?,NA,n/a,n/a,>10 unique values,232,0,once,NA,keep
ext_bv_f53::f53vn,PROVIDE,f53vn,ext_bv_f53,f53vn,ext_bv_f53.txt,3,int,12,NA,NA,12,12,12 to 12,1,0,once,NA,keep
ext_bv_f53::f53wt,PROVIDE,f53wt,ext_bv_f53,f53wt,ext_bv_f53.txt,4,dbl,8.71,NA,NA,5.07,99.99,5.07 to 99.99,315,0,once,NA,discard
ext_bv_f53::f53ht,PROVIDE,f53ht,ext_bv_f53,f53ht,ext_bv_f53.txt,5,dbl,73,NA,NA,60.1,999.9,60.1 to 999.9,124,0,once,NA,discard
ext_bv_f53::f53bld,PROVIDE,f53bld,ext_bv_f53,f53bld,ext_bv_f53.txt,6,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f53::f53stl,PROVIDE,f53stl,ext_bv_f53,f53stl,ext_bv_f53.txt,7,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_f53::f53slv,PROVIDE,f53slv,ext_bv_f53,f53slv,ext_bv_f53.txt,8,chr,NULL,NA,NA,n/a,n/a,"1, 2, 9, NULL",4,0,once,NA,keep
ext_bv_fan::pid,PROVIDE,pid,ext_bv_fan,pid,ext_bv_fan.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,606,0,once,duplicated variable,keep
ext_bv_fan::fandt,PROVIDE,fandt,ext_bv_fan,fandt,ext_bv_fan.txt,2,chr,10/11/12 0:00,date?,NA,n/a,n/a,>10 unique values,475,0,repeated,NA,keep
ext_bv_fan::fanvn,PROVIDE,fanvn,ext_bv_fan,fanvn,ext_bv_fan.txt,3,int,14,NA,NA,14,16,14 to 16,3,0,repeated,NA,keep
ext_bv_fan::fanwt,PROVIDE,fanwt,ext_bv_fan,fanwt,ext_bv_fan.txt,4,dbl,8.97,NA,NA,5.81,99.99,5.81 to 99.99,506,0,repeated,NA,discard
ext_bv_fan::fanht,PROVIDE,fanht,ext_bv_fan,fanht,ext_bv_fan.txt,5,dbl,75.6,NA,NA,62.1,999.9,62.1 to 999.9,188,0,repeated,NA,discard
ext_bv_fan::fanms,PROVIDE,fanms,ext_bv_fan,fanms,ext_bv_fan.txt,6,int,1,NA,NA,1,9,1 to 9,3,0,repeated,NA,keep
ext_bv_fan::fanstl,PROVIDE,fanstl,ext_bv_fan,fanstl,ext_bv_fan.txt,7,int,1,NA,NA,1,9,1 to 9,3,0,repeated,NA,keep
ext_bv_fan::fanbayl,PROVIDE,fanbayl,ext_bv_fan,fanbayl,ext_bv_fan.txt,8,chr,NULL,NA,NA,n/a,n/a,"1, 2, 8, 9, NULL",5,0,repeated,NA,keep
ext_bv_fan::fanbaydt,PROVIDE,fanbaydt,ext_bv_fan,fanbaydt,ext_bv_fan.txt,9,chr,9/9/99 0:00,date?,NA,n/a,n/a,>10 unique values,108,0.622757848,repeated,NA,keep
ext_bv_fan::fanfci,PROVIDE,fanfci,ext_bv_fan,fanfci,ext_bv_fan.txt,10,chr,NULL,NA,NA,n/a,n/a,"1, 2, 8, 9, NULL",5,0,repeated,NA,keep
ext_bv_fan::fancidt,PROVIDE,fancidt,ext_bv_fan,fancidt,ext_bv_fan.txt,11,chr,9/9/99 0:00,date?,NA,n/a,n/a,>10 unique values,106,0.622757848,repeated,NA,keep
ext_bv_fci::pid,PROVIDE,pid,ext_bv_fci,pid,ext_bv_fci.txt,1,chr,BP1027,NA,NA,n/a,n/a,>10 unique values,433,0,once,duplicated variable,keep
ext_bv_fci::dov,PROVIDE,dov,ext_bv_fci,dov,ext_bv_fci.txt,2,chr,8/11/14 0:00,NA,NA,n/a,n/a,>10 unique values,239,0,repeated,duplicated variable,discard
ext_bv_fci::vnum,PROVIDE,vnum,ext_bv_fci,vnum,ext_bv_fci.txt,3,int,13,NA,NA,13,15,13 to 15,2,0,repeated,duplicated variable,keep
ext_bv_fci::playtoy,PROVIDE,playtoy,ext_bv_fci,playtoy,ext_bv_fci.txt,4,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::playmusc,PROVIDE,playmusc,ext_bv_fci,playmusc,ext_bv_fci.txt,5,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::playdraw,PROVIDE,playdraw,ext_bv_fci,playdraw,ext_bv_fci.txt,6,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::playprte,PROVIDE,playprte,ext_bv_fci,playprte,ext_bv_fci.txt,7,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::hhbooks,PROVIDE,hhbooks,ext_bv_fci,hhbooks,ext_bv_fci.txt,8,int,2,NA,NA,0,99,0 to 99,13,0,repeated,NA,keep
ext_bv_fci::hhmagzin,PROVIDE,hhmagzin,ext_bv_fci,hhmagzin,ext_bv_fci.txt,9,int,15,NA,NA,0,99,0 to 99,21,0,repeated,NA,keep
ext_bv_fci::readbook,PROVIDE,readbook,ext_bv_fci,readbook,ext_bv_fci.txt,10,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::readmthr,PROVIDE,readmthr,ext_bv_fci,readmthr,ext_bv_fci.txt,11,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::readfthr,PROVIDE,readfthr,ext_bv_fci,readfthr,ext_bv_fci.txt,12,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::readadlt,PROVIDE,readadlt,ext_bv_fci,readadlt,ext_bv_fci.txt,13,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::toldstory,PROVIDE,toldstory,ext_bv_fci,toldstory,ext_bv_fci.txt,14,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::storymthr,PROVIDE,storymthr,ext_bv_fci,storymthr,ext_bv_fci.txt,15,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::storyfthr,PROVIDE,storyfthr,ext_bv_fci,storyfthr,ext_bv_fci.txt,16,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::storyadlt,PROVIDE,storyadlt,ext_bv_fci,storyadlt,ext_bv_fci.txt,17,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::sangsong,PROVIDE,sangsong,ext_bv_fci,sangsong,ext_bv_fci.txt,18,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::sangmthr,PROVIDE,sangmthr,ext_bv_fci,sangmthr,ext_bv_fci.txt,19,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::sangfthr,PROVIDE,sangfthr,ext_bv_fci,sangfthr,ext_bv_fci.txt,20,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::sangadlt,PROVIDE,sangadlt,ext_bv_fci,sangadlt,ext_bv_fci.txt,21,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::tookout,PROVIDE,tookout,ext_bv_fci,tookout,ext_bv_fci.txt,22,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::tookmthr,PROVIDE,tookmthr,ext_bv_fci,tookmthr,ext_bv_fci.txt,23,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::tookfthr,PROVIDE,tookfthr,ext_bv_fci,tookfthr,ext_bv_fci.txt,24,int,0,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::tookadlt,PROVIDE,tookadlt,ext_bv_fci,tookadlt,ext_bv_fci.txt,25,int,1,NA,NA,0,9,0 to 9,3,0,repeated,NA,keep
ext_bv_fci::fcitotscr,PROVIDE,fcitotscr,ext_bv_fci,fcitotscr,ext_bv_fci.txt,26,int,29,NA,NA,2,999,2 to 999,49,0,repeated,NA,keep
ext_bv_fcs_st::pid,PROVIDE,pid,ext_bv_fcs_st,pid,ext_bv_fcs_st.txt,1,chr,BP1027,NA,NA,n/a,n/a,>10 unique values,447,0,once,duplicated variable,keep
ext_bv_fcs_st::vstdetail,PROVIDE,vstdetail,ext_bv_fcs_st,vstdetail,ext_bv_fcs_st.txt,2,chr,PreVax,NA,NA,n/a,n/a,"PostVax, PreVax",2,0,repeated,duplicated variable,keep
ext_bv_fcs_st::stl,PROVIDE,stl,ext_bv_fcs_st,stl,ext_bv_fcs_st.txt,3,chr,1,NA,NA,n/a,n/a,"1, 2, NULL",3,0,repeated,duplicated variable,keep
ext_bv_fcs_st::specdt,PROVIDE,specdt,ext_bv_fcs_st,specdt,ext_bv_fcs_st.txt,4,chr,9/16/12 0:00,date?,NA,n/a,n/a,>10 unique values,302,0.159395973,repeated,duplicated variable,keep
ext_bv_fcs_st::vstnum,PROVIDE,vstnum,ext_bv_fcs_st,vstnum,ext_bv_fcs_st.txt,5,int,2,NA,NA,2,3,2 to 3,2,0,repeated,duplicated variable,keep
ext_bv_flm::pid,PROVIDE,pid,ext_bv_flm,pid,ext_bv_flm.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,650,0,once,duplicated variable,keep
ext_bv_flm::flmdt,PROVIDE,flmdt,ext_bv_flm,flmdt,ext_bv_flm.txt,2,chr,10/17/11 0:00,date?,NA,n/a,n/a,>10 unique values,380,0,repeated,NA,keep
ext_bv_flm::flmvn,PROVIDE,flmvn,ext_bv_flm,flmvn,ext_bv_flm.txt,3,int,4,NA,NA,4,8,4 to 8,2,0,repeated,NA,keep
ext_bv_flm::flmwt,PROVIDE,flmwt,ext_bv_flm,flmwt,ext_bv_flm.txt,4,dbl,5.99,NA,NA,3.09,99.99,3.09 to 99.99,398,0,repeated,NA,discard
ext_bv_flm::flmht,PROVIDE,flmht,ext_bv_flm,flmht,ext_bv_flm.txt,5,dbl,59.7,NA,NA,52,999.9,52 to 999.9,156,0,repeated,NA,discard
ext_bv_flm::flmq,PROVIDE,flmq,ext_bv_flm,flmq,ext_bv_flm.txt,6,int,12,NA,NA,6,99,6 to 99,16,0,repeated,NA,keep
ext_bv_flm::flmst,PROVIDE,flmst,ext_bv_flm,flmst,ext_bv_flm.txt,7,chr,12/30/1899 11:50:00,NA,NA,n/a,n/a,>10 unique values,137,0,repeated,NA,keep
ext_bv_flm::flmet,PROVIDE,flmet,ext_bv_flm,flmet,ext_bv_flm.txt,8,chr,12/30/1899 13:50:00,NA,NA,n/a,n/a,>10 unique values,133,0,repeated,NA,keep
ext_bv_flm::flmml,PROVIDE,flmml,ext_bv_flm,flmml,ext_bv_flm.txt,9,int,80,NA,NA,0,999,0 to 999,59,0,repeated,NA,keep
ext_bv_flm::flmpr,PROVIDE,flmpr,ext_bv_flm,flmpr,ext_bv_flm.txt,10,int,1,NA,NA,1,9,1 to 9,3,0,repeated,NA,keep
ext_bv_flm::flmur,PROVIDE,flmur,ext_bv_flm,flmur,ext_bv_flm.txt,11,int,1,NA,NA,1,9,1 to 9,3,0,repeated,NA,keep
ext_bv_flm::flmstl,PROVIDE,flmstl,ext_bv_flm,flmstl,ext_bv_flm.txt,12,int,1,NA,NA,1,9,1 to 9,2,0,repeated,NA,keep
ext_bv_flm::flmriga,PROVIDE,flmriga,ext_bv_flm,flmriga,ext_bv_flm.txt,13,chr,NULL,NA,NA,n/a,n/a,"1, 2, 9, NULL",4,0,repeated,NA,keep
ext_bv_flm::flmhct,PROVIDE,flmhct,ext_bv_flm,flmhct,ext_bv_flm.txt,14,chr,NULL,NA,NA,n/a,n/a,>10 unique values,16,0,repeated,NA,keep
ext_bv_mfu_st::pid,PROVIDE,pid,ext_bv_mfu_st,pid,ext_bv_mfu_st.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,694,0,once,duplicated variable,keep
ext_bv_mfu_st::mbldt,PROVIDE,mbldt,ext_bv_mfu_st,mbldt,ext_bv_mfu_st.txt,2,chr,8/11/11 0:00,date?,NA,n/a,n/a,>10 unique values,274,0,once,NA,keep
ext_bv_mfu_st::mwtkg,PROVIDE,mwtkg,ext_bv_mfu_st,mwtkg,ext_bv_mfu_st.txt,3,dbl,57,NA,NA,30,999.99,30 to 999.99,68,0,once,NA,keep
ext_bv_mfu_st::mhtcm,PROVIDE,mhtcm,ext_bv_mfu_st,mhtcm,ext_bv_mfu_st.txt,4,dbl,162,NA,NA,134,999.9,134 to 999.9,184,0,once,NA,keep
ext_bv_mfu_st::mdtm,PROVIDE,mdtm,ext_bv_mfu_st,mdtm,ext_bv_mfu_st.txt,5,int,1,date?,NA,1,9,1 to 9,2,0,once,NA,keep
ext_bv_mfu_st::mcode,PROVIDE,mcode,ext_bv_mfu_st,mcode,ext_bv_mfu_st.txt,6,int,1,NA,NA,1,9,1 to 9,3,0,once,NA,keep
ext_bv_mfu_st::vstnum,PROVIDE,vstnum,ext_bv_mfu_st,vstnum,ext_bv_mfu_st.txt,7,int,2,NA,NA,2,2,2 to 2,1,0,once,duplicated variable,keep
ext_bv_neb_st::pid,PROVIDE,pid,ext_bv_neb_st,pid,ext_bv_neb_st.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,341,0,once,duplicated variable,keep
ext_bv_neb_st::treatid,PROVIDE,treatid,ext_bv_neb_st,treatID,ext_bv_neb_st.txt,2,int,1,NA,NA,1,9,1 to 9,9,0,repeated,NA,discard
ext_bv_neb_st::date,PROVIDE,date,ext_bv_neb_st,date,ext_bv_neb_st.txt,3,chr,9/29/11 0:00,date?,NA,n/a,n/a,>10 unique values,359,0,repeated,duplicated variable,keep
ext_bv_neb_st::aged,PROVIDE,aged,ext_bv_neb_st,aged,ext_bv_neb_st.txt,4,int,81,NA,NA,12,699,12 to 699,384,0,repeated,NA,keep
ext_bv_neb_st::vstnum,PROVIDE,vstnum,ext_bv_neb_st,vstnum,ext_bv_neb_st.txt,5,int,-9,NA,NA,-9,-9,-9 to -9,1,0,once,duplicated variable,keep
ext_bv_neb_st::nebulizer,PROVIDE,nebulizer,ext_bv_neb_st,nebulizer,ext_bv_neb_st.txt,6,chr,Yes,NA,NA,n/a,n/a,Yes,1,0,once,NA,keep
ext_bv_pdv_st::pid,PROVIDE,pid,ext_bv_pdv_st,pid,ext_bv_pdv_st.txt,1,chr,BP1005,NA,NA,n/a,n/a,>10 unique values,564,0,once,duplicated variable,keep
ext_bv_pdv_st::pdvdt,PROVIDE,pdvdt,ext_bv_pdv_st,pdvdt,ext_bv_pdv_st.txt,2,chr,10/2/11 0:00,date?,NA,n/a,n/a,>10 unique values,617,0,repeated,NA,keep
ext_bv_pdv_st::pdvae,PROVIDE,pdvae,ext_bv_pdv_st,pdvae,ext_bv_pdv_st.txt,3,int,2,NA,NA,1,2,1 to 2,2,0,repeated,NA,keep
ext_bv_pdv_st::pdvstwk_infant,PROVIDE,pdvstwk_infant,ext_bv_pdv_st,pdvstwk_Infant,ext_bv_pdv_st.txt,4,int,3,NA,NA,1,99,1 to 99,17,0,repeated,NA,keep
ext_bv_pdv_st::pdvstwk_mother,PROVIDE,pdvstwk_mother,ext_bv_pdv_st,pdvstwk_Mother,ext_bv_pdv_st.txt,5,int,NA,NA,NA,1,15,1 to 15,4,0,repeated,NA,keep
ext_bv_pdv_st::pdvrdt_infant,PROVIDE,pdvrdt_infant,ext_bv_pdv_st,pdvrdt_Infant,ext_bv_pdv_st.txt,6,chr,10/3/11 0:00,date?,NA,n/a,n/a,>10 unique values,195,0,repeated,NA,keep
ext_bv_pdv_st::pdvrdt_mother,PROVIDE,pdvrdt_mother,ext_bv_pdv_st,pdvrdt_Mother,ext_bv_pdv_st.txt,7,chr,NA,date?,NA,n/a,n/a,>10 unique values,18,0,repeated,NA,keep
