colOrder,variable,dataFile,discard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
96,vomout,ext_bv_aer,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vomout,ext_bv_aer::vomout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
97,vomdtr,ext_bv_aer,discard,,,Date of Resolution,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vomdtr,ext_bv_aer::vomdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
98,vnpdsc,ext_bv_aer,discard,,,Post-Vaccination: 8. Naso-pharyngitis,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vnpdsc,ext_bv_aer::vnpdsc,chr,8. Naso-pharyngitis,NA,NA,8. Naso-pharyngitis,1,once,0,duplicated variable
99,vnpdto,ext_bv_aer,discard,,,Date of Onset,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vnpdto,ext_bv_aer::vnpdto,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
100,vnpsev,ext_bv_aer,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vnpsev,ext_bv_aer::vnpsev,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
101,vnprlt,ext_bv_aer,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vnprlt,ext_bv_aer::vnprlt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
102,vnpact,ext_bv_aer,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vnpact,ext_bv_aer::vnpact,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
103,vnpout,ext_bv_aer,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vnpout,ext_bv_aer::vnpout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
104,vnpdtr,ext_bv_aer,discard,,,Date of Resolution,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,vnpdtr,ext_bv_aer::vnpdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
105,votdsc,ext_bv_aer,discard,,,Post-Vaccination: 9. Other,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,votdsc,ext_bv_aer::votdsc,chr,9. Other,NA,NA,9. Other,1,once,0,duplicated variable
106,votdto,ext_bv_aer,discard,,,Date of Onset,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,votdto,ext_bv_aer::votdto,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
107,votsev,ext_bv_aer,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,votsev,ext_bv_aer::votsev,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
108,votrlt,ext_bv_aer,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,votrlt,ext_bv_aer::votrlt,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
109,votact,ext_bv_aer,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,votact,ext_bv_aer::votact,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
110,votout,ext_bv_aer,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,votout,ext_bv_aer::votout,lgl,NA,NA,NA,n/a,0,no data,0,duplicated variable
111,votdtr,ext_bv_aer,discard,,,Date of Resolution,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,votdtr,ext_bv_aer::votdtr,lgl,NA,date?,NA,n/a,0,no data,0,duplicated variable
112,lmvdsc,ext_bv_aer,discard,,,NA,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmvdsc,ext_bv_aer::lmvdsc,chr,1. Vomiting,NA,NA,1. Vomiting,1,once,0,duplicated variable
113,lmvdto,ext_bv_aer,discard,,,Date of Onset,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmvdto,ext_bv_aer::lmvdto,chr,9/13/11 0:00,date?,NA,", 2/9/2012 0:00:00, 3/19/2013 0:00:00, 9/13/2011 0:00:00",3,repeated,0.96875,duplicated variable
114,lmvsev,ext_bv_aer,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmvsev,ext_bv_aer::lmvsev,dbl,NA,NA,NA,1 to 1,1,once,0,duplicated variable
115,lmvrlt,ext_bv_aer,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmvrlt,ext_bv_aer::lmvrlt,dbl,NA,NA,NA,2 to 2,1,once,0,duplicated variable
116,lmvact,ext_bv_aer,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmvact,ext_bv_aer::lmvact,dbl,NA,NA,NA,2 to 2,1,once,0,duplicated variable
117,lmvout,ext_bv_aer,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmvout,ext_bv_aer::lmvout,dbl,NA,NA,NA,1 to 1,1,once,0,duplicated variable
118,lmvdtr,ext_bv_aer,discard,,,Date of Resolution,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmvdtr,ext_bv_aer::lmvdtr,chr,9/16/11 0:00,date?,NA,", 2/10/2012 0:00:00, 4/5/2013 0:00:00, 9/16/2011 0:00:00",3,repeated,0.96875,duplicated variable
119,lmldsc,ext_bv_aer,discard,,,Post-L/M solution: 2.  Loose stools,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmldsc,ext_bv_aer::lmldsc,chr,2. Loose stools,NA,NA,2. Loose stools,1,once,0,duplicated variable
120,lmldto,ext_bv_aer,discard,,,Date of Onset,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmldto,ext_bv_aer::lmldto,chr,8/4/13 0:00,date?,NA,>10 unique values,68,repeated,0.28125,duplicated variable
121,lmlsev,ext_bv_aer,discard,,,Severity,"1 = Mild, 2 = Moderate; 3= severe",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmlsev,ext_bv_aer::lmlsev,dbl,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
122,lmlrlt,ext_bv_aer,discard,,,Relationship,1=  Definitely; 2= Possibly; 3= Unrelated,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmlrlt,ext_bv_aer::lmlrlt,dbl,2,NA,NA,1 to 2,2,once,0,duplicated variable
123,lmlact,ext_bv_aer,discard,,,Action,"1 = None; 2 = Remedial therapy; 3 = Discontinuation 4= Hospitalization
5 = Other",,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmlact,ext_bv_aer::lmlact,dbl,2,NA,NA,1 to 2,2,once,0,duplicated variable
124,lmlout,ext_bv_aer,discard,,,Outcome,1 = Resolved; 2 = Continuing; 3 = Death;  4= Unknown/Lost to FU,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmlout,ext_bv_aer::lmlout,dbl,1,NA,NA,1 to 1,1,once,0,duplicated variable
125,lmldtr,ext_bv_aer,discard,,,Date of Resolution,NA,,,,ext_mgmt_bv_aed contains the same data rearranged in more accessible way. Will load from that file instead,lmldtr,ext_bv_aer::lmldtr,chr,8/5/13 0:00,date?,NA,>10 unique values,68,repeated,0.28125,duplicated variable
1,pid,ext_bv_bid,discard,,,Child Identification,NA,,,,NA,pid,ext_bv_bid::pid,chr,BP1027,NA,NA,>10 unique values,436,once,0,duplicated variable
2,vnum,ext_bv_bid,discard,,,1. Visit number,15 = Week 78; 13 = Week 104,,,,NA,vnum,ext_bv_bid::vnum,int,13,NA,NA,13 to 15,2,repeated,0,duplicated variable
3,section,ext_bv_bid,discard,,,Identies the Section in the cognitiive function assessment,1= Cognitive; 2=Language-Receptive; 3= Language-Expressive; 4= Motor-Fine; 5= Motor-Gross; 6 = Social-Emotional,,,,Need to rearrange data to wide,section,ext_bv_bid::section,int,1,NA,NA,1 to 6,6,repeated,0,NA
4,itemnum,ext_bv_bid,discard,,,Start Question number,NA,,,,Need to rearrange data to wide,itemnum,ext_bv_bid::itemnum,int,1,NA,NA,1 to 91,91,repeated,0,NA
5,response,ext_bv_bid,discard,,,Response,Details below,,,,Need to rearrange data to wide,response,ext_bv_bid::response,int,9,NA,NA,0 to 9,7,repeated,0,NA
1,pid,ext_bv_bsc,keep,,,Child Identification,NA,,,,NA,pid,ext_bv_bsc::pid,chr,BP1027,NA,NA,>10 unique values,426,once,0,duplicated variable
2,vnum,ext_bv_bsc,keep,,,1. Visit number,15 = Week 78; 13 = Week 104,,,,NA,vnum,ext_bv_bsc::vnum,int,15,NA,NA,13 to 15,2,repeated,0,duplicated variable
3,date,ext_bv_bsc,discard,,,2. Date of Assessment,NA,,going to load date of assessment from files bv_fan and bv_f104 instead as a separate variable for date of Bayley's assessment rather than as another observation record,,NA,Date,ext_bv_bsc::date,chr,2/4/14 0:00,date?,NA,>10 unique values,230,repeated,0,NA
4,age,ext_bv_bsc,keep,,,3. Age in days,NA,,,,NA,age,ext_bv_bsc::age,int,548,NA,NA,546 to 756,35,repeated,0,NA
5,cograw,ext_bv_bsc,keep,,,4a. Cognitive raw score,NA,,,,NA,cograw,ext_bv_bsc::cograw,int,52,NA,NA,40 to 65,23,repeated,0,NA
6,cogscale,ext_bv_bsc,keep,,,4b. Cognitive scaled score,NA,,,,NA,cogscale,ext_bv_bsc::cogscale,int,10,NA,NA,4 to 13,10,repeated,0,NA
7,cogcmp,ext_bv_bsc,keep,,,4c. Cognitive composite score,NA,,,,NA,cogcmp,ext_bv_bsc::cogcmp,int,100,NA,NA,70 to 115,10,repeated,0,NA
8,larcraw,ext_bv_bsc,keep,,,5a. Receptive communication raw score,NA,,,,NA,larcraw,ext_bv_bsc::larcraw,int,23,NA,NA,14 to 34,21,repeated,0,NA
9,larcscal,ext_bv_bsc,keep,,,5b. Receptive communication scaled score,NA,,,,NA,larcscal,ext_bv_bsc::larcscal,int,12,NA,NA,5 to 15,11,repeated,0,NA
10,laexpraw,ext_bv_bsc,keep,,,5c. Expressive communication raw score,NA,,,,NA,laexpraw,ext_bv_bsc::laexpraw,int,22,NA,NA,10 to 35,23,repeated,0,NA
11,laexpscal,ext_bv_bsc,keep,,,5d. Expressive communication scaled score,NA,,,,NA,laexpscal,ext_bv_bsc::laexpscal,int,10,NA,NA,3 to 14,11,repeated,0,NA
12,langscal,ext_bv_bsc,keep,,,5e. Language  scaled sum,NA,,,,NA,langscal,ext_bv_bsc::langscal,int,22,NA,NA,8 to 29,18,repeated,0,NA
13,langcmp,ext_bv_bsc,keep,,,5f. Language composite score,NA,,,,NA,langcmp,ext_bv_bsc::langcmp,int,106,NA,NA,65 to 127,18,repeated,0,NA
14,fmotoraw,ext_bv_bsc,keep,,,6a. Fine motor raw score,NA,,,,NA,fmotoraw,ext_bv_bsc::fmotoraw,int,34,NA,NA,24 to 43,15,repeated,0,NA
15,fmotoscal,ext_bv_bsc,keep,,,6b. Fine motor scaled score,NA,,,,NA,fmotoscal,ext_bv_bsc::fmotoscal,int,10,NA,NA,2 to 15,12,repeated,0,NA
16,gmotoraw,ext_bv_bsc,keep,,,6c. Gross motor raw score,NA,,,,NA,gmotoraw,ext_bv_bsc::gmotoraw,int,52,NA,NA,39 to 61,18,repeated,0,NA
17,gmotoscal,ext_bv_bsc,keep,,,6d. Gross motor scaled score,NA,,,,NA,gmotoscal,ext_bv_bsc::gmotoscal,int,10,NA,NA,3 to 14,11,repeated,0,NA
18,motoscal,ext_bv_bsc,keep,,,6e. Motor scaled sum,NA,,,,NA,motoscal,ext_bv_bsc::motoscal,int,20,NA,NA,5 to 27,18,repeated,0,NA
19,motocmp,ext_bv_bsc,keep,,,6f. Motor composite score,NA,,,,NA,motocmp,ext_bv_bsc::motocmp,int,100,NA,NA,55 to 121,18,repeated,0,NA
20,soemoraw,ext_bv_bsc,keep,,,7a. Social-Emotional raw score,NA,,,,NA,soemoraw,ext_bv_bsc::soemoraw,int,90,NA,NA,54 to 110,42,repeated,0,NA
21,soemoscal,ext_bv_bsc,keep,,,7b. Social-Emotional scaled score,NA,,,,NA,soemoscal,ext_bv_bsc::soemoscal,int,10,NA,NA,3 to 12,9,repeated,0,NA
22,soemocmp,ext_bv_bsc,keep,,,7c. Social-Emotional composite score,NA,,,,NA,soemocmp,ext_bv_bsc::soemocmp,int,100,NA,NA,65 to 110,9,repeated,0,NA
1,pid,ext_bv_dep,keep,,,Child Identification,NA,,,,NA,pid,ext_bv_dep::pid,chr,BP1005,NA,NA,>10 unique values,584,once,0,duplicated variable
2,deindt,ext_bv_dep,keep,,,1. Date of Interview,NA,,,,36412,deindt,ext_bv_dep::deindt,chr,2/22/12 0:00,date?,NA,>10 unique values,869,repeated,0,NA
3,dedt,ext_bv_dep,keep,,,Date Entered,NA,,may actually be the date of first day of diarrhea for this episode,,36412,dedt,ext_bv_dep::dedt,chr,2/22/12 0:00,date?,NA,>10 unique values,985,repeated,0,duplicated variable
4,dewt,ext_bv_dep,keep,,,3.  Weight of the baby today in Kg,NA,,,,99.9,dewt,ext_bv_dep::dewt,dbl,7.74,NA,NA,2.25 to 20.9,772,repeated,0,NA
5,decons,ext_bv_dep,keep,,,4. Consistency of current stool,"1 = Normal
2 = Loose
3 = Liquid/Watery",,mother's assessment (I think),,9,decons,ext_bv_dep::decons,int,2,NA,NA,1 to 3,3,repeated,0,NA
6,dehyd,ext_bv_dep,discard,,,5.  Dehydration assessment (points for Ruuska score),"1 = None (0 points); 2 = Any one of the following symptoms (2 points): Skin tenting,Sunken eyes, Dry mucus membranes; 3 = More than one of the above symptoms (3 points)",,,,9,dehyd,ext_bv_dep::dehyd,int,1,NA,NA,1 to 3,3,repeated,0,duplicated variable
7,rehyd,ext_bv_dep,discard,,,Rehydration treatment prescribed during that episode,"1 = None (0 points); 2 = ORS (1 point); 3 =  I.V. fluid (2 points), NA=Not available",,,,NA=Not available,rehyd,ext_bv_dep::rehyd,int,2,NA,NA,1 to 3,3,repeated,0,duplicated variable
8,antb,ext_bv_dep,keep,,,7. Antibiotic treatment history for this episode,"1 = None; 
2 = Antibiotics taken pre-visit; 
3 = Antibiotics prescribed at visit",,,,9,antb,ext_bv_dep::antb,int,3,NA,NA,1 to 3,3,repeated,0,NA
9,antb1,ext_bv_dep,keep,,,7a.1 Antibiotics 1,01=Azithromycin; 02=Erythromycin; 03=Metronidazole; 04=Ciprofloxacin; 05=Nalidixic acid; 06=Pivmecillinam; 07=Cephradine; 08=Co-trimoxazole; 09=Amoxycillin; 10=Cefixime; 11=Ceftazidime; 12=Cefuroxime; 13=Ceftriaxone; 14=Flucloxacillin; 15=Other,,"collapse antb1, antb2, and antb3",,99,antb1,ext_bv_dep::antb1,int,4,NA,NA,1 to 99,8,repeated,0,NA
10,antb2,ext_bv_dep,keep,,,7a.2 Antibiotics 2,01=Azithromycin; 02=Erythromycin; 03=Metronidazole; 04=Ciprofloxacin; 05=Nalidixic acid; 06=Pivmecillinam; 07=Cephradine; 08=Co-trimoxazole; 09=Amoxycillin; 10=Cefixime; 11=Ceftazidime; 12=Cefuroxime; 13=Ceftriaxone; 14=Flucloxacillin; 15=Other,,"collapse antb1, antb2, and antb3",,99,antb2,ext_bv_dep::antb2,int,99,NA,NA,1 to 99,5,repeated,0,NA
11,antb3,ext_bv_dep,keep,,,7a.3 Antibiotics 3,01=Azithromycin; 02=Erythromycin; 03=Metronidazole; 04=Ciprofloxacin; 05=Nalidixic acid; 06=Pivmecillinam; 07=Cephradine; 08=Co-trimoxazole; 09=Amoxycillin; 10=Cefixime; 11=Ceftazidime; 12=Cefuroxime; 13=Ceftriaxone; 14=Flucloxacillin; 15=Other,,"collapse antb1, antb2, and antb3",,99,antb3,ext_bv_dep::antb3,int,99,NA,NA,99 to 99,1,once,0,NA
12,deptemp,ext_bv_dep,keep,,,Auxillary Temperature measured today <U+00A9>,NA,,,,99.9,deptemp,ext_bv_dep::deptemp,chr,NULL,NA,NA,>10 unique values,33,repeated,0,NA
1,pid,ext_bv_dir,keep,,,Child Identification,NA,,,,Only load where temperature is not 99.9,pid,ext_bv_dir::pid,chr,BP1005,NA,NA,>10 unique values,700,once,0,duplicated variable
2,dov,ext_bv_dir,keep,,,1. Date of assessment,NA,,,,,dov,ext_bv_dir::dov,chr,7/10/11 0:00,NA,NA,>10 unique values,1297,repeated,0,duplicated variable
3,bfh,ext_bv_dir,keep,,,Baby Feeding (BF) History *,"1=BM, 2=TM, 3=BM+TM, 4=BM + Other, 5=Non BM, 6=No milk, 99=not available/done",,,,99,bfh,ext_bv_dir::bfh,chr,1,NA,NA,"1, 2, 3, 4, 5, 6, 99, NULL",8,repeated,0,NA
4,vomt,ext_bv_dir,keep,,,"Vomiting
(times/day)",NA,,,,99,vomt,ext_bv_dir::vomt,chr,0,NA,NA,>10 unique values,18,repeated,0,NA
5,temp,ext_bv_dir,keep,,,Temperature recorded during that episode,NA,,,,Only load where temperature is not 99.9,temp,ext_bv_dir::temp,dbl,99.9,NA,NA,35 to 99.9,52,repeated,0,duplicated variable
6,diar,ext_bv_dir,keep,,,Diarrhea today?,1=Yes; 2=No; 99=not available/done,,,,99,diar,ext_bv_dir::diar,chr,2,NA,NA,"1, 2, 99, NULL",4,repeated,0,NA
7,drno,ext_bv_dir,keep,,,"No. of diarrheal stool in
last 24 hrs",NA,,,,99,drno,ext_bv_dir::drno,int,99,NA,NA,3 to 99,22,repeated,0,NA
8,mucs,ext_bv_dir,keep,,,Mucus in stool,1=Yes; 2=No; 99=not available/done,,,,99,mucs,ext_bv_dir::mucs,int,99,NA,NA,1 to 99,3,repeated,0,NA
9,stbld,ext_bv_dir,keep,,,Blood in stool,1=Yes; 2=No; 99=not available/done,,,,99,stbld,ext_bv_dir::stbld,int,99,NA,NA,1 to 99,3,repeated,0,NA
10,stspc,ext_bv_dir,keep,,,Stool collected for this episode,1=Yes; 2=No; 99=not available/done,,,,99,stspc,ext_bv_dir::stspc,int,99,NA,NA,1 to 99,3,repeated,0,NA
11,antbi,ext_bv_dir,keep,,,Child on antibiotics,1=Yes; 2=No; 99=not available/done,,,,99,antbi,ext_bv_dir::antbi,int,99,NA,NA,1 to 99,3,repeated,0,NA
12,ors,ext_bv_dir,keep,,,Home use of ORS,1=Yes; 2=No; 99=not available/done,,,,99,ors,ext_bv_dir::ors,int,99,NA,NA,1 to 99,3,repeated,0,NA
13,intcode,ext_bv_dir,discard,,,Interviewer's code - included for training purpose,NA,,,,NA,intcode,ext_bv_dir::intcode,chr,106,NA,NA,>10 unique values,19,repeated,0,duplicated variable
14,mth,ext_bv_dir,discard,,,Month,NA,,,,NA,mth,ext_bv_dir::mth,int,7,NA,NA,1 to 12,12,repeated,0,NA
15,year,ext_bv_dir,discard,,,Year,NA,,,,NA,Year,ext_bv_dir::year,int,2011,NA,NA,2011 to 2014,4,repeated,0,NA
1,pid,ext_bv_dsmicr,keep,,,Child Identification,NA,,,,NA,pid,ext_bv_dsmicr::pid,chr,BP1005,NA,NA,>10 unique values,601,once,0,duplicated variable
2,spectyp,ext_bv_dsmicr,discard,,,Specimen type,NA,,,,NA,spectyp,ext_bv_dsmicr::spectyp,int,12,NA,NA,12 to 12,1,once,0,NA
3,specnum,ext_bv_dsmicr,discard,,,Specimen number,,,,,NA,specnum,ext_bv_dsmicr::specnum,int,1,NA,NA,1 to 29,29,repeated,0,duplicated variable
4,specwk,ext_bv_dsmicr,discard,,,Visit week,NA,,,,NA,specwk,ext_bv_dsmicr::specwk,chr,NULL,NA,NA,NULL,1,once,0,NA
5,specwho,ext_bv_dsmicr,discard,,,mother or infant specimen?,"1=Mother, 2=Infant",,,,NA,specwho,ext_bv_dsmicr::specwho,int,2,NA,NA,2 to 2,1,once,0,NA
6,specdt,ext_bv_dsmicr,keep,,,Date of Specimen Collection dd/mm/yy,NA,,,,36412,specdt,ext_bv_dsmicr::specdt,chr,2/22/12 0:00,date?,NA,>10 unique values,837,repeated,0,duplicated variable
7,cons,ext_bv_dsmicr,keep,,Sample,3. Consistency,1=Normal; 2=Loose;3=Liquid;4=Watery,,child stool,,NA,cons,ext_bv_dsmicr::cons,int,2,NA,NA,2 to 4,3,repeated,0,NA
