ID,label,datasets,contain_unit
EUPATH_0048066,Hemoglobin (g/dL),gates_shine,Yes
EUPATH_0000047,Hemoglobin (g/dL),icemr_india_gujarat | icemr_indian_cx | icemr_amazoniaBrazil | icemr_southAsia | icemr_southernAfrica | gates_perch | icemr_india_feverSurv | icemr_prism2 | gates_shine | general/general_promote_mothers | icemr_prism | gates_llineup | gates_scoreSmCohort | icemr_westAfrica | general/general_crompton | icemr_indian,Yes
EUPATH_0023025,"Hemoglobin (g/dL), at hospital",icemr_southAsia,Yes
EUPATH_0011173,High alpha-1-acid glycoprotein (greater than 100mg/dL),gates_maled_phase3,Yes
EUPATH_0011174,High lead (greater than 10ug/dL),gates_maled_phase3,Yes
EUPATH_0010346,Hospitalization duraton (days),gates_gems1a | gates_gems | gates_vida,Yes
EUPATH_0010270,"Hospitalization or visit, other expenses (amount)",gates_gems1a | gates_gems,Yes
EUPATH_0011145,Household Food Insecurity Access Scale (HFIAS),gates_maled_phase3 | gates_washbBangladesh,Yes
EUPATH_0011151,Household Food Insecurity Access Scale (HFIAS) score,gates_maled_phase3 | gates_washbBangladesh,Yes
EUPATH_0044151,Household head age categorization (years),gates_llineup,Yes
EUPATH_0037006,Household hunger scale (HHS),gates_washbKenya,Yes
EUPATH_0032585,"Human bocavirus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032785,"Human bocavirus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0033048,"Human bocavirus (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032694,"Human metapneumonoviruses A/B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032787,"Human metapneumonoviruses A/B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032587,"Human metapneumovirus A/B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032589,"Human respiratory syncytial viruses A/B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032789,"Human respiratory syncytial viruses A/B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0033052,"Human respiratory syncytial viruses A/B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0036173,"Hydrogen (ppm), at 100 min",gates_provide,Yes
EUPATH_0036174,"Hydrogen (ppm), at 120 min",gates_provide,Yes
EUPATH_0036175,"Hydrogen (ppm), at 140 min",gates_provide,Yes
EUPATH_0036176,"Hydrogen (ppm), at 160 min",gates_provide,Yes
EUPATH_0036177,"Hydrogen (ppm), at 180 min",gates_provide,Yes
EUPATH_0036178,"Hydrogen (ppm), at 20 min",gates_provide,Yes
EUPATH_0036179,"Hydrogen (ppm), at 40 min",gates_provide,Yes
EUPATH_0036180,"Hydrogen (ppm), at 60 min",gates_provide,Yes
EUPATH_0036181,"Hydrogen (ppm), at 80 min",gates_provide,Yes
EUPATH_0036172,"Hydrogen (ppm), at baseline",gates_provide,Yes
EUPATH_0044003,Hydroxychloroquine concentration (ug/mL),general/general_hcq_non_randomized,Yes
EUPATH_0041016,ITN bednets used last year (count),general/general_crompton,Yes
EUPATH_0033195,Illness duration (days),gates_perch,Yes
EUPATH_0031230,Inactivated poliovirus vaccine (IPV),gates_vida | gates_provide | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031234,Inactivated poliovirus vaccine (IPV) 2,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031235,Inactivated poliovirus vaccine (IPV) 2 don't know health center code,gates_vida,Yes
EUPATH_0031236,Inactivated poliovirus vaccine (IPV) 2 health center code,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031237,Inactivated poliovirus vaccine (IPV) 2 health center name,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031337,Inactivated poliovirus vaccine (IPV) 2 vaccination date,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031238,Inactivated poliovirus vaccine (IPV) 3,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031239,Inactivated poliovirus vaccine (IPV) 3 don't know health center code,gates_vida,Yes
EUPATH_0031240,Inactivated poliovirus vaccine (IPV) 3 health center,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031241,Inactivated poliovirus vaccine (IPV) 3 health center code,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031338,Inactivated poliovirus vaccine (IPV) 3 vaccination date,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031231,Inactivated poliovirus vaccine (IPV) don't know health center code,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0011279,Inactivated poliovirus vaccine (IPV) doses prior to blood draw,gates_maled_phase3,Yes
EUPATH_0031232,Inactivated poliovirus vaccine (IPV) health center code,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031233,Inactivated poliovirus vaccine (IPV) health center name,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0031336,Inactivated poliovirus vaccine (IPV) vaccination date,gates_vida | gates_vida_hucs_gambia_mali,Yes
EUPATH_0048023,"Income all sources (CPI adjusted, USD)",gates_shine,Yes
EUPATH_0024171,Indoor residual spraying (IRS),icemr_southernAfrica,Yes
EUPATH_0042181,Infant 2 birth weight (kg),general/general_promote_mothers,Yes
EUPATH_0042182,Infant 3 birth weight (kg),general/general_promote_mothers,Yes
EUPATH_0042183,Infant 4 birth weight (kg),general/general_promote_mothers,Yes
EUPATH_0042184,Infant 5 birth weight (kg),general/general_promote_mothers,Yes
EUPATH_0042185,Infant 6 birth weight (kg),general/general_promote_mothers,Yes
EUPATH_0042186,Infant 7 birth weight (kg),general/general_promote_mothers,Yes
EUPATH_0042054,Infant birth weight (kg),general/general_promote_mothers,Yes
EUPATH_0032591,"Influenza A (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032791,"Influenza A (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032593,"Influenza B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032793,"Influenza B (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032595,"Influenza C (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032795,"Influenza C (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0036262,Interferon gamma (pg/mL),gates_provide,Yes
EUPATH_0036498,Interferon gamma (pg/mL),gates_provide,Yes
EUPATH_0036499,Interferon gamma (pg/mL),gates_provide,Yes
EUPATH_0036283,Interferon gamma-induced protein 10 (pg/mL),gates_provide,Yes
EUPATH_0036264,Interleukin 1 beta (pg/mL),gates_provide,Yes
EUPATH_0036508,Interleukin 1 beta (pg/mL),gates_provide,Yes
EUPATH_0036509,Interleukin 1 beta (pg/mL),gates_provide,Yes
EUPATH_0036280,Interleukin 1 receptor agonist (pg/mL),gates_provide,Yes
EUPATH_0036263,Interleukin 10 (pg/mL),gates_provide,Yes
EUPATH_0036500,Interleukin 10 (pg/mL),gates_provide,Yes
EUPATH_0036501,Interleukin 10 (pg/mL),gates_provide,Yes
EUPATH_0036276,"Interleukin 12, p70 (pg/mL)",gates_provide,Yes
EUPATH_0036502,"Interleukin 12, p70 (pg/mL)",gates_provide,Yes
EUPATH_0036503,"Interleukin 12, p70 (pg/mL)",gates_provide,Yes
EUPATH_0036277,Interleukin 13 (pg/mL),gates_provide,Yes
EUPATH_0036504,Interleukin 13 (pg/mL),gates_provide,Yes
EUPATH_0036505,Interleukin 13 (pg/mL),gates_provide,Yes
EUPATH_0036278,Interleukin 15 (pg/mL),gates_provide,Yes
EUPATH_0036279,Interleukin 17A (pg/mL),gates_provide,Yes
EUPATH_0036506,Interleukin 17A (pg/mL),gates_provide,Yes
EUPATH_0036507,Interleukin 17A (pg/mL),gates_provide,Yes
EUPATH_0036281,Interleukin 2 (pg/mL),gates_provide,Yes
EUPATH_0036532,Interleukin 2 (pg/mL),gates_provide,Yes
EUPATH_0036533,Interleukin 2 (pg/mL),gates_provide,Yes
EUPATH_0036265,Interleukin 4 (pg/mL),gates_provide,Yes
EUPATH_0036510,Interleukin 4 (pg/mL),gates_provide,Yes
EUPATH_0036511,Interleukin 4 (pg/mL),gates_provide,Yes
EUPATH_0036266,Interleukin 5 (pg/mL),gates_provide,Yes
EUPATH_0036512,Interleukin 5 (pg/mL),gates_provide,Yes
EUPATH_0036513,Interleukin 5 (pg/mL),gates_provide,Yes
EUPATH_0036267,Interleukin 6 (pg/mL),gates_provide,Yes
EUPATH_0036514,Interleukin 6 (pg/mL),gates_provide,Yes
EUPATH_0036515,Interleukin 6 (pg/mL),gates_provide,Yes
EUPATH_0036268,Interleukin 7 (pg/mL),gates_provide,Yes
EUPATH_0036516,Interleukin 7 (pg/mL),gates_provide,Yes
EUPATH_0036518,Interleukin 7 (pg/mL),gates_provide,Yes
EUPATH_0036269,Interleukin 8 (pg/mL),gates_provide,Yes
EUPATH_0036519,Interleukin 8 (pg/mL),gates_provide,Yes
EUPATH_0036520,Interleukin 8 (pg/mL),gates_provide,Yes
EUPATH_0036282,Interleukin 9 (pg/mL),gates_provide,Yes
EUPATH_0000687,Iodine (ug/L),gates_maled_phase3,Yes
EUPATH_0021176,Iron (ug/dL),icemr_india_gujarat,Yes
EUPATH_0000160,Jaundice duration (days),icemr_prism2 | icemr_prism,Yes
EUPATH_0000161,Joint pains duration (days),icemr_prism2 | icemr_prism,Yes
EUPATH_0035050,Khat (traditional wooden table) count,gates_washbBangladesh,Yes
EUPATH_0032529,"Klebsiella aerogenes (Enterobacter aerogenes), by culture result",gates_perch,Yes
EUPATH_0036109,L:M solution volume (mL),gates_provide,Yes
EUPATH_0011215,Lactulose dosage (mg),gates_maled_phase3 | gates_provide,Yes
EUPATH_0036401,Lactulose excreted (%),gates_provide,Yes
EUPATH_0036399,Lactulose excreted (mg),gates_provide,Yes
EUPATH_0036397,Lactulose excreted (mg/L),gates_provide,Yes
EUPATH_0024172,Last indoor residual spraying (IRS) date,icemr_southernAfrica,Yes
EUPATH_0025084,Last personal bednet treatment (months),icemr_malawi,Yes
OBI_0001620,Latitude (degrees),gates_scoreNig | gates_scoreMoz | gates_scoreCrosssect | gates_scoreSeasonal,Yes
EUPATH_0036243,Lauric acid (%),gates_provide,Yes
EUPATH_0000688,Lead (ug/dL),gates_maled_phase3,Yes
EUPATH_0032533,"Legionella (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032758,"Legionella (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0000348,Lifetime Plasmodium falciparum infections (count),icemr_amazoniaPeru_long,Yes
EUPATH_0000346,Lifetime Plasmodium vivax infections (count),icemr_amazoniaPeru_long,Yes
EUPATH_0022094,Lifetime malaria diagnoses (count),icemr_amazoniaBrazil,Yes
EUPATH_0036244,Lignoceric acid (%),gates_provide,Yes
EUPATH_0036245,Linoelaidic acid (%),gates_provide,Yes
EUPATH_0036246,Linoleic acid (%),gates_provide,Yes
EUPATH_0011287,"Log2 measles titer (IU/L), by ELISA result",gates_maled_phase3,Yes
EUPATH_0011288,"Log2 pertussis titer (IU/mL), by ELISA result",gates_maled_phase3,Yes
EUPATH_0011289,"Log2 polio IgG titer (U/mL), by ELISA result",gates_maled_phase3,Yes
EUPATH_0011294,"Log2 rotavirus IgA titer (U/mL), by ELISA result",gates_maled_phase3,Yes
EUPATH_0011293,"Log2 rotavirus IgG titer (U/mL), by ELISA result",gates_maled_phase3,Yes
EUPATH_0011295,"Log2 tetanus titer (IU/L), by ELISA result",gates_maled_phase3,Yes
OBI_0001621,Longitude (degrees),gates_scoreNig | gates_scoreMoz | gates_scoreCrosssect | gates_scoreSeasonal,Yes
EUPATH_0011178,Low adjusted ferritin (less than 12ng/mL),gates_maled_phase3,Yes
EUPATH_0011179,Low adjusted retinol (less than 20ug/dL),gates_maled_phase3,Yes
EUPATH_0011180,Low adjusted zinc (less than 9.9 umol/L),gates_maled_phase3,Yes
EUPATH_0042172,Low birth weight (<2500 gms),general/general_promote_mothers,Yes
EUPATH_0011872,Low ferritin (less than 12ng/mL),gates_maled_phase3,Yes
EUPATH_0011873,Low retinol (less than 20ug/dL),gates_maled_phase3,Yes
EUPATH_0011874,Low zinc (less than 9.9 umol/L),gates_maled_phase3,Yes
EUPATH_0041024,Lymphocytes (%),general/general_crompton,Yes
EUPATH_0041025,Lymphocytes (x10^3/uL),general/general_crompton,Yes
EUPATH_0010084,MUAC (cm),general/general_umsp | gates_gems1a | gates_gems | gates_vida | gates_perch | gates_ganc | general/general_crompton,Yes
EUPATH_0010085,"MUAC (cm), 2nd",gates_gems1a | gates_gems | gates_vida,Yes
EUPATH_0010086,"MUAC (cm), 3rd",gates_gems1a | gates_gems | gates_vida,Yes
EUPATH_0048050,MUAC (mm),gates_shine,Yes
EUPATH_0036056,Macrophage (count),gates_provide,Yes
EUPATH_0036285,Macrophage inflammatory protein 1 alpha (pg/mL),gates_provide,Yes
EUPATH_0036270,Macrophage inflammatory protein 1 beta (pg/mL),gates_provide,Yes
EUPATH_0036523,Macrophage inflammatory protein 1 beta (pg/mL),gates_provide,Yes
EUPATH_0036524,Macrophage inflammatory protein 1 beta (pg/mL),gates_provide,Yes
EUPATH_0036126,Magazines and newspapers in home (count),gates_provide,Yes
EUPATH_0000426,Malaria diagnoses in the past year (count),icemr_india_gujarat | icemr_indian_cx | icemr_india_feverSurv | icemr_india_behavior | icemr_indian,Yes
EUPATH_0011216,Mannitol dosage (mg),gates_maled_phase3 | gates_provide,Yes
EUPATH_0036403,Mannitol excreted (%),gates_provide,Yes
EUPATH_0036400,Mannitol excreted (mg),gates_provide,Yes
EUPATH_0036398,Mannitol excreted (mg/L),gates_provide,Yes
EUPATH_0025090,Marshes distance (m),icemr_malawi,Yes
EUPATH_0011605,Maternal education (years),gates_maled_phase3 | gates_washbBangladesh,Yes
EUPATH_0036463,Maximum diarrheal episode duration (days),gates_provide,Yes
EUPATH_0010087,Mean MUAC (cm),gates_gems1a | gates_gems,Yes
EUPATH_0036465,Mean diarrheal episode duration (days),gates_provide,Yes
EUPATH_0011871,Mean ferritin (ng/mL),gates_maled_phase3,Yes
EUPATH_0010078,Mean height (cm),gates_gems1a | gates_gems,Yes
EUPATH_0010893,Mean pathogen (ex NRV) count in 1st diarrheal stools,gates_maled_phase3,Yes
EUPATH_0010895,Mean pathogen (ex NRV) count in 1st monthly stools,gates_maled_phase3,Yes
EUPATH_0010896,Mean pathogen (ex NRV) count in stools,gates_maled_phase3,Yes
EUPATH_0010098,Mean respiratory rate (breaths/min),gates_gems1a | gates_gems,Yes
EUPATH_0010940,Mean virus (ex NRV) count in 1st diarrheal stools,gates_maled_phase3,Yes
EUPATH_0010941,Mean virus (ex NRV) count in 1st monthly stools,gates_maled_phase3,Yes
EUPATH_0010939,Mean virus (ex NRV) count in stools,gates_maled_phase3,Yes
EUPATH_0036389,"Measles IgG titer (IU/mL), by MIA result",gates_provide,Yes
EUPATH_0011522,"Measles titer (IU/L), by ELISA result",gates_maled_phase3,Yes
EUPATH_0010088,Median MUAC (cm),gates_gems1a | gates_gems | gates_vida,Yes
EUPATH_0036467,Median diarrheal episode duration (days),gates_provide,Yes
EUPATH_0035083,Median head circumference (cm),gates_washbKenya | gates_washbBangladesh,Yes
EUPATH_0010079,Median height (cm),gates_gems1a | gates_gems | gates_vida,Yes
EUPATH_0035110,Median mother's height (cm),gates_washbKenya | gates_washbBangladesh,Yes
EUPATH_0035077,Median stature (cm),gates_washbKenya | gates_washbBangladesh,Yes
EUPATH_0035080,Median weight (kg),gates_washbBangladesh,Yes
EUPATH_0036191,"Methane (ppm), at 100 min",gates_provide,Yes
EUPATH_0036183,"Methane (ppm), at 120 min",gates_provide,Yes
EUPATH_0036184,"Methane (ppm), at 140 min",gates_provide,Yes
EUPATH_0036185,"Methane (ppm), at 160 min",gates_provide,Yes
EUPATH_0036186,"Methane (ppm), at 180 min",gates_provide,Yes
EUPATH_0036187,"Methane (ppm), at 20 min",gates_provide,Yes
EUPATH_0036188,"Methane (ppm), at 40 min",gates_provide,Yes
EUPATH_0036189,"Methane (ppm), at 60 min",gates_provide,Yes
EUPATH_0036190,"Methane (ppm), at 80 min",gates_provide,Yes
EUPATH_0036182,"Methane (ppm), at baseline",gates_provide,Yes
EUPATH_0021082,Microvette sample (100 uL),icemr_indian_cx | icemr_india_feverSurv | icemr_indian,Yes
EUPATH_0036308,Milk fat globule-EGF factor 8 (ng/mL),gates_provide,Yes
EUPATH_0036469,Minimum diarrheal episode duration (days),gates_provide,Yes
EUPATH_0036284,Monocyte chemoattractant protein 1 (pg/mL),gates_provide,Yes
EUPATH_0036521,Monocyte chemoattractant protein 1 (pg/mL),gates_provide,Yes
EUPATH_0036522,Monocyte chemoattractant protein 1 (pg/mL),gates_provide,Yes
EUPATH_0041026,Monocytes (%),general/general_crompton,Yes
EUPATH_0041027,Monocytes (x10^3/uL),general/general_crompton,Yes
EUPATH_0032536,"Moraxella catarrhalis (Branhamella catarrhalis) (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032668,"Moraxella catarrhalis (Branhamella catarrhalis) (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032760,"Moraxella catarrhalis (Branhamella catarrhalis) (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0033024,"Moraxella catarrhalis (Branhamella catarrhalis) (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032537,"Moraxella catarrhalis (Branhamella catarrhalis) Ct value, by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032669,"Moraxella catarrhalis (Branhamella catarrhalis) Ct value, by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032761,"Moraxella catarrhalis (Branhamella catarrhalis) Ct value, by multiplexed qPCR result",gates_perch,Yes
EUPATH_0033025,"Moraxella catarrhalis (Branhamella catarrhalis) Ct value, by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032538,"Moraxella catarrhalis (Branhamella catarrhalis), by culture result",gates_perch,Yes
EUPATH_0020120,Mosquitoes dissected (count),icemr_prism2,Yes
EUPATH_0020260,Mosquitos tested for sporozoites (count),icemr_prism2,Yes
EUPATH_0020242,Mosquitos with oocysts (count),icemr_prism2,Yes
EUPATH_0020243,Mosquitos with oocysts (proportion),icemr_prism2,Yes
EUPATH_0020261,Mosquitos with sporozoites (count),icemr_prism2,Yes
EUPATH_0022034,Most recent trip length (days),icemr_malawi | icemr_amazoniaPeru_long,Yes
EUPATH_0035109,Mother's age (years),gates_washbKenya | gates_shine | gates_provide | gates_washbBangladesh,Yes
EUPATH_0036218,Mother's living children (count),gates_provide,Yes
EUPATH_0036082,Mother's marriages (count),gates_provide,Yes
EUPATH_0000162,Muscle aches duration (days),icemr_prism2 | icemr_prism,Yes
EUPATH_0042094,Musculoskeletal symptom duration (days),general/general_promote_mothers,Yes
EUPATH_0032541,"Mycoplasma pneumoniae (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0032762,"Mycoplasma pneumoniae (copies/mL), by multiplexed qPCR result",gates_perch,Yes
EUPATH_0011365,"Myeloperoxidase (natural log, ng/mL)",gates_maled_phase3,Yes
EUPATH_0011277,Myeloperoxidase (ng/mL),gates_maled_phase3 | gates_provide,Yes
EUPATH_0036247,Myristic acid (%),gates_provide,Yes
EUPATH_0045010,National Administrative Code Service (NACS) code,general/general_nhs,Yes
EUPATH_0042095,Nausea duration (days),general/general_promote_mothers,Yes
EUPATH_0011366,"Neopterin (natural log, nmol/L)",gates_maled_phase3,Yes
EUPATH_0011278,Neopterin (nmol/L),gates_maled_phase3 | gates_provide,Yes
EUPATH_0036248,Nervonic acid (%),gates_provide,Yes
EUPATH_0042096,Neurological symptom duration (days),general/general_promote_mothers,Yes
EUPATH_0033220,Neutrophils (%),gates_perch | general/general_crompton,Yes
EUPATH_0041028,Neutrophils (x10^3/uL),general/general_promote_mothers | general/general_crompton,Yes
EUPATH_0024188,Nights slept elsewhere (count),icemr_southernAfrica,Yes
