entity,Num_datasets,labels,PARENT,direct_parent,category,termType
http://purl.obolibrary.org/obo/EUPATH_0010998,2,"Campylobacter, by bacteriology",Laboratory test,Campylobacter in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010564,2,Cary Blair media used,Laboratory test,Stool sample collection process | Stool bacteria testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021132,2,Chikungunya in blood,Laboratory test,Virus in blood,sample,category | multifilter category
http://purl.obolibrary.org/obo/EUPATH_0023011,2,Creatinine (mg/dL),Laboratory test,Blood test,sample | observation,variable
http://purl.obolibrary.org/obo/EUPATH_0021133,2,Dengue in blood,Laboratory test,Virus in blood,sample,category | multifilter category
http://purl.obolibrary.org/obo/EUPATH_0015284,2,"EAEC aaiC-pos aatA-neg, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015283,2,"EAEC aatA-pos aaiC-neg, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010595,2,"EAEC aatA-pos and aaiC-pos, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015298,2,"EHEC eae-pos and stx-pos, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015408,2,EPEC bfpA PCR monoplex performed,Laboratory test,Stool bacteria testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015409,2,"EPEC bfpA, by PCR monoplex result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015285,2,"EPEC bfpA-pos eae-neg, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010667,2,"EPEC bfpA-pos, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015425,2,"EPEC eae, by PCR duplex result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015286,2,"EPEC eae-pos bfpA-neg, by PCR",Laboratory test,Escherichia in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011858,2,"ETEC CFA1 Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011859,2,"ETEC CS1 Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011860,2,"ETEC CS2 Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011861,2,"ETEC CS3 Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011862,2,"ETEC CS5 Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011863,2,"ETEC CS6 Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015393,2,"ETEC LT-pos ST-neg Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015453,2,"ETEC ST-pos, by PCR duplex result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011973,2,Endolimax in stool,Laboratory test,Eukaryota in stool,sample,category | multifilter category
http://purl.obolibrary.org/obo/EUPATH_0023017,2,Fasting blood sugar (mg/dL),Laboratory test,Blood test,sample | observation,variable
http://purl.obolibrary.org/obo/EUPATH_0027005,2,Hemoglobin measurement performed,Laboratory test,Blood tests performed,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0010734,2,"Hookworm, by microscopy",Laboratory test,Ancylostomatoidea in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011977,2,Hymenolepis in stool,Laboratory test,Eukaryota in stool,sample,category | multifilter category
http://purl.obolibrary.org/obo/EUPATH_0010730,2,"Hymenolepis nana, by microscopy",Laboratory test,Hymenolepis in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0010738,2,"Iodamoeba butschlii, by microscopy",Laboratory test,Iodamoeba in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0011978,2,Iodamoeba in stool,Laboratory test,Eukaryota in stool,sample,category | multifilter category
http://purl.obolibrary.org/obo/EUPATH_0011215,2,Lactulose dosage (mg),Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011290,2,"Log2 polio serotype 1 titer, by microneutralization result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011291,2,"Log2 polio serotype 2 titer, by microneutralization result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011292,2,"Log2 polio serotype 3 titer, by microneutralization result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011216,2,Mannitol dosage (mg),Laboratory test,Urine test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0025095,2,Microscopy analysis date,Laboratory test,Blood eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011865,2,"Mycobacterium tuberculosis Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011277,2,Myeloperoxidase (ng/mL),Laboratory test,Stool intestinal inflammation test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032025,2,Nasopharyngeal/oropharyngeal swabs microbiology test,Laboratory test,Laboratory test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0021059,2,Negative,Laboratory test,"Plasmodium species, by OptiMAL RDT",sample,value
http://purl.obolibrary.org/obo/EUPATH_0011278,2,Neopterin (nmol/L),Laboratory test,Stool intestinal inflammation test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033220,2,Neutrophils (%),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021060,2,OptiMAL RDT performed,Laboratory test,Blood eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033227,2,"Organism, by culture",Laboratory test,Blood microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021058,2,Pan Plasmodium,Laboratory test,"Plasmodium species, by OptiMAL RDT",sample,value
http://purl.obolibrary.org/obo/EUPATH_0015468,2,Pathogen count,Laboratory test,Test result summary for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0000092,2,"Plasmodium asexual stages (per uL blood), by microscopy",Laboratory test,Plasmodium in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0000048,2,"Plasmodium asexual stages, by microscopy",Laboratory test,Plasmodium in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0021057,2,Plasmodium falciparum,Laboratory test,"Plasmodium species, by OptiMAL RDT",sample,value
http://purl.obolibrary.org/obo/EUPATH_0023018,2,"Plasmodium gametocytes (per uL blood), by microscopy",Laboratory test,Plasmodium in blood,sample | observation,variable
http://purl.obolibrary.org/obo/EUPATH_0000207,2,"Plasmodium gametocytes, by microscopy",Laboratory test,Plasmodium in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0020167,2,Plasmodium ovale,Laboratory test,"Plasmodium species, by microscopy",sample,value
http://purl.obolibrary.org/obo/EUPATH_0000438,2,"Plasmodium species, by OptiMAL RDT",Laboratory test,Plasmodium in blood,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0023033,2,"Plasmodium species, by thin smear microscopy",Laboratory test,Plasmodium in blood,sample | observation,variable
http://purl.obolibrary.org/obo/EUPATH_0040010,2,Plasmodium test type,Laboratory test,Blood eukaryote testing,sample,category | variable
http://purl.obolibrary.org/obo/EUPATH_0027009,2,"Plasmodium, by microscopy",Laboratory test,Plasmodium in blood,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033244,2,"Plasmodium, by multiple methods",Laboratory test,Plasmodium in blood,sample,value | variable
http://purl.obolibrary.org/obo/EUPATH_0024314,2,"Plasmodium, by thick smear microscopy",Laboratory test,Plasmodium in blood,sample,variable
http://www.ebi.ac.uk/efo/EFO_0004309,2,Platelet count (x10^3/uL),Laboratory test,Blood test,sample | observation,variable
http://purl.obolibrary.org/obo/EUPATH_0011868,2,"Plesiomonas Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011478,2,"Polio serotype 1 antibodies, by microneutralization",Laboratory test,Antibodies,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011398,2,"Polio serotype 2 antibodies, by microneutralization",Laboratory test,Antibodies,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011479,2,"Polio serotype 3 antibodies, by microneutralization",Laboratory test,Antibodies,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0027004,2,RDT performed,Laboratory test,Blood eukaryote testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011472,2,Raw antibody titer test result,Laboratory test,Blood antibody test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0021001,2,Raw bacteria data for blood,Laboratory test,Raw test result for blood,sample,category
http://purl.obolibrary.org/obo/EUPATH_0021143,2,Raw test result for blood,Laboratory test,Blood microbiology test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032030,2,Raw test result for nasopharyngeal/oropharyngeal swabs,Laboratory test,Nasopharyngeal/oropharyngeal swabs microbiology test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0032129,2,Raw virus data for nasopharyngeal/oropharyngeal swabs,Laboratory test,Raw test result for nasopharyngeal/oropharyngeal swabs,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010581,2,Rotavirus ELISA performed,Laboratory test,Stool virus testing,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0011516,2,"Rotavirus IgA titer (U/mL), by ELISA result",Laboratory test,Raw antibody titer test result,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015367,2,"Rotavirus genotype G10 Ct value, by TAC result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015375,2,"Rotavirus genotype P10 Ct value, by TAC result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015376,2,"Rotavirus genotype P11 Ct value, by TAC result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015380,2,"Rotavirus genotype P9 Ct value, by TAC result",Laboratory test,Raw virus data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0030025,2,Schistosoma in stool,Laboratory test,Eukaryota in stool,sample,category
http://purl.obolibrary.org/obo/EUPATH_0015304,2,"Shigella flexneri non-typeable, by bacteriology result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015326,2,"Shigella flexneri serotype 5A, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015302,2,"Shigella flexneri serotype 5B, by bacteriology",Laboratory test,Shigella in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015716,2,Stool eukaryote testing,Laboratory test,Stool microbiology test procedures,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011748,2,Stool intestinal inflammation test,Laboratory test,Laboratory test,sample,category
http://purl.obolibrary.org/obo/EUPATH_0011785,2,Stool virus testing,Laboratory test,Stool microbiology test procedures,sample,category
http://purl.obolibrary.org/obo/EUPATH_0010809,2,"Strongyloides stercoralis, by microscopy",Laboratory test,Strongyloides in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015458,2,Test date,Laboratory test,Stool microbiology test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0023054,2,Total bilirubin (mg/dL),Laboratory test,Blood test,sample | observation,variable
http://purl.obolibrary.org/obo/EUPATH_0015396,2,"Typical EPEC Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015464,2,"Vibrio cholerae Inaba or Ogawa, by bacteriology result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0015290,2,"Vibrio cholerae O1, by bacteriology",Laboratory test,Vibrio in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015293,2,"Vibrio cholerae O139, by bacteriology",Laboratory test,Vibrio in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0015309,2,"Vibrio cholerae non-O1/O139, by bacteriology",Laboratory test,Vibrio in stool,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032028,2,Virus in nasopharyngeal/oropharyngeal swabs,Laboratory test,Nasopharyngeal/oropharyngeal swabs microbiology test,sample,multifilter
http://purl.obolibrary.org/obo/EUPATH_0036358,1,"16S ribosomal Ct value, by TAC result",Laboratory test,Raw bacteria data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0031201,1,"18S control Ct value, by TAC result",Laboratory test,Raw eukaryota data for stool,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032258,1,"Acinetobacter baumannii, by bacteriology",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032259,1,"Acinetobacter baumannii, by culture",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032485,1,"Acinetobacter baumannii, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032260,1,"Acinetobacter calcoaceticus, by bacteriology",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032261,1,"Acinetobacter calcoaceticus, by culture",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032486,1,"Acinetobacter calcoaceticus, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0033294,1,Acinetobacter in blood,Laboratory test,Bacteria in blood,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032131,1,Acinetobacter in induced sputum,Laboratory test,Bacteria in induced sputum,sample,multifilter category
http://purl.obolibrary.org/obo/EUPATH_0032262,1,"Acinetobacter lwoffii, by bacteriology",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032263,1,"Acinetobacter lwoffii, by culture",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032264,1,"Acinetobacter, by bacteriology",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032201,1,"Acinetobacter, by culture",Laboratory test,Acinetobacter in blood,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032265,1,"Acinetobacter, by culture",Laboratory test,Acinetobacter in induced sputum,sample,value
http://purl.obolibrary.org/obo/EUPATH_0032487,1,"Acinetobacter, by culture result",Laboratory test,Raw bacteria data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0036228,1,Activin A (pg/mL),Laboratory test,Blood test,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032573,1,"Adenovirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032680,1,"Adenovirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032773,1,"Adenovirus (copies/mL), by multiplexed qPCR result",Laboratory test,Raw virus data for nasopharyngeal/oropharyngeal swabs,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032574,1,"Adenovirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for induced sputum,sample,variable
http://purl.obolibrary.org/obo/EUPATH_0032681,1,"Adenovirus Ct value, by multiplexed qPCR result",Laboratory test,Raw virus data for lung aspirate,sample,variable
