variable	variable2	values	mappedTerm	X
126plate093::cpttube	126plate093::cpttube	1	Yes	
126plate093::cpttube	126plate093::cpttube	ND	Not done	
126plate314::cpttube	126plate314::cpttube	0	:::UNDEF:::	
126plate314::cpttube	126plate314::cpttube	1	Yes	
126plate314::cpttube	126plate314::cpttube	2	No	
126plate414::cpttube	126plate414::cpttube	0	:::UNDEF:::	
126plate414::cpttube	126plate414::cpttube	1	Yes	
126plate414::cpttube	126plate414::cpttube	2	No	
126plate414::cpttube	126plate414::cpttube	ND	Not done	
126plate034::cpttubesize	126plate034::cpttubesize	0	:::UNDEF:::	
126plate034::cpttubesize	126plate034::cpttubesize	1	4 mL	
126plate034::cpttubesize	126plate034::cpttubesize	2	8 mL	
126plate038::cpttubesize	126plate038::cpttubesize	 	:::UNDEF:::	
126plate038::cpttubesize	126plate038::cpttubesize	0	:::UNDEF:::	
126plate038::cpttubesize	126plate038::cpttubesize	1	4 mL	
126plate038::cpttubesize	126plate038::cpttubesize	2	8 mL	
126plate038::cpttubesize	126plate038::cpttubesize	ND	Not done	
126plate093::cpttubesize	126plate093::cpttubesize	0	:::UNDEF:::	
126plate093::cpttubesize	126plate093::cpttubesize	1	4 mL	
126plate093::cpttubesize	126plate093::cpttubesize	2	8 mL	
126plate314::cpttubesize	126plate314::cpttubesize	0	:::UNDEF:::	
126plate314::cpttubesize	126plate314::cpttubesize	1	4 mL	
126plate314::cpttubesize	126plate314::cpttubesize	2	8 mL	
126plate414::cpttubesize	126plate414::cpttubesize	0	:::UNDEF:::	
126plate414::cpttubesize	126plate414::cpttubesize	1	4 mL	
126plate414::cpttubesize	126plate414::cpttubesize	2	8 mL	
126plate414::cpttubesize	126plate414::cpttubesize	ND	Not done	
226plate023::cpttubesize	226plate023::cpttubesize	0	:::UNDEF:::	
226plate023::cpttubesize	226plate023::cpttubesize	1	4 mL	
226plate023::cpttubesize	226plate023::cpttubesize	2	8 mL	
126plate003::diastolicbp	126plate003::diastolicbp	ND	:::UNDEF:::	
126plate023::diastolicbp	126plate023::diastolicbp	ND	:::UNDEF:::	
126plate033::diastolicbp	126plate033::diastolicbp	ND	:::UNDEF:::	
126plate037::diastolicbp	126plate037::diastolicbp	ND	:::UNDEF:::	
126plate053::diastolicbp	126plate053::diastolicbp	*	:::UNDEF:::	
126plate053::diastolicbp	126plate053::diastolicbp	ND	:::UNDEF:::	
126plate092::diastolicbp	126plate092::diastolicbp	ND	:::UNDEF:::	
126plate303::diastolicbp	126plate303::diastolicbp	ND	:::UNDEF:::	
126plate313::diastolicbp	126plate313::diastolicbp	*	:::UNDEF:::	
126plate313::diastolicbp	126plate313::diastolicbp	ND	:::UNDEF:::	
126plate402::diastolicbp	126plate402::diastolicbp	ND	:::UNDEF:::	
126plate413::diastolicbp	126plate413::diastolicbp	ND	:::UNDEF:::	
126plate413::diastolicbp	126plate413::diastolicbp	R	:::UNDEF:::	
226plate102::diastolicbp	226plate102::diastolicbp	.ND	:::UNDEF:::	
226plate152::diastolicbp	226plate152::diastolicbp	.ND	:::UNDEF:::	
126plate002::endmetab	126plate002::endmetab	2	No	
126plate022::endmetab	126plate022::endmetab	0	:::UNDEF:::	
126plate022::endmetab	126plate022::endmetab	2	No	
126plate032::endmetab	126plate032::endmetab	0	:::UNDEF:::	
126plate032::endmetab	126plate032::endmetab	2	No	
126plate036::endmetab	126plate036::endmetab	0	:::UNDEF:::	
126plate036::endmetab	126plate036::endmetab	2	No	
126plate052::endmetab	126plate052::endmetab	2	No	
126plate091::endmetab	126plate091::endmetab	2	No	
126plate302::endmetab	126plate302::endmetab	0	:::UNDEF:::	
126plate302::endmetab	126plate302::endmetab	1	Yes	
126plate302::endmetab	126plate302::endmetab	2	No	
126plate312::endmetab	126plate312::endmetab	0	:::UNDEF:::	
126plate312::endmetab	126plate312::endmetab	2	No	
126plate401::endmetab	126plate401::endmetab	0	:::UNDEF:::	
126plate401::endmetab	126plate401::endmetab	2	No	
126plate412::endmetab	126plate412::endmetab	0	:::UNDEF:::	
126plate412::endmetab	126plate412::endmetab	2	No	
226plate003::endmetab	226plate003::endmetab	2	No	
226plate011::endmetab	226plate011::endmetab	1	Yes	
226plate011::endmetab	226plate011::endmetab	2	No	
226plate021::endmetab	226plate021::endmetab	0	:::UNDEF:::	
226plate021::endmetab	226plate021::endmetab	2	No	
226plate031::endmetab	226plate031::endmetab	2	No	
226plate041::endmetab	226plate041::endmetab	0	:::UNDEF:::	
226plate041::endmetab	226plate041::endmetab	2	No	
226plate051::endmetab	226plate051::endmetab	2	No	
226plate081::endmetab	226plate081::endmetab	0	:::UNDEF:::	
226plate081::endmetab	226plate081::endmetab	2	No	
226plate101::endmetab	226plate101::endmetab	0	:::UNDEF:::	
226plate101::endmetab	226plate101::endmetab	1	Yes	
226plate101::endmetab	226plate101::endmetab	2	No	
226plate111::endmetab	226plate111::endmetab	0	:::UNDEF:::	
226plate111::endmetab	226plate111::endmetab	2	No	
226plate151::endmetab	226plate151::endmetab	0	:::UNDEF:::	
226plate151::endmetab	226plate151::endmetab	2	No	
226plate200::endmetab	226plate200::endmetab	2	No	
226plate210::endmetab	226plate210::endmetab	0	:::UNDEF:::	
226plate210::endmetab	226plate210::endmetab	2	No	
226plate220::endmetab	226plate220::endmetab	0	:::UNDEF:::	
226plate220::endmetab	226plate220::endmetab	2	No	
126plate302::endmetab_st_dt	126plate302::endmetab_st_dt	 	:::UNDEF:::	
126plate302::endmetabcmnt	DOID_28	 	:::UNDEF:::	
126plate022::endmetabongoing	126plate022::endmetabongoing	0	No	
126plate032::endmetabongoing	126plate032::endmetabongoing	0	No	
126plate036::endmetabongoing	126plate036::endmetabongoing	0	No	
126plate052::endmetabongoing	126plate052::endmetabongoing	0	No	
126plate091::endmetabongoing	126plate091::endmetabongoing	0	No	
126plate302::endmetabongoing	126plate302::endmetabongoing	0	No	
126plate302::endmetabongoing	126plate302::endmetabongoing	1	Yes	
126plate312::endmetabongoing	126plate312::endmetabongoing	0	No	
126plate401::endmetabongoing	126plate401::endmetabongoing	0	No	
126plate412::endmetabongoing	126plate412::endmetabongoing	0	No	
226plate054::eosino	226plate054::eosino	.ND	:::UNDEF:::	
226plate084::eosino	226plate084::eosino	.ND	:::UNDEF:::	
226plate084::eosino	226plate084::eosino	.R	:::UNDEF:::	
226plate113::eosino	226plate113::eosino	.F	:::UNDEF:::	
226plate113::eosino	226plate113::eosino	.NA	:::UNDEF:::	
226plate113::eosino	226plate113::eosino	.ND	:::UNDEF:::	
226plate113::eosino	226plate113::eosino	.R	:::UNDEF:::	
226plate113::eosino	226plate113::eosino	.U	:::UNDEF:::	
226plate114::eosino	226plate114::eosino	.F	:::UNDEF:::	
226plate114::eosino	226plate114::eosino	.NA	:::UNDEF:::	
226plate114::eosino	226plate114::eosino	.ND	:::UNDEF:::	
226plate153::eosino	226plate153::eosino	.F	:::UNDEF:::	
226plate153::eosino	226plate153::eosino	.ND	:::UNDEF:::	
226plate212::eosino	226plate212::eosino	.F	:::UNDEF:::	
226plate212::eosino	226plate212::eosino	.ND	:::UNDEF:::	
226plate054::eosinop	226plate054::eosinop	.ND	:::UNDEF:::	
226plate084::eosinop	226plate084::eosinop	.ND	:::UNDEF:::	
226plate084::eosinop	226plate084::eosinop	.R	:::UNDEF:::	
226plate113::eosinop	226plate113::eosinop	.F	:::UNDEF:::	
226plate113::eosinop	226plate113::eosinop	.ND	:::UNDEF:::	
226plate113::eosinop	226plate113::eosinop	.R	:::UNDEF:::	
226plate114::eosinop	226plate114::eosinop	.F	:::UNDEF:::	
226plate114::eosinop	226plate114::eosinop	.NA	:::UNDEF:::	
226plate114::eosinop	226plate114::eosinop	.ND	:::UNDEF:::	
226plate153::eosinop	226plate153::eosinop	.F	:::UNDEF:::	
226plate153::eosinop	226plate153::eosinop	.ND	:::UNDEF:::	
226plate212::eosinop	226plate212::eosinop	.F	:::UNDEF:::	
226plate212::eosinop	226plate212::eosinop	.ND	:::UNDEF:::	
126plate001::Ethnicity	126plate001::ethnicity	1	Bambara	
126plate001::Ethnicity	126plate001::ethnicity	2	Sarakole	
126plate001::Ethnicity	126plate001::ethnicity	3	Fulani	
126plate001::Ethnicity	126plate001::ethnicity	4	Malinke	
126plate001::Ethnicity	126plate001::ethnicity	5	:::UNDEF:::	
226plate001::Ethnicity	226plate001::ethnicity	1	Bambara	
226plate001::Ethnicity	226plate001::ethnicity	2	Sarakole	
226plate001::Ethnicity	226plate001::ethnicity	3	Fulani	
226plate001::Ethnicity	226plate001::ethnicity	4	Malinke	
226plate001::Ethnicity	226plate001::ethnicity	5	:::UNDEF:::	
126plate024::fever_signsmal	126plate024::fever_signsmal	1	Yes	
126plate024::fever_signsmal	126plate024::fever_signsmal	2	No	
126plate054::fever_signsmal	126plate054::fever_signsmal	1	Yes	
126plate054::fever_signsmal	126plate054::fever_signsmal	2	No	
226plate023::fever_signsmal	226plate023::fever_signsmal	0	:::UNDEF:::	
226plate023::fever_signsmal	226plate023::fever_signsmal	2	No	
226plate033::fever_signsmal	226plate033::fever_signsmal	1	Yes	
226plate033::fever_signsmal	226plate033::fever_signsmal	2	No	
226plate055::fever_signsmal	226plate055::fever_signsmal	1	Yes	
226plate055::fever_signsmal	226plate055::fever_signsmal	2	No	
226plate103::fever_signsmal	226plate103::fever_signsmal	0	:::UNDEF:::	
226plate103::fever_signsmal	226plate103::fever_signsmal	1	Yes	
226plate103::fever_signsmal	226plate103::fever_signsmal	2	No	
226plate113::fever_signsmal	226plate113::fever_signsmal	0	:::UNDEF:::	
226plate113::fever_signsmal	226plate113::fever_signsmal	1	Yes	
226plate113::fever_signsmal	226plate113::fever_signsmal	2	No	
226plate114::fever_signsmal	226plate114::fever_signsmal	0	:::UNDEF:::	
226plate114::fever_signsmal	226plate114::fever_signsmal	1	Yes	
226plate114::fever_signsmal	226plate114::fever_signsmal	2	No	
226plate119::fever_signsmal	226plate119::fever_signsmal	0	:::UNDEF:::	
226plate119::fever_signsmal	226plate119::fever_signsmal	1	Yes	
226plate119::fever_signsmal	226plate119::fever_signsmal	2	No	
226plate153::fever_signsmal	226plate153::fever_signsmal	0	:::UNDEF:::	
226plate153::fever_signsmal	226plate153::fever_signsmal	2	No	
226plate202::fever_signsmal	226plate202::fever_signsmal	1	Yes	
226plate202::fever_signsmal	226plate202::fever_signsmal	2	No	
226plate212::fever_signsmal	226plate212::fever_signsmal	1	Yes	
226plate212::fever_signsmal	226plate212::fever_signsmal	2	No	
226plate222::fever_signsmal	226plate222::fever_signsmal	1	Yes	
126plate004::fingerstick	126plate004::fingerstick	1	Yes	
226plate023::finishcourse	226plate023::finishcourse	0	:::UNDEF:::	
226plate023::finishcourse	226plate023::finishcourse	1	Yes	
226plate153::finishcourse	226plate153::finishcourse	0	:::UNDEF:::	
226plate153::finishcourse	226plate153::finishcourse	1	Yes	
126plate304::firstmalepisode	126plate304::firstmalepisode	0	:::UNDEF:::	
126plate304::firstmalepisode	126plate304::firstmalepisode	1	Yes	
126plate304::firstmalepisode	126plate304::firstmalepisode	2	No	
126plate314::firstmalepisode	126plate314::firstmalepisode	0	:::UNDEF:::	
126plate314::firstmalepisode	126plate314::firstmalepisode	1	Yes	
126plate314::firstmalepisode	126plate314::firstmalepisode	2	No	
126plate403::firstmalepisode	126plate403::firstmalepisode	0	:::UNDEF:::	
126plate403::firstmalepisode	126plate403::firstmalepisode	1	Yes	
126plate403::firstmalepisode	126plate403::firstmalepisode	2	No	
126plate414::firstmalepisode	126plate414::firstmalepisode	0	:::UNDEF:::	
126plate414::firstmalepisode	126plate414::firstmalepisode	1	Yes	
126plate414::firstmalepisode	126plate414::firstmalepisode	2	No	
226plate055::firstmalepisode	226plate055::firstmalepisode	1	Yes	
226plate055::firstmalepisode	226plate055::firstmalepisode	2	No	
226plate103::firstmalepisode	226plate103::firstmalepisode	0	:::UNDEF:::	
226plate103::firstmalepisode	226plate103::firstmalepisode	1	Yes	
226plate103::firstmalepisode	226plate103::firstmalepisode	2	No	
226plate113::firstmalepisode	226plate113::firstmalepisode	0	:::UNDEF:::	
226plate113::firstmalepisode	226plate113::firstmalepisode	1	Yes	
226plate113::firstmalepisode	226plate113::firstmalepisode	2	No	
226plate114::firstmalepisode	226plate114::firstmalepisode	0	:::UNDEF:::	
226plate114::firstmalepisode	226plate114::firstmalepisode	1	Yes	
226plate114::firstmalepisode	226plate114::firstmalepisode	2	No	
226plate119::firstmalepisode	226plate119::firstmalepisode	0	:::UNDEF:::	
226plate119::firstmalepisode	226plate119::firstmalepisode	1	Yes	
226plate119::firstmalepisode	226plate119::firstmalepisode	2	No	
226plate202::firstmalepisode	226plate202::firstmalepisode	1	Yes	
226plate202::firstmalepisode	226plate202::firstmalepisode	2	No	
226plate212::firstmalepisode	226plate212::firstmalepisode	1	Yes	
226plate212::firstmalepisode	226plate212::firstmalepisode	2	No	
226plate222::firstmalepisode	226plate222::firstmalepisode	1	Yes	
226plate222::firstmalepisode	226plate222::firstmalepisode	2	No	
126plate002::gastrohep	126plate002::gastrohep	1	Yes	
126plate002::gastrohep	126plate002::gastrohep	2	No	
126plate021::gastrohep	126plate021::gastrohep	1	Yes	
126plate021::gastrohep	126plate021::gastrohep	2	No	
126plate031::gastrohep	126plate031::gastrohep	0	:::UNDEF:::	
126plate031::gastrohep	126plate031::gastrohep	1	Yes	
126plate031::gastrohep	126plate031::gastrohep	2	No	
126plate035::gastrohep	126plate035::gastrohep	0	:::UNDEF:::	
126plate035::gastrohep	126plate035::gastrohep	1	Yes	
126plate035::gastrohep	126plate035::gastrohep	2	No	
126plate051::gastrohep	126plate051::gastrohep	1	Yes	
126plate051::gastrohep	126plate051::gastrohep	2	No	
126plate090::gastrohep	126plate090::gastrohep	1	Yes	
126plate090::gastrohep	126plate090::gastrohep	2	No	
126plate301::gastrohep	126plate301::gastrohep	0	:::UNDEF:::	
126plate301::gastrohep	126plate301::gastrohep	1	Yes	
126plate301::gastrohep	126plate301::gastrohep	2	No	
126plate311::gastrohep	126plate311::gastrohep	0	:::UNDEF:::	
126plate311::gastrohep	126plate311::gastrohep	1	Yes	
126plate311::gastrohep	126plate311::gastrohep	2	No	
126plate400::gastrohep	126plate400::gastrohep	1	Yes	
126plate400::gastrohep	126plate400::gastrohep	2	No	
126plate411::gastrohep	126plate411::gastrohep	0	:::UNDEF:::	
126plate411::gastrohep	126plate411::gastrohep	1	Yes	
126plate411::gastrohep	126plate411::gastrohep	2	No	
226plate003::gastrohep	226plate003::gastrohep	1	Yes	
226plate003::gastrohep	226plate003::gastrohep	2	No	
226plate010::gastrohep	226plate010::gastrohep	1	Yes	
226plate010::gastrohep	226plate010::gastrohep	2	No	
226plate020::gastrohep	226plate020::gastrohep	0	:::UNDEF:::	
226plate020::gastrohep	226plate020::gastrohep	1	Yes	
226plate020::gastrohep	226plate020::gastrohep	2	No	
226plate030::gastrohep	226plate030::gastrohep	2	No	
226plate040::gastrohep	226plate040::gastrohep	0	:::UNDEF:::	
226plate040::gastrohep	226plate040::gastrohep	1	Yes	
226plate040::gastrohep	226plate040::gastrohep	2	No	
226plate050::gastrohep	226plate050::gastrohep	1	Yes	
226plate050::gastrohep	226plate050::gastrohep	2	No	
226plate080::gastrohep	226plate080::gastrohep	0	:::UNDEF:::	
226plate080::gastrohep	226plate080::gastrohep	1	Yes	
226plate080::gastrohep	226plate080::gastrohep	2	No	
226plate100::gastrohep	226plate100::gastrohep	0	:::UNDEF:::	
226plate100::gastrohep	226plate100::gastrohep	1	Yes	
226plate100::gastrohep	226plate100::gastrohep	2	No	
226plate110::gastrohep	226plate110::gastrohep	0	:::UNDEF:::	
226plate110::gastrohep	226plate110::gastrohep	1	Yes	
226plate110::gastrohep	226plate110::gastrohep	2	No	
226plate150::gastrohep	226plate150::gastrohep	0	:::UNDEF:::	
226plate150::gastrohep	226plate150::gastrohep	2	No	
226plate200::gastrohep	226plate200::gastrohep	0	:::UNDEF:::	
226plate200::gastrohep	226plate200::gastrohep	1	Yes	
226plate200::gastrohep	226plate200::gastrohep	2	No	
226plate210::gastrohep	226plate210::gastrohep	1	Yes	
226plate210::gastrohep	226plate210::gastrohep	2	No	
226plate220::gastrohep	226plate220::gastrohep	1	Yes	
226plate220::gastrohep	226plate220::gastrohep	2	No	
126plate035::gastrohep_end_dt	126plate035::gastrohep_end_dt	 	:::UNDEF:::	
126plate051::gastrohep_end_dt	126plate051::gastrohep_end_dt	 	:::UNDEF:::	
126plate031::gastrohep_st_dt	126plate031::gastrohep_st_dt	 	:::UNDEF:::	
126plate035::gastrohep_st_dt	126plate035::gastrohep_st_dt	 	:::UNDEF:::	
126plate051::gastrohep_st_dt	126plate051::gastrohep_st_dt	 	:::UNDEF:::	
126plate021::gastrohepcmnt	EUPATH_0041042	 	:::UNDEF:::	
126plate021::gastrohepongoing	126plate021::gastrohepongoing	0	No	
126plate021::gastrohepongoing	126plate021::gastrohepongoing	1	Yes	
126plate031::gastrohepongoing	126plate031::gastrohepongoing	0	No	
126plate031::gastrohepongoing	126plate031::gastrohepongoing	1	Yes	
126plate035::gastrohepongoing	126plate035::gastrohepongoing	 	:::UNDEF:::	
126plate035::gastrohepongoing	126plate035::gastrohepongoing	0	No	
126plate035::gastrohepongoing	126plate035::gastrohepongoing	1	Yes	
126plate035::gastrohepongoing	126plate035::gastrohepongoing	ND	:::UNDEF:::	
126plate051::gastrohepongoing	126plate051::gastrohepongoing	0	No	
126plate051::gastrohepongoing	126plate051::gastrohepongoing	1	Yes	
126plate090::gastrohepongoing	126plate090::gastrohepongoing	0	No	
126plate090::gastrohepongoing	126plate090::gastrohepongoing	1	Yes	
126plate301::gastrohepongoing	126plate301::gastrohepongoing	0	No	
126plate301::gastrohepongoing	126plate301::gastrohepongoing	1	Yes	
126plate311::gastrohepongoing	126plate311::gastrohepongoing	 	:::UNDEF:::	
126plate311::gastrohepongoing	126plate311::gastrohepongoing	0	No	
126plate311::gastrohepongoing	126plate311::gastrohepongoing	1	Yes	
126plate311::gastrohepongoing	126plate311::gastrohepongoing	ND	:::UNDEF:::	
126plate400::gastrohepongoing	126plate400::gastrohepongoing	0	No	
126plate400::gastrohepongoing	126plate400::gastrohepongoing	1	Yes	
126plate400::gastrohepongoing	126plate400::gastrohepongoing	ND	:::UNDEF:::	
126plate411::gastrohepongoing	126plate411::gastrohepongoing	0	No	
126plate411::gastrohepongoing	126plate411::gastrohepongoing	1	Yes	
126plate411::gastrohepongoing	126plate411::gastrohepongoing	ND	:::UNDEF:::	
126plate003::genappear	126plate003::genappear	1	Normal	
126plate003::genappear	126plate003::genappear	2	Abnormal	
126plate023::genappear	126plate023::genappear	1	Normal	
126plate033::genappear	126plate033::genappear	1	Normal	
126plate037::genappear	126plate037::genappear	0	:::UNDEF:::	
126plate037::genappear	126plate037::genappear	1	Normal	
126plate037::genappear	126plate037::genappear	2	Abnormal	
126plate053::genappear	126plate053::genappear	1	Normal	
126plate053::genappear	126plate053::genappear	2	Abnormal	
126plate092::genappear	126plate092::genappear	1	Normal	
126plate303::genappear	126plate303::genappear	0	:::UNDEF:::	
126plate303::genappear	126plate303::genappear	1	Normal	
126plate303::genappear	126plate303::genappear	2	Abnormal	
126plate313::genappear	126plate313::genappear	 	:::UNDEF:::	
126plate313::genappear	126plate313::genappear	0	:::UNDEF:::	
126plate313::genappear	126plate313::genappear	1	Normal	
126plate313::genappear	126plate313::genappear	2	Abnormal	
126plate313::genappear	126plate313::genappear	ND	Not done	
126plate402::genappear	126plate402::genappear	1	Normal	
126plate402::genappear	126plate402::genappear	2	Abnormal	
126plate413::genappear	126plate413::genappear	0	:::UNDEF:::	
126plate413::genappear	126plate413::genappear	1	Normal	
126plate413::genappear	126plate413::genappear	2	Abnormal	
226plate004::genappear	226plate004::genappear	1	Normal	
226plate012::genappear	226plate012::genappear	1	Normal	
226plate012::genappear	226plate012::genappear	2	Abnormal	
226plate022::genappear	226plate022::genappear	0	:::UNDEF:::	
226plate022::genappear	226plate022::genappear	1	Normal	
226plate032::genappear	226plate032::genappear	1	Normal	
226plate042::genappear	226plate042::genappear	0	:::UNDEF:::	
226plate042::genappear	226plate042::genappear	1	Normal	
226plate052::genappear	226plate052::genappear	1	Normal	
226plate082::genappear	226plate082::genappear	0	:::UNDEF:::	
