colOrder,variable,dataFile,IRI,label,definition,category,codebookDescription,codebookValues,termType,parentIRI,parentLabel,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,percentMissing,flag
72,baseline_women_q16,groupanc_kenyanigeria_combined_final,,Heard of using the lactational amenorrhea method  (LAM)  to delay pregnancy,Have you ever heard of using the lactational amenorrhea method  LAM  as a way to delay pregnancy after you have a baby?  This method includes breastfeeding your baby.,Observation,16. Have you ever heard of using the lactational amenorrhea method  LAM  as a way to delay pregnancy after you have a baby?  This method includes breastfeeding your baby.,1 = Yes | 2 = No | 3 = Not sure,,Needs one,Contraception,Would need this term under Observation,NA,NA,baseline_women_q16,groupanc_kenyanigeria_combined_final::baseline_women_q16,int,2,NA,NA,1 to 3,3,0.828130003,NA
73,baseline_women_q17___1,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: menstrual bleeding not returned,,Observation,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Menstrual bleeding has not returned),0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amenorrhea Method,New multifilter term under contraception,NA,NA,baseline_women_q17___1,groupanc_kenyanigeria_combined_final::baseline_women_q17___1,int,0,NA,NA,0 to 1,2,0.816362472,NA
74,baseline_women_q17___2,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: exclusive breastfeeding,,Observation,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Baby is only breastfed/breastfed exclusively (no other food or liquids,0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amenorrhea Method,New multifilter term under contraception,NA,NA,baseline_women_q17___2,groupanc_kenyanigeria_combined_final::baseline_women_q17___2,int,0,NA,NA,0 to 1,2,0.816362472,NA
75,baseline_women_q17___3,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: baby <6 months old,,Observation,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Baby is less than six months old),0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amenorrhea Method,New multifilter term under contraception,NA,NA,baseline_women_q17___3,groupanc_kenyanigeria_combined_final::baseline_women_q17___3,int,0,NA,NA,0 to 1,2,0.816362472,NA
76,baseline_women_q17___4,groupanc_kenyanigeria_combined_final,,Lactational amenorrhea method (LAM) effective: other,,Observation,17. Can you describe how to use the lactational amenorrhea method (LAM)? What criteria or conditions need to be met for it to be an effective way to prevent or delay pregnancy? (choice=Other),0 = Unchecked | 1 = Checked,,Needs one,How to use the Lactational Amenorrhea Method,New multifilter term under contraception,NA,NA,baseline_women_q17___4,groupanc_kenyanigeria_combined_final::baseline_women_q17___4,int,0,NA,NA,0 to 1,2,0.816362472,NA
77,baseline_women_q18,groupanc_kenyanigeria_combined_final,,Pregnancy before menstrual period return,After the birth of a child  can a woman become pregnant before her menstrual period has returned?,Observation,18. After the birth of a child  can a woman become pregnant before her menstrual period has returned?,1 = Yes | 2 = No | 3 = Dont know,,Needs one,Contraception,Would need this term under Observation,NA,NA,baseline_women_q18,groupanc_kenyanigeria_combined_final::baseline_women_q18,int,1,NA,NA,1 to 3,3,0.828130003,NA
78,baseline_women_q19___1,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Standard days or rhythm method, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Standard days or rhythm method (cycle beads/calendar/billings method)),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___1,groupanc_kenyanigeria_combined_final::baseline_women_q19___1,int,0,NA,NA,0 to 1,2,0.816362472,NA
79,baseline_women_q19___2,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Withdrawal, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Withdrawal),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___2,groupanc_kenyanigeria_combined_final::baseline_women_q19___2,int,1,NA,NA,0 to 1,2,0.816362472,NA
80,baseline_women_q19___3,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Condoms, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Condoms),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___3,groupanc_kenyanigeria_combined_final::baseline_women_q19___3,int,0,NA,NA,0 to 1,2,0.816362472,NA
81,baseline_women_q19___4,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Pill/oral contraceptives, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Pill/oral contraceptives),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___4,groupanc_kenyanigeria_combined_final::baseline_women_q19___4,int,0,NA,NA,0 to 1,2,0.816362472,NA
82,baseline_women_q19___5,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Injectable, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Injectable),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___5,groupanc_kenyanigeria_combined_final::baseline_women_q19___5,int,0,NA,NA,0 to 1,2,0.816362472,NA
83,baseline_women_q19___6,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Implants, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Implants),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___6,groupanc_kenyanigeria_combined_final::baseline_women_q19___6,int,0,NA,NA,0 to 1,2,0.816362472,NA
84,baseline_women_q19___7,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: IUD, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=IUD),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___7,groupanc_kenyanigeria_combined_final::baseline_women_q19___7,int,0,NA,NA,0 to 1,2,0.816362472,NA
85,baseline_women_q19___8,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Emergency contraception, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Emergency contraception),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___8,groupanc_kenyanigeria_combined_final::baseline_women_q19___8,int,0,NA,NA,0 to 1,2,0.816362472,NA
86,baseline_women_q19___10,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: Other, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Other),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___10,groupanc_kenyanigeria_combined_final::baseline_women_q19___10,int,1,NA,NA,0 to 1,2,0.816362472,NA
87,baseline_women_q19___11,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: None, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=None),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___11,groupanc_kenyanigeria_combined_final::baseline_women_q19___11,int,0,NA,NA,0 to 1,2,0.816362472,NA
88,baseline_women_q19___12,groupanc_kenyanigeria_combined_final,,Family planning immediately after delivery: DonÕt know, In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?,Observation,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Dont know),0 = Unchecked | 1 = Checked,value,Needs one,Knowledge of family planning methods after delivery,New multifilter term under contraception,NA,NA,baseline_women_q19___12,groupanc_kenyanigeria_combined_final::baseline_women_q19___12,int,0,NA,NA,0 to 1,2,0.816362472,NA
89,baseline_women_q20___1,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Pain (not otherwise specified),What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?,Observation,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Pain (not otherwise specified)),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q20___1,groupanc_kenyanigeria_combined_final::baseline_women_q20___1,int,0,date?,NA,0 to 1,2,0.816362472,NA
90,baseline_women_q20___2,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Headache,What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?,Observation,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Headache),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q20___2,groupanc_kenyanigeria_combined_final::baseline_women_q20___2,int,0,date?,NA,0 to 1,2,0.816362472,NA
91,baseline_women_q20___3,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Vision changes,What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?,Observation,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Vision changes/blurred vision),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q20___3,groupanc_kenyanigeria_combined_final::baseline_women_q20___3,int,0,date?,NA,0 to 1,2,0.816362472,NA
92,baseline_women_q20___4,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Nausea and vomiting,What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?,Observation,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Nausea & vomiting),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q20___4,groupanc_kenyanigeria_combined_final::baseline_women_q20___4,int,0,date?,NA,0 to 1,2,0.816362472,NA
93,baseline_women_q20___5,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Pain in abdomen,What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?,Observation,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Pain in abdomen),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q20___5,groupanc_kenyanigeria_combined_final::baseline_women_q20___5,int,0,date?,NA,0 to 1,2,0.816362472,NA
94,baseline_women_q20___6,groupanc_kenyanigeria_combined_final,,Pregnancy warning signs: Shortness of breath,What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?,Observation,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Shortness of breath),0 = Unchecked | 1 = Checked,,Needs one,Knowledge of pregnancy warning signs,New multifilter term under pregnancy,NA,NA,baseline_women_q20___6,groupanc_kenyanigeria_combined_final::baseline_women_q20___6,int,0,date?,NA,0 to 1,2,0.816362472,NA
