colOrder,variable,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag
82,baseline_women_q19___5,groupanc_kenyanigeria_combined_final,keep,,,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Injectable),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q19___5,groupanc_kenyanigeria_combined_final::baseline_women_q19___5,int,0,NA,NA,0 to 1,2,once,0.816362472,NA
83,baseline_women_q19___6,groupanc_kenyanigeria_combined_final,keep,,,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Implants),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q19___6,groupanc_kenyanigeria_combined_final::baseline_women_q19___6,int,0,NA,NA,0 to 1,2,once,0.816362472,NA
84,baseline_women_q19___7,groupanc_kenyanigeria_combined_final,keep,,,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=IUD),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q19___7,groupanc_kenyanigeria_combined_final::baseline_women_q19___7,int,0,NA,NA,0 to 1,2,once,0.816362472,NA
85,baseline_women_q19___8,groupanc_kenyanigeria_combined_final,keep,,,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Emergency contraception),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q19___8,groupanc_kenyanigeria_combined_final::baseline_women_q19___8,int,0,NA,NA,0 to 1,2,once,0.816362472,NA
86,baseline_women_q19___10,groupanc_kenyanigeria_combined_final,keep,,,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Other),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q19___10,groupanc_kenyanigeria_combined_final::baseline_women_q19___10,int,1,NA,NA,0 to 1,2,once,0.816362472,NA
87,baseline_women_q19___11,groupanc_kenyanigeria_combined_final,keep,,,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=None),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q19___11,groupanc_kenyanigeria_combined_final::baseline_women_q19___11,int,0,NA,NA,0 to 1,2,once,0.816362472,NA
88,baseline_women_q19___12,groupanc_kenyanigeria_combined_final,keep,,,19. In addition to the lactational amenorrhea method (LAM)  what other forms of birth spacing or family planning can you use immediately after delivery?  (choice=Dont know),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q19___12,groupanc_kenyanigeria_combined_final::baseline_women_q19___12,int,0,NA,NA,0 to 1,2,once,0.816362472,NA
89,baseline_women_q20___1,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Pain (not otherwise specified)),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___1,groupanc_kenyanigeria_combined_final::baseline_women_q20___1,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
90,baseline_women_q20___2,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Headache),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___2,groupanc_kenyanigeria_combined_final::baseline_women_q20___2,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
91,baseline_women_q20___3,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Vision changes/blurred vision),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___3,groupanc_kenyanigeria_combined_final::baseline_women_q20___3,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
92,baseline_women_q20___4,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Nausea & vomiting),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___4,groupanc_kenyanigeria_combined_final::baseline_women_q20___4,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
93,baseline_women_q20___5,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Pain in abdomen),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___5,groupanc_kenyanigeria_combined_final::baseline_women_q20___5,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
94,baseline_women_q20___6,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Shortness of breath),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___6,groupanc_kenyanigeria_combined_final::baseline_women_q20___6,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
95,baseline_women_q20___7,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Fever),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___7,groupanc_kenyanigeria_combined_final::baseline_women_q20___7,int,1,date?,NA,0 to 1,2,once,0.816362472,NA
96,baseline_women_q20___8,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Vaginal bleeding),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___8,groupanc_kenyanigeria_combined_final::baseline_women_q20___8,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
97,baseline_women_q20___9,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Leaking of fluids),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___9,groupanc_kenyanigeria_combined_final::baseline_women_q20___9,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
98,baseline_women_q20___10,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Change in colour or smell of vaginal discharge),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___10,groupanc_kenyanigeria_combined_final::baseline_women_q20___10,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
99,baseline_women_q20___11,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Painful urination),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___11,groupanc_kenyanigeria_combined_final::baseline_women_q20___11,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
100,baseline_women_q20___12,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Signs of Labor before its time for the baby to come),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___12,groupanc_kenyanigeria_combined_final::baseline_women_q20___12,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
101,baseline_women_q20___13,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Reduced or No fetal movement),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___13,groupanc_kenyanigeria_combined_final::baseline_women_q20___13,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
102,baseline_women_q20___14,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Other),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___14,groupanc_kenyanigeria_combined_final::baseline_women_q20___14,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
103,baseline_women_q20___15,groupanc_kenyanigeria_combined_final,keep,,,20. What are danger/warning signs during pregnancy?  Things that mean there might be a problem with you or the baby?  (choice=Dont know),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q20___15,groupanc_kenyanigeria_combined_final::baseline_women_q20___15,int,1,date?,NA,0 to 1,2,once,0.816362472,NA
104,baseline_women_q21___1,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Heavy bleeding),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___1,groupanc_kenyanigeria_combined_final::baseline_women_q21___1,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
105,baseline_women_q21___2,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Severe abdominal (stomach) pain),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___2,groupanc_kenyanigeria_combined_final::baseline_women_q21___2,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
106,baseline_women_q21___3,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Severe pain and/or read and hot breasts),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___3,groupanc_kenyanigeria_combined_final::baseline_women_q21___3,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
107,baseline_women_q21___4,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Severe headache),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___4,groupanc_kenyanigeria_combined_final::baseline_women_q21___4,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
108,baseline_women_q21___5,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Visual disturbances),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___5,groupanc_kenyanigeria_combined_final::baseline_women_q21___5,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
109,baseline_women_q21___6,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Fever),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___6,groupanc_kenyanigeria_combined_final::baseline_women_q21___6,int,1,date?,NA,0 to 1,2,once,0.816362472,NA
110,baseline_women_q21___7,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Unexplained pain in chest or legs),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___7,groupanc_kenyanigeria_combined_final::baseline_women_q21___7,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
111,baseline_women_q21___8,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Breathing difficulties),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___8,groupanc_kenyanigeria_combined_final::baseline_women_q21___8,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
112,baseline_women_q21___9,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Difficult or painful urination),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___9,groupanc_kenyanigeria_combined_final::baseline_women_q21___9,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
113,baseline_women_q21___10,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Other),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___10,groupanc_kenyanigeria_combined_final::baseline_women_q21___10,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
114,baseline_women_q21___11,groupanc_kenyanigeria_combined_final,keep,,,21. What are danger/warning signs for you  the mother  after the baby is born?  These are things that mean there might be a problem and that you should see a health care worker. (choice=Dont know),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q21___11,groupanc_kenyanigeria_combined_final::baseline_women_q21___11,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
115,baseline_women_q22___1,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Too hot or too cold),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___1,groupanc_kenyanigeria_combined_final::baseline_women_q22___1,int,1,date?,NA,0 to 1,2,once,0.816362472,NA
116,baseline_women_q22___2,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Convulsions),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___2,groupanc_kenyanigeria_combined_final::baseline_women_q22___2,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
117,baseline_women_q22___3,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Little or no movement),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___3,groupanc_kenyanigeria_combined_final::baseline_women_q22___3,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
118,baseline_women_q22___4,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Feeding poorly or not at all),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___4,groupanc_kenyanigeria_combined_final::baseline_women_q22___4,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
119,baseline_women_q22___5,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Fast breathing or chest indrawing),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___5,groupanc_kenyanigeria_combined_final::baseline_women_q22___5,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
120,baseline_women_q22___6,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Not passing urine and/or stool),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___6,groupanc_kenyanigeria_combined_final::baseline_women_q22___6,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
121,baseline_women_q22___7,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Umbilical cord stump is bleeding; has foul odor; or redness around it),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___7,groupanc_kenyanigeria_combined_final::baseline_women_q22___7,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
122,baseline_women_q22___8,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Very small baby born at home),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___8,groupanc_kenyanigeria_combined_final::baseline_women_q22___8,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
123,baseline_women_q22___9,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Yellow palms or soles of feet),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___9,groupanc_kenyanigeria_combined_final::baseline_women_q22___9,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
124,baseline_women_q22___10,groupanc_kenyanigeria_combined_final,keep,,,22. What are danger/warning signs for your newborn? These are signs that there may be a problem and you need to seek care from a health care worker. (choice=Other),0 = Unchecked | 1 = Checked,,,,NA,baseline_women_q22___10,groupanc_kenyanigeria_combined_final::baseline_women_q22___10,int,0,date?,NA,0 to 1,2,once,0.816362472,NA
