IRI,label,variable,dataFile,definition,codebookValues,parentIRI,parentLabel,termType,replaces,source category,ISA_Type,ISA_Parent,unitLabel,unitIRI,hidden,forceStringType
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,Ciara_V4.txt::region,Ciara_V4.txt,,,http://purl.obolibrary.org/obo/OBI_0003069,Sequencing,variable,,Mouse,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0003084,Sample collection time post infection (days),Ciara_V4.txt::Days post-infection,Ciara_V4.txt,Describes when the samples were collected following infection,Ciara_V4.txt::days,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,EUPATH_0000613,Mouse,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,Ciara_V4.txt::sample_type,Ciara_V4.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Mouse,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0000604,Sequencing batch,Ciara_V4.txt::run_prefix_prep,Ciara_V4.txt,In which batch were samples sequenced together,,http://purl.obolibrary.org/obo/OBI_0003069,Sequencing,variable,,Mouse,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,Ciara_V4.txt::host_sex,Ciara_V4.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Mouse,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009012,Skin charateristics,Ciara_V4.txt::BodyType,Ciara_V4.txt,,"Ciara_V4.txt::Sebaceous, Dry, Moist",http://purl.obolibrary.org/obo/EUPATH_0000610,Skin phenotype,variable,,Mouse,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000632,Skin lesion duration,Ciara_V4.txt::Lesion Duration,Ciara_V4.txt,Describes how long a lesion was present before swabbing it,,http://purl.obolibrary.org/obo/EUPATH_0000610,Skin phenotype,variable,,Mouse,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0000617,Skin type swabbed,Ciara_V4.txt::Site,Ciara_V4.txt,"Describes the type of skin swabbed (lesion, non-lesion (contralateral skin), etc)","Ciara_V4.txt::Lesion, Border (adjacent to lesion), Normal (Contralateral skin)",http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Mouse,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/EUPATH_0000639,Study group,Ciara_V4.txt::Group,Ciara_V4.txt,"Describes treatment, infection status, etc.","Ciara_V4.txt::Co-housed Naive, Infected",http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Mouse,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003074,Subject common name,Ciara_V4.txt::host_common_name,Ciara_V4.txt,"common name of the host, e.g. human",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,EUPATH_0000512,Mouse,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,Ciara_V4.txt::host_subject_id,Ciara_V4.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,EUPATH_0000606,Mouse,characteristicQualifier,Source,,,everywhere,yes
http://purl.obolibrary.org/obo/OBI_0001622,Title,Ciara_V4.txt::title,Ciara_V4.txt,,,http://purl.obolibrary.org/obo/OBI_0000066,Investigation type,variable,,Mouse,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OGMS_0000090,Treatment,Ciara_V4.txt::Treatment,Ciara_V4.txt,A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Mouse,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0001169,Age,DailyBaby.txt::day_of_life,DailyBaby.txt,the animal's or human's age counted in days,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0011036,Age 1st solid food given,DailyBaby.txt::age_first_solid_food_given_days,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011191,Weaning,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0000343,Animals on property,DailyBaby.txt::presence_of_pets,DailyBaby.txt,"specification of presence of pets or farm animals in the environment of subject, if yes the animals should be specified; can include multiple animals present",,http://purl.obolibrary.org/obo/EUPATH_0010032,Dwelling environment,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000580,Antibiotic exposure,DailyBaby.txt::antibiotic_exposure,DailyBaby.txt,was the host exposed to antibiotics?,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009123,Antifungal exposure,DailyBaby.txt::antifungal_exposure,DailyBaby.txt,,,http://purl.obolibrary.org/obo/OGMS_0000015,Clinical history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_00000009,Country,DailyBaby.txt::country,DailyBaby.txt,,,http://purl.obolibrary.org/obo/GAZ_00000448,Geographic location,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0000581,Delivery mode,DailyBaby.txt::baby_delivery_mode,DailyBaby.txt,Method of delivery (newborn),,http://purl.obolibrary.org/obo/EUPATH_0042001,Labor and delivery,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,DailyBaby.txt::child_diet,DailyBaby.txt,"overall, what the main source of nutrition for the child?",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/ENVO_01000739,Habitat,DailyBaby.txt::env_feature,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000587,Environment information,variable,ENVO_00002297,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/UBERON_0000466,Host body habitat,DailyBaby.txt::body_habitat,DailyBaby.txt,original body habitat where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000463,Host body product,DailyBaby.txt::body_product,DailyBaby.txt,"substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms, please see http://purl.bioontology.org/ontology/FMA",,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/UBERON_0000061,Host body site,DailyBaby.txt::body_site,DailyBaby.txt,name of body site where the sample was obtained from,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/SO_0001000,Region of 16S rRNA sequenced,DailyBaby.txt::region,DailyBaby.txt,,,http://purl.obolibrary.org/obo/OBI_0003069,Sequencing,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0003070,Sample collection device or method,DailyBaby.txt::sample_collection_method,DailyBaby.txt,The method or device employed for collecting the sample,,http://purl.obolibrary.org/obo/OBI_0000659,Sample collection process,variable,EUPATH_0000608,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/OBI_0100051,Sample type,DailyBaby.txt::sample_type,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0011996,Sample details,variable,,Human,characteristicQualifier,Sample,,,,
http://purl.obolibrary.org/obo/PATO_0000047,Sex,DailyBaby.txt::sex,DailyBaby.txt,physical sex of the host,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/OBI_0003071,Subject ID,DailyBaby.txt::subject_id,DailyBaby.txt,,,http://purl.obolibrary.org/obo/EUPATH_0000096,Participant,variable,,Human,characteristicQualifier,Source,,,everywhere,yes
http://purl.obolibrary.org/obo/OBI_0001169,Age,DiabImmune.txt::age_at_collection_months,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0010981,Demographics,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009055,Age at BMI-for-age z-score measured,DiabImmune.txt::agedays_zBMI_last,DiabImmune.txt,Age when the last BMI-for-age z-score was measured in days,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009042,Age at diagnosis of type 1 diabetes,DiabImmune.txt::age_at_t1d_onset,DiabImmune.txt,Age when the child was dianosed type 1 diabetes,,http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009057,Age at first received apple,DiabImmune.txt::compound_apple,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009058,Age at first received banana,DiabImmune.txt::compound_banana,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009059,Age at first received barley,DiabImmune.txt::compound_barley,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009060,Age at first received beef,DiabImmune.txt::compound_beef,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009062,Age at first received berries,DiabImmune.txt::compound_berries,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009063,Age at first received cabbs,DiabImmune.txt::compound_cabbs,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009064,Age at first received carrot,DiabImmune.txt::compound_carrot,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009065,Age at first received corn,DiabImmune.txt::compound_corn,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009066,Age at first received cowsmilk,DiabImmune.txt::compound_cowsmilk,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009067,Age at first received egg,DiabImmune.txt::compound_egg,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009068,Age at first received fish,DiabImmune.txt::compound_fish,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009071,Age at first received milk products,DiabImmune.txt::compound_milkprod,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009072,Age at first received oat,DiabImmune.txt::compound_oat,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009073,Age at first received pear,DiabImmune.txt::compound_pear,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009074,Age at first received peas,DiabImmune.txt::compound_peas,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009075,Age at first received plum,DiabImmune.txt::compound_plum,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009076,Age at first received pork,DiabImmune.txt::compound_pork,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009077,Age at first received potato,DiabImmune.txt::compound_potato,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009078,Age at first received poultry,DiabImmune.txt::compound_poultry,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009079,Age at first received rice,DiabImmune.txt::compound_rice,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009080,Age at first received rye,DiabImmune.txt::compound_rye,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,DiabImmune.txt::compound_solid_start_approx,DiabImmune.txt,Approximate age in months when the child first received solid food or non-human milk.,,http://purl.obolibrary.org/obo/EUPATH_0011732,Diet,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009083,Age at first received sweet potato,DiabImmune.txt::compound_sweetpota,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009084,Age at first received tomato,DiabImmune.txt::compound_tomato,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009086,Age at first received wheat,DiabImmune.txt::compound_wheat,DiabImmune.txt,,,http://purl.obolibrary.org/obo/EUPATH_0009056,Age at first received solid food or non-human milk,variable,,Human,characteristicQualifier,Source,months,http://purl.obolibrary.org/obo/UO_0000035,,
http://purl.obolibrary.org/obo/EUPATH_0009053,Age at height-for-age z-score measured,DiabImmune.txt::agedays_haz_last,DiabImmune.txt,Age when the last height-for-age z-score was measured in days,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
http://purl.obolibrary.org/obo/EUPATH_0009041,Age at two autoantibodies positive,DiabImmune.txt::age_second_pos,DiabImmune.txt,"Age when two different autoantibodies were measured positive, i.e. Seroconversion",,http://purl.obolibrary.org/obo/EUPATH_0022067,Diagnosis history,variable,,Human,characteristicQualifier,Source,,,,
http://purl.obolibrary.org/obo/EUPATH_0009054,Age at weight-for-age z-score measured,DiabImmune.txt::agedays_waz_last,DiabImmune.txt,Age when the last weight-for-age z-score was measured in days,,http://purl.obolibrary.org/obo/EUPATH_0000649,Anthropometry,variable,,Human,characteristicQualifier,Source,days,http://purl.obolibrary.org/obo/UO_0000033,,
