variable,colOrder,dataFile,keepDiscard,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,uniqueVar,type,example,dateTime,formatCode,values,uniqueValueCount,timeVarying,percentMissing,flag,IRI,label,displayOrder,parentLabel,parentIRI
radio,32,household survey household level data_final,keep,,Household,Does your household have a radio?,,value,,,,radio,household survey household level data_final::radio,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000577,Radio,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
cassette,33,household survey household level data_final,keep,,Household,Does your household have a cassette player?,,value,,,,cassette,household survey household level data_final::cassette,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000578,Cassette player,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
tv,34,household survey household level data_final,keep,,Household,Does your household have a television?,,value,,,,tv,household survey household level data_final::tv,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000579,Television,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
fridge,35,household survey household level data_final,keep,,Household,Does your household have a refrigerator?,,value,,,,fridge,household survey household level data_final::fridge,dbl+lbl,0,NA,NA,0 to 0,1,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000583,Refrigerator,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
tble,36,household survey household level data_final,keep,,Household,Does your household have a table?,,value,,,,tble,household survey household level data_final::tble,dbl+lbl,1,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000584,Table,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
chair,37,household survey household level data_final,keep,,Household,Does your household have chairs?,,value,,,,chair,household survey household level data_final::chair,dbl+lbl,1,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000586,Chair,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
sofa,38,household survey household level data_final,keep,,Household,Does your household have a sofa set?,,value,,,,sofa,household survey household level data_final::sofa,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000588,Sofa,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
bed,39,household survey household level data_final,keep,,Household,Does your household have a bed?,,value,,,,bed,household survey household level data_final::bed,dbl+lbl,1,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_00000501,Bed,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
cupboard,40,household survey household level data_final,keep,,Household,Does your household have a cupboard?,,value,,,,cupboard,household survey household level data_final::cupboard,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000595,Cupboard,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
clock,41,household survey household level data_final,keep,,Household,Does your household have a clock?,,value,,,,clock,household survey household level data_final::clock,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000596,Clock,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
mobile,42,household survey household level data_final,keep,,Household,Does any member of your household own or have a mobile phone?,,value,,,,mobile,household survey household level data_final::mobile,dbl+lbl,1,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000581,Mobile phone,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
watch,43,household survey household level data_final,keep,,Household,Does any member of your household own or have a watch?,,value,,,,watch,household survey household level data_final::watch,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000186,Watch,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
bicycle,44,household survey household level data_final,keep,,Household,Does any member of your household own or have a  bicycle?,,value,,,,bicycle,household survey household level data_final::bicycle,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000614,Bicycle,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
scooter,45,household survey household level data_final,keep,,Household,Does any member of your household own or have a  motorcycle or motor scooter?,,value,,,,scooter,household survey household level data_final::scooter,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/ENVO_01000615,Motorcycle or scooter,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
car,46,household survey household level data_final,keep,,Household,Does any member of your household own or have a  car or truck?,,value,,,,car,household survey household level data_final::car,dbl+lbl,0,NA,NA,0 to 0,1,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000171,Car or truck,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
mboat,47,household survey household level data_final,keep,,Household,Does any member of your household own or have a  boat with a motor?,,value,,,,mboat,household survey household level data_final::mboat,dbl+lbl,0,NA,NA,0 to 0,1,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000179,Boat with a motor,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
nomboat,48,household survey household level data_final,keep,,Household,Does any member of your household own or have a  boat without a  motor?,,value,,,,nomboat,household survey household level data_final::nomboat,dbl+lbl,0,NA,NA,0 to 0,1,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000170,Boat without a motor,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
bankacco,49,household survey household level data_final,keep,,Household,Does any member of your household own or have a  bank account?,,value,,,,bankacco,household survey household level data_final::bankacco,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000167,Bank account,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
internet,50,household survey household level data_final,keep,,Household,Does any member of your household own or have a  device that can be used to acce,,value,,,,internet,household survey household level data_final::internet,dbl+lbl,1,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020205,Internet device,NA,Assets,http://purl.obolibrary.org/obo/EUPATH_0000144
device,51,household survey household level data_final,discard,NA,NA,"If yes, what type of device?",NA,NA,,,,device,household survey household level data_final::device,dbl+lbl,1,NA,NA,-9 to 1,2,NA,0,NA,NA,NA,NA,NA,NA
smartphone,52,household survey household level data_final,keep,NA,NA,Smartphone/Phone,NA,NA,,,,smartphone,household survey household level data_final::smartphone,dbl+lbl,1,NA,NA,-9 to 1,2,NA,0,NA,NA,NA,NA,NA,NA
tablet,53,household survey household level data_final,keep,NA,NA,Tablet,NA,NA,,,,tablet,household survey household level data_final::tablet,dbl+lbl,0,NA,NA,-9 to 0,2,NA,0,NA,NA,NA,NA,NA,NA
laptop,54,household survey household level data_final,keep,NA,NA,Laptop,NA,NA,,,,laptop,household survey household level data_final::laptop,dbl+lbl,0,NA,NA,-9 to 0,2,NA,0,NA,NA,NA,NA,NA,NA
desktop,55,household survey household level data_final,keep,NA,NA,Desktop,NA,NA,,,,desktop,household survey household level data_final::desktop,dbl+lbl,0,NA,NA,-9 to 0,2,NA,0,NA,NA,NA,NA,NA,NA
numaland,56,household survey household level data_final,keep,,Household,How many acres of agricultural land do members of this household own?,,variable,,,,numaland,household survey household level data_final::numaland,dbl+lbl,1,NA,NA,0 to 10,13,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000026,Acres,NA,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304
numalandcat,57,household survey household level data_final,keep,,Household,Acres of land owned categories,,variable,,,,numalandcat,household survey household level data_final::numalandcat,dbl+lbl,2,NA,NA,1 to 4,4,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020221,Acres categorization,NA,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304
numalanddich,58,household survey household level data_final,discard,NA,NA,Acres of land owned dichotomized,NA,NA,,,,numalanddich,household survey household level data_final::numalanddich,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,NA,NA,NA,NA,NA
dmarkt,59,household survey household level data_final,keep,,Household,How far is it to the nearest market place?,,variable,,,,dmarkt,household survey household level data_final::dmarkt,dbl+lbl,0.400000006,NA,NA,0.00999999977648258 to 8,20,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020215,Market distance,5,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032
hhmeals,60,household survey household level data_final,keep,,Household,How many meals does your household usually have per day?,,variable,,,,hhmeals,household survey household level data_final::hhmeals,dbl+lbl,3,NA,NA,1 to 4,4,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000027,Meals per day,NA,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683
hhmealscat,61,household survey household level data_final,keep,,Household,Number of meals per day,,variable,,,,hhmealscat,household survey household level data_final::hhmealscat,dbl+lbl,3,NA,NA,1 to 3,3,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020237,Meals per day categorization,NA,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683
hhnumt,62,household survey household level data_final,keep,,Household,"In the past week, on how many days did the household eat meat?",,variable,,,,hhnumt,household survey household level data_final::hhnumt,dbl+lbl,3,NA,NA,0 to 4,5,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000028,Meat meals per week,NA,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683
hhnumtcat,63,household survey household level data_final,keep,,Household,Number of days eating meat in the past week,,variable,,,,hhnumtcat,household survey household level data_final::hhnumtcat,dbl+lbl,3,NA,NA,0 to 4,5,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020238,Meat meals per week categorization,NA,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683
hhnumtdich,64,household survey household level data_final,discard,NA,NA,Number of days eating meat dichotomized,NA,NA,,,,hhnumtdich,household survey household level data_final::hhnumtdich,dbl+lbl,1,NA,NA,0 to 1,2,NA,0,NA,NA,NA,NA,NA,NA
hhpsf,65,household survey household level data_final,keep,,Household,How often in the last year did you have problems in  satisfying the  food needs ,,variable,,,,hhpsf,household survey household level data_final::hhpsf,dbl+lbl,2,NA,NA,1 to 5,5,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000029,Food problems per week,NA,Food security,http://purl.obolibrary.org/obo/EUPATH_0011683
dhfcty,66,household survey household level data_final,keep,Distance to the nearest health facility,Household,How far is it to the nearest health facility?,,variable,,,,dhfcty,household survey household level data_final::dhfcty,dbl+lbl,4,NA,NA,2 to 7,9,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020213,Health facility distance,1,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032
dhfctycat,67,household survey household level data_final,keep,,Household,Distance to nearest health facility categories,,variable,,,,dhfctycat,household survey household level data_final::dhfctycat,dbl+lbl,3,NA,NA,2 to 3,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020214,Health facility distance categorization,2,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032
mthfcty,68,household survey household level data_final,keep,Method of transit used to reach nearest health facility,Household,How would you go to health facility,,variable,,,,mthfcty,household survey household level data_final::mthfcty,dbl+lbl,1,NA,NA,1 to 5,3,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020217,Transit to health facility,3,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032
othermth,69,household survey household level data_final,discard,NA,NA,Specify other means of transport to the health facility,NA,NA,,,,othermth,household survey household level data_final::othermth,dbl,-9,NA,NA,-9 to -9,1,NA,0,NA,NA,NA,NA,NA,NA
pspray,70,household survey household level data_final,keep,,Household,Asked permission to spray in past 12 months,,variable,,,,pspray,household survey household level data_final::pspray,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020224,Asked permission for IRS in last 12 months,10,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
gpspray,71,household survey household level data_final,keep,Insecticide residual spraying in last 12 months,Household,IRS in the last 12 months,,variable,,,,gpspray,household survey household level data_final::gpspray,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0000441,Sprayed in the last 12 months,11,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
rgspray,72,household survey household level data_final,discard,NA,NA,Reason permission for IRS not granted,NA,NA,,,,rgspray,household survey household level data_final::rgspray,dbl+lbl,-9,NA,NA,-9 to -9,1,NA,0,NA,NA,NA,NA,NA,NA
otherrgs,73,household survey household level data_final,discard,NA,NA,Other reasons IRS not permitted,NA,NA,,,,otherrgs,household survey household level data_final::otherrgs,dbl,-9,NA,NA,-9 to -9,1,NA,0,NA,NA,NA,NA,NA,NA
tspray,74,household survey household level data_final,keep,,Household,How many months ago was the dwelling last sprayed?,,variable,,,,tspray,household survey household level data_final::tspray,dbl,-9,NA,NA,-9 to 6,5,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020231,Days since last fumigation,16,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
ahwker,75,household survey household level data_final,keep,"A community health worker (community medicine distributor/CMD, village health team/VHT, community own resource person/CORP) distributes malaria medicines in the village or community",Household,Community health worker present,,variable,,,,ahwker,household survey household level data_final::ahwker,dbl+lbl,1,NA,NA,-7 to 1,3,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020230,Community health worker present,1,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032
amchwker,76,household survey household level data_final,keep,The community health worker currently has malaria medicines available,Household,Does the community health worker have malaria medicines,,variable,,,,amchwker,household survey household level data_final::amchwker,dbl+lbl,-7,NA,NA,-9 to 1,4,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020229,Community health worker has malaria medication,2,Dwelling environment,http://purl.obolibrary.org/obo/EUPATH_0010032
havenets,77,household survey household level data_final,keep,Household has bednets,Household,Does your household have any mosquito nets,,variable,,,,havenets,household survey household level data_final::havenets,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020232,Household bednets,1,Household vector intervention,http://purl.obolibrary.org/obo/EUPATH_0000341
anynet,78,household survey household level data_final,keep,NA,NA,Number of bednets per household,NA,NA,,,,ANYNET,household survey household level data_final::anynet,dbl,0,NA,NA,0 to 6,7,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020225,Bednet count,2,NA,NA
llin,79,household survey household level data_final,keep,Asked when setting light traps at participant’s home,Observation,Number of LLINs per household,"1 - Yes
0 - No              2- Unknown",variable,,,,LLIN,household survey household level data_final::llin,dbl,0,NA,NA,0 to 6,7,NA,0,duplicated variable,http://purl.obolibrary.org/obo/EUPATH_0000400,Long-lasting ITN bednet count,6,,
numundernet,80,household survey household level data_final,keep,NA,NA,Number of cohort participants who slept under a net last night,NA,NA,,,,numundernet,household survey household level data_final::numundernet,dbl,0,NA,NA,0 to 7,8,NA,0,duplicated variable,NA,NA,NA,NA,NA
llincat,81,household survey household level data_final,keep,NA,NA,Catergories of number of LLINs per household,NA,NA,,,,LLINcat,household survey household level data_final::llincat,dbl+lbl,0,NA,NA,0 to 3,4,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020234,Long-lasting ITN bednet count categorization,7,NA,NA
netsperperson,82,household survey household level data_final,keep,NA,NA,Number of bednets per person,NA,NA,,,,NETSPERPERSON,household survey household level data_final::netsperperson,dbl,0,NA,NA,0 to 1.20000004768372,14,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020227,Bednets per person,4,NA,NA
llinsperperson,83,household survey household level data_final,keep,NA,NA,Number of LLINs per person,NA,NA,,,,LLINSPERPERSON,household survey household level data_final::llinsperperson,dbl,0,NA,NA,0 to 1.20000004768372,14,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020235,Long-lasting ITN per person,8,NA,NA
adequatenets,84,household survey household level data_final,keep,NA,NA,At least 1 bednet per 2 persons,NA,NA,,,,ADEQUATENETS,household survey household level data_final::adequatenets,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020219,1 bednet per 2 people,5,NA,NA
adequatellins,85,household survey household level data_final,keep,NA,NA,At least 1 LLIN per 2 persons,NA,NA,,,,ADEQUATELLINS,household survey household level data_final::adequatellins,dbl+lbl,0,NA,NA,0 to 1,2,NA,0,NA,http://purl.obolibrary.org/obo/EUPATH_0020220,1 long-lasting ITN per 2 people,9,NA,NA
