"displayOrder","variable","dataFile","IRI","label","definition","category","parentLabel","parentIRI","termType","colOrder","codebookDescription","codebookValues","notesForOnt"
"","hh_00m::mmewalls","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000009","Wall material","Primary material of exterior walls.","Household","Dwelling characteristics","","variable","","Main material of exterior walls","11 - thatched/straw, 21 - mud and poles, 22 - un-burnt bricks, 23 - un-burnt bricks with plaster/cement, 24 - burnt bricks with mud, 31 - cement blocks, 32 - stone, 33 - timber, 34 - burnt bricks with plaster/cement, 35 - iron sheets, 96 - other, -9: Skipped",""
"","hh_00m::mmfloor","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000006","Floor material","Primary material of floors.","Household","Dwelling characteristics","","variable","","Main material of the floor","11 - earth or sand, 12 - earth and dung, 31 - parquet or polished wood, 33 - mosaic or tiles, 34 - bricks, 35 - cement/concrete, 36 - stones, 96 - other, -9: Skipped",""
"","hh_00m::mmroof","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000003","Roof material","Primary material of the roof.","Household","Dwelling characteristics","","variable","","Main material of the roof ","11 - thatched (including papyrus), 12 - mud, 21 - wood/planks, 22 - iron sheets, 23 - asbestos, 24 - tiles, 25 - tin, 26 - cement, 96 - other, -9: Skipped",""
"","hh_00m::mobile","hh_00m","http://purl.obolibrary.org/obo/ENVO_01000581","Mobile phone","Whether any member of the household owned or had access to a mobile phone.","Household","Assets","","value","","Does any member of your household own or have‚ a mobile phone?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_00m::mthfcty","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0020217","Transit to health facility","Method of transit used to reach the nearest health facility.","Household","Dwelling environment","","variable","","If you were to go this facility,how would you most likely go there?","1 - car/motorcycle, 2 - public transport(bus,taxi), 3 - animal/animal cart, 4 - walking, 5 - bicycle, 7 - boat, 96 - other, -7: Don't know, -8: Refused to answer",""
"","hh_00m::netsperperson","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0020227","Bednets per person","Number of bednets per person in the household.","Household","Household vector intervention","","variable","","","",""
"","hh_00m::nomboat","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000170","Boat without a motor","Whether any member of the household owned or had access to a boat without a motor.","Household","Assets","","value","","A boat without a  motor?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_00m::nonanophfem","hh_00m","new IRI","Female non-Anopheline count","Number of female non-Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households.","Entomology","Entomology","","variable","","Number of Female Non-Anopheline","Numeric","new term, suggested parent = Entomology"
"","hh_00m::nonanophmal","hh_00m","new IRI","Male non-Anopheline count","Number of male non-Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.","Entomology","Entomology","","variable","","Number of Male  Non-Anopheline","Numeric","new term, suggested parent = Entomology"
"","hh_00m::numaland","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000026","Acres","Number of acres of agricultural land owned by members of this household. Households where members owned more than 10,000 acres were recorded as owning 10,000 acres.","Household","Socioeconomic factors","","variable","","How many acres of agricultural land do members of this household own? IF NONE, ENTER '0', IF 10,000 OR MORE, ENTER 10,000","0-10,000, -7: Don't know, -8: Refused to answer",""
"","hh_00m::numalandcat","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0020221","Acres categorization","Categorization of the number of acres of agricultural land owned by members of this household.","Household","Socioeconomic factors","","variable","","Acres of land owned categories","",""
"","hh_00m::numpeop","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000019","Persons living in house","Number of people in this household.","Household","Socioeconomic factors","","variable","","","",""
"","hh_00m::othanophfem","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000200","Other female Anopheles species count","Number of other or unidentified female Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.","Entomology","Anopheles results","","variable","","Number of female Anopheles -Other/Unidentified","Numeric",""
"","hh_00m::othanophmal","hh_00m","new IRI","Other male Anopheles species count","Number of other or unidentified male Anopheline mosquitoes. Mosquitoes were collected from a subset of enrolled households at each study timepoint.","Entomology","Anopheles results","","variable","","Number of male  Anopheles -Other/Unidentified","Numeric","new term, suggested parent = Anopheles result"
"","hh_00m::othereng","hh_00m","http://purl.obolibrary.org/obo/OBI_0400065","Lighting source","Main source of artificial lighting for the household.","Household","Dwelling facilities","","variable","","Specify other source of energy for lighting","String",""
"","hh_00m::otherfcy","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000335","Human waste facilities","Main kind of toilet facilities used by the household.","Household","Waste disposal","","variable","","Specify other kind of toilet facilities","String",""
"","hh_00m::otherfuel","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000023","Cooking fuel","The main type of fuel the household used for cooking.","Household","Dwelling facilities","","variable","","Specify other type of fuel used","String",""
"","hh_00m::othermme","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000009","Wall material","Primary material of exterior walls.","Household","Dwelling characteristics","","variable","","Specify other material of the exterior walls","String",""
"","hh_00m::othermmf","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000006","Floor material","Primary material of floors.","Household","Dwelling characteristics","","variable","","Specify other material of the floor","String",""
"","hh_00m::othermmr","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000003","Roof material","Primary material of the roof.","Household","Dwelling characteristics","","variable","","Specify other material of the roof","String",""
"","hh_00m::othermth","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0020217","Transit to health facility","Method of transit used to reach the nearest health facility.","Household","Dwelling environment","","variable","","Specify other means of transport to the health facility","String",""
"","hh_00m::otherrgs","hh_00m","new IRI","Reason refused IRS","Main reason the household did not grant permission for indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes.","Household","Household vector intervention","","variable","","Specify other reasons for not granting permission to spray the interior walls of your dwelling against mosquitoes","String","new term, suggested parent = Household vector intervention"
"","hh_00m::otherscs","hh_00m","http://purl.obolibrary.org/obo/ENVO_00003064","Drinking water source","Main source of drinking water for members of the household.","Household","Household","","variable","","Specify other source of water","String",""
"","hh_00m::pspray","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0020224","Asked permission for IRS in last 12 months","Whether anyone asked the household to grant permission for indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes during the previous 12 months.","Household","Household vector intervention","","variable","","At any time in the past 12 months, has anyone asked permission to come into your dwelling to spray the interior walls against mosquitoes?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_00m::radio","hh_00m","http://purl.obolibrary.org/obo/ENVO_01000577","Radio","Whether the household had a radio.","Household","Assets","","value","","Radio","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
"","hh_00m::region","hh_00m","http://purl.obolibrary.org/obo/EUPATH_0000452","Region","Because of vectors and suspected differences in insecticide resistance patterns, randomization of intervention assignment was stratified by region. 66 health sub-districts were in Western regions and 38 in Eastern regions, representing approximately half of the country.","Household","Geographic location","","variable","","","",""
"","hh_00m::rgspray","hh_00m","new IRI","Reason refused IRS","Main reason the household did not grant permission for indoor residual spraying (IRS) of interior walls of the dwelling against mosquitoes.","Household","Household vector intervention","","variable","","What was the primary reason that you did not grant permission to spray the interior walls of your dwelling against mosquitoes? DO NOT PROMPT.","1 - had a sick person/baby, 2 - spraying not effective against mosquitoes, 3 - spraying chemicals are harmful, 4 - someone in the house was pregnant, 96 - other, -7: Don't know, -8: Refused to answer","new term, suggested parent = Household vector intervention"
"","hh_00m::scooter","hh_00m","http://purl.obolibrary.org/obo/ENVO_01000615","Motorcycle or scooter","Whether any member of the household owned or had access to a motorcycle or motor-scooter.","Household","Assets","","value","","A motorcycle or motor scooter?","1 - Yes, 0 - No, -7: Don't know, -8: Refused to answer",""
