overallOrder,variable,dataFile,keepDiscard,IRI,label,definition,category,codebookDescription,codebookValues,termType,notesForOnt,notesForProvider,notesForDL,variable_dataFile,type,example,dateTime,formatCode,minValue,maxValue,values,uniqueValueCount,percentMissing,flag
6,rdtres,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the RDT result?,"0, Negative | 1, Positive | 2, Invalid |3, Not done",,,,NA,rdtres,chr,3,NA,NA,n/a,n/a,", 0, 1, 3",3,0.41672649,NA
7,comm0_hcl,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Comments,NA,,,,NA,comm0_hcl,chr,not sync,NA,NA,n/a,n/a,", NONE, not sync",2,0.996123475,NA
8,thicksmprep,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Has the thick blood smear been prepared?,"0, No | 1, Yes | -9, Unknown",,,,NA,thicksmprep,chr,1,NA,NA,n/a,n/a,", 1",1,0.773438622,NA
9,thicksmprepsp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If no, specify the reason",NA,,,,NA,thicksmprepsp,chr,NA,NA,NA,n/a,n/a,,0,1,no data
10,thinsmprep,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Has the thin blood smear been prepared?,"0, No | 1, Yes | -9, Unknown",,,,NA,thinsmprep,chr,1,NA,NA,n/a,n/a,", 1",1,0.773582197,NA
11,thinsmprepsp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If no, specify the reason",NA,,,,NA,thinsmprepsp,chr,NA,NA,NA,n/a,n/a,,0,1,no data
12,specdate1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specimen analysis date,NA,,,,yyyy-mm-dd (Enter 1911-11-11 if unknown.),specdate1r,date,4/16/12,date?,%Y-%m-%d,4/16/12,10/21/14,2012-04-16 to 2014-10-21,367,0.772864322,NA
13,userid1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,ICEMR user ID,NA,,,,Enter your user ID for logging into REDCap; use all lower case letters.,userid1r,chr,ejumbe,NA,NA,n/a,n/a,>10 unique values,29,0.772864322,NA
14,thicksmid1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Thick blood smear ID,NA,,,,Enter -8 if missing. Enter -9 if not done.,thicksmid1r,chr,1ND2,NA,NA,n/a,n/a,>10 unique values,2917,0.789949749,NA
15,thicksmres1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the thick blood smear result?,"0, Negative | 1, Positive | -9, Not done",,,,NA,thicksmres1r,chr,0,NA,NA,n/a,n/a,", -9, 0, 1",3,0.772577172,NA
16,thicksmres1sp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If not done, specify the reason ",NA,,,,NA,thicksmres1sp,chr,-9,NA,NA,n/a,n/a,", -9",1,0.999928212,NA
17,thicksmwbc1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If positive, is the result based on 200 or 100 WBC?","2, 200 WBC | 1, 100 WBC | -9, Not done",,,,NA,thicksmwbc1r,chr,-9,NA,NA,n/a,n/a,", -9, 1, 2",3,0.98126346,NA
18,thicksmpara1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If positive, how many parasites per 200 WBC?",NA,,,,"parasites/200 WBC (Do not enter 0 = NPS, this field is only for positive results. Enter -6 = too many parasites to read; -8 = missing.)",thicksmpara1r,chr,49,NA,NA,n/a,n/a,>10 unique values,111,0.988944724,NA
19,thicksmpd1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Parasite density for results based on 200 WBC,[thicksmpara1r]*40,,map multiple variables to same IRI,,parasites/uL ,thicksmpd1r,chr,1960,NA,NA,n/a,n/a,>10 unique values,111,0.988944724,NA
20,thicksm100para1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If positive, how many parasites per 100 WBC?",NA,,,,"parasites/100 WBC (Do not enter 0 = NPS, this field is only for positive results. Enter -6 = too many parasites to read; -8 = missing.)",thicksm100para1r,chr,178,NA,NA,n/a,n/a,>10 unique values,19,0.998348887,NA
21,thicksm100pd1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Parasite density for results based on 100 WBC,[thicksm100para1r]*80,,map multiple variables to same IRI,,parasites/uL,thicksm100pd1r,chr,14240,NA,NA,n/a,n/a,>10 unique values,19,0.998348887,NA
22,thicksmnd1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If positive and not done, indicate reason",NA,,,,-6 = too many parasites to read; -8 = missing,thicksmnd1r,chr,-6,NA,NA,n/a,n/a,", -6",1,0.994113424,NA
23,thinsmid1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Thin blood smear ID,NA,,,,Enter -8 if missing. Enter -9 if not done.,thinsmid1r,chr,1ND9,NA,NA,n/a,n/a,>10 unique values,119,0.991457286,NA
24,thinsmpd1r,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the thin blood smear result?,NA,,,,/500 RBCs (Enter -8 if missing. Enter -9 if not done.),thinsmpd1r,chr,62,NA,NA,n/a,n/a,>10 unique values,50,0.994113424,NA
25,thinsmres1sp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If not done, specify the reason","0, Sample missing | 1, Sample damaged | 2, Smear not well prepared | 3, Other",,,,NA,thinsmres1sp,chr,NA,NA,NA,n/a,n/a,,0,1,no data
26,thinsmres1spo,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If other, specify",NA,,,,NA,thinsmres1spo,chr,NA,NA,NA,n/a,n/a,,0,1,no data
27,comm_hcl,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Comments,NA,,,,NA,comm_hcl,chr,Data were originally reported under Patient ID l2552 and now have been transferred to the correct Patient ID P3-000091-0 to allow for merging of the record to the screening database.,NA,NA,n/a,n/a,", Data were originally reported under Patient ID l2552 and now have been transferred to the correct Patient ID P3-000091-0 to allow for merging of the record to the screening database., NO CHANGES, Plasmodium Falciparum gametocytes present., SPECIMEN NOT COLLECTED ON THE THIN FILM., Thin Film not collected.",5,0.999569275,NA
28,health_clinic_laboratory_form_complete,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,NA,NA,,,What do the values mean? Should we load this?,NA,health_clinic_laboratory_form_complete,chr,0,NA,NA,n/a,n/a,", 0, 1, 2",3,0.01787509,NA
29,reasonvis___1,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the reason for visiting the clinic with this participant today? Fever,NA,value,,,NA,reasonvis___1,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
30,reasonvis___2,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Chills ,NA,value,,,NA,reasonvis___2,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
31,reasonvis___3,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Body pains,NA,value,,,NA,reasonvis___3,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
32,reasonvis___4,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Headache,NA,value,,,NA,reasonvis___4,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
33,reasonvis___5,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Cough,NA,value,,,NA,reasonvis___5,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
34,reasonvis___6,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Difficulty breathing,NA,value,,,NA,reasonvis___6,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
35,reasonvis___7,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Sore throat,NA,value,,,NA,reasonvis___7,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
36,reasonvis___8,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Runny nose or nasal congestion,NA,value,,,NA,reasonvis___8,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
37,reasonvis___9,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Other,NA,value,,,NA,reasonvis___9,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
38,reasonvissp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If other, specify",NA,,,,NA,reasonvissp,chr,Loose of appetite,NA,NA,n/a,n/a,>10 unique values,317,0.698133525,NA
39,feverdur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of fever?,"1, Days | 2, Weeks",,,,Specify units below,feverdur_units,chr,1,NA,NA,n/a,n/a,", 1, 2",2,0.690811199,NA
40,feverdur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of fever,NA,,,,NA,feverdur,chr,2,NA,NA,n/a,n/a,", 2, 3",2,0.998707825,NA
41,chilldur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of chills?,"1, Days | 2, Weeks",,,,Specify units below,chilldur_units,chr,1,NA,NA,n/a,n/a,", 1",1,0.966762383,NA
42,chilldur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of chills,NA,,,,NA,chilldur,chr,3,NA,NA,n/a,n/a,", 3",1,0.999928212,NA
43,bpaindur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of body pains?,"1, Days | 2, Weeks",,,,Specify units below,bpaindur_units,chr,1,NA,NA,n/a,n/a,", 1, 2",2,0.963029433,NA
44,bpaindur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of body pains,NA,,,,NA,bpaindur,chr,3,NA,NA,n/a,n/a,", 2, 3",2,0.999641062,NA
45,headdur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of headache?,"1, Days | 2, Weeks",,,,Specify units below,headdur_units,chr,1,NA,NA,n/a,n/a,", 1, 2",2,0.968485284,NA
46,headdur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of headache,NA,,,,NA,headdur,chr,NA,NA,NA,n/a,n/a,,0,1,no data
47,coughdur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of cough?,"1, Days | 2, Weeks",,,,Specify units below,coughdur_units,chr,1,NA,NA,n/a,n/a,", 1, 2",2,0.812849964,NA
48,coughdur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of cough,NA,,,,NA,coughdur,chr,4,NA,NA,n/a,n/a,", 1, 2, 3, 4, 5",5,0.998923187,NA
49,dbreathdur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of difficulty breathing?,"1, Days | 2, Weeks",,,,Specify units below,dbreathdur_units,chr,1,NA,NA,n/a,n/a,", 1",1,0.993251974,NA
50,dbreathdur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of difficulty breathing,NA,,,,NA,dbreathdur,chr,1,NA,NA,n/a,n/a,", 1",1,0.999928212,NA
51,sthroatdur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of sore throat?,"1, Days | 2, Weeks",,,,Specify units below,sthroatdur_units,chr,1,NA,NA,n/a,n/a,", 1, 2",2,0.970208184,NA
52,sthroatdur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of sore throat,NA,,,,NA,sthroatdur,chr,NA,NA,NA,n/a,n/a,,0,1,no data
53,rnosedur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of runny nose or nasal congestion?,"1, Days | 2, Weeks",,,,Specify units below,rnosedur_units,chr,1,NA,NA,n/a,n/a,", 1, 2",2,0.932591529,NA
54,rnosedur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of runny nose or nasal congestion,NA,,,,NA,rnosedur,chr,3,NA,NA,n/a,n/a,", 2, 3, 4",3,0.998994975,NA
55,otherdur_units,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the duration of the other symptom?,"1, Days | 2, Weeks",,,,Specify units below,otherdur_units,chr,1,NA,NA,n/a,n/a,", 1, 2",2,0.760732233,NA
56,otherdur,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Specify the duration of the other symptom,NA,,,,NA,otherdur,chr,2,NA,NA,n/a,n/a,", 1, 2, 3, 4, 5",5,0.99798995,NA
57,temp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is the recorded body temperature for the participant today?,NA,,,,XX.X C Enter -7 if unknown.,temp,chr,36.3,NA,NA,n/a,n/a,>10 unique values,55,0.215218952,NA
58,diagnos___17,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What is (are) the clinical diagnosis(es) of the presenting symptoms today? Malaria,NA,value,,,NA,diagnos___17,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
59,diagnos___35,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Pneumonia,NA,value,,,NA,diagnos___35,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
60,diagnos___12,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Diarrhoea,NA,value,,,NA,diagnos___12,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
61,diagnos___32,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Upper respiratory tract infection,NA,value,,,NA,diagnos___32,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
62,diagnos___34,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Other,NA,value,,,NA,diagnos___34,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
63,diagnossp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If other, specify",NA,,,,NA,diagnossp,chr,MSP,NA,NA,n/a,n/a,>10 unique values,193,0.769562096,NA
64,treatt___18,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,What treatment(s) has the participant been prescribed today? lumefantrine-artemether (LA),NA,value,,,NA,treatt___18,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
65,treatt___3,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,artesunate-amodiaquine (ASAQ),NA,value,,,NA,treatt___3,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
66,treatt___2,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,artesunate (injectable),NA,value,,,NA,treatt___2,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
67,treatt___7,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,cotrimoxazole acute therapy (COT or Bactrim or Cotrim or Septrim or TMP),NA,value,,,NA,treatt___7,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
68,treatt___31,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,iron,NA,value,,,NA,treatt___31,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
69,treatt___25,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,quinine (QN),NA,value,,,NA,treatt___25,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
70,treatt___30,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,other,NA,value,,,NA,treatt___30,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
71,treattsp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If other, specify",NA,,,,Do not record paracetamol.,treattsp,chr,MULTVITAMIN,NA,NA,n/a,n/a,>10 unique values,383,0.616511127,NA
72,treatp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Did the participant receive any medications prior to this clinic visit? ,"0, No | 1, Yes | -9, Unknown",,,,NA,treatp,chr,0,NA,NA,n/a,n/a,", -9, 0, 1",3,0.215649677,NA
73,treatpsp___18,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If yes, what treatment(s) has the participant received prior to this clinic visit?  lumefantrine-artemether (LA)",NA,value,,,NA,treatpsp___18,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
74,treatpsp___3,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,artesunate-amodiaquine (ASAQ) ,NA,value,,,NA,treatpsp___3,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
75,treatpsp___2,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,artesunate (injectable),NA,value,,,NA,treatpsp___2,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
76,treatpsp___28,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,sulfadoxine-pyrimethamine (SP or Fansidar),NA,value,,,NA,treatpsp___28,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
77,treatpsp___7,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,cotrimoxazole acute therapy (COT or Bactrim or Cotrim or Septrim or TMP),NA,value,,,NA,treatpsp___7,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
78,treatpsp___31,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,iron,NA,value,,,NA,treatpsp___31,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
79,treatpsp___25,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,quinine (QN),NA,value,,,NA,treatpsp___25,chr,0,NA,NA,n/a,n/a,", 0",1,0.01787509,NA
80,treatpsp___30,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,other,NA,value,,,NA,treatpsp___30,chr,0,NA,NA,n/a,n/a,", 0, 1",2,0.01787509,NA
81,treatspoth,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"If other, specify",NA,variable,,,Do not record paracetamol.,treatspoth,chr,AMOXYLL,NA,NA,n/a,n/a,", AMOXYCILIN, AMOXYLL, MAGNESIUM TRISILICATE, MAGNISIUM TRISCATE, NYSATIN ORAL DROPS, NYSTATIN ORAL DROPS, ORS",7,0.998994975,NA
82,comm_hcc,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Comments,NA,,,,NA,comm_hcc,chr,Form has been filled after refering to the hard copy data which I use for every client.,NA,NA,n/a,n/a,>10 unique values,14,0.995046662,NA
83,health_clinic_clinician_form_complete,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,NA,NA,,,What do the values mean? Should we load this?,NA,health_clinic_clinician_form_complete,chr,0,NA,NA,n/a,n/a,", 0, 1, 2",3,0.01787509,NA
84,rdtdone,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Was RDT done?,"0, No | 1, Yes",,,,NA,rdtdone,chr,1,NA,NA,n/a,n/a,", 0, 1",2,0.44292893,NA
85,maptaken,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Has the narrative map directions to the child's home been taken?,"0, No | 1, Yes | 2, Not taken",,,,NA,maptaken,chr,1,NA,NA,n/a,n/a,", 0, 1, 2",3,0.224120603,NA
86,maptakensp,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"If not taken, specify the reason",NA,,,,NA,maptakensp,chr,DOES NOT WANT TO BE TRACED.,NA,NA,n/a,n/a,", ABSCONDED, ABSCONDED., ABSCONDEE, ABSONDED, DOES NOT WANT TO BE TRACED., GUARDIAN ABSCONDED., NO WHERE TO SEEN, SHE WAS NO WHERE TO BE SEEN",8,0.999353912,NA
87,comm_hcn,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Comments,NA,,,,NA,comm_hcn,chr,SAVED AS INCOMPLETE BECAUSE THERE WAS NO MATCHED CONTROL 2.,NA,NA,n/a,n/a,>10 unique values,28,0.985498923,NA
88,health_clinic_nurse_form_complete,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,NA,NA,,,What do the values mean? Should we load this?,NA,health_clinic_nurse_form_complete,chr,0,NA,NA,n/a,n/a,", 0, 1, 2",3,0.01787509,NA
89,hhqdate,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,Visit date,NA,,,,yyyy-mm-dd (Enter 1911-11-11 if unknown.),hhqdate,date,4/18/12,date?,%Y-%m-%d,4/17/12,4/21/17,2012-04-17 to 2017-04-21,679,0.747020818,NA
90,useridhhq,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,ICEMR user ID,"1, chawamumba | 2, other | 3, Achitanda | 4, rjamester | 5, igowelo | 6, csadimba",,,,Select your user ID for logging into REDCap.,useridhhq,chr,1,NA,NA,n/a,n/a,", 1, 2, 3, 4, 5, 6, 7",7,0.748815506,NA
91,consent,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"Has the Adult patient/mother/caretaker given consent for patient to participate in the study? (<i>Show the Adult patient/mother/caretaker the signed consent form.)</i>

<i>If no or unknown, please do not continue to fill in this questionnaire. Please fill in the section labeled, ""FINAL RESULT OF THE HOUSEHOLD VISIT"" of this CRF accordingly.</i>","0, No | 1, Yes | -9, Unknown",,,,NA,consent,chr,1,NA,NA,n/a,n/a,", -9, 0, 1",3,0.789662599,NA
92,cfname,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"<font color=""blue"">Kodi dzina loyamba la odwala ndi ndani?</font> 
(<i>Mention the first name as it appears on the CRF in the Yuma.</i>)",NA,,,What does this variable collect? Should we load it?,NA,cfname,chr,1,NA,NA,n/a,n/a,", 0, 1",2,0.796769562,NA
93,csname,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,"<font color=""blue"">Kodi dzina la bambo a odwala ndi ndani?</font>
(<i>Mention the surname as it appears on the CRF in the Yuma.</i>)",NA,,,What does this variable collect? Should we load it?,NA,csname,chr,1,NA,NA,n/a,n/a,", 0, 1",2,0.797343862,NA
94,cadult,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,discard,,,,,Is the patient a child or an adult?,"0, Child | 1, Adult",,,,NA,cadult,chr,NA,NA,NA,n/a,n/a,,0,1,no data
95,mccrel,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,keep,,,,,"<font color=""blue"">Kodi odwalayu ndi inu pali ubale wanji?</font> what is the relationship to you?","1, Mother | 2, Father | 3, Grandmother | 4, Aunt | 5, Other | 6, Self | 7, Husband | 8, Wife",,,translate,NA,mccrel,chr,1,NA,NA,n/a,n/a,", 1, 2, 3, 4, 5, 6, 7, 8",8,0.792103374,NA
