overallOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
1778,caseid,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0000725,Participant ID for matched case,,Participant,Administrative information,EUPATH_0010035,"If the child is a control, what is the subject ID for the matched malaria case?",,variable,
1779,casecontrolf,DATA_WHICEMR_PROJECT_3_URBAN_MALARIA_ABAULENI_2019-02-28-11-43-09.csv,EUPATH_0010375,Case or control subject,,Participant,Participant,EUPATH_0000096,"Based on the PCR and RDT results, what is the final assignment for the child?","1, Case | 0, Control",variable,
NA,,,,Medication taken before visit,,Observation,Treatment,OGMS_0000090,,,multifilter,
NA,,,,Window material,,Household,Dwelling characteristics,EUPATH_0000303,,,multifilter,
NA,,,OGMS_0000073,Diagnosis,,Observation,Observation,EUPATH_0000738,,,multifilter,
NA,,,OGMS_0000090,Treatment,,Observation,Observation,EUPATH_0000738,,,category,
NA,,,,Medication,,Observation,Treatment,OGMS_0000090,,,multifilter,
NA,,,EUPATH_0000731,Household water,,Household,Household,PCO_0000024,,,category,
NA,,,EUPATH_0000144,Assets,,Household,Socioeconomic factors,EUPATH_0000304,,,multifilter,
NA,,,EUPATH_0000303,Dwelling characteristics,,Household,Household,PCO_0000024,,,category,
NA,,,EUPATH_0000304,Socioeconomic factors,,Household,Household,PCO_0000024,,,category,
NA,,,EUPATH_0000302,Dwelling facilities,,Household,Household,PCO_0000024,,,category,
NA,,,EUPATH_0000096,Participant,,Participant,,,,,category,
NA,,,OGMS_0000083,Physical examination,,Observation,Observation,EUPATH_0000738,,,category,
NA,,,EUPATH_0000596,Waste disposal,,Household,Dwelling facilities,EUPATH_0000302,,,category,
NA,,,EUPATH_0010037,Individuals related to participant,,Participant,Participant,EUPATH_0000096,,,category,
NA,,,EUPATH_0010036,Eligibility criteria,,Participant,Administrative information,EUPATH_0010035,,,category,
NA,,,EUPATH_0000433,"Plasmodium species, by PCR",,Sample,Plasmodium,NCBITaxon_5820,,,multifilter,
NA,,,PCO_0000024,Household,,Household,,,,,category,
NA,,,EUPATH_0000340,Travel details,,Observation,Observation,EUPATH_0000738,,,category,
NA,,,EUPATH_0021002,Symptoms,,Observation,Signs and symptoms,EUPATH_0000309,,,multifilter,
NA,,,NCBITaxon_5820,Plasmodium,,Sample,Eukaryota,NCBITaxon_2759,,,category,
NA,,,EUPATH_0000738,Observation,,Observation,,,,,category,
NA,,,EUPATH_0010981,Demographics,,Participant,Participant,EUPATH_0000096,,,category,
,,,EUPATH_0000307,Participant study details,,Participant,Participant,EUPATH_0000096,,,category,
,,,GAZ_00000448,Geographic location,,Household,Household,PCO_0000024,,,category,
,,,EUPATH_0010035,Administrative information,,Participant,Participant,EUPATH_0000096,,,category,
,,,EUPATH_0011800,Microbiology tests performed,,Sample,Blood microbiology test,EUPATH_0020005,,,category,
,,,EUPATH_0011802,Microscopy,,Sample,Microbiology tests performed,EUPATH_0011800,,,category,
,,,EUPATH_0000309,Signs and symptoms,,Observation,Observation,EUPATH_0000738,,,category,
,,,EUPATH_0000310,Observation details,,Observation,Observation,EUPATH_0000738,,,category,
,,,EUPATH_0021097,Personal vector intervention,,Observation,Observation,EUPATH_0000738,,,category,
,,,EUPATH_0021098,Immediate clinical history,,Observation,Observation,EUPATH_0000738,,,category,
,,,EUPATH_0024182,Household relocation,,Household,Household,PCO_0000024,,,category,
,,,EUPATH_0000313,Individual entomological measurement,,,Entomological measurements,EUPATH_0000327,,,category,
,,,EUPATH_0010032,Dwelling environment,,Household,Household,PCO_0000024,,,category,
,,,EUPATH_0000327,Entomological measurements,,Entomology,,,,,category,
,,,NCBITaxon_2759,Eukaryota,,Sample,Blood microbiology test,EUPATH_0020005,,,category,
,,,,Trap type,,Entomology,Entomological measurements,EUPATH_0000327,,,derived,
