"IRI","label","displayOrder","variable","dataFile","definition","category","parentLabel","parentIRI","codebookDescription","codebookValues","termType","replaces","unitLabel","unitIRI","hidden"
"http://purl.obolibrary.org/obo/EUPATH_0038702","Pneumonia","3","form04::pneumonia","form04","Assessed daily for infants admitted to the NICU","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","new diagnoses","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038354","Pneumonia, by X-ray","12","form06_c_xray::atanywaspneumoniadiagnosed","form06_c_xray","Pneumonia diagnosed by chest X-ray. Collected at any point a chest X-ray was performed while the infant remained in the NICU","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","Pneumonia diagnosed from chest x-ray","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038355","Respiratory distress syndrome, by X-ray","13","form06_c_xray::atanywashmddiagnosed","form06_c_xray","Respiratory distress syndrome (RDS) (also known as hyaline membrane disease (HMD)) diagnosed by chest X-ray. Collected at any point a chest X-ray was performed while the infant remained in the NICU","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","HMD diagnosed from chest x-ray","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038705","Sepsis","6","form04::sepsis","form04","Assessed daily for infants admitted to the NICU","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","new diagnoses","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038709","Tetanus","8","form04::tetanus","form04","Assessed daily for infants admitted to the NICU","Observation","Diagnosis","http://purl.obolibrary.org/obo/OGMS_0000073","new diagnoses","","variable","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038188","ABO incompatibility","20","form06::aboincompatibility1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038189","Acute bilirubin encephalopathy","31","form06::acutebilirubinencephalopathyabe1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033382","Anemia","16","form06::anemia1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038190","Apnea","3","form06::apnea1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038191","Chromosomal anomalies","37","form06::chromosomalanomalies1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038192","Circumcision","44","form06::circumcisions1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033395","Congenital abnormality","36","form06::congenitalmalformation1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033394","Congenital heart disease","38","form06::congenitalheartdisease1","form06","CHD. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038193","Congenital syphilis","13","form06::congenitalsyphilis1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038194","Congestive heart failure","39","form06::congestiveheartfailure1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038195","Disseminated intravascular coagulation","18","form06::dic1","form06","DIC. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038196","Disseminated intravascular coagulation","25","form06::disseminatedintravascularcoagulopathy1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038197","Early onset neonatal sepsis","8","form06::earlyonsetneonatalsepsis72hours1","form06","EONS. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038198","Electrolyte disorder","28","form06::electrolytedisorders1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038199","Feeding problem","24","form06::feedingproblem1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038201","HIV exposure","12","form06::hivexposed1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038200","Hemorrhagic disease of the newborn","22","form06::hemorrhagediseaseofthenewborn1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038202","Hyperbilirubinemia","21","form06::hyperbilirubinemia1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038203","Hypoglycemia","27","form06::hypoglycemia1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038204","Hypothermia","42","form06::hypothermiaorcoldinjurysyndrome1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038205","Intraventricular hemorrhage","33","form06::intraventricularhemorrhageivh1","form06","IVH. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038206","Late onset neonatal sepsis","9","form06::lateonsetneonatalsepsis72hours1","form06","LONS. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038207","Meconium aspiration syndrome","4","form06::meconomiumaspirationsyndrome1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015133","Meningitis","11","form06::meningitis1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038208","Necrotizing enterocolitis","35","form06::necrotizingenterocolitisnec1","form06","NEC. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0015138","Other diagnosis","45","form06::other1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038209","Other hematologic disease","26","form06::otherhematologic1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038210","Other infection","15","form06::otherinfectiondisorders1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038211","Other metabolic disease","29","form06::othermetabolicdisorders1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038212","Other neurologic disease","34","form06::otherneurologic1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038213","Other respiratory disease","7","form06::otherrespiratory1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038214","Perinatal asphyxia with multiple organ involvement","30","form06::perinatalasphyxiawithmultipleorganinvolvement1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0038215","Persistent pulmonary hypertension of the newborn","5","form06::persistentpulmonaryhypertensionpphn1","form06","PPHN. Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
"http://purl.obolibrary.org/obo/EUPATH_0033376","Pneumonia","10","form06::pneumonia1","form06","Assessed once for infants at NICU discharge or death before 28 days, or at day 28 for those still in the NICU","Observation","Diagnosis at discharge","http://purl.obolibrary.org/obo/EUPATH_0000321","","","value","","","",""
