colOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType,notesForOnt
32,form12a::hypoglycaemia,form12a,,Hypoglycemia,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
33,form12a::dic,form12a,,"Hemorrhagic disease of the newborn, disseminated intravascular coagulation",DIC. Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
,,,,"Maternal risk factors for death, by clinician",Maternal risk factors for death as assessed by clinician when the infant died,,Death information,EUPATH_0000671,,,multifilter,
34,form12a::obstructedlabor1,form12a,,Obstructed labor,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
35,form12a::cordprolapsecomplication1,form12a,,Cord prolapse or complication,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
36,form12a::signsoffetaldistress1,form12a,,Signs of fetal distress,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
37,form12a::antenatalhemorrhage1,form12a,,Antenatal hemorrhage,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
38,form12a::preeclampsiaeclampsia1,form12a,,Preeclampsia or eclampsia,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
39,form12a::maternalsignsofinfection1,form12a,,Maternal signs of infection,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
40,form12a::chorioamnionitis1,form12a,,Chorioamnionitis,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
41,form12a::other3,form12a,,Other,Maternal risk factor for death as assessed by clinician when the infant died,,"Maternal risk factors for death, by clinician",,maternal risk factors,,value,
42,form12a::specify5,form12a,,"Other maternal risk factors for death, by clinician",Maternal risk factor for death as assessed by clinician when the infant died,,Death information,EUPATH_0000671,other maternal risk factors specified,,variable,
45,form12a::clinicalsummaryinformationnecessaryforthepathologist,form12a,,Clinical summary of death,,,Death information,EUPATH_0000671,,,variable,
46,form12a::asphyxia2,form12a,,Asphyxia,Assessed by clinician when the infant died,,"Contributing cause of death, by clinician",,contributing cause of death,,value,
9,form12b::ifinfantdiedatorpriortoday28dateofdeath,form12b,EUPATH_0000150,Death date,,,Death information,EUPATH_0000671,,,variable,
10,form12b::causeaccordingtopanelconsensus,form12b,EUPATH_0020001,Cause of death,Primary cause of death as assessed by panel,,Death information,EUPATH_0000671,,,variable,
11,form12b::specify,form12b,,Other cause of death,Assessed by panel within 6 months of infant death,,Death information,EUPATH_0000671,other primary cause of death specified,,variable,
12,form12b::degreeofcertaintyforprimarycause,form12b,,Cause of death certainty,Degree of certainty for primary cause of death,,Death information,EUPATH_0000671,,,variable,
,,,,Contributing cause of death,Contributing cause of death as assessed by panel within 6 months of infant death,,Death information,EUPATH_0000671,contributing cause of death,,multifilter,
13,form12b::congenitalmalformation,form12b,,Congential malformation,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
14,form12b::hyaliniemembranedisease,form12b,,Respiratory distress syndrome,RDS. Assessed by panel within 6 months of infant death. Also known as hyaline membrane disease,,Contributing cause of death,,contributing cause of death,,value,
15,form12b::asphyxia,form12b,,Asphyxia,,,Contributing cause of death,,contributing cause of death,,value,
16,form12b::pphn,form12b,,Persistent pulmonary hypertension of the newborn,PPHN. Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
17,form12b::pph,form12b,,Postpartum hemorrhage,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
18,form12b::ttn,form12b,,Transient tachypnea of the newborn,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
19,form12b::nec,form12b,,Necrotizing enterocolitis,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
20,form12b::meningitis,form12b,,Meningitis,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
21,form12b::hypothermia,form12b,,Hypothermia,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
22,form12b::apnea,form12b,,Apnea,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
23,form12b::jaundice,form12b,,"Hyperbilirubinemia, kernicterus",Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
24,form12b::anemia,form12b,,Anemia,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
25,form12b::renalfailure,form12b,,Renal failure,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
26,form12b::tetanus,form12b,,Tetanus,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
27,form12b::other,form12b,,Other,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
,,,,Maternal risk factors for death,Maternal risk factors for death as assessed by panel within 6 months of infant's death,,Death information,EUPATH_0000671,,,multifilter,
28,form12b::cordprolapsecomplication,form12b,,Cord prolapse or complication,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
29,form12b::signsoffetaldistress,form12b,,Signs of fetal distress,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
30,form12b::antenatalhemorrhage,form12b,,Antenatal hemorrhage,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
31,form12b::preeclampsiaeclampsia,form12b,,Preeclampsia or eclampsia,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
32,form12b::maternalsignsofinfection,form12b,,Maternal signs of infection,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
33,form12b::chorioamnionitis,form12b,,Chorioamnionitis,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
34,form12b::other1,form12b,,Other,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
35,form12b::specify2,form12b,,"Other maternal risk factors for death, by clinician",Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Death information,EUPATH_0000671,other maternal risk factors specified,,variable,
36,form12b::specify1,form12b,,"Other contributing cause of death, by clinician",Other contributing cause of death as assessed by panel within 6 months of infant death,,Death information,EUPATH_0000671,other contributing cause of death specified,,variable,
37,form12b::data,form12b,,Data quality for cuase of death assessment,,,Death information,EUPATH_0000671,data quality,,variable,
40,form12b::obstructedlabor,form12b,,Obstructed labor,Maternal risk factor for death as assessed by panel within 6 months of infant's death,,Maternal risk factors for death,,maternal risk factors,,value,
41,form12b::ivh,form12b,,Intraventricular hemorrhage,IVH. Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
42,form12b::sepsis,form12b,,Sepsis,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
43,form12b::pneumonia,form12b,,Pneumonia,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
44,form12b::hypoglycaemia,form12b,,Hypoglycemia,Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
45,form12b::dic,form12b,,"Hemorrhagic disease of the newborn, disseminated intravascular coagulation",DIC. Assessed by panel within 6 months of infant death,,Contributing cause of death,,contributing cause of death,,value,
