variable	variable2	values	mappedTerm	ordinalValue
form01::ballardneuromuscularmaturityscore	form01::ballardneuromuscularmaturityscore	na	:::UNDEF:::
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin, Trausdl	Ampicillin, trausdl
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,Ceftraxone	Ampicillin, ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,cimitidin,	Ampicillin, cimetidine
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,cimtidin,aldomet,plasil	Ampicillin, cimetidine, methyldopa, plasil
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,Erythromycin,Nepidipine	Ampicillin, erythromycin, nifedipine
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,Gentamycin	Ampicillin, gentamicin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillin,pethidine,ceftraxone,cemetidine	Ampicillin, ceftriaxone, cimetidine, pethidine
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline + Amoxicillie	Ampicillin, amoxacillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 28m IV TID & Gentamicin 80mg IV TID	Ampicillin (28 mg IV TID), gentamicin (80 mg IV TID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 29 MIV QID	Ampicillin (29 mg IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 29M/V QID	Ampicillin (29 mg IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm 1does	Ampicillin (2 g, 1 dose)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03 dose	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03 doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03 doses,	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 03doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV 04 Doses,Trasual 5mg IV PROM	Ampicillin (2 g IV, 4 doses), trasual (5 mg IV) 
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm iv BID Gentamycine 80mg IV	Ampicillin (2 g IV BID), gentamicin (80 mg IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gm IV stat	Ampicillin (2 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gmIV 03doses,Tranados	Ampicillin (2 g IV), tramadol
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2gmIV Bid for s/d then po/2days	Ampicillin (2 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 2mg IV QLD	Ampicillin (2 mg IV QID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline 5does and Benlantine	Ampicillin (5 doses), benlantine
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline and gentamycine for 2 days	Ampicillin, gentamicin (2 days)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline, Amoxacilin	Ampicillin, amoxicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline, Erythromacline	Ampicillin, erythromycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilline,erythormacyin,Amoxacilline	Ampicillin, amoxicillin, erythro
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicillio 01 dose	Ampicillin (1 dose)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilln genta	Ampicillin, gentamicin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampicilln2gm IV Qd's gentaycin 80 mg IVTID	Ampicillin (2 g IV QD), gentamicin (80 mg IV TID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciln 2gm IV 03 Doses	Ampicillin (2 g IV, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciuilin 29m IV for 3day plasil dclimitidin given 5+at methsl dopa 500mg Potid	Ampicillin (29 mg IV), methyldopa (500 mg PO TID), plasil dclimitidin 
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiciuin	Ampicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiclline 28 MIV TID Gentamicin 80 mgIV TID	Ampicillin (28 mg IV TID), gentamicin (80 mg IV TID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiclline 2g IV(1dose)	Ampicillin (2 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampiculline, Amex, erykomecin	Ampicillin, amex, erythromycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampieillin 2g IV	Ampicillin (2 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Amplicillin 2mg IV, Amoxacillin 500mgpo	Ampicillin (2 mg IV), amoxicillin (500 mg PO)
form02_long::ifotherspecify	form02_long::ifotherspecify	Amplicilline, ertromycine Nefidipine	Ampicillin, erythromycin, nifedipine
form02_long::ifotherspecify	form02_long::ifotherspecify	Amplilline 2gm Iv gid for 21d thene po5/d, cimeifidine 200mg Iv staf, plias 10mg Iv staf, Hydralixline 0.5 mg IV 8:45pm to 10:05PM	Ampicillin (2 g IV), cimetidine (200 mg IV), hydralazine (0.5 mg IV), plasil (10 mg IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampocolon, metronodazol	Ampicillin, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	Ampucillen, Tramadol 50mg IV	Ampicillin, tramadol (50 mg IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Anpcilline, Hydralizine, cimitidine plasile, Heparine	Ampicillin, cimetidine, heparin, hydralazine, plasil
form02_long::ifotherspecify	form02_long::ifotherspecify	Anpduln 2gm Iv Bio, Gentalycm 50mg Iv dovily	Ampicillin (2 g IV BID), gentamicin (50 mg IV QD)
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti -D (28th week)	Anti D
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti Convusant	Anticonvulsant
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti Cuagulat /Hydralizia	Anticoagulant, hydralazine
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti D given 2	Anti D
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti D+ ceftraxone &azitrumycin	Anti D, azithromycin, ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti haypertensiv drug	Antihypertensive
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti Hypertensive	Antihypertensive
form02_long::ifotherspecify	form02_long::ifotherspecify	Anti hypertensive drugs	Antihypertensive
form02_long::ifotherspecify	form02_long::ifotherspecify	Antibiotic	Antibiotic
form02_long::ifotherspecify	form02_long::ifotherspecify	Antibiotoc	Antibiotic
form02_long::ifotherspecify	form02_long::ifotherspecify	Anticanvulsanto	Anticonvulsant
form02_long::ifotherspecify	form02_long::ifotherspecify	Anticanvuslant	Anticonvulsant
form02_long::ifotherspecify	form02_long::ifotherspecify	Anticonv elsanrt	Anticonvulsant
form02_long::ifotherspecify	form02_long::ifotherspecify	anticonvelant	Anticonvulsant
form02_long::ifotherspecify	form02_long::ifotherspecify	Anticonvuisant	Anticonvulsant
form02_long::ifotherspecify	form02_long::ifotherspecify	Antihyper tensive Drugs	Antihypertensive
form02_long::ifotherspecify	form02_long::ifotherspecify	Antihypertersine	Antihypertensive
form02_long::ifotherspecify	form02_long::ifotherspecify	Appicilin2gm	Ampicillin (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Arvption + erythromycine	Aruption, erythromycin
form02_long::ifotherspecify	form02_long::ifotherspecify	ASA 30mg pold,Laxis 40mg IV Bid	Aspirin (30 mg PO), furosemide (40 mg IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	ASA$ Methyldopa	Aspirin, methyldopa
form02_long::ifotherspecify	form02_long::ifotherspecify	Asprin And Methyl dopa	Aspirin, methyldopa
form02_long::ifotherspecify	form02_long::ifotherspecify	Atropine Tramadol	Atropine, tramadol
form02_long::ifotherspecify	form02_long::ifotherspecify	Ayd ralazine, methyldopa	Hydralazine, methyldopa
form02_long::ifotherspecify	form02_long::ifotherspecify	Azitomyin	Azithromycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Azitromiain,Lasix, fe gluconate & ceftra	Azithromycin, centra, furosemide, gluconate, iron, 
form02_long::ifotherspecify	form02_long::ifotherspecify	Bezantain pencillin 2 dose	Benzathine penicillin
form02_long::ifotherspecify	form02_long::ifotherspecify	Blood siven 4uinti platelets 4 uint	Blood transfusion (4 U), platelet transfusion (4 U)
form02_long::ifotherspecify	form02_long::ifotherspecify	Blood Transfuztion	Blood transfusion
form02_long::ifotherspecify	form02_long::ifotherspecify	Cardiac illness & taken lasix po medication	Furosemide (PO)
form02_long::ifotherspecify	form02_long::ifotherspecify	ce & Ttraxone 1gm IV stat	Ceftriaxone (1 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Cefetrixion 1gm IVBid for 5d,Ampcilline 29MIV 4d then po 5d oid,cemtidira 200mIV state ,Plisa 10mg IV stat	
form02_long::ifotherspecify	form02_long::ifotherspecify	Cefferxion 1 gm IV Stat	Ceftriaxone (1 g IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceflorxon 1gmIVBid For2ld therpo13d,plisa 10mgIVstar,cemtidine200mgIVstat,ampiciline25mIV aid2ldposid	
form02_long::ifotherspecify	form02_long::ifotherspecify	Cefotaxim,Ampicillin	Ampicillin, cefotxime
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftasin 500mg IV TIP,Vancomycin 500mg Io B/D Lasix 60mg Iu B/D #03 days	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftaxone & Tramadol	Ceftriaxone, tramadol
form02_long::ifotherspecify	form02_long::ifotherspecify	Cefteraxion 1gm IV BID for 3/d then for 3d	Ceftriaxone (1 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Cefterxion 19MIV BID for 2 day	Ceftriaxone (19 mg IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	cefthoxone	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftiraxone & metridazole	Ceftriaxone, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftiraxone 1 of IV BID	Ceftriaxone (IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftracone, metrondazole, IV	Ceftriaxone, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftrakon, Metrindazale 500mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraocene, Ampicilliment, clarithromycima	
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftratone	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftratox	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxion	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxion 19 MIV BID for 3/d	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxon	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxon 19mg IVBI d cimetidin 200mgIV plasil 10mgIV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxon 19MIV BID plasil 10mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxon 1gm IV BID 03 doses	Ceftriaxone (1 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxon 1gm IV Bid For 03 doses	Ceftriaxone (1 g IV BID, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxon IR IV 02 doses	Ceftriaxone (IV 2 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxon Methdalohe	Ceftriaxone, methyldopa
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxon,Cimitidin,Plasil	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1 Mg, metrnidazole 500mg,	
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxone 1/m IV	Ceftriaxone (IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1/m IV 02does	Ceftriaxone (IV 2 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1gm	Ceftriaxone (1 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1gm IV 02 doses	Ceftriaxone (1 g IV 2 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxone 1gm IV 02doses	Ceftriaxone (1 g IV 2 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxone 1gm IV BID	Ceftriaxone (1 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1GM IV Bid 02does, Diclofenac 75 gm IV methylodopa po	
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxone 1gm IV Bid for 01day	Ceftriaxone (1 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1gm IV Bid for 03 doses,Tramadol 50mgIV PRN	Ceftriaxone (1 g IV BID, 3 doses), Tramadol (50 mg IV PRN)
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxone 1gm,cimitidin 400g,plasil 10g	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1gmIV bid on doses	Ceftriaxone (1 g IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 1mg IV BID	Ceftriaxone (1 mg IV BID)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 29mgIV cimetidin 400mgIV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 29mgIV,Cimetidine 400mgIV hydralizine	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 2doses	Ceftriaxone (2 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 2gm	Ceftriaxone (2 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone 2gm IV Bid for 03 doses	Ceftriaxone (2 g IV BID, 3 doses)
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxone ipmIV	Ceftriaxone (IV)
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone,cemitidin,plasilil	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone,Cimitedin,Plisen,Hydralizine	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone,Erythromasin	Ceftriaxone, erythromycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone,KCL,methyldopa,	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone,plasil 10mg,cimitidin 200mg,Ampicilin 2mg	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftraxone.metronidazole	Ceftriaxone, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftraxone+Gentamycin	Ceftriaxone, gentamycin
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftrazone 1g IV BID	
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftrazone, Ampicilline	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftrexon 29m	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftriaxion	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftriaxon + Metrondazole	Ceftriaxone, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftriaxone	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftriaxone 19mg IV plasil 10mgIV cemetidin 200mgIV	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftriclxione	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftrioxon & metronidazol	Ceftriaxone, metronidazole
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftroxene, Ampicillirte	
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftroxore, pretrondazole	
form02_long::ifotherspecify	form02_long::ifotherspecify	ceftruxone, cloxceilline metrondazol, promxsilline	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceftrxion 1g iv, Ampciline 2g IV 3 dose, Plasrle 10mg IV stat, cimtiden 40mg IV stat, Mize 500mg IV tid for 24 hour than po	
form02_long::ifotherspecify	form02_long::ifotherspecify	Cemetidine	
form02_long::ifotherspecify	form02_long::ifotherspecify	cemitidin,catraxon,metrindezole	
form02_long::ifotherspecify	form02_long::ifotherspecify	Cephalexin 500mg PO TID	
form02_long::ifotherspecify	form02_long::ifotherspecify	cephtrixone	Ceftriaxone
form02_long::ifotherspecify	form02_long::ifotherspecify	Cepralaxin 500mgPO BID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Ceptraxone 1gm	Ceftriaxone (1 g)
form02_long::ifotherspecify	form02_long::ifotherspecify	Certrioxone 1gm Bik Erythlomucin 500mg poain rerous ramete 325mg poTID	
form02_long::ifotherspecify	form02_long::ifotherspecify	Cettraxoin 2 daye, Amoxacillin 500mg potd metrioaddzole 500mg IVId	
form02_long::ifotherspecify	form02_long::ifotherspecify	Chemotherapy	Chemotherapy
form02_long::ifotherspecify	form02_long::ifotherspecify	Chemotherapy for cervical ca	Chemotherapy
form02_long::ifotherspecify	form02_long::ifotherspecify	chloroquine	Chloroquine
form02_long::ifotherspecify	form02_long::ifotherspecify	Cimetidine	Cimetidine
form02_long::ifotherspecify	form02_long::ifotherspecify	Cimetidine 200mg, plasil 10mg IV stat	
form02_long::ifotherspecify	form02_long::ifotherspecify	cimietidin , plazil	
form02_long::ifotherspecify	form02_long::ifotherspecify	Cimitdine 200mg IV stat, Plise 10mg IV stat	
form02_long::ifotherspecify	form02_long::ifotherspecify	cloxalillin, metnu/dopalpcm	
form02_long::ifotherspecify	form02_long::ifotherspecify	Cloyaciline	
form02_long::ifotherspecify	form02_long::ifotherspecify	Coftragzone	
form02_long::ifotherspecify	form02_long::ifotherspecify	Copmlit methyldopa,Nifediphin,hydralizimk PRN	Hydralizine, methyldopa, nifedipine
form02_long::ifotherspecify	form02_long::ifotherspecify	cotecstrod	Cortecosteroid
form02_long::ifotherspecify	form02_long::ifotherspecify	Daxamethosol 10mg.5mg,5mgIv BgD	Dexamethasone
form02_long::ifotherspecify	form02_long::ifotherspecify	dexaalulotic,Ampicciline,2gm IV Q=d,	
form02_long::ifotherspecify	form02_long::ifotherspecify	Dexameso + ceforicaton	
form02_long::ifotherspecify	form02_long::ifotherspecify	Dexametason	Dexamethasone
form02_long::ifotherspecify	form02_long::ifotherspecify	Dexametason 4 dose complet	Dexamethasone
form02_long::ifotherspecify	form02_long::ifotherspecify	Dexametasone and mg 504 complet	Dexamethasone, magnesium
form02_long::ifotherspecify	form02_long::ifotherspecify	Dexametazon	Dexamethasone
form02_long::ifotherspecify	form02_long::ifotherspecify	dexamethasone	Dexamethasone
form02_long::ifotherspecify	form02_long::ifotherspecify	Dexamthuxune & Anticonvulsa	Anticonvulsants, dexamethasone
form02_long::ifotherspecify	form02_long::ifotherspecify	Diclfanc 75mg IM PRN	Diclofenac (75 mg)
form02_long::ifotherspecify	form02_long::ifotherspecify	Diclofenaic 75mg T.D,ampicillin 2gm IV TLD	Ampicillin (2 g IV TID), diclofenac (75 mg TD)
form02_long::ifotherspecify	form02_long::ifotherspecify	diclofenal and lasix	Diclofenac, furosemide
form02_long::ifotherspecify	form02_long::ifotherspecify	Diclofinace	Diclofenac
form02_long::ifotherspecify	form02_long::ifotherspecify	Diclofinic 75mg ,Tramddol100mg	Diclofenac (75 mg), Tramadol (100 mg)
form02_long::ifotherspecify	form02_long::ifotherspecify	Diclofinic75mg,Tramddol 100mg	Diclofenac (75 mg), Tramadol (100 mg)
