updated,colOrder,overallOrder,displayOrder,variable,dataFile,IRI,label,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,notesForProvider,notesForDL,newLabel
,,83,1,sumaep,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010517,"ALRI, # of episodes",,participant,Summary of ALRI episodes,http://purl.obolibrary.org/obo/EUPATH_0010991,Sum of ALRI episodes. Source=calculated,,,,,
,,195,4,adayep,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010518,Day of ALRI episode,,observation,ALRI episode information,http://purl.obolibrary.org/obo/EUPATH_0011756,Day of ALRI episode. Source=calculated,,,,,
,,122,1,ill,"illnessfull_24m.csv, micro_x_24m.csv",http://purl.obolibrary.org/obo/EUPATH_0010519,Any illness indicated,,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,"Illness variable indicates whether diarrhea episode, ALRI episode, fever, or vomiting was present on that day. (1 if dprev3==1, aprev3==1, saffev==1, safvom==1) . From illness dataset. Source=illnessfull.csv",1=yes;0=no,,,,
,,139,3,ddiar,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010520,"Diarrheal diagnosis, from hospital referral",,observation,Hospitalization information,http://purl.obolibrary.org/obo/EUPATH_0000308,REF - diagnosis of dehydrating diarrhea by a medical professional. Source=REF,,,,,
,,140,4,dalri,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010521,"ALRI diagnosis, from hospital referral",,observation,Hospitalization information,http://purl.obolibrary.org/obo/EUPATH_0000308,REF - diagnosis of ALRI by a medical professional. Source=REF,,,,,
,,141,5,dmal,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010522,"Malaria diagnosis, from hospital referral",,observation,Hospitalization information,http://purl.obolibrary.org/obo/EUPATH_0000308,REF - diagnosis of malaria by a medical professional. Source=REF,,,,,
,,158,2,gemsdef,"illnessfull_24m.csv, micro_x_24m.csv, mpo_neo_ala_24m.csv",http://purl.obolibrary.org/obo/EUPATH_0010524,"Moderate-to-severe diarrhea, GEMS criteria",,observation,Diarrheal episode severity,http://purl.obolibrary.org/obo/EUPATH_0011750,"GEMS definition of moderate/severe diarrhea episode - Episode accompanied by any of the following: Some or severe dehydration, dysentery (blood reported by mother in stool), hospitalization for diarrhea. Source=calculated",1=yes;0=no,,,,
,,123,2,safill,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010525,"Any illness, maternal report",,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Maternal report of any illness. Source=SAF,"1=yes, 0=no",,,,
,,131,10,safact,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010526,Activity level,,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Maternal report of activity level. Source=SAF,0=normal; 1=sleepy; 2=difficult to awaken,,,,
,,124,3,safint,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010527,"Appetite, maternal report",,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Maternal report of appetite. Source=SAF,0=normal; 1=less than normal,,,,
,,128,7,safvom,"illnessfull_24m.csv, micro_x_24m.csv",http://purl.obolibrary.org/obo/EUPATH_0010528,"Vomitting, maternal report",,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Was the child vomiting? Maternal report of vomiting. From illness dataset. Source=illnessfull.csv,1=yes;0=no,,,,
,,130,9,safear,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010529,Ear pain/pulling,,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Maternal report of ear pain/pulling. Source=SAF,"1=yes, 0=no",,,,
,,146,2,safab,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010530,"Antiobiotic use, maternal report",,observation,Antibiotic administration,http://purl.obolibrary.org/obo/EUPATH_0010001,Maternal report of antibiotic use. Source=SAF," 1=yes, 0=no",,,,
,,126,5,safdiar,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010532,"Diarrhea, maternal report",,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Maternal assessment of diarrhea. This was not used in the identification of diarrhea. Source=SAF,"1=yes, 0=no",,,,
,,172,2,safnumls,"illnessfull_24m.csv, micro_x_24m.csv",http://purl.obolibrary.org/obo/EUPATH_0010533,Loose stools in day,,observation,Abnormal stool,http://purl.obolibrary.org/obo/EUPATH_0011753,Number of loose stools from that specific stool sample. From illness dataset. Source=illnessfull.csv,##,,,,
,,125,4,safblood,"illnessfull_24m.csv, micro_x_24m.csv",http://purl.obolibrary.org/obo/EUPATH_0010534,"Blood in stool, maternal report",,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Blood in stool reported by mother. From illness dataset. Source=illnessfull.csv,1=yes;0=no,,,,
,,184,1,safdehyd,"illnessfull_24m.csv, micro_x_24m.csv",http://purl.obolibrary.org/obo/EUPATH_0010535,Dehydration,,observation,Dehydration,http://purl.obolibrary.org/obo/EUPATH_0010535,Was children dehydrated? Maternal report of dehydration. From illness dataset. Source=illnessfull.csv,1=yes;0=no,,,,
,,143,1,safort,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010536,ORT administered,,observation,Treatment,http://purl.obolibrary.org/obo/EUPATH_0010994,ORT administrated. Source=SAF,"1=yes, 0=no",,,,
yes,,155,7,safsamp,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010537,Sample collected,,observation,Diarrheal episode information,http://purl.obolibrary.org/obo/EUPATH_0010016,Sample collected. Source=SAF,"1=yes, 0=no",,,,
,,208,6,safcough,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010538,Cough,,observation,"Signs and symptoms, ALRI",http://purl.obolibrary.org/obo/EUPATH_0011820,"Maternal report of cough, 1=yes, 0=no. Source=SAF","1=yes, 0=no.",,,,
,,205,3,safshb,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010539,Shortness of breath,,observation,"Signs and symptoms, ALRI",http://purl.obolibrary.org/obo/EUPATH_0011820,"Maternal report of shortness of breath, 1=yes, 0=no. Source=SAF","1=yes, 0=no.",,,,
,,204,2,safind,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010540,"Indrawing, fieldworker observed",,observation,"Signs and symptoms, ALRI",http://purl.obolibrary.org/obo/EUPATH_0011820,Field worker observation of indrawing. Source=SAF,"1=yes, 0=no.",,,,
,,206,4,safrr1,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010541,"Respiratory rate 1, SAF",,observation,"Signs and symptoms, ALRI",http://purl.obolibrary.org/obo/EUPATH_0011820,Respiratory rate #1 0-99. Source=SAF,,,,,
,,207,5,safrr2,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010542,"Respiratory rate 2, SAF",,observation,"Signs and symptoms, ALRI",http://purl.obolibrary.org/obo/EUPATH_0011820,Respiratory rate #2 0-99. Source=SAF,,,,,
,,193,2,safalri,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010543,"ALRI, fieldworker assessment",,observation,ALRI episode information,http://purl.obolibrary.org/obo/EUPATH_0011756,Fieldworker assessment of ALRI. Source=SAF,"1=yes, 0=no",,,,
,,127,6,saffev,"illnessfull_24m.csv, micro_x_24m.csv",http://purl.obolibrary.org/obo/EUPATH_0010544,"Fever, maternal report",,observation,Illness surveillance,http://purl.obolibrary.org/obo/EUPATH_0010992,Did the child have a fever? Maternal report of fever. From illness dataset. Source=illnessfull.csv,1=yes;0=no,,,,
,,135,1,saftemp,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010545,"Temperature (C), fieldworker SAF",,observation,Physical finding,http://purl.obolibrary.org/obo/OGMS_0000083,"temperature (oC) as measured by fieldworker, 0-99.9 C. Source=SAF",,,,,
,,133,1,safref,illnessfull_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010546,"Referal made by fieldworker, SAF",,observation,Clinical finding,http://purl.obolibrary.org/obo/OGMS_0000014,"Referral made by field worker. If the child is found to have a serious or life threatening condition (seizure, high fever, dyspnea, more than 8 episodes daily of liquid diarrhea, coma, paralysis, hemorrhage) the child will be referred to the local emergency hospital. If the child is found to have a less severe condition (ALRI, dehydratio, fever, blood in stool), the child will be referred to the nearest health facility for assessment & treatment. Source=SAF","1=yes, 0=no.",,,,
,,398,6,flag_archivesample,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010548,"Monthly, archive only sample",,sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,,,,,,
,,406,7,flag_diarrhea,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010550,Analyzable diarrheal stool,,sample,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,,,,,,
,,368,9,flag_ltf,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010551,Patient lost to follow-up,,sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0011679,Was this PID lost to follow-up?. . Source=Calculated,1=yes;0=no,,,,
,,370,2,flag_ltf_14,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010552,LTF within 14 days of stool collection,,sample,Patient lost to follow-up,http://purl.obolibrary.org/obo/EUPATH_0010551,"Is length of time with surveillance data before or after stool collection less than 14 days? . Is there sufficient follow-up to create alternate stool type definitions? , e.g. stooltype14. Source=Calculated",1=yes;0=no,,,,
,,371,3,flag_ltf_28,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010553,LTF within 28 days of stool collection,,sample,Patient lost to follow-up,http://purl.obolibrary.org/obo/EUPATH_0010551,"Is length of time with surveilllance data before or after stool collection less than 28 days? . Is there sufficient follow-up to create alternate stool type definitions?, e.g. stooltype28. Source=Calculated",1=yes;0=no,,,,
,,369,1,flag_ltf_7,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010554,LTF within 7 days of stool collection,,sample,Patient lost to follow-up,http://purl.obolibrary.org/obo/EUPATH_0010551,"Is length of time with surveillance before or after stool collection less than 7 days? . Is there sufficient follow-up to create alternate stool type definitions?, e.g. stooltype7. Source=Calculated",1=yes;0=no,,,,
,,396,4,flag_monthly,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010555,Analyzable monthly stool,,sample,Monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011803,,,,,,
,,70,1,flag_ncf_filed,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010556,Non-continuation form completed,,participant,Study participant characteristics,http://purl.obolibrary.org/obo/EUPATH_0010989,Was a NCF completed for this child?. Used to flag children with incomplete follow-up. Source=Calculated,1=yes;0=no,,,,
,,401,2,flag_nodiar,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010557,Diarrheal stool classified by illness surveillance,,sample,Diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011769,"Was information using lastdiar and untildiar from illness file used to determine diarrhea stool type? . No diarrhea was reported the day of stool collection, but diarrhea was reported within 2 days of diarrhea collection, therefore stool sample was classified as a diarrhea sample. . Source=Calculated",1=yes;0=no,,how are diarrhea_gf (mpo_neo_ala) and flag_nodiar (microbiology) different?,,
,,420,10,flag_qns,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010558,Quantity not sufficient,,sample,Stool quantity,http://purl.obolibrary.org/obo/EUPATH_0010990,,,,,,
,,382,7,flag_safend,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010559,Stool collection 1 day post surveillance,,sample,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0011695,Was the stool sample collected one day after surveillance ended?. Please see dataset notes for more discussion. Stool sample collected one day after information from SAF ended.. Source=Calculated,1=yes;0=no,,,,
yes,,570,7,flag_rotachange,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010560,"Rotavirus ELISA result, accounting for recent vaccination",,sample,Raw virus data,http://purl.obolibrary.org/obo/EUPATH_0011844,Did the rotavirus test result change after incorporating information regarding rotavirus vaccination status?. Any positive rotavirus test result within 28 days of rotavirus vaccination was changed to be a negative result. Source=Calculated,1=yes;0=no,,,,
,,381,6,flag_timezerost,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010561,Time zero stool sample,,sample,Stool characteristics,http://purl.obolibrary.org/obo/EUPATH_0011695,,,,,,
,,71,2,flag_nrvtesting,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010562,Participant of norovirus cohort,,participant,Study participant characteristics,http://purl.obolibrary.org/obo/EUPATH_0010989,Was this PID randomly chosen to have monthly stools tested for norovirus? Used to identify PIDs in Norovirus cohort.. 10% of all children followed for at least 6 months at each site were selected to have monthly stools tested for norovirus. Source=Calculated,1=yes;0=no,,,,
,,451,3,bdfcbcult,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010564,Cary Blair media used for culture,,sample,Bacteriology,http://purl.obolibrary.org/obo/EUPATH_0011761,Was Cary Blair used for culture?. . Source=BDF,1=yes;0=no,,,,
,,450,2,bdfcultper,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010565,Culture performed,,sample,Bacteriology,http://purl.obolibrary.org/obo/EUPATH_0011761,,,,,,
,,449,1,bdftesting,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010566,Bacteriology testing completed,,sample,Bacteriology,http://purl.obolibrary.org/obo/EUPATH_0011761,,,,,,
,,441,2,complete_testing_d,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010567,Completely tested diarrheal stool,,sample,Complete testing of diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,442,3,complete_testing_dnomdf,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010568,Completely tested diarrheal stool (ex-microscopy),,sample,Complete testing of diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,444,5,complete_testing_dnomdfnrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010569,Completely tested diarrheal stool (ex-microscopy & NRV RT-PCR),,sample,Complete testing of diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,443,4,complete_testing_dwonrv,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010570,Completely tested diarrheal stool (ex-NRV RT-PCR),,sample,Complete testing of diarrheal stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,433,2,complete_testing_m,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010571,Completely tested monthly stool,,sample,Complete testing of monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,434,3,complete_testing_m_noa,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010572,Completely tested monthly stool (ex-archived stools),,sample,Complete testing of monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,435,4,complete_testing_m_noz,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010573,Completely tested monthly stool (ex-time zero stools),,sample,Complete testing of monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,436,5,complete_testing_m_noz_noa,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010574,Completely tested monthly stool (ex-archived & time zero stools),,sample,Complete testing of monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,437,6,complete_testing_mnomdf,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010575,Completely tested monthly stool (ex-microscopy),,sample,Complete testing of monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,438,7,complete_testing_mnomdf_noz_noa,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010576,Completely tested monthly stool (ex-archived & time zero stools; microscopy),,sample,Complete testing of monthly stool samples,http://purl.obolibrary.org/obo/EUPATH_0011765,,,,,,
,,455,3,ecpecolipcr,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010577,E. coli PCR performed,,sample,E. coli tests,http://purl.obolibrary.org/obo/EUPATH_0011770,"Was e. coli PCR performed?. If e. coli was not detected on culture, e. coli PCR was not required to be performed.. Source=ECP",1=yes;0=no,,,,
,,453,1,ecptesting,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010578,E. coli testing completed,,sample,E. coli tests,http://purl.obolibrary.org/obo/EUPATH_0011770,,,,,,
,,458,2,fvfadenoelisa,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010579,Adenovirus ELISA performed,,sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,,,,,,
,,459,3,fvfastroelisa,micro_x_24m.csv,http://purl.obolibrary.org/obo/EUPATH_0010580,Astrovirus ELISA performed,,sample,Fecal viral tests,http://purl.obolibrary.org/obo/EUPATH_0011785,,,,,,
