variable,dataFile,label,IRI,displayOrder,definition,category,parentLabel,parentIRI,termType,codebookDescription,codebookValues
wami_0_5y::q5,wami_0_5y,Household toilet or latrine's concrete floor available before 11/2009,http://purl.obolibrary.org/obo/EUPATH_0011613,7,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,variable,Was the concrete floor available before November 2009?. Source=SAV Latrine. yes = 01; no = 00,", 0, 1"
wami_0_5y::q6,wami_0_5y,Household toilet or latrine's concrete floor installation date,http://purl.obolibrary.org/obo/EUPATH_0011614,9,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,variable,When after November 2009 did your toilet/latrine; have a concrete floor. Source=SAV Latrine. date,2010-01-03 to 2015-01-11
wami_0_5y::q7,wami_0_5y,Household toilet or latrine's concrete floor available between 11/2009 and 02/2014,http://purl.obolibrary.org/obo/EUPATH_0011615,8,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,variable,"If your answer to Question 04 is ‘No’, did your toilet/latrine have a concrete floor any time between November 2009 and February 2014? . Source=SAV Latrine. yes = 01; no = 00",", 0, 1"
wami_0_5y::typeof,wami_0_5y,"Latrine type, current",http://purl.obolibrary.org/obo/EUPATH_0011701,4,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,variable,"Type of pit latrine. Source=TZH latrine. 1=with slab, 2=no slab, 3=no facility, na=no facility",", 1, 2, 3"
wami_0_5y::ifno,wami_0_5y,"Latrine type, previous",http://purl.obolibrary.org/obo/EUPATH_0011702,5,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,variable,If NO; type when pit latrine 0-2yrs. Source=TZH latrine. with slab = 1;with no slab = 2;others = 3,", 1, 2, 3"
wami_0_5y::fsetoiletmod,wami_0_5y,Household toilet facility type,http://purl.obolibrary.org/obo/EUPATH_0011744,3,,Household,Waste disposal,http://purl.obolibrary.org/obo/EUPATH_0000596,variable,"What kind of toilet facility do members of your household usually use? Equal to FSE toilet except when new data provided by TZH, SAV, and PEL conflict. It is preferable to use this variable than the raw variable as correct accounting for type of latrine has been made. . Source=Derived. no facility/bush/field or bucket toilet/pit latrine without slab = 01(unimproved);pit latrine without flush/with slab(improved) = 02;flush to piped sewer system = 03 flush to septic tank = 04 ;flush to pit latrine = 05 ;flush to somewhere else = 06;other = 07",", 1, 2, 3, 4, 5, 6, 7"
mpo_neo_ala::srffrstsid,mpo_neo_ala,1st sample ID if recollection,http://purl.obolibrary.org/obo/EUPATH_0010857,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,SampleID of Initial sample. Source=SRF.,>10 unique values
micro_x::srffrstsid,micro_x,1st sample ID if recollection,http://purl.obolibrary.org/obo/EUPATH_0010857,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,SampleID of Initial sample. Source=SRF.,>10 unique values
micro_x::srfmbsampid_1,micro_x,Sample ID for 1st recollection,http://purl.obolibrary.org/obo/EUPATH_0010859,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,sampleID of 1st recollection sample (SRFFRSTSID). Source=SRF. .Sample ID on SRF form for first recollection.,>10 unique values
micro_x::srfmbsampid_2,micro_x,Sample ID for 2nd recollection,http://purl.obolibrary.org/obo/EUPATH_0010860,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,sampleID of 1st recollection sample (SRFFRSTSID). Source=SRF. .Sample ID on SRF form for second recollection.,>10 unique values
micro_x::srfmbsampid_3,micro_x,Sample ID for 3rd recollection,http://purl.obolibrary.org/obo/EUPATH_0010861,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,sampleID of 1st recollection sample (SRFFRSTSID). Source=SRF. .Sample ID on SRF form for third recollection.,
lmz::lab,lmz,Lactulose and mannitol analysis lab,http://purl.obolibrary.org/obo/EUPATH_0011283,7,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,.,"BG, BR, IN, OR"
,,Stool sample,http://purl.obolibrary.org/obo/EUPATH_0011877,3,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,category,NA,NA
,,Urine sample,http://purl.obolibrary.org/obo/OBI_0000651,5,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,category,NA,NA
,,Blood sample,http://purl.obolibrary.org/obo/OBI_0000655,4,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,category,NA,NA
,,Sample collection,http://purl.obolibrary.org/obo/OBI_0000659,2,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,category,NA,NA
mpo_neo_ala::srfmbsampid,mpo_neo_ala,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Sample ID. Source=BRF/UCF. .. .Sample ID on SRF form (used as gold standard for Sample ID). This is the stool sample's unique identification number.. Source=SRF.,>10 unique values
lmz::ucfsampid,lmz,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Sample ID. Source=BRF/UCF. .. .Sample ID on SRF form (used as gold standard for Sample ID). This is the stool sample's unique identification number.. Source=SRF.,>10 unique values
micro_x::srfmbsampid,micro_x,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Sample ID. Source=BRF/UCF. .. .Sample ID on SRF form (used as gold standard for Sample ID). This is the stool sample's unique identification number.. Source=SRF.,>10 unique values
mn_blood::sampid,mn_blood,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Sample ID. Source=BRF/UCF. .. .Sample ID on SRF form (used as gold standard for Sample ID). This is the stool sample's unique identification number.. Source=SRF.,>10 unique values
mn_iar::sampid,mn_iar,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Sample ID. Source=BRF/UCF. .. .Sample ID on SRF form (used as gold standard for Sample ID). This is the stool sample's unique identification number.. Source=SRF.,>10 unique values
tac::sid,tac,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Sample ID. Source=BRF/UCF. .. .Sample ID on SRF form (used as gold standard for Sample ID). This is the stool sample's unique identification number.. Source=SRF.,>10 unique values
tac_60m::sid,tac_60m,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Sample ID. Source=BRF/UCF. .. .Sample ID on SRF form (used as gold standard for Sample ID). This is the stool sample's unique identification number.. Source=SRF.,>10 unique values
vax_and_titer_wdates::vrfsid,vax_and_titer_wdates,Sample ID,http://purl.obolibrary.org/obo/OBI_0001616,NA,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,Blood sample ID..BRF/VRF,>10 unique values
fecalbio::sampletype,mpo_neo_ala,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,"variable, derived",Stool,
lmz::sampletype,lmz,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,"variable, derived",Urine,
micro_x::sampletype,micro_x,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,"variable, derived",Stool,
mn_blood::sampletype,mn_blood,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,"Type of sample (stool). Source=calculated. stool.Type of sample (blood, urine). Source=calculated. .Type of sample (blood). Source=calculated. blood.Type of sample (urine). Source=calculated. urine",
mn_iar::sampletype,mn_iar,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,variable,"Type of sample (stool). Source=calculated. stool.Type of sample (blood, urine). Source=calculated. .Type of sample (blood). Source=calculated. blood.Type of sample (urine). Source=calculated. urine",
tac::sampletype,tac,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,"variable, derived",Stool,
tac_60m::sampletype,tac,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,"variable, derived",Stool,
vax_and_titer_wdates::sampletype,vax_and_titer_wdates,Sample type,http://purl.obolibrary.org/obo/OBI_0100051,1,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,"variable, derived",type of sample (blood),blood
,,Laboratory test,http://purl.obolibrary.org/obo/OGMS_0000056,8,,Sample,Sample,http://purl.obolibrary.org/obo/EUPATH_0000609,category,NA,NA
zscores_all::zbmi,zscores_all,BMI-for-age z-score,http://purl.obolibrary.org/obo/EUPATH_0000662,9,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Body Mass Index (BMI)-for-age Z-score for children 2+ years old. calculated,NA
zscores_all::zhc,zscores_all,Head circumference-for-age z-score,http://purl.obolibrary.org/obo/EUPATH_0000682,8,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Head circumference Z-score. calculated,>10 unique values
zscores_all::head,zscores_all,Head circumference (cm),http://purl.obolibrary.org/obo/EUPATH_0000683,15,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Head circumference in cm. CAF/MOA/MOB/MOC,>10 unique values
zscores_all::zlen,zscores_all,Length-for-age z-score,http://purl.obolibrary.org/obo/EUPATH_0000689,2,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Length-for-age Z-score. calculated,>10 unique values
zscores_all::lh,zscores_all,Recumbent length or height used for stature,http://purl.obolibrary.org/obo/EUPATH_0000719,10,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,"Indicates whether length or height was measured for Stature variable (Length=0, Height=1). calculated",", 0, 1"
zscores_all::weight,zscores_all,Weight (kg),http://purl.obolibrary.org/obo/EUPATH_0000732,14,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Weight in kg. CAF/MOA/MOB/MOC/AVF,>10 unique values
zscores_all::zwei,zscores_all,Weight-for-age z-score,http://purl.obolibrary.org/obo/EUPATH_0000733,4,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Weight-for-age Z-score. calculated,>10 unique values
zscores_all::whz,zscores_all,Weight-for-length or -height z-score,http://purl.obolibrary.org/obo/EUPATH_0000734,5,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,"Weight-for-length Z-score or Weight-for-height Z-score, as appropriate by age (length<2y, height>2y). calculated",NA
zscores_all::height,zscores_all,Height (cm),http://purl.obolibrary.org/obo/EUPATH_0010075,13,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Height in cm (after 2y). MOC/AVF,>10 unique values
zscores_all::stature,zscores_all,Stature (cm),http://purl.obolibrary.org/obo/EUPATH_0011893,11,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,"Length from MOA, MOB, MOC; When length is not available on MOC, height is used here. Height from AVF.. CAF/MOA/MOB/MOC/AVF",>10 unique values
zscores_all::zhei,zscores_all,Height-for-age z-score,http://purl.obolibrary.org/obo/EUPATH_0011894,3,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Height-for-age Z-score (height from MOC/AVF). calculated,>10 unique values
zscores_all::zwfh,zscores_all,Weight-for-height z-score,http://purl.obolibrary.org/obo/EUPATH_0011895,7,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Weight-for-height Z-score (height from MOC/AVF). calculated,>10 unique values
zscores_all::length,zscores_all,Recumbent length (cm),http://purl.obolibrary.org/obo/EUPATH_0011918,12,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Length in cm. CAF/MOA/MOB,>10 unique values
zscores_all::zwfl,zscores_all,Weight-for-length z-score,http://purl.obolibrary.org/obo/EUPATH_0011919,6,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,Weight-for-length Z-score. calculated,>10 unique values
zscores_all::haz,zscores_all,Length- or height-for-age z-score,http://purl.obolibrary.org/obo/EUPATH_0015710,1,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,variable,"Length-for-age z-score or Height-for-age Z-score, as appropriate by age (length<2y, height>2y). calculated",NA
zscores_all::b_wei,zscores_all,Birth weight (kg),http://www.ebi.ac.uk/efo/EFO_0004344,NA,,Observation,Anthropometry,http://purl.obolibrary.org/obo/EUPATH_0000649,"variable, derived",,
,,Weaning summary,http://purl.obolibrary.org/obo/EUPATH_0011191,2,,Participant,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,category,NA,NA
,,Breastfeeding summary,http://purl.obolibrary.org/obo/EUPATH_0011690,1,,Participant,Feeding,http://purl.obolibrary.org/obo/EUPATH_0000678,category,NA,NA
,,Aggregate data for organism detection in stool,http://purl.obolibrary.org/obo/EUPATH_0010983,7,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,category,NA,NA
,,Raw test result for stool,http://purl.obolibrary.org/obo/EUPATH_0010985,5,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,category,NA,NA
,,Microbiology tests performed,http://purl.obolibrary.org/obo/EUPATH_0011800,1,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,category,NA,NA
,,Test result summary for stool,http://purl.obolibrary.org/obo/EUPATH_0011876,6,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,category,NA,NA
,,Virus in stool,http://purl.obolibrary.org/obo/EUPATH_0011959,3,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,multifilter,NA,NA
,,Eukaryota in stool,http://purl.obolibrary.org/obo/EUPATH_0030117,4,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,multifilter,NA,NA
,,Bacteria in stool,http://purl.obolibrary.org/obo/EUPATH_0011967,2,,Sample,Stool microbiology test,http://purl.obolibrary.org/obo/EUPATH_0000724,multifilter,NA,NA
wami_0_5y::fsewdrink,wami_0_5y,Drinking water source,http://purl.obolibrary.org/obo/ENVO_00003064,2,,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,variable,What is the main source of drinking water for members of your household?. Source=FSE. piped into dwelling = 01; piped to yard/plot = 02 ; public tap/stand pipe= 03 ; tube well or borehole = 04; protected well = 05; unprotected well = 06 ; surface water (river/ dam/ lake/pond/ stream/canal/irrigation canal) = 07 ; other = 08,", 1, 2, 3, 4, 5, 6, 7, 8"
wami_0_5y::newdrink,wami_0_5y,Drinking water categorization,http://purl.obolibrary.org/obo/EUPATH_0011603,1,,Household,Household water,http://purl.obolibrary.org/obo/EUPATH_0000731,variable,"Score of drinking water source; 0  for unimproved categories, 4 for improved categories. Source=FSE(derived). if fsewdrink = ''01'',''02'',''03'',''04'',''05'',''08'' then newdrink=4, ''improved'' except for pel where fsewdrink=''08'' is also considered unimproved due to site-specific circumstances; if fsewdrink = ''06'',''07'' then newdrink=0 ''unimproved'', except for pel where values of ''08'' for fsewdrink are considered unimproved",", 0, 4"
,,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,11,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,category,NA,NA
,,Signs and symptoms,http://purl.obolibrary.org/obo/EUPATH_0000309,8,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,category,NA,NA
,,Observation details,http://purl.obolibrary.org/obo/EUPATH_0000310,2,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,category,NA,NA
bf2::agedays,bf2,Age (days),http://purl.obolibrary.org/obo/EUPATH_0000579,1,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,variable,Age in days at assessment date. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA. ..,
whocoreallsites::agedays,whocoreallsites,Age (days),http://purl.obolibrary.org/obo/EUPATH_0000579,1,,Observation,Observation,http://purl.obolibrary.org/obo/EUPATH_0000738,variable,Age in days at assessment date. Source=FRQ/FSQ/BRF/UCF/SRF/FSE/MOA. ..,
