codebookOrder,overallOrder,order,variable,dataset,label,IRI,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,notesForOnt,JZ cmments,
215,289,,prevent_blood,gems1_huas_data.sas7bdat,Bloody diarrhea,,,,Known way to prevent child from illness,,H56: Attitudes about diarrheal illness. Multifilter: Do you know any ways that prevent your child from getting these illnesses? Bloody diarrhea.,"1=No, 2=Yes, NA=NA",Multifilter,,
217,290,,prevent_rice,gems1_huas_data.sas7bdat,Rice watery/cholera-like illness ,,,,Known way to prevent child from illness,,H56: Attitudes about diarrheal illness. Multifilter: Do you know any ways that prevent your child from getting these illnesses? Rice watery/cholera-like illness.,"1=No, 2=Yes, NA=NA",Multifilter,,
216,291,,prevent_loose,gems1_huas_data.sas7bdat,Simple loose/watery diarrhea ,,,,Known way to prevent child from illness,,H56: Attitudes about diarrheal illness. Multifilter: Do you know any ways that prevent your child from getting these illnesses? Simple loose/watery diarrhea.,"1=No, 2=Yes, NA=NA",Multifilter,,
,292,,,,Proposed way to prevent child from illness,,,,Diarrheal illness knowledge and attitudes,,,,H57 Category,,
218,293,,prevways_brefeed,gems1_huas_data.sas7bdat,Breastfeeding,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Breastfeeding. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
220,294,,prevways_cnbeprev,gems1_huas_data.sas7bdat,Cannot be prevented,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Cannot be prevented. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
219,295,,prevways_clean,gems1_huas_data.sas7bdat,Clean food or water,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Clean food or water. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
221,296,,prevways_med,gems1_huas_data.sas7bdat,Medications,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Medications. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
222,297,,prevways_nutr,gems1_huas_data.sas7bdat,Nutrition,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Nutrition. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
225,298,,prevways_waste,gems1_huas_data.sas7bdat,Proper disposal of human waste,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Proper disposal of human waste. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
223,299,,prevways_vaccin,gems1_huas_data.sas7bdat,Vaccines,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Vaccines. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
224,300,,prevways_wash,gems1_huas_data.sas7bdat,Washing hands,,,,Proposed way to prevent child from illness,,"H57: Attitudes about diarrheal illness. Multifilter: In your opinion, what are the best ways to prevent these illnessess Washing hands. Skip H57 if H54/H55/H56 are all ""No"". Select 3 or less, don't prompt caretaker.","0=No, 1=Yes",Multifilter,,
,301,,,,Treatment works well for illness,,,,Diarrheal illness knowledge and attitudes,,,,H58 Category,,
326,302,,trtworks_blood,gems1_huas_data.sas7bdat,Bloody diarrhea,,,,Treatment works well for illness,,H58: Attitudes about diarrheal illness. Multifilter: Do you think there is a treatment that works well for each of the following? Bloody diarrhea.,"1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
328,303,,trtworks_rice,gems1_huas_data.sas7bdat,Rice watery/cholera-like illness ,,,,Treatment works well for illness,,H58: Attitudes about diarrheal illness. Multifilter: Do you think there is a treatment that works well for each of the following? Rice watery/cholera-like illness.,"1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
327,304,,trtworks_loose,gems1_huas_data.sas7bdat,Simple loose/watery diarrhea ,,,,Treatment works well for illness,,H58: Attitudes about diarrheal illness. Multifilter: Do you think there is a treatment that works well for each of the following? Simple loose/watery diarrhea.,"1=No, 2=Yes, 3=Don't know, NA=NA",Multifilter,,
198,305,,ors_work,gems1_huas_data.sas7bdat,Does ORS work well to treat diarrhea,,,,Diarrheal illness knowledge and attitudes,,"H59: Attitudes about diarrheal illness. In your opinion, does ORS work well to treat diarrhea.","1=No, 2=Yes, 3=Don't know, NA=NA",,,
183,306,,mst_dangr,gems1_huas_data.sas7bdat,Perceived most dangerous diarrhea,,,,Diarrheal illness knowledge and attitudes,,H60: Attitudes about diarrheal illness. Whh of the following is the most dangerous for a child. Select only 1,"1=Simple loose/watery diarrhea, 2=Bloody diarrhea, 3=Rice watery/cholera-like illness, 4=Don't know, NA=NA",,,
165,307,,lst_dangr,gems1_huas_data.sas7bdat,Perceived least dangerous diarrhea,,,,Diarrheal illness knowledge and attitudes,,H61 : Attitudes about diarrheal illness. Which of the following is the least dangerous for a child. Select only 1,"1=Simple loose/watery diarrhea, 2=Bloody diarrhea, 3=Rice watery/cholera-like illness, 4=Don't know, NA=NA",,,
126,308,,highcost,gems1_huas_data.sas7bdat,Perceived highest cost diarrhea,,,,Diarrheal illness knowledge and attitudes,,"H62: Attitudes about diarrheal illness. When your child is ill, you may have to pay when you seek medical care. In your opinion, which of the following illnesses has the highest costs. Select only 1","0=NOT IN CODEBOOK, 1=Simple loose/watery diarrhea, 2=Bloody diarrhea, 3=Rice watery/cholera-like illness, 4=Don't know, NA=NA",,,
164,309,,lowcost,gems1_huas_data.sas7bdat,Perceived lowest cost diarrhea,,,,Diarrheal illness knowledge and attitudes,,"H63: Attitudes about diarrheal illness. When your child is ill, you may have to pay when you seek medical care. In your opinion, which of the following illnesses has the lowest costs. Select only 1","1=Simple loose/watery diarrhea, 2=Bloody diarrhea, 3=Rice watery/cholera-like illness, 4=Don't know, NA=NA",,,
332,310,,vac_imp,gems1_huas_data.sas7bdat,Perceived vaccines important,,,,Diarrheal illness knowledge and attitudes,,"H64: Attitudes about diarrheal illness. In your opinion, are vaccines important for your child's health.","1=No, 2=Yes, NA=NA",,,
,311,,,,If vaccine available against illness for child would you use,,,,Diarrheal illness knowledge and attitudes,,,,H65 Category,,
329,312,,usevac_blood,gems1_huas_data.sas7bdat,Bloody diarrhea,,,,If vaccine available against illness for child would you use,,"H65: Attitudes about diarrheal illness. Multifilter: If there would be a vaccine available to prevent the following illnesses, would you want to use it for your child? Bloody diarrhea.","1=No, 2=Yes, NA=NA",Multifilter,,
331,313,,usevac_rice,gems1_huas_data.sas7bdat,Rice watery/cholera-like illness ,,,,If vaccine available against illness for child would you use,,"H65: Attitudes about diarrheal illness. Multifilter: If there would be a vaccine available to prevent the following illnesses, would you want to use it for your child? Rice watery/cholera-like illness.","1=No, 2=Yes, NA=NA",Multifilter,,
330,314,,usevac_loose,gems1_huas_data.sas7bdat,Simple loose/watery diarrhea ,,,,If vaccine available against illness for child would you use,,"H65: Attitudes about diarrheal illness. Multifilter: If there would be a vaccine available to prevent the following illnesses, would you want to use it for your child? Simple loose/watery diarrhea.","1=No, 2=Yes, NA=NA",Multifilter,,
93,315,,drh_days_last,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Days of diarrhea,http://purl.obolibrary.org/obo/EUPATH_0010238,,,Diarrheal episodes,http://purl.obolibrary.org/obo/EUPATH_0010016,"Only complete for children who had diarrhea in the last 2 weeks. Skip if D28.1=""yes""",,,"I think it is same as variable 'drh_days'. So map to same ontology term. It may have different meaning from the mapped term (""How many days including today has this episode of diarrhea lasted?""). Need dobule check.",
15,316,,anydiarhea,gems1_huas_data.sas7bdat,Diarrhea ,http://purl.obolibrary.org/obo/EUPATH_0024093,,,Symptoms in past two weeks,http://purl.obolibrary.org/obo/EUPATH_0024095,Has illness with diarrhea in last 14 days?,"0, 1",,,
28,317,,careseek,gems1_huas_data.sas7bdat,Seek outside care ,http://purl.obolibrary.org/obo/EUPATH_0015092,,,Previously sought care,http://purl.obolibrary.org/obo/EUPATH_0010380,,"0, 1",,"Use instead of, 'seekcare'",
207,318,,outcome,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Outcome leaving hospital or health center ,http://purl.obolibrary.org/obo/EUPATH_0010353,,,Hospitalization,http://purl.obolibrary.org/obo/EUPATH_0000308,,"0, 1, 2, 3, 4, 5",,,
,319,,,,Diarrhea treament,,,,Treatment,http://purl.obolibrary.org/obo/OGMS_0000090,,,Category,"There are several diarrhea treatment terms associated with specific time or condition, before visit, by prescription at home, given in health center. Not sure any can be used to replace this one.",
313,320,,trt_homefluid,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Homemade fluid ,,,,Diarrhea treament,,,"0, 1",Multifilter,,
314,321,,trt_iv,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Intravenous fluids,,,,Diarrhea treament,,,"0, 1",Multifilter,,
320,322,,trt_none,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",None prescribed or taken ,,,,Diarrhea treament,,,"0, 1",Multifilter,Is it associated with 'Diarrhea treatment by prescription at home'? No,
321,323,,trt_ors,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Fluid made from ORALITE or ORS,,,,Diarrhea treament,,,"0, 1",Multifilter,,
334,324,,vomit,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Vomiting 3 or more times per day ,http://purl.obolibrary.org/obo/EUPATH_0015060,,,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,"0, 1, 2",,Is it a kind of 'Symptoms since illness began'? Yes,
335,325,,vomit_days,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Days vomitting,,,,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,"0, 1, 2, 3",,,
336,326,,vomit_times,"gems1_huas_lite_data_kenya.sas7bdat, gems1_huas_lite_data_6_sites.sas7bdat",Worst day vomitting frequency,,,,Symptoms since illness began,http://purl.obolibrary.org/obo/EUPATH_0010357,,"0, 1, 2, 3",,,
337,327,,wealth_index,gems1_huas_data.sas7bdat,"Household wealth index, numerical ",http://purl.obolibrary.org/obo/EUPATH_0000014,,,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,,,,
339,328,,wiq,gems1_huas_data.sas7bdat,"Household wealth index, categorical ",http://purl.obolibrary.org/obo/EUPATH_0000143,,,Socioeconomic factors,http://purl.obolibrary.org/obo/EUPATH_0000304,,"0, 1, 2, 3, 4",,,
